Week 01,9321,8707,5673,7958,2862,6485,9284,9079,5679
Week 02,10733,8801,6672,8231,3686,6062,8847,7618,7490
Week 03,9251,7974,7864,9372,4205,6299,8693,4180,7245
Week 04,10209,7889,6395,9020,3937,6900,9027,4179,7366
Week 05,9954,6859,7324,9437,3722,6248,9699,4202,7150
Week 06,8739,7338,7561,8762,3635,5030,9111,4611,6925
Week 07,9374,8089,8290,8625,3276,6671,10038,4278,7512
Week 08,8712,8502,8184,7264,3964,7094,8102,4589,7137
Week 09,7745,7265,7651,8093,4158,5947,5433,4682,6641
Week 10,7307,6196,7862,7202,4439,6248,6905,4643,7142
Week 11,6033,7238,8091,5847,3934,5750,8092,4893,5834
Week 12,4288,4752,5316,5075,2562,3103,8020,2899,6349
Week 13,7781,5808,7664,4366,2249,5740,7825,4890,6701
Week 14,7002,4793,6924,6165,3680,4852,8613,6723,6049
Week 15,7777,5234,4091,6156,4099,3828,8656,6681,4690
Week 16,4314,5159,5769,5543,5617,3437,5241,4659,5937
Week 17,2654,2297,3071,2661,2963,2998,2629,3398,3550
Week 18,2851,2661,3045,2615,2655,3632,2792,3785,3056
Week 19,2347,2415,2544,2730,2930,3738,3087,3805,3397
Week 20,2135,2273,2224,2919,3030,3423,2799,3430,3136
Week 21,2193,2688,2190,2204,2676,2914,3121,3229,2559
Week 22,2048,2469,2220,2561,2574,2263,2951,2278,2557
Week 23,2675,2157,2195,2251,1775,2226,2527,2465,2671
Week 24,5085,4662,6657,4702,2019,2649,2909,2493,3342
Week 25,8272,7760,8212,6566,2602,3110,3110,3345,3598
Week 26,8433,7200,8335,5468,2200,4941,6021,3395,3693
Week 27,8552,3190,8785,8868,4574,4747,7552,3721,3289
Week 28,8373,6593,8486,8220,5529,5485,5682,3295,3262
Week 29,7365,7452,8064,8084,4825,6074,4217,3106,3196
Week 30,8331,8349,8253,1792,6264,6534,4540,3440,3393
Week 31,7998,8482,7727,3707,5207,7959,4665,4091,3897
Week 32,8671,7058,7710,2862,4454,8412,4317,4611,-
Week 33,8448,7383,9058,5485,6020,9284,4010,3560,-
Week 34,7604,7856,9483,7241,4035,8074,4352,2296,-
Week 35,9155,8291,7990,6422,4365,9508,5636,3187,-
Week 36,8824,8241,8075,8468,6245,8591,10044,3409,-
Week 37,9134,8311,7240,9517,7016,8636,9353,3246,-
Week 38,8635,5643,6970,7778,6810,9250,10155,3363,-
Week 39,9258,8194,6598,7913,6299,9954,8764,3042,-
Week 40,9118,7945,6064,9351,5445,10377,10413,6715,-
Week 41,8896,7889,9332,9178,5095,8839,10021,7121,-
Week 42,9137,7889,8359,8909,6706,10546,10377,8211,-
Week 43,8979,8071,8773,8904,5736,10371,10679,7276,-
Week 44,9144,8513,9574,7611,7174,10217,10356,8062,-
Week 45,8639,7783,9018,7887,5852,9112,9604,7335,-
Week 46,9676,8451,8655,8156,5381,8539,9664,7644,-
Week 47,8136,8521,9139,7899,6125,9161,9468,7212,-
Week 48,8190,7289,8197,8600,6568,9105,9478,8142,-
Week 49,8434,7919,8854,8275,5944,7340,9636,7811,-
Week 50,6983,7460,9062,9510,4644,9828,10163,7495,-
Week 51,7435,6376,6492,6794,6869,7340,9991,7898,-
Week 52,8347,7503,7304,4629,4174,6104,8438,7100,-
Week 53,,,,,N/A,,,,
