"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000389I","Kvilldal","1444","1240","Kvilldal","20","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000747I","Tonstad","1130","960","Tonstad","12","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000020T","Aurland1","904","840","Aurland1","16","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000695B","Svartisen","780","720","Svartisen","22","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP000000008791","Sy-Sima","720","720","Sy-Sima","20","05.05.2015",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Pumped Storage","50WP00000000607Y","Saurdal","674","640","Saurdal","2","17.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP000000008783","Lang Sima","580","580","Lang Sima","16","05.05.2015",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000552X","Rana","570","500","Rana","2","17.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000745M","Tokke","480","440","Tokke","16","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Fossil Gas","50WP00000000493N","Naturkraft CCPP","520","420","Naturkraft CCPP","20","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP000000002811","Holen","460","415","Holen","14","17.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Wind Onshore","50WP000000021352","Øyfjellet Vindkraftverk","N/A","400","Øyfjellet","132","01.08.2023",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000771L","Tyin","440","390","Tyin","17","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP000000000827","Brokke","443","379","Brokke","2","17.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000880G","Lysebotn 2","N/A","370","Lysebotn","9","01.01.2017",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP00000000498D","Nedre Rossaga","378","350","Nedre Rossaga","10","16.12.2014",""
"CTA|NO / 01.01.2016 00:00 - 01.01.2017 00:00","Hydro Water Reservoir","50WP000000005039","Nedre Vinstra","343","344","Nedre Vinstra","10","16.12.2014",""
