Fuel,Technology,Type / Class,Age bin,PowerCapacity,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,RampingCost,PartLoadMin,StartUpTime,CHPType
OIL,GTUR,aeroderivative,,8.9999999999,29.7002105144203,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,E,,350,38.1413289879093,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,E,,349.9999999999,36.5855164790602,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,E,,100,36.5855164790602,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,E,,99.9999999999,33.6148979967544,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,E,,9,33.6148979967544,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,E,,8.9999999999,30.0931457582758,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,350,40.845,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,349.9999999999,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,100,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,99.9999999999,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,9,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fa,,8.9999999999,37.5515,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,350,40.845,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,349.9999999999,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,100,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,99.9999999999,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,9,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,Fb,,8.9999999999,37.5515,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,350,41.81,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,349.9999999999,40.808,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,100,40.808,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,99.9999999999,40.126,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,9,40.126,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,GTUR,H,,8.9999999999,39.928,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,350,38.1413289879093,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,349.9999999999,36.5855164790602,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,100,36.5855164790602,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,99.9999999999,33.6148979967544,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,9,33.6148979967544,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,E,,8.9999999999,30.0931457582758,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,350,40.845,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,349.9999999999,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,100,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,99.9999999999,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,9,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fa,,8.9999999999,37.5515,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,350,40.845,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,349.9999999999,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,100,39.0915,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,99.9999999999,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,9,37.898,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,Fb,,8.9999999999,37.5515,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,350,41.81,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,349.9999999999,40.808,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,100,40.808,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,99.9999999999,40.126,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,9,40.126,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
OIL,GTUR,H,,8.9999999999,39.928,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.25,
GAS,STUR,,,350,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,STUR,,,349.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,STUR,,,100,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,STUR,,,99.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,STUR,,,9,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,STUR,,,8.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,350,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,349.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,100,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,99.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,9,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
OIL,STUR,,,8.9999999999,40,3.125,3.5,3.79,3.79,,1.17,0.4,1,
GAS,ICEN,,,10,50.4566027344582,,,,,,,,,
GAS,ICEN,,,9.9999999999,47.1295707540583,,,,,,,,,
GAS,ICEN,,,5,47.1295707540583,,,,,,,,,
GAS,ICEN,,,4.9999999999,42.7273887620863,,,,,,,,,
GAS,ICEN,,,2,42.7273887620863,,,,,,,,,
GAS,ICEN,,,1.9999999999,36.9388214963504,,,,,,,,,
OIL,ICEN,,,10,50.4566027344582,,,,,,,,,
OIL,ICEN,,,9.9999999999,47.1295707540583,,,,,,,,,
OIL,ICEN,,,5,47.1295707540583,,,,,,,,,
OIL,ICEN,,,4.9999999999,42.7273887620863,,,,,,,,,
OIL,ICEN,,,2,42.7273887620863,,,,,,,,,
OIL,ICEN,,,1.9999999999,36.9388214963504,,,,,,,,,
GAS,CCOM,,,200,82.5,,,,,,,0.4,,back-pressure
GAS,CCOM,,,50,82.5,,,,,,,0.4,,back-pressure
OIL,CCOM,,,200,82.5,,,,,,,0.4,,back-pressure
OIL,CCOM,,,50,82.5,,,,,,,0.4,,back-pressure
GAS,CCOM,,,800,82.5,,,,,,,0.4,,extraction
GAS,CCOM,,,100,82.5,,,,,,,0.4,,extraction
OIL,CCOM,,,800,82.5,,,,,,,0.4,,extraction
OIL,CCOM,,,100,82.5,,,,,,,0.4,,extraction
GAS,GTUR,,,50,75,,,,,,,,,back-pressure
GAS,GTUR,,,5,75,,,,,,,,,back-pressure
OIL,GTUR,,,50,75,,,,,,,,,back-pressure
OIL,GTUR,,,5,75,,,,,,,,,back-pressure
GAS,GTUR,,,100,75,,,,,,,,,extraction
GAS,GTUR,,,20,75,,,,,,,,,extraction
OIL,GTUR,,,100,75,,,,,,,,,extraction
OIL,GTUR,,,20,75,,,,,,,,,extraction
GAS,ICEN,,,10,89.2,,,,,,,,,back-pressure
GAS,ICEN,,,0.1,89.2,,,,,,,,,back-pressure
OIL,ICEN,,,10,89.2,,,,,,,,,back-pressure
OIL,ICEN,,,0.1,89.2,,,,,,,,,back-pressure
GAS,ICEN,,,20,89.2,,,,,,,,,extraction
GAS,ICEN,,,5,89.2,,,,,,,,,extraction
OIL,ICEN,,,20,89.2,,,,,,,,,extraction
OIL,ICEN,,,5,89.2,,,,,,,,,extraction
GAS,STUR,,,100,83.5,,,,,,,,,back-pressure
GAS,STUR,,,1,83.5,,,,,,,,,back-pressure
OIL,STUR,,,100,83.5,,,,,,,,,back-pressure
OIL,STUR,,,1,83.5,,,,,,,,,back-pressure
GAS,STUR,,,500,72.5,,,,,,,,,extraction
GAS,STUR,,,50,72.5,,,,,,,,,extraction
OIL,STUR,,,500,72.5,,,,,,,,,extraction
OIL,STUR,,,50,72.5,,,,,,,,,extraction
NUC,STUR,Pressurized water reactor,,750,35.5,87,26,5.125,5.125,,,0.35,6,
NUC,STUR,Pressurized water reactor,,749.9999999999,35.5,87,26,5.125,5.125,,,0.35,6,
NUC,STUR,Boiling water reactor),,750,33,87,26,5.125,5.125,,,0.4,6,
NUC,STUR,Boiling water reactor),,749.9999999999,33,87,26,5.125,5.125,,,0.4,6,
BIO,STUR,,,,35,,,5.125,5.125,,,0.3,,
BIO,STUR,,,,,,,,,,,0.3,,back-pressure
BIO,STUR,,,,,,,,,,,0.3,,extraction
BIO,STUR,Organic Rankine-cycle,,,,,,,,,,0.3,,back-pressure
BIO,STUR,Organic Rankine-cycle,,,,,,,,,,0.3,,extraction
BIO,ICEN,,,,,,,,,,,,,
BIO,ICEN,,,,87.05,,,,,,,,,back-pressure
BIO,ICEN,,,,87.05,,,,,,,,,extraction
WAT,ROR,,,30,95,,,,,,,,,
WAT,ROR,,,29.9999999999,95,,,,,,,,,
WAT,ROR,,,10,95,,,,,,,,,
WAT,ROR,,,9.9999999999,90,,,,,,,,,
WAT,ROR,,,1,90,,,,,,,,,
WAT,ROR,,,0.9999999999,90,,,,,,,,,
WAT,HDAM,,,75,95,,,,,,,,,
WAT,HDAM,,,74.9999999999,95,,,,,,,,,
WAT,HDAM,,,10,95,,,,,,,,,
WAT,HDAM,,,9.9999999999,90,,,,,,,,,
WAT,HDAM,,,1,90,,,,,,,,,
WAT,HDAM,,,0.9999999999,90,,,,,,,,,
WAT,HPHS,,,75,67.5,,,,,,,,,
WAT,HPHS,,,74.9999999999,67.5,,,,,,,,,
WAT,HPHS,,,10,67.5,,,,,,,,,
WAT,HPHS,,,9.9999999999,67.5,,,,,,,,,
WAT,HPHS,,,1,67.5,,,,,,,,,
WAT,HPHS,,,0.9999999999,67.5,,,,,,,,,
