Production_Type,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hydro_Water_Reservoir,1566.0,1544.0,1810.0,1810.0,1810.0,1810.0,1810.0,1810,1810,1810
Hydro_Pumped_Storage,1399.0,1399.0,864.0,864.0,864.0,864.0,864.0,864,864,864
