00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7653,,n/e,n/e,5840,,1337,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4019,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7587,,n/e,n/e,5841,,1303,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4014,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7015,,n/e,n/e,5842,,1265,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4045,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7086,,n/e,n/e,5839,,1273,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4021,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7088,,n/e,n/e,5839,,1277,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3948,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6746,,n/e,n/e,5840,,1277,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3763,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7173,,n/e,n/e,5839,,1301,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3597,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7497,,n/e,n/e,5839,,1334,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3355,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7973,,n/e,n/e,5840,,1423,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3135,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8820,,n/e,n/e,5840,,1469,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2937,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9060,,n/e,n/e,5840,,1480,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2713,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9220,,n/e,n/e,5840,,1535,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2441,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9253,,n/e,n/e,5884,,1559,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2141,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9218,,n/e,n/e,6062,,1562,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1894,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9238,,n/e,n/e,6208,,1563,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1770,
