index,PL -> SE,PL -> SK,PL -> CZ,PL -> LT,PL -> DE,PL -> PL
2023-01-06 15:00:00+0000,0.0,1071.0,1544.0,0.0,0.0,0.0
2023-01-06 16:00:00+0000,0.0,983.0,1474.0,0.0,0.0,0.0
2023-01-06 17:00:00+0000,0.0,932.0,1362.0,0.0,0.0,0.0
2023-01-06 18:00:00+0000,0.0,992.0,1386.0,0.0,0.0,0.0
2023-01-06 19:00:00+0000,0.0,989.0,1327.0,0.0,0.0,0.0
2023-01-06 20:00:00+0000,0.0,988.0,1348.0,0.0,0.0,0.0
2023-01-06 21:00:00+0000,0.0,1086.0,1417.0,0.0,0.0,0.0
2023-01-06 22:00:00+0000,0.0,1170.0,1478.0,0.0,0.0,0.0
2023-01-06 23:00:00+0000,0.0,1138.0,1485.0,0.0,0.0,0.0
2023-01-07 00:00:00+0000,0.0,963.0,1184.0,0.0,0.0,0.0
2023-01-07 01:00:00+0000,0.0,906.0,1151.0,0.0,0.0,0.0
2023-01-07 02:00:00+0000,0.0,893.0,1178.0,0.0,0.0,0.0
2023-01-07 03:00:00+0000,0.0,877.0,1173.0,0.0,0.0,0.0
2023-01-07 04:00:00+0000,0.0,819.0,992.0,0.0,0.0,0.0
2023-01-07 05:00:00+0000,0.0,901.0,1180.0,0.0,0.0,0.0
2023-01-07 06:00:00+0000,0.0,845.0,1152.0,0.0,0.0,0.0
2023-01-07 07:00:00+0000,0.0,824.0,1090.0,0.0,0.0,0.0
2023-01-07 08:00:00+0000,0.0,557.0,574.0,0.0,0.0,0.0
2023-01-07 09:00:00+0000,0.0,508.0,558.0,0.0,0.0,0.0
2023-01-07 10:00:00+0000,0.0,340.0,297.0,0.0,0.0,0.0
2023-01-07 11:00:00+0000,0.0,273.0,161.0,0.0,0.0,0.0
2023-01-07 12:00:00+0000,0.0,233.0,50.0,0.0,0.0,0.0
2023-01-07 13:00:00+0000,0.0,262.0,6.0,0.0,0.0,0.0
2023-01-07 14:00:00+0000,0.0,500.0,251.0,0.0,0.0,0.0
2023-01-07 15:00:00+0000,0.0,742.0,621.0,0.0,0.0,0.0
2023-01-07 16:00:00+0000,0.0,843.0,846.0,0.0,0.0,0.0
2023-01-07 17:00:00+0000,0.0,926.0,950.0,0.0,0.0,0.0
2023-01-07 18:00:00+0000,0.0,819.0,860.0,0.0,0.0,0.0
2023-01-07 19:00:00+0000,0.0,904.0,977.0,0.0,0.0,0.0
2023-01-07 20:00:00+0000,0.0,850.0,938.0,0.0,0.0,0.0
2023-01-07 21:00:00+0000,0.0,878.0,1018.0,0.0,0.0,0.0
2023-01-07 22:00:00+0000,0.0,936.0,1167.0,0.0,0.0,0.0
2023-01-07 23:00:00+0000,0.0,1043.0,1259.0,0.0,0.0,0.0
2023-01-08 00:00:00+0000,0.0,1000.0,1347.0,0.0,0.0,0.0
2023-01-08 01:00:00+0000,0.0,926.0,1250.0,74.0,0.0,0.0
2023-01-08 02:00:00+0000,0.0,886.0,1165.0,74.0,0.0,0.0
2023-01-08 03:00:00+0000,0.0,887.0,1201.0,50.0,0.0,0.0
2023-01-08 04:00:00+0000,0.0,982.0,1346.0,0.0,0.0,0.0
2023-01-08 05:00:00+0000,0.0,1034.0,1313.0,0.0,0.0,0.0
2023-01-08 06:00:00+0000,0.0,974.0,1161.0,0.0,0.0,0.0
2023-01-08 07:00:00+0000,0.0,895.0,1120.0,0.0,0.0,0.0
2023-01-08 08:00:00+0000,0.0,931.0,1239.0,0.0,0.0,0.0
2023-01-08 09:00:00+0000,0.0,1075.0,1563.0,0.0,0.0,0.0
2023-01-08 10:00:00+0000,0.0,1069.0,1621.0,0.0,0.0,0.0
2023-01-08 11:00:00+0000,0.0,983.0,1544.0,0.0,0.0,0.0
2023-01-08 12:00:00+0000,0.0,885.0,1346.0,0.0,0.0,0.0
2023-01-08 13:00:00+0000,0.0,888.0,1306.0,0.0,0.0,0.0
2023-01-08 14:00:00+0000,0.0,959.0,1314.0,0.0,0.0,0.0
2023-01-08 15:00:00+0000,0.0,1057.0,1383.0,0.0,0.0,0.0
2023-01-08 16:00:00+0000,0.0,948.0,1283.0,0.0,0.0,0.0
2023-01-08 17:00:00+0000,0.0,993.0,1357.0,0.0,0.0,0.0
2023-01-08 18:00:00+0000,0.0,968.0,1381.0,0.0,0.0,0.0
2023-01-08 19:00:00+0000,0.0,1009.0,1346.0,0.0,0.0,0.0
2023-01-08 20:00:00+0000,0.0,1004.0,1405.0,0.0,0.0,0.0
2023-01-08 21:00:00+0000,0.0,894.0,1281.0,0.0,0.0,0.0
2023-01-08 22:00:00+0000,0.0,711.0,1074.0,0.0,0.0,0.0
2023-01-08 23:00:00+0000,0.0,718.0,1135.0,0.0,0.0,0.0
2023-01-09 00:00:00+0000,0.0,527.0,951.0,0.0,0.0,0.0
2023-01-09 01:00:00+0000,0.0,452.0,889.0,0.0,1.0,0.0
2023-01-09 02:00:00+0000,0.0,302.0,641.0,160.0,0.0,0.0
2023-01-09 03:00:00+0000,0.0,405.0,786.0,1.0,0.0,0.0
2023-01-09 04:00:00+0000,0.0,670.0,1064.0,0.0,0.0,0.0
2023-01-09 05:00:00+0000,0.0,756.0,940.0,0.0,0.0,0.0
2023-01-09 06:00:00+0000,0.0,794.0,950.0,0.0,0.0,0.0
2023-01-09 07:00:00+0000,0.0,741.0,938.0,0.0,0.0,0.0
2023-01-09 08:00:00+0000,0.0,731.0,985.0,0.0,0.0,0.0
2023-01-09 09:00:00+0000,0.0,732.0,990.0,0.0,0.0,0.0
2023-01-09 10:00:00+0000,0.0,682.0,911.0,0.0,0.0,0.0
2023-01-09 11:00:00+0000,0.0,581.0,729.0,0.0,0.0,0.0
2023-01-09 12:00:00+0000,0.0,592.0,811.0,0.0,0.0,0.0
2023-01-09 13:00:00+0000,0.0,624.0,761.0,0.0,0.0,0.0
2023-01-09 14:00:00+0000,0.0,558.0,623.0,0.0,0.0,0.0
2023-01-09 15:00:00+0000,0.0,596.0,673.0,0.0,0.0,0.0
2023-01-09 16:00:00+0000,0.0,426.0,387.0,0.0,0.0,0.0
2023-01-09 17:00:00+0000,0.0,386.0,437.0,0.0,0.0,0.0
2023-01-09 18:00:00+0000,0.0,402.0,427.0,0.0,0.0,0.0
2023-01-09 19:00:00+0000,0.0,461.0,613.0,0.0,0.0,0.0
2023-01-09 20:00:00+0000,0.0,371.0,512.0,0.0,0.0,0.0
2023-01-09 21:00:00+0000,0.0,336.0,578.0,0.0,0.0,0.0
2023-01-09 22:00:00+0000,0.0,210.0,588.0,0.0,12.0,0.0
2023-01-09 23:00:00+0000,0.0,262.0,743.0,0.0,201.0,0.0
2023-01-10 00:00:00+0000,0.0,122.0,779.0,0.0,468.0,0.0
2023-01-10 01:00:00+0000,0.0,48.0,710.0,0.0,568.0,0.0
2023-01-10 02:00:00+0000,0.0,86.0,609.0,0.0,329.0,0.0
2023-01-10 03:00:00+0000,0.0,38.0,482.0,0.0,76.0,0.0
2023-01-10 04:00:00+0000,0.0,77.0,270.0,0.0,0.0,0.0
2023-01-10 05:00:00+0000,0.0,381.0,587.0,0.0,0.0,0.0
2023-01-10 06:00:00+0000,0.0,428.0,521.0,0.0,0.0,0.0
2023-01-10 07:00:00+0000,0.0,313.0,430.0,0.0,0.0,0.0
2023-01-10 08:00:00+0000,0.0,169.0,373.0,0.0,0.0,0.0
2023-01-10 09:00:00+0000,0.0,179.0,432.0,0.0,0.0,0.0
2023-01-10 10:00:00+0000,0.0,264.0,583.0,0.0,0.0,0.0
2023-01-10 11:00:00+0000,0.0,209.0,524.0,0.0,0.0,0.0
2023-01-10 12:00:00+0000,0.0,158.0,449.0,0.0,0.0,0.0
2023-01-10 13:00:00+0000,0.0,273.0,553.0,0.0,0.0,0.0
2023-01-10 14:00:00+0000,0.0,306.0,539.0,0.0,0.0,0.0
2023-01-10 15:00:00+0000,0.0,341.0,594.0,0.0,0.0,0.0
2023-01-10 16:00:00+0000,0.0,265.0,577.0,0.0,0.0,0.0
2023-01-10 17:00:00+0000,0.0,268.0,613.0,0.0,0.0,0.0
2023-01-10 18:00:00+0000,0.0,358.0,751.0,0.0,0.0,0.0
2023-01-10 19:00:00+0000,0.0,415.0,779.0,0.0,0.0,0.0
2023-01-10 20:00:00+0000,0.0,361.0,620.0,0.0,0.0,0.0
2023-01-10 21:00:00+0000,0.0,483.0,869.0,0.0,0.0,0.0
2023-01-10 22:00:00+0000,0.0,390.0,820.0,9.0,0.0,0.0
2023-01-10 23:00:00+0000,0.0,441.0,850.0,249.0,0.0,0.0
2023-01-11 00:00:00+0000,12.0,388.0,792.0,475.0,0.0,12.0
2023-01-11 01:00:00+0000,283.0,266.0,641.0,492.0,0.0,283.0
2023-01-11 02:00:00+0000,87.0,349.0,650.0,492.0,0.0,87.0
2023-01-11 03:00:00+0000,0.0,547.0,940.0,492.0,0.0,0.0
2023-01-11 04:00:00+0000,0.0,763.0,1247.0,255.0,0.0,0.0
2023-01-11 05:00:00+0000,0.0,848.0,1316.0,0.0,0.0,0.0
2023-01-11 06:00:00+0000,0.0,948.0,1401.0,0.0,0.0,0.0
2023-01-11 07:00:00+0000,0.0,966.0,1306.0,0.0,0.0,0.0
2023-01-11 08:00:00+0000,0.0,764.0,1142.0,0.0,0.0,0.0
2023-01-11 09:00:00+0000,0.0,700.0,1062.0,0.0,0.0,0.0
2023-01-11 10:00:00+0000,0.0,591.0,919.0,0.0,0.0,0.0
2023-01-11 11:00:00+0000,0.0,649.0,951.0,0.0,0.0,0.0
2023-01-11 12:00:00+0000,0.0,650.0,989.0,0.0,0.0,0.0
2023-01-11 13:00:00+0000,0.0,694.0,1034.0,0.0,0.0,0.0
2023-01-11 14:00:00+0000,0.0,854.0,1285.0,0.0,0.0,0.0
2023-01-11 15:00:00+0000,0.0,931.0,1390.0,0.0,0.0,0.0
2023-01-11 16:00:00+0000,0.0,874.0,1424.0,0.0,0.0,0.0
2023-01-11 17:00:00+0000,0.0,846.0,1317.0,0.0,0.0,0.0
2023-01-11 18:00:00+0000,0.0,892.0,1377.0,0.0,0.0,0.0
2023-01-11 19:00:00+0000,0.0,852.0,1213.0,0.0,0.0,0.0
2023-01-11 20:00:00+0000,0.0,716.0,983.0,0.0,0.0,0.0
2023-01-11 21:00:00+0000,0.0,788.0,983.0,0.0,0.0,0.0
2023-01-11 22:00:00+0000,0.0,938.0,1161.0,0.0,0.0,0.0
2023-01-11 23:00:00+0000,0.0,957.0,1371.0,0.0,0.0,0.0
2023-01-12 00:00:00+0000,0.0,962.0,1497.0,0.0,0.0,0.0
2023-01-12 01:00:00+0000,0.0,904.0,1439.0,0.0,0.0,0.0
2023-01-12 02:00:00+0000,0.0,864.0,1347.0,0.0,0.0,0.0
2023-01-12 03:00:00+0000,0.0,912.0,1402.0,0.0,0.0,0.0
2023-01-12 04:00:00+0000,0.0,975.0,1463.0,0.0,0.0,0.0
2023-01-12 05:00:00+0000,0.0,973.0,1454.0,0.0,0.0,0.0
2023-01-12 06:00:00+0000,0.0,854.0,1354.0,0.0,0.0,0.0
2023-01-12 07:00:00+0000,0.0,913.0,1313.0,0.0,0.0,0.0
2023-01-12 08:00:00+0000,0.0,854.0,1258.0,0.0,0.0,0.0
2023-01-12 09:00:00+0000,0.0,718.0,1140.0,0.0,0.0,0.0
2023-01-12 10:00:00+0000,0.0,693.0,1129.0,0.0,0.0,0.0
2023-01-12 11:00:00+0000,0.0,708.0,1124.0,0.0,0.0,0.0
2023-01-12 12:00:00+0000,0.0,695.0,1098.0,0.0,0.0,0.0
2023-01-12 13:00:00+0000,0.0,717.0,1070.0,0.0,0.0,0.0
2023-01-12 14:00:00+0000,0.0,732.0,1132.0,0.0,0.0,0.0
2023-01-12 15:00:00+0000,0.0,793.0,1221.0,0.0,0.0,0.0
2023-01-12 16:00:00+0000,0.0,891.0,1332.0,0.0,0.0,0.0
2023-01-12 17:00:00+0000,0.0,852.0,1301.0,0.0,0.0,0.0
2023-01-12 18:00:00+0000,0.0,969.0,1361.0,0.0,0.0,0.0
2023-01-12 19:00:00+0000,0.0,1062.0,1466.0,0.0,0.0,0.0
2023-01-12 20:00:00+0000,0.0,1111.0,1449.0,0.0,0.0,0.0
2023-01-12 21:00:00+0000,0.0,1115.0,1439.0,0.0,0.0,0.0
2023-01-12 22:00:00+0000,0.0,1125.0,1450.0,0.0,0.0,0.0
2023-01-12 23:00:00+0000,0.0,1122.0,1477.0,0.0,0.0,0.0
2023-01-13 00:00:00+0000,0.0,1056.0,1476.0,0.0,0.0,0.0
2023-01-13 01:00:00+0000,0.0,1059.0,1480.0,0.0,0.0,0.0
2023-01-13 02:00:00+0000,0.0,1062.0,1425.0,0.0,0.0,0.0
2023-01-13 03:00:00+0000,0.0,1088.0,1486.0,0.0,0.0,0.0
2023-01-13 04:00:00+0000,0.0,1089.0,1477.0,0.0,0.0,0.0
2023-01-13 05:00:00+0000,0.0,1047.0,1332.0,0.0,0.0,0.0
2023-01-13 06:00:00+0000,0.0,1010.0,1225.0,0.0,0.0,0.0
2023-01-13 07:00:00+0000,0.0,948.0,1209.0,0.0,0.0,0.0
2023-01-13 08:00:00+0000,0.0,746.0,970.0,0.0,0.0,0.0
2023-01-13 09:00:00+0000,0.0,655.0,855.0,0.0,0.0,0.0
2023-01-13 10:00:00+0000,0.0,732.0,990.0,0.0,0.0,0.0
2023-01-13 11:00:00+0000,0.0,747.0,985.0,0.0,0.0,0.0
2023-01-13 12:00:00+0000,0.0,869.0,1308.0,0.0,0.0,0.0
2023-01-13 13:00:00+0000,0.0,807.0,1169.0,0.0,0.0,0.0
2023-01-13 14:00:00+0000,0.0,813.0,1146.0,0.0,0.0,0.0
2023-01-13 15:00:00+0000,0.0,761.0,912.0,0.0,0.0,0.0
2023-01-13 16:00:00+0000,0.0,783.0,1011.0,0.0,0.0,0.0
2023-01-13 17:00:00+0000,0.0,876.0,1187.0,0.0,0.0,0.0
2023-01-13 18:00:00+0000,0.0,926.0,1315.0,0.0,0.0,0.0
2023-01-13 19:00:00+0000,0.0,924.0,1304.0,0.0,0.0,0.0
2023-01-13 20:00:00+0000,0.0,876.0,1321.0,0.0,0.0,0.0
2023-01-13 21:00:00+0000,0.0,1035.0,1464.0,0.0,0.0,0.0
2023-01-13 22:00:00+0000,0.0,998.0,1252.0,0.0,0.0,0.0
2023-01-13 23:00:00+0000,0.0,942.0,1148.0,0.0,0.0,0.0
2023-01-14 00:00:00+0000,0.0,967.0,1188.0,0.0,0.0,0.0
2023-01-14 01:00:00+0000,0.0,959.0,1188.0,0.0,0.0,0.0
2023-01-14 02:00:00+0000,0.0,910.0,1216.0,0.0,0.0,0.0
2023-01-14 03:00:00+0000,0.0,920.0,1337.0,0.0,0.0,0.0
2023-01-14 04:00:00+0000,0.0,846.0,1280.0,0.0,0.0,0.0
2023-01-14 05:00:00+0000,0.0,867.0,1280.0,0.0,0.0,0.0
2023-01-14 06:00:00+0000,0.0,793.0,1014.0,0.0,0.0,0.0
2023-01-14 07:00:00+0000,0.0,724.0,865.0,0.0,0.0,0.0
2023-01-14 08:00:00+0000,0.0,743.0,829.0,0.0,0.0,0.0
2023-01-14 09:00:00+0000,0.0,737.0,982.0,0.0,0.0,0.0
2023-01-14 10:00:00+0000,0.0,681.0,940.0,0.0,0.0,0.0
2023-01-14 11:00:00+0000,0.0,678.0,928.0,0.0,0.0,0.0
2023-01-14 12:00:00+0000,0.0,690.0,965.0,0.0,0.0,0.0
2023-01-14 13:00:00+0000,0.0,655.0,928.0,0.0,0.0,0.0
2023-01-14 14:00:00+0000,0.0,635.0,969.0,0.0,0.0,0.0
2023-01-14 15:00:00+0000,0.0,625.0,1039.0,0.0,0.0,0.0
2023-01-14 16:00:00+0000,0.0,617.0,1024.0,0.0,0.0,0.0
2023-01-14 17:00:00+0000,0.0,642.0,1024.0,0.0,0.0,0.0
2023-01-14 18:00:00+0000,0.0,527.0,912.0,0.0,0.0,0.0
2023-01-14 19:00:00+0000,0.0,677.0,1012.0,0.0,0.0,0.0
2023-01-14 20:00:00+0000,0.0,796.0,1167.0,0.0,0.0,0.0
2023-01-14 21:00:00+0000,0.0,845.0,1146.0,0.0,0.0,0.0
2023-01-14 22:00:00+0000,6.0,943.0,1327.0,0.0,0.0,6.0
2023-01-14 23:00:00+0000,244.0,885.0,1152.0,230.0,0.0,244.0
2023-01-15 00:00:00+0000,203.0,841.0,1244.0,2.0,0.0,203.0
2023-01-15 01:00:00+0000,260.0,801.0,1230.0,2.0,0.0,260.0
2023-01-15 02:00:00+0000,384.0,715.0,1031.0,472.0,0.0,384.0
2023-01-15 03:00:00+0000,205.0,722.0,1095.0,371.0,0.0,205.0
2023-01-15 04:00:00+0000,102.0,769.0,1151.0,203.0,0.0,102.0
2023-01-15 05:00:00+0000,53.0,776.0,1265.0,2.0,0.0,53.0
2023-01-15 06:00:00+0000,0.0,830.0,1172.0,0.0,0.0,0.0
2023-01-15 07:00:00+0000,0.0,923.0,1216.0,0.0,0.0,0.0
