tech,2019,2030,2040,2050
AC Transmission lines,0.0,0.0,0.0,0.0
BioSNG,0.0,0.035645662973154996,0.061974083902128003,0.0642310560403006
CCGT,34950.3,34036.25075676008,16843.809638715757,11355.716759212002
CCS,0.0,751.1715245017944,662.1457098831767,619.9242276015437
CHP,3864.6900000000005,9489.700141515248,16581.7854179374,16581.76198418079
DC Transmission lines,6000.0,19403.563178928,26194.789140911187,35362.96107361803
EV charger,0.0,19965.246839999996,73205.90507999998,183014.76269999996
H2,0.0,290807.71440214233,5295251.016072616,30934081.729327887
H2 turbine,0.0,0.1428846414986302,0.2129909396959943,0.2404624318705102
OCGT,25268.369174934207,9725.500269808272,13840.89734985114,13840.911881114549
SMR,0.0,758.9509647924705,11457.957841807121,11457.962660184183
V2G,0.0,19965.246839999996,73205.90507999998,183014.76269999996
agriculture machinery oil,0.0,772.0623494588032,386.0311769760273,0.0
ammonia cracker,0.0,0.0366646318963164,0.0682287449686345,0.4119228279472376
battery,0.0,1967.018051630739,31813.38492522769,106644.16430832198
battery storage,0.0,1918.2611347425304,11699.070178654292,27850.436205654496
biogas,0.0,43005988.68635824,43516207.174140565,43839545.55868018
biomass,0.0,40233369.79198075,41021738.8761016,40997312.699706115
biomass boiler,7741.108424974139,1403.0846856710102,2302.2710503065173,2302.2836479968
biomass to liquid,0.0,0.018487020774145598,0.033687874780250704,3503.853429451526
coal for industry,0.0,831.0501894831481,0.0,0.0
coal powerplants,17620.55850340136,0.0,0.0,0.0
distribution network,57639.79606516624,57625.486094931955,66755.00898326776,85622.0151038469
gas,47111744.1,47459312.006465465,47424013.006731324,47424010.59105506
gas boiler,140538.1892686769,92605.10691021633,73445.54126425718,73445.59524214803
gas for industry,0.0,7787.671117491399,4182.648339863095,3011.415509753103
hydroelectricity,4521.0,4297.675,4297.675,4297.675
kerosene for aviation,0.0,13900.944201358589,8711.390312258327,3491.0773991187393
land transport oil,0.0,50695.37466888839,20472.559913395242,3683.762878672539
load shedding,0.0,62000000.0,60000000.0,58000000.0
naphtha for industry,0.0,4784.246450960282,2136.986243177899,700.9132267054574
nuclear,10165.0,10650.039233675434,5284.069284305121,5284.07367808708
offshore wind,5103.3,13924.155847161512,42347.18984791611,37468.29482694923
oil,0.0,13812313247.27353,4681280553.808525,3139718063.012784
oil boiler,19062.78277607757,4298.636623424143,0.0,0.0
oil powerplants,2335.7596715328464,0.0,0.0,0.0
onshore wind,9211.499999999998,72497.41423458487,136910.59919951358,363348.37303369335
power-to-gas,0.0,6030.660623073211,66987.97449338017,237380.3141420509
power-to-heat,31733.87048959017,21185.602244896174,31119.93609218039,59610.13685071534
power-to-liquid,0.0,0.07179838768247421,0.0998920690537426,4679.684927015035
shipping methanol,0.0,20.533452957738046,148.99451930438286,174.7485673985096
shipping oil,0.0,425.0466759799178,171.34369681546016,0.0
solar,9535.0,34862.503777895006,93555.90264487376,127746.70992933228
solid biomass powerplants,2292.23,0.0,0.0,0.0
thermal energy storage,0.0,207831.71358980716,691640.6980762874,7765183.394976625
