00:00 - 01:00,9,,404,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,110,,n/e,n/e,n/e,n/e,665,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
01:00 - 02:00,9,,387,,n/e,n/e,11,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,93,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
02:00 - 03:00,9,,291,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,91,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,0,,8,,n/e,n/e,0,
03:00 - 04:00,9,,294,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,93,,n/e,n/e,n/e,n/e,667,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
04:00 - 05:00,9,,300,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,108,,n/e,n/e,n/e,n/e,667,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,0,
05:00 - 06:00,9,,386,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,153,,n/e,n/e,n/e,n/e,667,,n/e,n/e,n/e,n/e,4,,9,,n/e,n/e,0,
06:00 - 07:00,9,,505,,n/e,n/e,13,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,373,,n/e,n/e,n/e,n/e,667,,n/e,n/e,n/e,n/e,21,,8,,n/e,n/e,0,
07:00 - 08:00,9,,527,,n/e,n/e,13,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,,474,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,50,,8,,n/e,n/e,0,
08:00 - 09:00,9,,542,,n/e,n/e,13,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,110,,507,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,84,,10,,n/e,n/e,0,
09:00 - 10:00,9,,539,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,108,,541,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,110,,8,,n/e,n/e,0,
10:00 - 11:00,9,,541,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,113,,583,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,126,,8,,n/e,n/e,0,
11:00 - 12:00,9,,542,,n/e,n/e,13,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,167,,577,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,133,,8,,n/e,n/e,1,
12:00 - 13:00,9,,540,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,135,,563,,n/e,n/e,n/e,n/e,665,,n/e,n/e,n/e,n/e,134,,8,,n/e,n/e,0,
13:00 - 14:00,9,,539,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,131,,567,,n/e,n/e,n/e,n/e,665,,n/e,n/e,n/e,n/e,130,,8,,n/e,n/e,0,
14:00 - 15:00,9,,534,,n/e,n/e,12,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,152,,563,,n/e,n/e,n/e,n/e,666,,n/e,n/e,n/e,n/e,117,,8,,n/e,n/e,0,
