00:00 - 01:00,234,,3805,,223,,1003,,171,,10,,n/e,n/e,n/e,n/e,n/e,n/e,78,5,126,,72,,n/e,n/e,2452,,99,,275,,0,,23,,n/e,n/e,125,
01:00 - 02:00,233,,3670,,211,,431,,174,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,128,,8,,n/e,n/e,2452,,98,,274,,0,,23,,n/e,n/e,109,
02:00 - 03:00,232,,3649,,213,,257,,177,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,130,,7,,n/e,n/e,2450,,98,,274,,0,,23,,n/e,n/e,100,
03:00 - 04:00,231,,3617,,213,,258,,178,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,32,131,,7,,n/e,n/e,2447,,99,,275,,0,,23,,n/e,n/e,91,
04:00 - 05:00,233,,3626,,212,,259,,174,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,812,132,,7,,n/e,n/e,2450,,98,,274,,0,,23,,n/e,n/e,104,
05:00 - 06:00,233,,3652,,212,,261,,174,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,861,132,,7,,n/e,n/e,2450,,98,,274,,0,,23,,n/e,n/e,104,
06:00 - 07:00,233,,3693,,214,,267,,174,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,1060,130,,7,,n/e,n/e,2451,,99,,272,,0,,23,,n/e,n/e,63,
07:00 - 08:00,233,,3736,,213,,295,,176,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,1052,128,,11,,n/e,n/e,2449,,110,,276,,0,,23,,n/e,n/e,46,
08:00 - 09:00,234,,3716,,213,,297,,182,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,1045,127,,30,,n/e,n/e,2450,,111,,276,,9,,23,,n/e,n/e,41,
09:00 - 10:00,231,,3611,,209,,291,,197,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,1015,125,,80,,n/e,n/e,2451,,110,,276,,61,,23,,n/e,n/e,34,
10:00 - 11:00,232,,3640,,203,,288,,200,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,126,128,,12,,n/e,n/e,2451,,113,,279,,291,,23,,n/e,n/e,32,
11:00 - 12:00,232,,3525,,187,,270,,194,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,127,,6,,n/e,n/e,2453,,111,,279,,585,,23,,n/e,n/e,15,
12:00 - 13:00,232,,3560,,206,,284,,199,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,125,,6,,n/e,n/e,2450,,111,,279,,771,,23,,n/e,n/e,10,
13:00 - 14:00,232,,3446,,209,,287,,200,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,126,,6,,n/e,n/e,2450,,114,,280,,822,,23,,n/e,n/e,7,
14:00 - 15:00,233,,3352,,201,,280,,195,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,126,,8,,n/e,n/e,2449,,114,,280,,657,,23,,n/e,n/e,12,
15:00 - 16:00,234,,3414,,210,,283,,193,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,127,,10,,n/e,n/e,2447,,111,,277,,350,,23,,n/e,n/e,15,
16:00 - 17:00,233,,3465,,204,,373,,193,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,125,,10,,n/e,n/e,2448,,111,,277,,100,,23,,n/e,n/e,22,
17:00 - 18:00,233,,3696,,223,,619,,201,,11,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,121,,98,,n/e,n/e,2445,,114,,279,,11,,23,,n/e,n/e,33,
18:00 - 19:00,235,,3770,,212,,676,,204,,11,,n/e,n/e,n/e,n/e,n/e,n/e,168,0,118,,212,,n/e,n/e,2445,,121,,282,,0,,24,,n/e,n/e,49,
19:00 - 20:00,234,,3822,,209,,619,,200,,11,,n/e,n/e,n/e,n/e,n/e,n/e,834,0,119,,189,,n/e,n/e,2443,,119,,282,,0,,24,,n/e,n/e,51,
20:00 - 21:00,234,,3923,,213,,627,,205,,11,,n/e,n/e,n/e,n/e,n/e,n/e,888,0,119,,187,,n/e,n/e,2445,,118,,282,,0,,24,,n/e,n/e,45,
