,WTON,WTOF,PHOT,HROR
2022-02-11 22:45:00+00:00,0.13687943262411348,0.0,0.0,0.18379629629629624
2022-02-11 23:00:00+00:00,0.1475177304964539,0.0,0.0,0.1833333333333333
2022-02-11 23:15:00+00:00,0.15886524822695033,0.0,0.0,0.18240740740740738
2022-02-11 23:30:00+00:00,0.17021276595744678,0.0,0.0,0.18148148148148147
2022-02-11 23:45:00+00:00,0.18156028368794325,0.0,0.0,0.18055555555555552
2022-02-12 00:00:00+00:00,0.1929078014184397,0.0,0.0,0.1796296296296296
2022-02-12 00:15:00+00:00,0.19716312056737587,0.0,0.0,0.1787037037037037
2022-02-12 00:30:00+00:00,0.20141843971631204,0.0,0.0,0.17777777777777776
2022-02-12 00:45:00+00:00,0.20567375886524822,0.0,0.0,0.17685185185185182
2022-02-12 01:00:00+00:00,0.2099290780141844,0.0,0.0,0.1759259259259259
2022-02-12 01:15:00+00:00,0.225177304964539,0.0,0.0,0.1759259259259259
2022-02-12 01:30:00+00:00,0.2404255319148936,0.0,0.0,0.1759259259259259
2022-02-12 01:45:00+00:00,0.2556737588652482,0.0,0.0,0.1759259259259259
2022-02-12 02:00:00+00:00,0.2709219858156028,0.0,0.0,0.1759259259259259
2022-02-12 02:15:00+00:00,0.31702127659574464,0.0,0.0,0.17638888888888885
2022-02-12 02:30:00+00:00,0.3631205673758865,0.0,0.0,0.17685185185185182
2022-02-12 02:45:00+00:00,0.40921985815602835,0.0,0.0,0.17731481481481476
2022-02-12 03:00:00+00:00,0.4553191489361702,0.0,0.0,0.1777777777777777
2022-02-12 03:15:00+00:00,0.4957446808510638,0.0,0.0,0.17962962962962956
2022-02-12 03:30:00+00:00,0.5361702127659574,0.0,0.0,0.1814814814814814
2022-02-12 03:45:00+00:00,0.5765957446808511,0.0,0.0,0.18333333333333324
2022-02-12 04:00:00+00:00,0.6170212765957447,0.0,0.0,0.1851851851851851
2022-02-12 04:15:00+00:00,0.6092198581560284,0.0,0.002607184241019675,0.18935185185185177
2022-02-12 04:30:00+00:00,0.601418439716312,0.0,0.00521436848203935,0.19351851851851845
2022-02-12 04:45:00+00:00,0.5936170212765957,0.0,0.007821552723059025,0.19768518518518513
2022-02-12 05:00:00+00:00,0.5858156028368794,0.0,0.0104287369640787,0.2018518518518518
2022-02-12 05:15:00+00:00,0.5574468085106383,0.0,0.032444959443800624,0.2171296296296296
2022-02-12 05:30:00+00:00,0.5290780141843971,0.0,0.05446118192352255,0.23240740740740734
2022-02-12 05:45:00+00:00,0.500709219858156,0.0,0.07647740440324446,0.24768518518518512
2022-02-12 06:00:00+00:00,0.4723404255319149,0.0,0.0984936268829664,0.2629629629629629
2022-02-12 06:15:00+00:00,0.49148936170212765,0.0,0.1332560834298957,0.27083333333333326
2022-02-12 06:30:00+00:00,0.5106382978723405,0.0,0.168018539976825,0.2787037037037037
2022-02-12 06:45:00+00:00,0.5297872340425532,0.0,0.2027809965237543,0.28657407407407404
2022-02-12 07:00:00+00:00,0.548936170212766,0.0,0.2375434530706836,0.2944444444444444
2022-02-12 07:15:00+00:00,0.5872340425531914,0.0,0.26781575898030124,0.29490740740740734
2022-02-12 07:30:00+00:00,0.625531914893617,0.0,0.29808806488991885,0.29537037037037034
2022-02-12 07:45:00+00:00,0.6638297872340426,0.0,0.3283603707995365,0.2958333333333333
2022-02-12 08:00:00+00:00,0.7021276595744681,0.0,0.3586326767091541,0.2962962962962963
2022-02-12 08:15:00+00:00,0.6854609929078015,0.0,0.37891077636152953,0.2810185185185185
2022-02-12 08:30:00+00:00,0.6687943262411348,0.0,0.39918887601390496,0.2657407407407407
2022-02-12 08:45:00+00:00,0.652127659574468,0.0,0.4194669756662804,0.250462962962963
2022-02-12 09:00:00+00:00,0.6354609929078014,0.0,0.4397450753186558,0.2351851851851852
2022-02-12 09:15:00+00:00,0.6407801418439716,0.0,0.4461181923522595,0.22499999999999998
2022-02-12 09:30:00+00:00,0.6460992907801418,0.0,0.45249130938586324,0.2148148148148148
2022-02-12 09:45:00+00:00,0.6514184397163121,0.0,0.4588644264194669,0.2046296296296296
2022-02-12 10:00:00+00:00,0.6567375886524822,0.0,0.4652375434530706,0.1944444444444444
2022-02-12 10:15:00+00:00,0.6634751773049645,0.0,0.45828505214368476,0.19166666666666662
2022-02-12 10:30:00+00:00,0.6702127659574468,0.0,0.4513325608342989,0.18888888888888883
2022-02-12 10:45:00+00:00,0.676950354609929,0.0,0.44438006952491305,0.18611111111111106
2022-02-12 11:00:00+00:00,0.6836879432624113,0.0,0.4374275782155272,0.1833333333333333
2022-02-12 11:15:00+00:00,0.6652482269503546,0.0,0.41555619930475085,0.1833333333333333
2022-02-12 11:30:00+00:00,0.6468085106382979,0.0,0.39368482039397446,0.1833333333333333
2022-02-12 11:45:00+00:00,0.6283687943262412,0.0,0.3718134414831981,0.1833333333333333
2022-02-12 12:00:00+00:00,0.6099290780141844,0.0,0.3499420625724218,0.1833333333333333
2022-02-12 12:15:00+00:00,0.573758865248227,0.0,0.3183661645422943,0.18240740740740738
2022-02-12 12:30:00+00:00,0.5375886524822695,0.0,0.2867902665121668,0.18148148148148147
2022-02-12 12:45:00+00:00,0.5014184397163121,0.0,0.2552143684820394,0.18055555555555552
2022-02-12 13:00:00+00:00,0.4652482269503546,0.0,0.2236384704519119,0.1796296296296296
2022-02-12 13:15:00+00:00,0.44042553191489364,0.0,0.19017960602549244,0.1796296296296296
2022-02-12 13:30:00+00:00,0.4156028368794326,0.0,0.15672074159907295,0.1796296296296296
2022-02-12 13:45:00+00:00,0.3907801418439716,0.0,0.12326187717265348,0.1796296296296296
