00:00 - 01:00,348,,n/e,n/e,n/e,n/e,5576,,44,,203,,n/e,n/e,n/e,n/e,n/e,n/e,374,,5920,,2359,,n/e,n/e,49462,,n/e,n/e,n/e,n/e,0,,216,,n/e,n/e,2810,
01:00 - 02:00,347,,n/e,n/e,n/e,n/e,4257,,44,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,95,5793,,1765,,n/e,n/e,49565,,n/e,n/e,n/e,n/e,0,,216,,n/e,n/e,2655,
02:00 - 03:00,348,,n/e,n/e,n/e,n/e,2874,,44,,201,,n/e,n/e,n/e,n/e,n/e,n/e,,868,5559,,1296,,n/e,n/e,49580,,n/e,n/e,n/e,n/e,0,,217,,n/e,n/e,2736,
03:00 - 04:00,348,,n/e,n/e,n/e,n/e,2823,,44,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,2443,5400,,960,,n/e,n/e,49271,,n/e,n/e,n/e,n/e,0,,217,,n/e,n/e,2631,
04:00 - 05:00,347,,n/e,n/e,n/e,n/e,2834,,44,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,3349,5347,,940,,n/e,n/e,49438,,n/e,n/e,n/e,n/e,0,,218,,n/e,n/e,2533,
05:00 - 06:00,348,,n/e,n/e,n/e,n/e,2841,,44,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,3053,5224,,986,,n/e,n/e,49542,,n/e,n/e,n/e,n/e,0,,217,,n/e,n/e,2341,
06:00 - 07:00,348,,n/e,n/e,n/e,n/e,2994,,42,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,3326,5226,,985,,n/e,n/e,49289,,n/e,n/e,n/e,n/e,0,,218,,n/e,n/e,2185,
07:00 - 08:00,349,,n/e,n/e,n/e,n/e,3061,,42,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,3431,5345,,935,,n/e,n/e,48860,,n/e,n/e,n/e,n/e,175,,217,,n/e,n/e,1917,
08:00 - 09:00,349,,n/e,n/e,n/e,n/e,3345,,42,,200,,n/e,n/e,n/e,n/e,n/e,n/e,,3355,5444,,784,,n/e,n/e,48797,,n/e,n/e,n/e,n/e,640,,217,,n/e,n/e,1694,
09:00 - 10:00,349,,n/e,n/e,n/e,n/e,3446,,44,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,3222,5446,,1036,,n/e,n/e,48703,,n/e,n/e,n/e,n/e,1464,,216,,n/e,n/e,1623,
10:00 - 11:00,348,,n/e,n/e,n/e,n/e,3547,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,,2684,5367,,1095,,n/e,n/e,48751,,n/e,n/e,n/e,n/e,2100,,218,,n/e,n/e,1578,
11:00 - 12:00,349,,n/e,n/e,n/e,n/e,3593,,45,,204,,n/e,n/e,n/e,n/e,n/e,n/e,,1845,5399,,1464,,n/e,n/e,49217,,n/e,n/e,n/e,n/e,2426,,217,,n/e,n/e,1356,
12:00 - 13:00,348,,n/e,n/e,n/e,n/e,3573,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,,1717,5444,,1743,,n/e,n/e,49196,,n/e,n/e,n/e,n/e,2354,,215,,n/e,n/e,1098,
13:00 - 14:00,347,,n/e,n/e,n/e,n/e,3708,,45,,204,,n/e,n/e,n/e,n/e,n/e,n/e,,1312,5389,,1499,,n/e,n/e,48992,,n/e,n/e,n/e,n/e,1875,,215,,n/e,n/e,997,
14:00 - 15:00,348,,n/e,n/e,n/e,n/e,4236,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,,473,5479,,1964,,n/e,n/e,49061,,n/e,n/e,n/e,n/e,1038,,215,,n/e,n/e,1006,
15:00 - 16:00,348,,n/e,n/e,n/e,n/e,5150,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,377,,5896,,3032,,n/e,n/e,49333,,n/e,n/e,n/e,n/e,330,,215,,n/e,n/e,1050,
16:00 - 17:00,348,,n/e,n/e,n/e,n/e,6041,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,851,,6176,,3314,,n/e,n/e,49727,,n/e,n/e,n/e,n/e,131,,213,,n/e,n/e,1089,
17:00 - 18:00,345,,n/e,n/e,n/e,n/e,6803,,44,,204,,n/e,n/e,n/e,n/e,n/e,n/e,1312,,6413,,3483,,n/e,n/e,50117,,n/e,n/e,n/e,n/e,0,,214,,n/e,n/e,1199,
