Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Moneypoint Production,855.0,1.0,IE,,,STUR,HRD,0.395,8.0,6.0,0.0057142857,0.0057142857,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Huntstown Production,744.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0146013072,0.0146013072,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Aghada Prod,678.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0163304094,0.0163304094,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Tarbert Production,594.0,1.0,IE,,,STUR,OIL,0.41,8.0,6.0,0.0085470085,0.0085470085,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
,Poolbeg Production,490.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.001314118,0.001314118,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Whitegate Prod,435.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0256781609,0.0256781609,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Dublin Bay Prod,405.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0275802469,0.0275802469,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,Tynagh Production,404.0,1.0,IE,,,COMC,GAS,0.50443962,4.0,4.0,0.030940594,0.025074257,97995.99542,,0.0,0.48019802,0.52,0.0,1.370290248,,,,,,,,,,,,,,,,,,,,
,Turlough Hill,392.0,1.0,IE,,,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,1800.0,,,,,,,,,,,
,Great Island Prod,313.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0354603175,0.0354603175,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,North Wall Production,271.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0413703704,0.0413703704,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Aughinish Alumnia(Sealrock),170.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0668862275,0.0668862275,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,West Offaly Production,135.0,1.0,IE,,,STUR,PEA,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Edenderry Prod,118.0,1.0,IE,,,STUR,PEA,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Cushaling Production,112.0,1.0,IE,,,COMC,GAS,0.525,5.0,1.0,0.0997321429,0.0997321429,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Tawnaghmore Production,104.0,1.0,IE,,,STUR,OIL,0.3,4.0,4.0,0.00619469,0.013274336,18215.78637,,0.0,0.265486726,0.25,0.0,0.856514495,,,,,,,,,,,,,,,,,,,,
,Rhode Island Production,104.0,1.0,IE,,,STUR,OIL,0.3,4.0,4.0,0.00619469,0.013274336,18215.78637,,0.0,0.265486726,0.25,0.0,0.856514495,,,,,,,,,,,,,,,,,,,,
,Lanesboro Production,91.0,1.0,IE,,,STUR,PEA,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Ardnacrucha Production Unit,86.0,1.0,IE,,,HROR,WAT,1.0,0.0,0.0,2.2,2.2,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,ERNE Production,64.0,1.0,IE,,,HROR,WAT,1.0,0.0,0.0,2.2,2.2,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,Liffey Production,38.0,1.0,IE,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,LEE Production,27.0,1.0,IE,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN_IE,1920.0,1.0,IE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_OIL_IE,9.0,1.0,IE,,,STUR,OIL,0.24,4.0,2.0,0.014285714,0.020408163,8845.440726,,0.0,0.510204082,0.23,0.0,1.059051038,,,,,,,,,,,,,,,,,,,,
