snapshot,BE1 0 PHS,BE1 0 hydro,DE1 0 PHS,DE1 0 hydro,FR1 0 PHS,FR1 0 hydro,GB0 0 PHS,GB0 0 hydro
2013-01-01 00:00:00,5354.44114155182,93087.68654587882,6521.152042458587,23926.105320747156,84066.53234849806,3975032.164513477,6860.835330750291,95138.69197419011
2013-01-01 01:00:00,5464.976086081164,93104.27594463802,13039.016186342427,24154.83911086946,84092.82656025141,3978467.2906893995,6849.764755757354,95223.25658203648
2013-01-01 02:00:00,5478.516379402455,93120.95998523172,19556.88050563128,24383.904430071136,84111.16963187256,3981916.8755732477,6837.072750504396,95307.85306212874
2013-01-01 03:00:00,5492.549708864481,93137.75129031164,26074.743364516853,24613.248818794636,84111.18611887694,3985392.051722747,6818.548829660094,95392.52360533847
2013-01-01 04:00:00,5508.142338480699,93154.87605339862,32592.591524638192,24842.98293941654,84111.19500846739,3988912.8946722117,6781.330871319884,95477.3092921735
2013-01-01 05:00:00,5524.756676927547,93172.52111995962,35908.94398721764,25073.251233413015,84111.20595575571,3992487.433990619,6543.125102455117,95562.19200408833
2013-01-01 06:00:00,5524.831747531766,93190.76014473278,35909.06625270227,25295.31764854681,84111.21846340285,3996122.389219789,6068.274948696018,95647.20366358345
2013-01-01 07:00:00,5524.906358703437,93209.12075739476,35909.186126056964,25517.939784622282,84111.23295521464,3999821.499245501,5591.904854789487,95732.38992092699
2013-01-01 08:00:00,5524.980257366904,93227.57490555657,35909.300701349835,25743.019779935305,84111.25021306674,4003595.7072858475,5094.810505319439,95817.74817228704
2013-01-01 09:00:00,5546.645768064438,93246.10301569967,39022.38580501066,25978.07951767765,84111.27078676916,4007443.7826111983,5475.8350040838695,95903.26025997986
2013-01-01 10:00:00,5546.717671549145,93265.23948145,40812.50622434352,26214.920256397363,84111.29408742176,4011354.24241246,5856.859558460314,95988.89313755336
2013-01-01 11:00:00,5579.4133882261085,93284.36689689718,42150.459302983225,26454.107335346765,84111.31993553291,4015314.5169058586,6237.884535178797,96074.61042778376
2013-01-01 12:00:00,5621.836588023057,93303.42306885862,42150.58617310775,26686.969378378555,84111.34790046333,4019333.980598937,6618.90976538144,96160.41280141023
2013-01-01 13:00:00,5691.568540928161,93322.18757487074,42150.747440862564,26922.28554507201,84111.37793217525,4023424.896446669,6999.93435362336,96246.31085280182
2013-01-01 14:00:00,5708.832698883174,93340.67027938948,42150.815124002256,26848.402635503255,84111.40828943519,4027592.6453501196,6999.957963705137,96332.29311885404
2013-01-01 15:00:00,5709.3404903751225,93358.89395774153,42150.469237759535,26775.643683862527,84111.43280072777,4031804.382507486,6999.869444384276,96418.32457754236
2013-01-01 16:00:00,5709.403446672656,93376.87098152419,38302.291649458995,26703.404242778895,84111.43321821823,4036024.2175625097,6999.788850152786,96504.39070310447
2013-01-01 17:00:00,5709.480657358564,93394.626475771,34112.82617520096,26631.300853577042,84111.43486802462,4040235.640386662,6999.746048967965,96590.49269817036
2013-01-01 18:00:00,5709.578251754792,93412.18508103429,33405.46038645298,26559.213336383866,84111.43846713143,4044437.25031373,6999.722120920161,96676.63429682617
2013-01-01 19:00:00,5709.605247329686,93429.56237755551,33405.476174856514,26487.597133703,84111.46684699802,4048629.790269089,6999.711369198968,96762.80770035008
2013-01-01 20:00:00,5709.620371431624,93446.77639236745,33405.58261618135,26416.549463750864,84111.49994380289,4052817.9094800027,6999.720301077639,96849.00918474887
2013-01-01 21:00:00,5709.632949424052,93463.8433671933,33413.54062814251,26511.86672362902,84111.53892648256,4057013.8939478947,6999.742663048994,96935.23475573651
2013-01-01 22:00:00,5709.651733074833,93480.77824250645,33536.95116196099,26753.50838141189,84111.5859931472,4061207.213470176,6999.76850364999,97021.4761600913
2013-01-01 23:00:00,5709.727184680911,93497.59585213875,33969.9520277345,26995.18254236506,84111.64311051693,4065393.0972364657,6999.830925907011,97107.73233531948
2013-01-02 00:00:00,5709.763495207366,93514.30025152926,34949.4499949697,27236.450834826144,84111.71713242403,4069566.4397532726,6999.882126941584,97194.00020919023
2013-01-02 01:00:00,5709.817422095813,93530.9032713896,36692.29787507415,27477.230789265872,84111.82189399732,4073722.5870764847,6999.8678234559575,97280.28098968507
2013-01-02 02:00:00,5709.918475289681,93547.41306664067,37901.93390444504,27717.42108055634,84112.01377153545,4077858.004011519,6999.8710683374775,97366.58162060178
2013-01-02 03:00:00,5709.9783843975065,93563.83228861967,38321.68143974862,27956.94863833081,84112.11010108673,4081969.844264852,6999.873488173891,97452.91051379897
2013-01-02 04:00:00,5709.980863584027,93566.71094553507,38341.51713669728,28189.935355810947,84112.11016279235,4086054.5467184205,6527.209968095512,97539.29103828208
2013-01-02 05:00:00,5709.9528249428895,93568.88859296436,38341.628909982224,28116.07911625958,84111.95675898553,4089613.339261416,6019.166708415078,97625.75847852035
2013-01-02 06:00:00,5709.946495224931,93571.00007229255,38341.59903959303,28041.51973925405,84111.86057433285,4084114.9743040525,5511.12351729543,97712.34265746232
2013-01-02 07:00:00,5709.950416628214,93573.06799893825,34029.69928703488,27966.34339577184,84111.7297540044,4078590.4150001747,5003.080344254197,97799.20420967894
2013-01-02 08:00:00,5708.539739987423,93575.0707454879,34029.81291952701,27890.730673917205,84111.69433326702,4073039.1049636323,4495.037186038987,97886.32860961644
2013-01-02 09:00:00,5708.544400506245,93577.02377292872,34133.71859801404,28126.14948824695,84111.6543153537,4076929.3999427035,3986.9937103534444,97973.58468512418
2013-01-02 10:00:00,5708.560936970955,93578.92781594521,34773.775949443945,28361.64690954291,84111.63660774875,4080853.401063204,3478.954118334002,98060.90550727345
2013-01-02 11:00:00,5708.578081730852,93580.78274340226,35135.87744163744,28596.676909443195,84111.62129250832,4084755.0695767,2970.9147340752493,98148.27236634382
2013-01-02 12:00:00,5708.595350795986,93582.59288028118,35255.806626150326,28830.978157466685,84111.60362283984,4088636.4858830613,2462.8763401770293,98235.78283324896
2013-01-02 13:00:00,5708.617625933884,93584.36269869251,35255.917842737676,28753.1911288542,84111.58999296295,4092499.1390937427,1954.9033995553746,98323.34899817561
2013-01-02 14:00:00,5708.669798938259,93586.09736639787,31613.545200913013,28674.917938925504,84111.56620281402,4095991.5693920203,1447.0478290636825,98410.95048607241
2013-01-02 15:00:00,5708.726215101937,93587.79575147574,22923.04805835072,28596.23625611218,84111.52851199164,4090286.6798226563,939.1533680342718,98498.58656957585
2013-01-02 16:00:00,5708.7471911029625,93589.4551678973,14232.549140187617,28517.16227607009,82234.95545319951,4084560.811702651,431.25183249454267,98586.25115669478
2013-01-02 17:00:00,5708.768885910729,93591.08183302527,5542.052192062072,28437.706531162734,81998.52661941908,4078814.8672697404,141.376680438535,98673.94728463319
2013-01-02 18:00:00,5708.790865210914,93592.6775527773,228.45585719637785,28357.895970073198,81998.4897600322,4073049.7091620993,522.3982465425324,98761.68467644812
2013-01-02 19:00:00,5708.817066231602,93594.24505802021,0.09513803314906946,28277.719367416295,81998.45439953485,4067266.4011802217,903.4389323498094,98849.45288216634
2013-01-02 20:00:00,5708.848178837491,93595.7858880157,0.11007133185092345,28197.308507157635,81998.43266783342,4067245.3971857815,1284.479664810596,98937.25228933031
2013-01-02 21:00:00,5708.907116854201,93597.3030794705,0.09336228937774646,28116.55909190665,81998.41149709589,4066188.185354616,1665.5204164705335,99025.07546305557
2013-01-02 22:00:00,5708.955283831201,93598.79563157754,0.05710032355387181,28349.105704231126,81998.39447260705,4069880.95129165,2046.5611800732615,99112.91030696178
2013-01-02 23:00:00,5708.999823664099,93600.26491269501,0.011498207596163332,28589.189986654266,81998.39495580424,4073559.9343586555,2427.6019546857688,99200.75371531096
2013-01-03 00:00:00,5709.0496993988,93601.71369241092,437.2543483081227,28829.04697754997,81998.39528139897,4077226.518563837,2808.6427360044127,99288.61209670966
2013-01-03 01:00:00,5709.093875491013,93603.14387477271,2962.916421585819,29068.629654322176,81998.39538851894,4080881.4902795176,3189.6835231052046,99376.49584208429
2013-01-03 02:00:00,5709.146875975163,93604.56005678412,7381.827166207579,29307.965622381886,81998.39267195218,4084525.1472565136,3570.72431228956,99464.42411024992
2013-01-03 03:00:00,5709.207389833621,93605.965747947,13620.417275094305,29547.076365923727,81998.38744989774,4088157.0291297636,3951.7651018959978,99552.36744342188
2013-01-03 04:00:00,5709.294441621716,93607.37312138091,20052.20792678723,29785.98446301149,81998.38770801581,4091776.91602101,4332.805880394173,99640.30449409885
2013-01-03 05:00:00,5709.327188672524,93608.77325972833,22989.813940741253,30024.73318127,81998.38221837045,4095384.7090122188,4713.8466351512225,99728.22751850406
2013-01-03 06:00:00,5709.370821096692,93610.1757908674,25572.72442492046,30263.357278586605,81998.37765393886,4098980.726833672,5094.887270307551,99816.13424091616
2013-01-03 07:00:00,5709.386300568088,93611.5627624294,28506.674930995083,30502.118922235393,81998.3609182708,4098597.108374116,5475.928412665913,99904.02247463066
2013-01-03 08:00:00,5709.402848182831,93612.9363377385,33509.86966732917,30740.898465924678,81998.34561818746,4102164.908717702,5856.954785499359,99991.88921716619
2013-01-03 09:00:00,5709.456362209013,93614.29984737538,38689.935661942436,30979.680255632553,81998.35002618487,4105727.7946936176,6237.976566766044,100079.73556237406
2013-01-03 10:00:00,5709.5176366376,93615.65090231772,39218.90161506788,31218.41959555327,81998.34881672538,4109280.371870822,6618.98595305276,100167.56160054046
2013-01-03 11:00:00,5709.592364720595,93616.99130338883,41317.530425928046,31457.152034906885,83198.19151085678,4112823.5189858847,6999.955415178683,100255.36826413537
2013-01-03 12:00:00,5709.61880107216,93618.32086749979,42034.22244989909,31695.88735508529,84112.08343806503,4116358.817302515,6999.917201208633,100343.15428119115
2013-01-03 13:00:00,5709.625891846245,93619.64346766827,42151.29122971068,31934.629183299618,84112.10285018913,4119887.070518463,6745.544818913935,100430.92113804624
2013-01-03 14:00:00,5709.651875239219,93620.96522627864,42150.92918094091,32163.910821835754,84112.1177545865,4114173.8623944824,6237.533191552789,100518.66863635146
2013-01-03 15:00:00,5709.649636647313,93622.27687973747,41315.77129710708,32081.072895311147,84112.05958167689,4108161.7966321865,5729.521732474955,100606.40388417974
2013-01-03 16:00:00,5709.648461169817,93623.58172594974,40794.564933867114,31998.299381443907,84112.02662771195,4102141.188481053,5221.510335796469,100694.13232367147
2013-01-03 17:00:00,5709.6482651095885,93624.87998125126,40190.58187572366,31915.60724375386,84111.9365214185,4096112.1508539678,4713.4990683658325,100781.87783079891
2013-01-03 18:00:00,5709.648483073113,93626.17346393954,39799.760029796606,31832.99440567338,84111.91577780011,4090075.044200699,4205.487886670944,100869.63364406403
2013-01-03 19:00:00,5709.6495234031745,93627.46154565563,39546.118140212675,31750.62408626848,84111.89817724803,4084030.2112318156,3697.4763308665474,100957.40420938318
2013-01-03 20:00:00,5709.6517702393185,93628.74594874814,39342.35026837142,31668.576772392713,84111.88414848354,4077977.80991918,3189.678751234234,101045.20067961562
2013-01-03 21:00:00,5709.665094285401,93630.02838701104,39342.17167483414,31898.22422748277,84111.87258069086,4071917.971043111,3570.702375030725,101132.997396901
2013-01-03 22:00:00,5709.680486543606,93631.30606403961,39341.9845167102,32129.53808877616,84111.86316168624,4065850.886426048,3951.7289450880826,101220.7841508429
2013-01-03 23:00:00,5709.698258735629,93632.57844952196,39341.95256144129,32370.165985720807,84111.85608943163,4059776.7536233407,4332.757560554131,101308.55652858115
2013-01-04 00:00:00,5709.718907891639,93633.84590113595,39341.92072406165,32611.270745281585,84111.8509800048,4053695.753130684,4713.786142992752,101396.31592276944
2013-01-04 01:00:00,5709.743270404467,93635.10904684055,39341.88888376458,32852.802534371505,84111.8568099252,4047608.1803799486,5094.814738367194,101484.05876472298
2013-01-04 02:00:00,5709.772822457268,93636.36657409914,39341.855318003465,33094.73151036733,84111.86447551235,4041514.2539896476,5475.843323556123,101571.78536091484
2013-01-04 03:00:00,5709.810565999009,93637.61759742144,39341.821235532174,33336.961579303505,84111.87304264832,4035414.238805246,5856.871895163559,101659.49814455645
2013-01-04 04:00:00,5709.863074021544,93638.86249773033,39341.6276303907,33572.78716751839,84111.88251087944,4029308.344743138,6237.900476461531,101747.19731741308
2013-01-04 05:00:00,5709.963388950268,93640.10195871034,39341.43994018836,33805.84574201315,84111.89967403155,4023196.7609607833,6618.929088097674,101834.88207809888
2013-01-04 06:00:00,5709.959341860527,93641.33224842306,39200.68849343825,33727.1297683049,84111.90605577698,4017079.5761971176,6999.9562885384685,101922.55045677983
2013-01-04 07:00:00,5709.9550477510975,93642.5573190925,38854.77921649864,33648.52491562175,84111.9055399259,4010956.8788143024,6999.912955875186,102010.19925693441
2013-01-04 08:00:00,5709.950520670496,93643.77740721594,38712.87727545906,33569.96418298514,84111.90749839223,4004828.8552884674,6999.87878358505,102097.83028481765
2013-01-04 09:00:00,5709.95080484177,93644.99320120027,38597.58225091091,33491.5659079887,84111.92496333344,3998695.6887247674,6999.859414518638,102185.44392462747
2013-01-04 10:00:00,5709.956909560607,93646.20598613858,36928.956584674605,33413.46507506851,84111.94711620745,3992558.273449694,6999.84954501813,102273.04045982727
2013-01-04 11:00:00,5709.971389668803,93647.41538014471,36806.13802271465,33335.65410025234,84111.97622159518,3986418.39112443,6999.845901119836,102360.61989881574
2013-01-04 12:00:00,5709.971378551568,93648.62214896802,36805.97076891277,33525.425719286286,84112.01732239459,3980277.639776293,6999.848106230205,102448.18232841064
2013-01-04 13:00:00,5709.973074463259,93649.82655993964,36919.9573779857,33769.871201466056,84112.0946733184,3974136.6167753744,6999.856783819176,102535.72806316847
2013-01-04 14:00:00,5709.87264690498,93651.02722011741,37475.96411734732,34014.7488597668,84112.08699985514,3967995.9103485565,6999.873674091795,102623.25714593963
2013-01-04 15:00:00,5709.823043529761,93652.22529602816,37784.75342104157,34260.30893528216,84111.61017847351,3961853.4693896943,6999.902889611391,102710.76826487218
2013-01-04 16:00:00,5709.787737040458,93653.4207648165,38738.98589190484,34506.31140675377,84111.37983362573,3955706.6620485135,6990.3944889846925,102798.23847275486
2013-01-04 17:00:00,5709.7587472084515,93654.61494301244,39781.86776138912,34752.86247962078,84111.19567974955,3949555.204719222,6702.91649200086,102885.67695938042
2013-01-04 18:00:00,5709.733405527037,93655.80933717471,40725.99205370267,34999.97394676779,84111.05484032603,3943399.184221873,6620.856580175274,102973.10205033643
2013-01-04 19:00:00,5709.711036536507,93657.00244780735,41774.613551377515,35247.94603106243,84110.91803353468,3937238.7149707344,6618.776809579618,103060.52109061157
2013-01-04 20:00:00,5709.703056883871,93658.1952549781,42149.30125211712,35497.01324560683,84110.77821200641,3931073.920670329,6618.841548199054,103147.94536812202
2013-01-04 21:00:00,5709.695900948168,93659.38804323482,42151.00211441347,35747.42719953793,84110.66663335728,3924904.962854796,6618.90639592792,103235.3523006356
2013-01-04 22:00:00,5709.6893657216015,93660.5805357972,42150.99514870929,35999.17920729457,84110.56529737331,3918732.044754812,6618.971294488289,103322.74188631964
2013-01-04 23:00:00,5709.682543868645,93661.77317028007,42150.99832730576,36252.43750162476,84110.52455961017,3912555.2390674064,6619.036209233674,103410.11409327503
2013-01-05 00:00:00,5709.676196649476,93662.96613406124,42151.04797057271,36506.96714036363,84110.49004807805,3906374.797320017,6619.101125155772,103497.46905766337
2013-01-05 01:00:00,5709.670227941929,93664.15925663404,42151.12024089294,36762.63036135386,84110.46648212036,3900190.8432194884,6619.1660202470875,103584.8066282365
2013-01-05 02:00:00,5709.664656723428,93665.35245659389,42151.15981969569,37019.315360759196,84110.43956671427,3894003.3786179456,6619.23087790759,103672.12695170021
2013-01-05 03:00:00,5709.659504383488,93666.54510828711,42151.23758738835,37277.06694068506,84110.43436651137,3887812.5831421018,6619.295701577524,103759.42989311085
2013-01-05 04:00:00,5709.520446638136,93667.73690381186,42151.25205163184,37214.380808298076,84110.40941701032,3881618.6132925972,6619.360477553811,103846.71553942023
2013-01-05 05:00:00,5709.403718313704,93668.92898136235,42151.308332447006,37152.57977591389,84110.38868964053,3875421.27410944,6619.425216405034,103933.9841840381
2013-01-05 06:00:00,5289.230906346705,93670.12106202444,42151.2663276819,37091.377768861516,84110.32871031678,3869220.677996872,6619.4899071708915,104021.23584495927
2013-01-05 07:00:00,5040.255505224933,93671.31362340228,42151.23225034865,37031.10224658231,84110.27839709887,3863017.087362339,6619.5545624047245,104108.47074995628
2013-01-05 08:00:00,4686.230861069739,93672.50683595726,42151.212604965825,36971.77721528288,84110.22643216698,3856810.339149542,6619.619111119952,104195.68856689603
2013-01-05 09:00:00,4356.307252886812,93673.70031282207,42151.20099721202,36913.358930977185,84110.20648181117,3850600.3498288565,6619.683532747028,104282.88894861272
2013-01-05 10:00:00,3984.221413831601,93674.89383224756,42151.18848323966,36855.74188128873,84110.19028477078,3844387.477482044,6619.747765150155,104370.07219438827
2013-01-05 11:00:00,3569.4649096949443,93676.08686005691,42151.1828743825,36799.126553845796,84110.17478176634,3838172.340990122,6619.811886470458,104457.23814079311
2013-01-05 12:00:00,3156.8847488776214,93677.2802719376,42151.183895059425,36743.07199382668,84110.15868282583,3831955.928301396,6619.875857821209,104544.38665210563
2013-01-05 13:00:00,2643.4830641645553,93678.47398699893,42151.18592607383,36687.64847713612,84110.14268692685,3825738.722142319,6619.939671782057,104631.51764241346
2013-01-05 14:00:00,2251.8266158122756,93679.6679841207,41767.75199602458,36632.678326455294,84110.12701894942,3819520.8327611615,6620.003695334484,104718.63121091164
2013-01-05 15:00:00,1779.7311475053107,93680.86234400135,36040.41928482628,36578.039459926076,84110.08681145657,3813301.2736100634,6620.067827084181,104805.72888977794
2013-01-05 16:00:00,1170.8578343276781,93682.05692613791,27670.131808041293,36523.55047081933,84110.02162780534,3807078.5528505254,6620.131720605409,104892.81895811578
2013-01-05 17:00:00,600.3799522175174,93683.25189677849,19107.76300724412,36469.2389988902,84109.93994298935,3800852.4663021066,6620.194928934727,104979.927143716
2013-01-05 18:00:00,120.15543686095411,93684.4479846017,11244.569154896255,36415.24204843236,84109.90285338825,3794623.0648237774,6620.256017620881,105067.07399247141
2013-01-05 19:00:00,0.06988692192130123,93685.64425189448,9279.73958592221,36361.441392397166,84109.86789145772,3788390.5661565852,6993.726886863597,105154.30267989326
