snapshot,BE1 0 PHS,BE1 0 hydro,DE1 0 PHS,DE1 0 hydro,FR1 0 PHS,FR1 0 hydro,GB0 0 PHS,GB0 0 hydro
2013-01-01 00:00:00,5707.519722804337,93233.94076279558,14555.94678704022,27267.55984566736,83436.43385757925,3351896.3239557366,3501.6947332417258,90477.89729085642
2013-01-01 01:00:00,5708.05258594281,93250.53801804331,21073.774891051024,27496.252996980875,84110.93557795856,3355331.451062479,3501.6866185330373,90562.46146604473
2013-01-01 02:00:00,5708.791310135309,93267.22990698909,27591.58601142642,27725.269155607722,84111.30934777683,3358781.0367924413,3501.725820987234,90647.05766728285
2013-01-01 03:00:00,5708.837885184853,93284.02797570493,34109.39778409559,27954.564660453958,84111.3063527169,3362256.214103245,3501.7674022086912,90731.72794267628
2013-01-01 04:00:00,5708.832104564219,93301.15804229521,37714.7765013157,28184.196472708172,84111.31114922746,3365777.058537993,3847.3657115177894,90816.51363018548
2013-01-01 05:00:00,5708.830054972729,93318.80843425628,38061.34275130085,28414.47752375247,84111.31958114142,3369351.5993774794,4157.459771401163,90901.3963312046
2013-01-01 06:00:00,5708.850596836746,93337.05516305154,38061.42165329934,28645.617431850285,84111.33098466335,3372986.5561519642,4319.6101824653,90986.40794477648
2013-01-01 07:00:00,5708.874130091622,93355.42348568916,38061.50400783244,28877.752614221852,84111.34513062483,3376685.6677412805,4700.645622143046,91071.59566599649
2013-01-01 08:00:00,5708.892357127863,93373.88511273751,38061.64468911167,29111.27180744624,84111.3613138652,3380459.8773528915,5081.680939233938,91156.955377914
2013-01-01 09:00:00,5708.900362373386,93392.41859824676,41039.54485923158,29346.34502157312,84111.37846385884,3384307.954250859,5462.715963067524,91242.46784189272
2013-01-01 10:00:00,5708.911250965741,93411.56218222063,42150.55404857776,29583.199635317233,84111.39922453629,3388218.4156328687,5843.750916116605,91328.10110156817
2013-01-01 11:00:00,5708.938363997138,93430.69538582426,42150.731280378546,29822.325156325125,84111.42384680279,3392178.691704537,6224.785812125678,91413.81876508772
2013-01-01 12:00:00,5708.982469418916,93449.7575895968,42150.851993257485,30063.951455873128,84111.45204153453,3396198.1570025613,6605.820648091058,91499.62150489575
2013-01-01 13:00:00,5709.035455545999,93468.52814780342,42151.069321992145,30308.51774821852,84111.48579812924,3400289.0745083615,6986.855622934804,91585.51994467554
2013-01-01 14:00:00,5709.1185898313,93487.01707625142,42151.17617787649,30415.843574578732,84111.528384344,3404456.8252937575,6999.926230024781,91671.5021482483
2013-01-01 15:00:00,5709.224150200189,93505.2473353176,42150.84782517194,30343.081663708534,84111.58767868593,3408668.565225201,6999.860546120131,91757.53345488412
2013-01-01 16:00:00,5709.299356323754,93523.23258835282,39049.18858697195,30270.837899791703,84111.6125765207,3412888.40467913,6999.794526142197,91843.59942169598
2013-01-01 17:00:00,5709.350157981303,93540.99584436674,35324.21926892129,30198.730166214526,84111.64493429053,3417099.832411545,6999.760486383522,91929.70127541764
2013-01-01 18:00:00,5709.633700871577,93558.56302323776,34376.27445999758,30126.638535181977,84111.68477473331,3421301.4475465105,6999.745206536588,92015.8427372039
2013-01-01 19:00:00,5709.715077905853,93575.951077089,34376.23910808268,30054.978395718936,84111.73356915113,3425493.9921934484,6999.745034660452,92102.01600299157
2013-01-01 20:00:00,5709.7238073131575,93593.17611291337,34376.25508365764,29983.854384275444,84111.79440828114,3429682.1162015265,6999.759526466557,92188.21729510647
2013-01-01 21:00:00,5709.775012802243,93610.2562822195,34376.51723029825,29913.769360233717,84111.88728638504,3433878.1057512867,6999.794494063794,92274.4426872994
2013-01-01 22:00:00,5709.819804924969,93627.20368343536,34552.195466536614,29986.482262125563,84111.9375495995,3438071.43028962,6999.817946950751,92360.68380990156
2013-01-01 23:00:00,5709.9116572358225,93644.03059110629,35261.989337804225,30089.414773551896,84112.0204241532,3442257.3191656866,6999.867799349083,92446.93967494249
2013-01-02 00:00:00,5709.949922816788,93660.74520151617,36951.23591521786,30197.531096739905,84112.06824813446,3446430.666488773,6999.902355413206,92533.20714680779
2013-01-02 01:00:00,5709.937066470738,93677.34999856768,38451.89214068364,30303.062272823525,84112.0709406983,3450586.8173593157,6999.894617663783,92619.48759076487
2013-01-02 02:00:00,5709.978716567236,93693.86452118163,39861.43885218515,30405.709024204927,84112.11790885727,3454722.23838185,6999.933025834306,92705.78809475111
2013-01-02 03:00:00,5709.974013087442,93710.2656418006,40550.93034632272,30498.986196143265,84112.12101965118,3458834.0812721835,6999.9158462108235,92792.1159958123
2013-01-02 04:00:00,5709.954475837445,93726.34452520443,40550.8809132684,30425.609876339713,84112.08566483448,3462918.785320149,6492.4311277636225,92878.49479364241
2013-01-02 05:00:00,5708.038956768452,93728.57253082625,40550.836403131165,30351.639378584307,84110.44786694455,3466975.240097356,5984.411452440786,92964.96253758892
2013-01-02 06:00:00,5707.1052985205115,93730.73442457485,34749.573025543395,30277.063418466016,78064.3201693955,3471002.3547062906,5476.370864033201,93051.54436325368
2013-01-02 07:00:00,5706.463837803825,93732.85252992193,26059.060969027174,30201.874399441323,72018.00213992505,3465477.833583354,4968.326539408091,93138.4022527141
2013-01-02 08:00:00,4196.181147832018,93734.89037480463,25605.916743152768,30126.111450818782,65971.702733023,3461320.0309351357,4460.287133854266,93225.52457959794
2013-01-02 09:00:00,2685.930425180134,93736.87934189297,29017.38800587836,30210.218620284344,65971.62453877636,3465268.0937199737,3952.286682161905,93312.78179542089
2013-01-02 10:00:00,2685.3581639919535,93738.83403684356,34332.70720684178,30298.516751785686,65971.58570052496,3469192.1710499213,3444.324909587388,93400.10336875095
2013-01-02 11:00:00,2684.78268772982,93740.73961662668,39645.34051744712,30385.241161618535,65971.55655949355,3473093.9215223854,2936.4058041823114,93487.4712371498
2013-01-02 12:00:00,2684.1951467635345,93742.60043937551,42151.28629448244,30461.63083977997,65971.5405323811,3476975.43236238,2429.5492349002034,93574.98305512984
2013-01-02 13:00:00,2683.609027696368,93744.42019475573,42151.29130089853,30383.733301850058,65971.54288768736,3480838.1881634714,2429.4554397033494,93662.54906746681
2013-01-02 14:00:00,2683.61601867758,93760.11712992127,37442.52607659459,30305.446902396154,65971.5131062934,3484680.260228791,1921.5289271925321,93750.1484927204
2013-01-02 15:00:00,2683.6229766059264,93775.76854832315,28752.048400633656,30226.761139491384,64337.32017882849,3488501.2842169036,1413.57429996476,93837.78233638094
2013-01-02 16:00:00,2683.6182405020477,93790.94053975803,20061.541067120295,30147.681860022538,58291.01299799772,3491225.8714769236,905.6162447075524,93925.44461416939
2013-01-02 17:00:00,2683.6234058289083,93806.4975677859,11371.058968881149,30068.221669383285,52245.183328875406,3495005.9432170666,904.5776803063408,94013.1392107309
2013-01-02 18:00:00,2683.6173857807717,93821.6019281836,2723.367145282817,29988.397383966458,49285.42316545586,3498766.7406658926,903.3561064015072,94100.87200280324
