"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Biomass","45W0000000000102","Avedoerevaerket","815","815","Denmark","400","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000012Z","Asnaesvaerket","787","787","Denmark","132","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000015T","Studstrupvaerket","730","730","Denmark","400","31.03.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Oil","45W000000000009O","Kyndbyvaerket","664","664","Denmark","132","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000125M","DK_KF_AB_PU","N/A","604","Denmark","220","16.11.2020",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000013X","Amagervaerket","479","479","Denmark","132","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000014V","Fynsvaerket","407","407","Denmark","400","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000114R","Horns Rev C","407","407","Denmark","220","12.11.2018",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000016R","Nordjyllandsvaerket","405","405","Denmark","400","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000022W","Anholt","400","400","Denmark","220","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Gas","45W0000000000110","Skaerbaekvaerket","392","392","Denmark","400","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","45W000000000017P","Esbjergvaerket","377","377","Denmark","150","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Solar","45W000000000153H","Solar Park Kassoe","N/A","303","DK1","150","20.05.2022",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000024S","Horns Rev B","209","209","Denmark","150","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000021Y","Roedsand 2","207","207","Denmark","132","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000172D","Vesterhav Nord","N/A","176","DK1","150","09.02.2024",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000173B","Vesterhav Syd","N/A","168","DK1","150","10.11.2023",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Solar","45W000000000156B","Solar Park Gedmosen","N/A","165","DK1","150","07.10.2021",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000019L","Roedsand 1","166","161","Denmark","132","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","45W000000000023U","Horns Rev A","160","160","Denmark","150","18.05.2017",""
"CTA|DK / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Gas","45W000000000112V","Silkeborgvaerket","108","108","Denmark","60","18.05.2017",""
