"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Brown coal/Lignite","11WD8BOXB1L----J","KW Boxberg","2470","2470","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Brown coal/Lignite","11WD8JAEN1L----Z","KW Jänschwalde","2500","2000","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Brown coal/Lignite","11WD8LIPD1L----P","KW Lippendorf","1782","1782","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Brown coal/Lignite","11WD8SWPU1L----5","KW Schwarze Pumpe","1510","1510","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Hydro Pumped Storage","11WD8GOLD1H----6","PSW Goldisthal","1060","1060","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Hydro Pumped Storage","11WD8MARK1H----7","PSW Markersbach","960","960","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Brown coal/Lignite","11WD8SCHK1L----O","Schkopau","900","900","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Solar","11W0-0000-0771-V","Energiepark Witznitz","N/A","602","intra_zonal","380","09.12.2023",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","11WD8REUW1C----4","HKW Reuter West","564","564","intra_zonal","380","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Hard coal","11WD8ROST1C---P5","Kraftwerk Rostock","514","514","intra_zonal","380","01.04.2011",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Onshore","11W0-0000-0191-G","UW Bertikow Wind","N/A","475","intra_zonal","155","01.01.2021",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Fossil Gas","11WD8MITT5G----0","HKW Mitte","444","444","intra_zonal","110","26.10.2009",""
"CTA|DE(50Hertz) / 01.01.2019 00:00 - 01.01.2020 00:00","Wind Offshore","11W0-0000-0152-T","Arkona","378","378","intra_zonal","380","01.01.2019",""
