10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1389,,1279,,20814,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,22,,n/e,n/e,456,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1446,,1280,,21145,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,23,,n/e,n/e,393,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1556,,1279,,21216,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,24,,n/e,n/e,371,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1571,,1271,,21541,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,23,,n/e,n/e,365,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1636,,1269,,21914,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,23,,n/e,n/e,351,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1646,,1269,,22010,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,24,,n/e,n/e,411,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1647,,1269,,21864,,n/e,n/e,n/e,n/e,0,,22,,n/e,n/e,23,,n/e,n/e,516,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1622,,1266,,21758,,n/e,n/e,n/e,n/e,0,,24,,n/e,n/e,24,,n/e,n/e,457,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1617,,1271,,21280,,n/e,n/e,n/e,n/e,0,,10,,n/e,n/e,24,,n/e,n/e,582,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1542,,1267,,20772,,n/e,n/e,n/e,n/e,0,,9,,n/e,n/e,24,,n/e,n/e,600,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1441,,1265,,20666,,n/e,n/e,n/e,n/e,0,,10,,n/e,n/e,22,,n/e,n/e,623,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1297,,1264,,20218,,n/e,n/e,n/e,n/e,0,,10,,n/e,n/e,24,,n/e,n/e,664,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1181,,1260,,19441,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,24,,n/e,n/e,808,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,952,,1252,,18665,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,24,,n/e,n/e,836,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,918,,1252,,17610,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,21,,n/e,n/e,840,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,874,,1243,,17273,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,23,,n/e,n/e,766,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,851,,1242,,17169,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,26,,n/e,n/e,681,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,848,,1245,,17443,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,23,,n/e,n/e,685,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,867,,1250,,17898,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,22,,n/e,n/e,632,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,916,,1254,,18442,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,22,,n/e,n/e,570,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,993,,1255,,19296,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,25,,n/e,n/e,562,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1223,,1257,,20040,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,24,,n/e,n/e,575,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1283,,1262,,20571,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,24,,n/e,n/e,561,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1339,,1257,,20989,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,22,,n/e,n/e,461,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1445,,1264,,21304,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,25,,n/e,n/e,485,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1449,,1262,,21302,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,23,,n/e,n/e,351,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1463,,1265,,21400,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,23,,n/e,n/e,331,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1496,,1268,,21519,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,23,,n/e,n/e,357,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1544,,1266,,21948,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,26,,n/e,n/e,392,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1558,,1267,,22509,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,26,,n/e,n/e,376,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1572,,1268,,22813,,n/e,n/e,n/e,n/e,0,,27,,n/e,n/e,27,,n/e,n/e,369,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1628,,1265,,22849,,n/e,n/e,n/e,n/e,0,,30,,n/e,n/e,27,,n/e,n/e,421,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1548,,1264,,22245,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,26,,n/e,n/e,448,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1525,,1264,,21286,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,25,,n/e,n/e,476,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1517,,1264,,21002,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,24,,n/e,n/e,474,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1420,,1258,,20534,,n/e,n/e,n/e,n/e,0,,36,,n/e,n/e,25,,n/e,n/e,486,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1218,,1253,,19956,,n/e,n/e,n/e,n/e,0,,30,,n/e,n/e,24,,n/e,n/e,519,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1204,,1243,,19235,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,23,,n/e,n/e,558,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1118,,1240,,18094,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,25,,n/e,n/e,503,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,845,,1240,,17523,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,33,,n/e,n/e,499,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,848,,1242,,17205,,n/e,n/e,n/e,n/e,0,,37,,n/e,n/e,32,,n/e,n/e,527,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,853,,1241,,17298,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,31,,n/e,n/e,485,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,853,,1240,,17491,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,30,,n/e,n/e,478,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,846,,1241,,17594,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,30,,n/e,n/e,524,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,994,,1246,,18073,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,26,,n/e,n/e,524,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1167,,1255,,18730,,n/e,n/e,n/e,n/e,0,,30,,n/e,n/e,23,,n/e,n/e,561,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1246,,1249,,19429,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,23,,n/e,n/e,596,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1104,,1247,,19955,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,23,,n/e,n/e,585,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1134,,1250,,20130,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,22,,n/e,n/e,542,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,926,,1253,,19932,,n/e,n/e,n/e,n/e,0,,30,,n/e,n/e,26,,n/e,n/e,545,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,888,,1255,,19643,,n/e,n/e,n/e,n/e,0,,28,,n/e,n/e,24,,n/e,n/e,512,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,906,,1254,,19877,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,23,,n/e,n/e,435,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1058,,1242,,20567,,n/e,n/e,n/e,n/e,0,,28,,n/e,n/e,22,,n/e,n/e,407,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1276,,1220,,21581,,n/e,n/e,n/e,n/e,0,,38,,n/e,n/e,26,,n/e,n/e,397,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1324,,1207,,21736,,n/e,n/e,n/e,n/e,0,,41,,n/e,n/e,26,,n/e,n/e,408,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1293,,1190,,21360,,n/e,n/e,n/e,n/e,0,,38,,n/e,n/e,27,,n/e,n/e,425,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1285,,1188,,21185,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,24,,n/e,n/e,361,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1252,,1184,,20522,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,24,,n/e,n/e,447,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1168,,1184,,20117,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,22,,n/e,n/e,498,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,917,,1176,,19691,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,23,,n/e,n/e,568,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,699,,1172,,18288,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,24,,n/e,n/e,587,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,537,,1159,,16487,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,23,,n/e,n/e,580,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,403,,1159,,16043,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,24,,n/e,n/e,566,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,371,,1160,,15726,,n/e,n/e,n/e,n/e,0,,38,,n/e,n/e,22,,n/e,n/e,607,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,396,,1158,,15921,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,22,,n/e,n/e,567,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,579,,1160,,16370,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,22,,n/e,n/e,550,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,792,,1159,,17884,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,23,,n/e,n/e,610,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1076,,1157,,19711,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,23,,n/e,n/e,697,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1229,,1155,,21903,,n/e,n/e,n/e,n/e,0,,36,,n/e,n/e,24,,n/e,n/e,690,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1480,,1161,,22488,,n/e,n/e,n/e,n/e,0,,37,,n/e,n/e,26,,n/e,n/e,845,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1475,,1167,,22715,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,25,,n/e,n/e,955,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1467,,1167,,22740,,n/e,n/e,n/e,n/e,0,,34,,n/e,n/e,26,,n/e,n/e,1108,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1471,,1160,,22655,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,26,,n/e,n/e,1162,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1475,,1164,,22446,,n/e,n/e,n/e,n/e,0,,36,,n/e,n/e,25,,n/e,n/e,1137,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1473,,1162,,22617,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,26,,n/e,n/e,1000,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1472,,1165,,22637,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,25,,n/e,n/e,919,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1485,,1168,,22650,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,24,,n/e,n/e,931,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1509,,1162,,22783,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,23,,n/e,n/e,998,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1509,,1154,,22830,,n/e,n/e,n/e,n/e,0,,39,,n/e,n/e,23,,n/e,n/e,905,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1497,,1152,,22402,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,24,,n/e,n/e,984,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,87,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1570,,1148,,22483,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,24,,n/e,n/e,978,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1586,,1144,,22261,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,24,,n/e,n/e,923,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1438,,1141,,21932,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,24,,n/e,n/e,812,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1300,,1137,,21091,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,24,,n/e,n/e,801,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1202,,1142,,19719,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,23,,n/e,n/e,781,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,92,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1204,,1118,,18760,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,21,,n/e,n/e,698,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1208,,1119,,18712,,n/e,n/e,n/e,n/e,0,,37,,n/e,n/e,21,,n/e,n/e,646,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,93,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1214,,1117,,18419,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,19,,n/e,n/e,601,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,93,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1216,,1113,,18466,,n/e,n/e,n/e,n/e,0,,37,,n/e,n/e,19,,n/e,n/e,569,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,94,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1201,,1110,,19041,,n/e,n/e,n/e,n/e,0,,33,,n/e,n/e,21,,n/e,n/e,506,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,86,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1272,,1112,,19644,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,22,,n/e,n/e,550,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,79,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1484,,1116,,20992,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,21,,n/e,n/e,528,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,79,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1550,,1126,,22174,,n/e,n/e,n/e,n/e,0,,42,,n/e,n/e,23,,n/e,n/e,614,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,79,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1539,,1121,,22403,,n/e,n/e,n/e,n/e,0,,35,,n/e,n/e,24,,n/e,n/e,605,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,78,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1548,,1124,,22718,,n/e,n/e,n/e,n/e,0,,40,,n/e,n/e,24,,n/e,n/e,557,
