Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,7.0,,36.0,,n/e,n/e,45.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 01:00:00+00:00,7.0,,40.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,157.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 02:00:00+00:00,7.0,,37.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,157.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 03:00:00+00:00,7.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 04:00:00+00:00,7.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 05:00:00+00:00,7.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,214.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 06:00:00+00:00,7.0,,36.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,235.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 07:00:00+00:00,7.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,231.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,10.0,,10.0,,n/e,n/e,0.0,
2023-01-01 08:00:00+00:00,7.0,,36.0,,n/e,n/e,58.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,282.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,28.0,,10.0,,n/e,n/e,0.0,
2023-01-01 09:00:00+00:00,7.0,,36.0,,n/e,n/e,51.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,277.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,50.0,,10.0,,n/e,n/e,0.0,
2023-01-01 10:00:00+00:00,6.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,241.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,64.0,,10.0,,n/e,n/e,0.0,
2023-01-01 11:00:00+00:00,7.0,,36.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,227.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,66.0,,10.0,,n/e,n/e,0.0,
2023-01-01 12:00:00+00:00,6.0,,36.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,340.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,50.0,,10.0,,n/e,n/e,0.0,
2023-01-01 13:00:00+00:00,6.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,351.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,27.0,,10.0,,n/e,n/e,0.0,
2023-01-01 14:00:00+00:00,6.0,,36.0,,n/e,n/e,57.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,450.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,9.0,,10.0,,n/e,n/e,0.0,
2023-01-01 15:00:00+00:00,7.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,25.0,,554.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 16:00:00+00:00,7.0,,36.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,119.0,,615.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023-01-01 17:00:00+00:00,7.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,119.0,,584.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
