Year,Month,Day,Hour,Minute,MTU,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023,,,0,0,00:00 - 01:00,7.0,,36.0,,n/e,n/e,45.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,1,0,01:00 - 02:00,7.0,,40.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,157.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,2,0,02:00 - 03:00,7.0,,37.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,157.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,3,0,03:00 - 04:00,7.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,4,0,04:00 - 05:00,7.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,158.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,5,0,05:00 - 06:00,7.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,214.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,6,0,06:00 - 07:00,7.0,,36.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,235.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,7,0,07:00 - 08:00,7.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,231.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,10.0,,10.0,,n/e,n/e,0.0,
2023,,,8,0,08:00 - 09:00,7.0,,36.0,,n/e,n/e,58.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,282.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,28.0,,10.0,,n/e,n/e,0.0,
2023,,,9,0,09:00 - 10:00,7.0,,36.0,,n/e,n/e,51.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,277.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,50.0,,10.0,,n/e,n/e,0.0,
2023,,,10,0,10:00 - 11:00,6.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,241.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,64.0,,10.0,,n/e,n/e,0.0,
2023,,,11,0,11:00 - 12:00,7.0,,36.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,227.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,66.0,,10.0,,n/e,n/e,0.0,
2023,,,12,0,12:00 - 13:00,6.0,,36.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,340.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,50.0,,10.0,,n/e,n/e,0.0,
2023,,,13,0,13:00 - 14:00,6.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,351.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,27.0,,10.0,,n/e,n/e,0.0,
2023,,,14,0,14:00 - 15:00,6.0,,36.0,,n/e,n/e,57.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,450.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,9.0,,10.0,,n/e,n/e,0.0,
2023,,,15,0,15:00 - 16:00,7.0,,36.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,25.0,,554.0,,n/e,n/e,n/e,n/e,699.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,16,0,16:00 - 17:00,7.0,,36.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,119.0,,615.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,17,0,17:00 - 18:00,7.0,,36.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,119.0,,584.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,18,0,18:00 - 19:00,7.0,,36.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,147.0,,689.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
2023,,,19,0,19:00 - 20:00,7.0,,36.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,1.0,,640.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,20,0,20:00 - 21:00,7.0,,36.0,,n/e,n/e,53.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,443.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
2023,,,21,0,21:00 - 22:00,7.0,,36.0,,n/e,n/e,46.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,346.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
2023,,,22,0,22:00 - 23:00,7.0,,36.0,,n/e,n/e,42.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,199.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,23,0,23:00 - 00:00,6.0,,35.0,,n/e,n/e,41.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,141.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
2023,,,0,0,00:00 - 01:00,6.0,,35.0,,n/e,n/e,42.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,140.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,1,0,01:00 - 02:00,6.0,,35.0,,n/e,n/e,45.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,2,0,02:00 - 03:00,6.0,,35.0,,n/e,n/e,49.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,134.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,3,0,03:00 - 04:00,6.0,,35.0,,n/e,n/e,44.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,136.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,4,0,04:00 - 05:00,6.0,,35.0,,n/e,n/e,46.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,140.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,5,0,05:00 - 06:00,6.0,,35.0,,n/e,n/e,46.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,244.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,6,0,06:00 - 07:00,6.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,417.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,7,0,07:00 - 08:00,6.0,,35.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,467.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,11.0,,11.0,,n/e,n/e,0.0,
2023,,,8,0,08:00 - 09:00,6.0,,35.0,,n/e,n/e,56.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,433.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,31.0,,10.0,,n/e,n/e,0.0,
2023,,,9,0,09:00 - 10:00,6.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,380.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,49.0,,10.0,,n/e,n/e,0.0,
2023,,,10,0,10:00 - 11:00,6.0,,35.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,339.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,60.0,,11.0,,n/e,n/e,0.0,
2023,,,11,0,11:00 - 12:00,6.0,,35.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,394.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,65.0,,10.0,,n/e,n/e,0.0,
2023,,,12,0,12:00 - 13:00,6.0,,35.0,,n/e,n/e,45.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,347.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,54.0,,10.0,,n/e,n/e,0.0,
2023,,,13,0,13:00 - 14:00,6.0,,35.0,,n/e,n/e,50.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,373.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,30.0,,10.0,,n/e,n/e,0.0,
2023,,,14,0,14:00 - 15:00,6.0,,35.0,,n/e,n/e,55.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,467.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,9.0,,10.0,,n/e,n/e,0.0,
2023,,,15,0,15:00 - 16:00,6.0,,35.0,,n/e,n/e,48.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,683.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,16,0,16:00 - 17:00,6.0,,35.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,771.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,17,0,17:00 - 18:00,6.0,,35.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,167.0,,780.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,18,0,18:00 - 19:00,6.0,,35.0,,n/e,n/e,44.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,111.0,,762.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
2023,,,19,0,19:00 - 20:00,6.0,,35.0,,n/e,n/e,47.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,635.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,10.0,,n/e,n/e,0.0,
2023,,,20,0,20:00 - 21:00,6.0,,35.0,,n/e,n/e,52.0,,n/e,n/e,0.0,,n/e,n/e,n/e,n/e,n/e,n/e,0.0,,509.0,,n/e,n/e,n/e,n/e,698.0,,n/e,n/e,n/e,n/e,0.0,,11.0,,n/e,n/e,0.0,
