snapshot,AC_BE1 0-FR1 0,AC_BE1 0-NL1 0,AC_DE1 0-FR1 0,AC_DE1 0-NL1 0
2013-01-01 00:00:00,-104.107713584829,-3920.60429421795,-72.6934671991735,-4735.09235656846
2013-01-01 01:00:00,-248.143043185875,-3914.42967936039,-173.266591619233,-4722.65889872257
2013-01-01 02:00:00,-515.167758912737,-3899.53957464162,-359.717472030288,-4705.47623183674
2013-01-01 03:00:00,-849.520352929848,-3891.28962747658,-593.1802837972,-4703.41213430834
2013-01-01 04:00:00,-649.203755829328,-3818.78879382071,-453.308562747384,-4615.77026300703
2013-01-01 05:00:00,708.489915156149,-3789.42832025934,494.705539177864,-4581.55470410694
2013-01-01 06:00:00,1884.0805691859,-3725.85797749587,1315.5656008888,-4502.29451768274
2013-01-01 07:00:00,-987.564487240364,-3688.6363134071,-689.570042261303,-4454.40077052596
2013-01-01 08:00:00,4278.15609576084,-3677.39632324987,2987.23682393657,-4440.08428586465
2013-01-01 09:00:00,-929.765595879746,-3671.85052960211,-649.211757057494,-4431.46157312898
2013-01-01 10:00:00,-1832.81808911075,-3605.32376674607,-1279.77113053173,-4354.598133226
2013-01-01 11:00:00,-887.263334973549,-3661.74822040066,-619.534394395365,-4419.66991383674
2013-01-01 12:00:00,-231.866260756303,-3736.02919595482,-161.901220938458,-4511.30443491428
2013-01-01 13:00:00,-637.06013475035,-3730.35971390497,-444.829178171591,-4508.92697870081
2013-01-01 14:00:00,2787.79844542706,-3721.4079610687,1946.58956938218,-4490.31623955866
2013-01-01 15:00:00,4509.9613347439,-8071.34006598172,3118.08043086541,-9667.74391082537
2013-01-01 16:00:00,11046.571281673,-9877.08482340865,7718.02774962511,-11808.3670139635
2013-01-01 17:00:00,10587.6491998563,-9922.96138480695,7391.49902693043,-11867.4807073912
2013-01-01 18:00:00,10936.8684629839,-9991.02484518907,7633.17286293571,-11944.583699914
2013-01-01 19:00:00,11426.4685398333,-9905.84240828685,7972.30272392259,-11842.1387772322
2013-01-01 20:00:00,6531.47283057544,-9944.6135012099,4571.84196334754,-11890.558199767
2013-01-01 21:00:00,4489.96949661257,-10054.4701532771,3173.96077499383,-12020.8430936022
2013-01-01 22:00:00,4527.71303852169,-8275.47946746281,3216.5664609025,-9908.14294788197
2013-01-01 23:00:00,4501.93008095134,-7937.35044768643,3209.86725135503,-9508.00905080287
2013-01-02 00:00:00,10117.6148773234,-8669.50575820546,7050.5896064811,-10374.5702865759
2013-01-02 01:00:00,7168.32310244376,-6128.31868516159,5028.8215786091,-7363.65583220224
2013-01-02 02:00:00,7370.82737103566,-8422.11864690209,5164.58028183285,-10080.0584240251
2013-01-02 03:00:00,9711.45766138261,-9885.74315265922,6777.46097046351,-11813.4130223898
2013-01-02 04:00:00,7848.01687450892,-10962.2691059507,5491.5516457967,-13222.9098147142
2013-01-02 05:00:00,6910.6053560307,-11015.205579316,4846.25578836873,-13292.5586941153
2013-01-02 06:00:00,5486.30136776106,-11015.5328379497,3856.77220681439,-13297.247741702
2013-01-02 07:00:00,4185.41396296552,-9529.63745599237,2942.49474970688,-11380.6238180546
2013-01-02 08:00:00,4144.32676153324,-9505.03103173481,2912.86698930812,-11352.5578173773
2013-01-02 09:00:00,6882.30095804837,-9301.92644734173,4814.72743258444,-11109.5659032842
