"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","16WRIBATE------E","Ribatejo","1176","1176","ALENQUER","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","16WRTG---------V","T.Outeiro C.C.","990","990","GONDOMAR","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WGVAES-------R","Gouvães","N/A","880","RIBEIRA DE PENA","400","26.01.2022",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","16WPEGO--------O","Pego C.C.","837","837","ABRANTES","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","16WLARES-------R","Lares","826","826","FIGUEIRA DA FOZ","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WFRADE2------F","Frades II","N/A","780","VIEIRA DO MINHO","400","27.08.2017",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","16WALINDO------J","Alto Lindoso","630","630","PONTE DA BARCA","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WALQUE-------F","Alqueva","508","508","PORTEL","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WAGUIE-------3","Aguieira","336","336","PENACOVA","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WFOZT--------Y","Foz Tua","N/A","268","ALIJÓ","400","09.02.2017",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WPICOTII-----K","Picote II","245","245","MIRANDA DOURO","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WBEMPOS------6","Bemposta","240","240","MOGADOURO","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WVALEIRA-----B","Valeira","240","240","S.J.PESQUEIRA","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WSALAM2------Z","Salamonde II","220","220","VIEIRA DO MINHO","400","14.07.2015",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WBEMPOII-----R","Bemposta II","191","203","MOGADOURO","400","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WCARRAPA-----2","Carrapatelo","201","201","CINFÃES","220","01.12.2014",""
