"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WPICOTE------0","Picote","195","195","MIRANDA DOURO","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WFRADES------T","V.Nova II(Frades)","191","191","VIEIRA DO MINHO","150","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WMIRANII-----E","Miranda II","189","189","MIRANDA DOURO","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WPOCINHO-----S","Pocinho","186","186","V.NOVA FOZ CÔA","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WREGUA-------O","Regua","180","180","PESO DA RÉGUA","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16W-MIRANDA----I","Miranda","180","180","MIRANDA DOURO","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","16WCBODE-------5","Castelo Bode","159","159","TOMAR","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WBASBM-------8","Baixo Sabor Montante","153","153","TORRE MONCORVO","220","09.06.2015",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WTORRAO------V","Torrao","140","140","MARCO CANAVESES","220","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16W-FRATEL-----A","Fratel","132","132","NISA","150","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WVFURNA------1","Vilarinho F.","125","125","TERRAS DE BOURO","150","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","16WCRESTUM-----6","Crestuma","117","117","VILA NOVA GAIA","60","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","16WDVOES-------N","Daivões","N/A","114","CABEC.DE BASTO","400","23.11.2022",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","16WCABRIL------U","Cabril","108","108","SERTÃ","150","01.12.2014",""
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Hard coal","16WSINES-------W","Sines","1180","N/A","SINES","400","30.11.2014","16.01.2021"
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","16WFRADES2-----8","Frades II","780","N/A","VIEIRA DO MINHO","400","26.07.2016","27.08.2017"
"CTA|PT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Hard coal","16WRPG---------5","Pego","576","N/A","ABRANTES","400","01.12.2014","03.12.2021"
