"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","14W-TKH-KW-----O","Kaprun-Hauptstufe","260","280","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BYP-KW-----6","Ybbs-Persenbeug","237","242","intra_zonal","380","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-TZR-KW-----I","Roßhag","231","240","intra_zonal","380","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","14WLSG-MITTE---U","FHKW Linz Mitte","217","217","intra_zonal","110","19.12.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BWM-KW-----L","Wallsee-Mitterkirchen","210","210","intra_zonal","380","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","14W-TZG-KW-----H","Gerlos","200","200","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BME-KW-----Q","Melk","187","187","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BOW-KW-----9","Ottensheim-Wilhering","179","179","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BFR-KW-----A","Freudenau","172","172","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Run-of-river and poundage","14W-BAA-KW-----D","Abwinden-Asten","168","168","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Hard coal","14W-WML-KW-----0","FHKW Mellach","200","165","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-TKO-KW-----S","Kaprun-Oberstufe","113","160","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","14WLSG-1SUED---5","FHKW Linz Süd","158","158","intra_zonal","110","19.12.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-DMO-KW-----D","Malta-Oberstufe","120","156","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","14W-VOEST-KW---0","voestalpine KW Linz","153","153","intra_zonal","110","01.01.2015",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-E110352----K","Kraftwerk Feldsee","140","140","intra_zonal","110","03.12.2014",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","14W-PROD-LAU---8","KW Leopoldau","140","140","intra_zonal","380","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","14W-TKS-KW-----P","Kaprun-Schwarzach","120","120","intra_zonal","110","01.07.2011",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-E110349----M","Kraftwerk Oschenik","114","114","intra_zonal","110","03.12.2014",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Pumped Storage","14W-KW-HMUHR---R","Kraftwerk Hintermuhr","N/A","107","intra_zonal","110","09.10.2017",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Hydro Water Reservoir","14W-E110354----8","Kraftwerk Außerfragant","100","100","intra_zonal","110","03.12.2014",""
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Hard coal","14W-KW-DU2-EVN-K","Kraftwerk Dürnrohr","381","N/A","intra_zonal","110","10.06.2010","01.09.2020"
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Gas","14W-KW-KO2-EVN-5","Kraftwerk Korneuburg","152","N/A","intra_zonal","110","10.06.2010","07.10.2019"
"CTA|AT / 01.01.2017 00:00 - 01.01.2018 00:00","Fossil Hard coal","14WENERGIEAGWR05","Kraftwerk Riedersbach 2","150","N/A","intra_zonal","110","01.07.2011","01.01.2022"
