Production_Type,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Hydro_Water_Reservoir,8214,8204,8231,8578,8279,8785,8785,8785,8787,8787
Hydro_Pumped_Storage,4965,4965,4965,5020,5023,5064,5064,5050,5051,5065
