index,FR -> BE,FR -> IT,FR -> ES,FR -> DE,FR -> UK,FR -> CH
2016-01-03 23:00:00+0000,0.0,1583.0,0.0,2125.0,1570.0,1631.0
2016-01-04 00:00:00+0000,289.0,1652.0,0.0,2316.0,1568.0,1701.0
2016-01-04 01:00:00+0000,600.0,1602.0,0.0,2588.0,1568.0,1792.0
2016-01-04 02:00:00+0000,1369.0,1849.0,0.0,3233.0,1568.0,2201.0
2016-01-04 03:00:00+0000,1405.0,1740.0,0.0,3171.0,1568.0,2084.0
2016-01-04 04:00:00+0000,1162.0,1688.0,0.0,2800.0,1568.0,2083.0
2016-01-04 05:00:00+0000,1082.0,1682.0,0.0,2096.0,1562.0,1999.0
2016-01-04 06:00:00+0000,758.0,1633.0,0.0,1392.0,2013.0,1495.0
2016-01-04 07:00:00+0000,730.0,1689.0,1263.0,1262.0,2014.0,1218.0
2016-01-04 08:00:00+0000,747.0,1825.0,2456.0,1706.0,2015.0,1334.0
2016-01-04 09:00:00+0000,731.0,1867.0,2454.0,2062.0,2015.0,1482.0
2016-01-04 10:00:00+0000,921.0,2281.0,2015.0,2854.0,2014.0,1892.0
2016-01-04 11:00:00+0000,629.0,2014.0,1790.0,2789.0,2015.0,1908.0
2016-01-04 12:00:00+0000,667.0,1731.0,2043.0,2625.0,2016.0,1871.0
2016-01-04 13:00:00+0000,758.0,1717.0,1945.0,2837.0,2016.0,1878.0
2016-01-04 14:00:00+0000,1073.0,1948.0,1391.0,3095.0,2016.0,2009.0
2016-01-04 15:00:00+0000,1168.0,2425.0,1172.0,3384.0,2016.0,1929.0
2016-01-04 16:00:00+0000,1170.0,2656.0,0.0,3344.0,2016.0,1712.0
2016-01-04 17:00:00+0000,509.0,2729.0,44.0,2891.0,2017.0,1731.0
2016-01-04 18:00:00+0000,129.0,2569.0,710.0,2705.0,2015.0,1828.0
2016-01-04 19:00:00+0000,0.0,2013.0,2170.0,2166.0,2015.0,1639.0
2016-01-04 20:00:00+0000,0.0,1350.0,2429.0,1882.0,2016.0,1541.0
2016-01-04 21:00:00+0000,0.0,1353.0,2116.0,1732.0,2016.0,1455.0
2016-01-04 22:00:00+0000,0.0,1449.0,336.0,1978.0,2016.0,1446.0
2016-01-04 23:00:00+0000,175.0,1703.0,0.0,2698.0,1912.0,1983.0
2016-01-05 00:00:00+0000,460.0,1927.0,0.0,2517.0,1910.0,2005.0
2016-01-05 01:00:00+0000,824.0,1910.0,0.0,2872.0,1910.0,2163.0
2016-01-05 02:00:00+0000,1200.0,1840.0,0.0,3385.0,1910.0,2293.0
2016-01-05 03:00:00+0000,1416.0,2080.0,0.0,3688.0,1910.0,2478.0
2016-01-05 04:00:00+0000,1087.0,1738.0,0.0,3080.0,1910.0,2181.0
2016-01-05 05:00:00+0000,645.0,1640.0,0.0,2428.0,1910.0,1870.0
2016-01-05 06:00:00+0000,591.0,2010.0,0.0,2415.0,2017.0,1875.0
2016-01-05 07:00:00+0000,706.0,2423.0,0.0,2672.0,2015.0,1715.0
2016-01-05 08:00:00+0000,816.0,2602.0,0.0,3114.0,2015.0,1538.0
2016-01-05 09:00:00+0000,778.0,2445.0,0.0,2971.0,2014.0,1367.0
2016-01-05 10:00:00+0000,967.0,2370.0,0.0,3233.0,2014.0,1683.0
2016-01-05 11:00:00+0000,1054.0,2379.0,0.0,3227.0,2014.0,1960.0
2016-01-05 12:00:00+0000,1121.0,2244.0,0.0,3098.0,2015.0,2016.0
2016-01-05 13:00:00+0000,1346.0,2255.0,0.0,3283.0,2013.0,1974.0
2016-01-05 14:00:00+0000,1607.0,2228.0,0.0,3301.0,2015.0,1883.0
2016-01-05 15:00:00+0000,1878.0,2589.0,0.0,3345.0,2015.0,1550.0
2016-01-05 16:00:00+0000,1327.0,2939.0,0.0,3213.0,2014.0,1311.0
2016-01-05 17:00:00+0000,713.0,2875.0,0.0,2807.0,2014.0,1362.0
2016-01-05 18:00:00+0000,100.0,2759.0,0.0,2477.0,2014.0,1557.0
2016-01-05 19:00:00+0000,1.0,2399.0,171.0,2431.0,1601.0,1607.0
2016-01-05 20:00:00+0000,325.0,1764.0,782.0,2334.0,1352.0,1665.0
2016-01-05 21:00:00+0000,383.0,1532.0,0.0,2281.0,1507.0,1747.0
2016-01-05 22:00:00+0000,73.0,1455.0,0.0,1543.0,1506.0,1333.0
2016-01-05 23:00:00+0000,208.0,1497.0,0.0,1705.0,1507.0,1453.0
2016-01-06 00:00:00+0000,556.0,1437.0,0.0,1630.0,1507.0,1498.0
2016-01-06 01:00:00+0000,1329.0,1704.0,0.0,2262.0,1506.0,1766.0
2016-01-06 02:00:00+0000,1887.0,1949.0,0.0,2984.0,1507.0,2194.0
2016-01-06 03:00:00+0000,1705.0,1704.0,0.0,2820.0,1507.0,1983.0
2016-01-06 04:00:00+0000,1214.0,1375.0,0.0,1958.0,1507.0,1598.0
2016-01-06 05:00:00+0000,795.0,981.0,0.0,706.0,1507.0,950.0
2016-01-06 06:00:00+0000,1183.0,1469.0,0.0,1152.0,1507.0,1096.0
2016-01-06 07:00:00+0000,1041.0,1659.0,0.0,1265.0,1507.0,1102.0
2016-01-06 08:00:00+0000,1043.0,1558.0,0.0,1293.0,1506.0,1112.0
2016-01-06 09:00:00+0000,1101.0,1551.0,0.0,1368.0,1507.0,1129.0
2016-01-06 10:00:00+0000,943.0,1465.0,0.0,1256.0,1507.0,1087.0
2016-01-06 11:00:00+0000,1007.0,1475.0,0.0,1271.0,1507.0,1142.0
2016-01-06 12:00:00+0000,1190.0,1328.0,0.0,1390.0,1507.0,1278.0
2016-01-06 13:00:00+0000,1329.0,1363.0,0.0,1523.0,1507.0,1368.0
2016-01-06 14:00:00+0000,1463.0,1411.0,0.0,1870.0,1507.0,1426.0
2016-01-06 15:00:00+0000,1870.0,1518.0,0.0,2529.0,1508.0,1631.0
2016-01-06 16:00:00+0000,1562.0,2061.0,0.0,2302.0,1508.0,1626.0
2016-01-06 17:00:00+0000,564.0,1744.0,0.0,1259.0,1508.0,1201.0
2016-01-06 18:00:00+0000,0.0,1870.0,0.0,1145.0,1508.0,1261.0
2016-01-06 19:00:00+0000,0.0,1701.0,0.0,1407.0,1508.0,1360.0
2016-01-06 20:00:00+0000,383.0,1323.0,0.0,1272.0,1507.0,1414.0
2016-01-06 21:00:00+0000,319.0,979.0,0.0,802.0,1508.0,1177.0
2016-01-06 22:00:00+0000,0.0,736.0,0.0,336.0,1502.0,889.0
2016-01-06 23:00:00+0000,0.0,1101.0,0.0,1032.0,1376.0,1142.0
2016-01-07 00:00:00+0000,105.0,1349.0,0.0,1444.0,1377.0,1346.0
2016-01-07 01:00:00+0000,643.0,1479.0,0.0,2133.0,1377.0,1555.0
2016-01-07 02:00:00+0000,1132.0,1610.0,0.0,3229.0,1376.0,2099.0
2016-01-07 03:00:00+0000,1283.0,1689.0,0.0,3639.0,1376.0,2321.0
2016-01-07 04:00:00+0000,1110.0,1913.0,0.0,3756.0,1376.0,2473.0
2016-01-07 05:00:00+0000,456.0,2023.0,0.0,2710.0,1377.0,2014.0
2016-01-07 06:00:00+0000,670.0,2326.0,0.0,3043.0,1506.0,2143.0
2016-01-07 07:00:00+0000,667.0,2647.0,0.0,2897.0,1508.0,1797.0
2016-01-07 08:00:00+0000,1177.0,2657.0,0.0,3104.0,1507.0,1808.0
2016-01-07 09:00:00+0000,1233.0,2638.0,62.0,3040.0,1509.0,1818.0
2016-01-07 10:00:00+0000,1089.0,2459.0,0.0,2700.0,1507.0,1878.0
2016-01-07 11:00:00+0000,1046.0,1921.0,0.0,2374.0,1507.0,1798.0
2016-01-07 12:00:00+0000,1124.0,1942.0,0.0,2567.0,1507.0,1893.0
2016-01-07 13:00:00+0000,1277.0,2157.0,0.0,3078.0,1507.0,1925.0
2016-01-07 14:00:00+0000,1024.0,2159.0,542.0,3258.0,1508.0,1992.0
2016-01-07 15:00:00+0000,885.0,2431.0,406.0,3321.0,1508.0,2097.0
2016-01-07 16:00:00+0000,702.0,2718.0,0.0,2846.0,1506.0,1640.0
2016-01-07 17:00:00+0000,0.0,2483.0,292.0,1315.0,1501.0,1113.0
2016-01-07 18:00:00+0000,0.0,2430.0,681.0,1014.0,1507.0,1318.0
2016-01-07 19:00:00+0000,0.0,1783.0,1951.0,439.0,1507.0,1108.0
2016-01-07 20:00:00+0000,0.0,1479.0,2261.0,754.0,1506.0,1249.0
2016-01-07 21:00:00+0000,0.0,1522.0,1118.0,800.0,1506.0,1373.0
2016-01-07 22:00:00+0000,0.0,1372.0,0.0,526.0,1507.0,1130.0
2016-01-07 23:00:00+0000,0.0,1514.0,0.0,647.0,1506.0,1297.0
2016-01-08 00:00:00+0000,0.0,1192.0,0.0,506.0,1507.0,1277.0
2016-01-08 01:00:00+0000,0.0,1386.0,0.0,1033.0,1506.0,1580.0
2016-01-08 02:00:00+0000,0.0,1697.0,0.0,1384.0,1506.0,1847.0
2016-01-08 03:00:00+0000,0.0,1834.0,0.0,1874.0,1505.0,2004.0
2016-01-08 04:00:00+0000,0.0,1520.0,0.0,1260.0,1506.0,1652.0
2016-01-08 05:00:00+0000,0.0,1291.0,0.0,602.0,1507.0,1248.0
2016-01-08 06:00:00+0000,0.0,1700.0,0.0,507.0,1508.0,988.0
2016-01-08 07:00:00+0000,0.0,2219.0,849.0,834.0,1507.0,756.0
2016-01-08 08:00:00+0000,0.0,2166.0,1883.0,619.0,1506.0,656.0
2016-01-08 09:00:00+0000,0.0,1932.0,2227.0,691.0,1506.0,655.0
2016-01-08 10:00:00+0000,0.0,2027.0,1441.0,664.0,1506.0,763.0
2016-01-08 11:00:00+0000,0.0,1609.0,1090.0,621.0,1506.0,1045.0
2016-01-08 12:00:00+0000,0.0,1561.0,1227.0,618.0,1506.0,1132.0
2016-01-08 13:00:00+0000,0.0,1962.0,1176.0,819.0,1506.0,1022.0
2016-01-08 14:00:00+0000,0.0,2170.0,1715.0,1122.0,1506.0,1224.0
2016-01-08 15:00:00+0000,99.0,2492.0,833.0,1904.0,1506.0,1471.0
2016-01-08 16:00:00+0000,249.0,3181.0,0.0,2566.0,1505.0,1673.0
2016-01-08 17:00:00+0000,0.0,2699.0,1922.0,1218.0,1506.0,1092.0
2016-01-08 18:00:00+0000,0.0,2552.0,2490.0,1177.0,1507.0,1244.0
2016-01-08 19:00:00+0000,0.0,2050.0,2527.0,920.0,1507.0,1187.0
2016-01-08 20:00:00+0000,0.0,1829.0,2498.0,716.0,1506.0,1358.0
2016-01-08 21:00:00+0000,0.0,1696.0,2402.0,183.0,1506.0,1090.0
2016-01-08 22:00:00+0000,0.0,1703.0,1417.0,415.0,1506.0,1109.0
2016-01-08 23:00:00+0000,0.0,1570.0,971.0,444.0,1507.0,1057.0
2016-01-09 00:00:00+0000,0.0,1456.0,26.0,574.0,1507.0,1108.0
2016-01-09 01:00:00+0000,0.0,1600.0,0.0,782.0,1507.0,1158.0
2016-01-09 02:00:00+0000,0.0,2036.0,0.0,1663.0,1507.0,1779.0
2016-01-09 03:00:00+0000,0.0,2587.0,0.0,2633.0,1506.0,2417.0
2016-01-09 04:00:00+0000,0.0,2405.0,0.0,2366.0,1507.0,2216.0
2016-01-09 05:00:00+0000,0.0,2095.0,0.0,1737.0,1507.0,1847.0
2016-01-09 06:00:00+0000,0.0,2381.0,0.0,1595.0,1506.0,1909.0
2016-01-09 07:00:00+0000,0.0,2393.0,0.0,1494.0,1507.0,1908.0
2016-01-09 08:00:00+0000,0.0,2484.0,0.0,1966.0,1507.0,1947.0
2016-01-09 09:00:00+0000,0.0,2543.0,0.0,2121.0,1507.0,1982.0
2016-01-09 10:00:00+0000,181.0,2831.0,0.0,2615.0,1506.0,2265.0
2016-01-09 11:00:00+0000,170.0,2698.0,0.0,2484.0,1506.0,2275.0
2016-01-09 12:00:00+0000,254.0,2798.0,0.0,2789.0,1506.0,2404.0
2016-01-09 13:00:00+0000,568.0,2895.0,0.0,3212.0,1506.0,2592.0
2016-01-09 14:00:00+0000,782.0,2864.0,0.0,3344.0,1506.0,2616.0
2016-01-09 15:00:00+0000,867.0,2806.0,0.0,3379.0,1506.0,2597.0
2016-01-09 16:00:00+0000,801.0,2931.0,0.0,3261.0,1506.0,2280.0
2016-01-09 17:00:00+0000,195.0,2961.0,0.0,2634.0,1507.0,1881.0
2016-01-09 18:00:00+0000,0.0,2956.0,0.0,2375.0,1506.0,1795.0
2016-01-09 19:00:00+0000,0.0,2480.0,485.0,1918.0,1506.0,1802.0
2016-01-09 20:00:00+0000,0.0,2532.0,29.0,2583.0,1506.0,2061.0
2016-01-09 21:00:00+0000,0.0,2352.0,0.0,2368.0,1506.0,1932.0
2016-01-09 22:00:00+0000,0.0,1846.0,0.0,1843.0,1508.0,1415.0
2016-01-09 23:00:00+0000,0.0,1917.0,0.0,2642.0,1434.0,1828.0
2016-01-10 00:00:00+0000,0.0,1754.0,0.0,2542.0,1432.0,1796.0
2016-01-10 01:00:00+0000,11.0,1645.0,0.0,2599.0,1432.0,1777.0
2016-01-10 02:00:00+0000,725.0,1886.0,0.0,3312.0,1432.0,2123.0
2016-01-10 03:00:00+0000,1003.0,1963.0,0.0,3674.0,1432.0,2171.0
2016-01-10 04:00:00+0000,837.0,1976.0,0.0,3444.0,1432.0,2167.0
2016-01-10 05:00:00+0000,620.0,1895.0,0.0,2976.0,1432.0,2024.0
2016-01-10 06:00:00+0000,0.0,1842.0,0.0,2550.0,1432.0,1867.0
2016-01-10 07:00:00+0000,0.0,1931.0,0.0,2419.0,1432.0,1923.0
2016-01-10 08:00:00+0000,0.0,1757.0,0.0,2025.0,1506.0,1741.0
2016-01-10 09:00:00+0000,0.0,1656.0,0.0,2009.0,1506.0,1629.0
2016-01-10 10:00:00+0000,0.0,1825.0,0.0,2113.0,1507.0,1813.0
2016-01-10 11:00:00+0000,0.0,1786.0,0.0,2079.0,1507.0,1875.0
2016-01-10 12:00:00+0000,285.0,1626.0,0.0,2565.0,1506.0,1830.0
2016-01-10 13:00:00+0000,935.0,1776.0,0.0,3193.0,1507.0,2032.0
2016-01-10 14:00:00+0000,1413.0,1852.0,0.0,3521.0,1506.0,2088.0
2016-01-10 15:00:00+0000,1663.0,2042.0,0.0,3742.0,1507.0,2285.0
2016-01-10 16:00:00+0000,1762.0,2325.0,0.0,3455.0,1011.0,2278.0
2016-01-10 17:00:00+0000,1278.0,2600.0,0.0,2975.0,1007.0,2228.0
2016-01-10 18:00:00+0000,784.0,2450.0,0.0,2638.0,1003.0,2013.0
2016-01-10 19:00:00+0000,629.0,2310.0,0.0,2905.0,1000.0,2057.0
2016-01-10 20:00:00+0000,1047.0,2277.0,0.0,2947.0,998.0,2254.0
2016-01-10 21:00:00+0000,606.0,2242.0,0.0,2020.0,1926.0,1994.0
2016-01-10 22:00:00+0000,219.0,1822.0,0.0,1310.0,2016.0,1458.0
2016-01-10 23:00:00+0000,388.0,1809.0,0.0,1565.0,2016.0,1678.0
2016-01-11 00:00:00+0000,806.0,1880.0,0.0,2156.0,2015.0,1898.0
2016-01-11 01:00:00+0000,1325.0,1825.0,0.0,2642.0,2015.0,1930.0
2016-01-11 02:00:00+0000,1874.0,1928.0,0.0,3231.0,2015.0,2026.0
2016-01-11 03:00:00+0000,1800.0,2224.0,0.0,3526.0,2015.0,2370.0
2016-01-11 04:00:00+0000,1162.0,2189.0,0.0,2964.0,1291.0,2296.0
2016-01-11 05:00:00+0000,525.0,2103.0,0.0,2360.0,1015.0,1914.0
2016-01-11 06:00:00+0000,58.0,2823.0,0.0,2878.0,1010.0,2070.0
2016-01-11 07:00:00+0000,43.0,3011.0,0.0,3300.0,1003.0,2314.0
2016-01-11 08:00:00+0000,299.0,3024.0,0.0,3548.0,1435.0,2463.0
2016-01-11 09:00:00+0000,853.0,3073.0,0.0,3906.0,998.0,2597.0
2016-01-11 10:00:00+0000,986.0,3102.0,0.0,3965.0,1501.0,2663.0
2016-01-11 11:00:00+0000,830.0,2932.0,0.0,4071.0,1500.0,2715.0
2016-01-11 12:00:00+0000,849.0,2956.0,0.0,4194.0,1724.0,2701.0
2016-01-11 13:00:00+0000,1185.0,3117.0,0.0,4261.0,1500.0,2611.0
2016-01-11 14:00:00+0000,1204.0,3093.0,0.0,4138.0,1963.0,2582.0
2016-01-11 15:00:00+0000,1194.0,3049.0,0.0,4129.0,2015.0,2613.0
2016-01-11 16:00:00+0000,857.0,2861.0,0.0,3407.0,2016.0,2283.0
2016-01-11 17:00:00+0000,105.0,2678.0,0.0,2537.0,2017.0,1907.0
2016-01-11 18:00:00+0000,0.0,2522.0,662.0,1920.0,2016.0,1872.0
2016-01-11 19:00:00+0000,0.0,2044.0,1897.0,1184.0,2017.0,1622.0
2016-01-11 20:00:00+0000,0.0,2050.0,1877.0,1579.0,2017.0,1744.0
2016-01-11 21:00:00+0000,0.0,1647.0,1442.0,1104.0,2016.0,1369.0
2016-01-11 22:00:00+0000,232.0,1618.0,0.0,1150.0,2017.0,1312.0
2016-01-11 23:00:00+0000,605.0,1719.0,0.0,1776.0,2015.0,1616.0
2016-01-12 00:00:00+0000,872.0,2058.0,0.0,2743.0,2015.0,1973.0
2016-01-12 01:00:00+0000,1270.0,2089.0,0.0,2926.0,2016.0,2030.0
2016-01-12 02:00:00+0000,1796.0,2317.0,0.0,3725.0,2017.0,2414.0
2016-01-12 03:00:00+0000,1891.0,2364.0,0.0,4035.0,2015.0,2572.0
2016-01-12 04:00:00+0000,1504.0,2247.0,0.0,3619.0,2015.0,2462.0
2016-01-12 05:00:00+0000,187.0,2031.0,0.0,2552.0,2014.0,1698.0
2016-01-12 06:00:00+0000,0.0,2093.0,824.0,1336.0,2015.0,1233.0
2016-01-12 07:00:00+0000,0.0,2402.0,1532.0,1735.0,2015.0,1356.0
2016-01-12 08:00:00+0000,0.0,2420.0,2218.0,1984.0,2015.0,1332.0
2016-01-12 09:00:00+0000,0.0,2540.0,2156.0,2071.0,2015.0,1585.0
2016-01-12 10:00:00+0000,0.0,2294.0,2046.0,2106.0,2015.0,1681.0
2016-01-12 11:00:00+0000,0.0,2258.0,2088.0,2268.0,2015.0,1847.0
2016-01-12 12:00:00+0000,0.0,2107.0,1697.0,2496.0,2015.0,2062.0
2016-01-12 13:00:00+0000,22.0,2084.0,2066.0,2596.0,2015.0,2081.0
2016-01-12 14:00:00+0000,690.0,2278.0,2066.0,3270.0,2017.0,2202.0
2016-01-12 15:00:00+0000,732.0,2463.0,2062.0,3308.0,2015.0,2186.0
2016-01-12 16:00:00+0000,384.0,2563.0,1579.0,2786.0,2016.0,1742.0
2016-01-12 17:00:00+0000,0.0,2537.0,2134.0,1792.0,2015.0,1489.0
2016-01-12 18:00:00+0000,0.0,2442.0,2071.0,1857.0,2015.0,1601.0
2016-01-12 19:00:00+0000,0.0,2027.0,2072.0,1887.0,2016.0,1840.0
2016-01-12 20:00:00+0000,0.0,1751.0,2105.0,1730.0,2016.0,1637.0
2016-01-12 21:00:00+0000,0.0,1529.0,2118.0,1290.0,2015.0,1578.0
2016-01-12 22:00:00+0000,0.0,1018.0,2072.0,792.0,2015.0,1126.0
2016-01-12 23:00:00+0000,0.0,856.0,2098.0,1030.0,2015.0,1150.0
2016-01-13 00:00:00+0000,0.0,1051.0,2692.0,1483.0,2015.0,1150.0
2016-01-13 01:00:00+0000,0.0,1099.0,2725.0,1532.0,2014.0,1156.0
2016-01-13 02:00:00+0000,0.0,1123.0,2723.0,2087.0,2015.0,1362.0
2016-01-13 03:00:00+0000,0.0,1174.0,2691.0,2175.0,2016.0,1457.0
2016-01-13 04:00:00+0000,0.0,1040.0,2673.0,1534.0,2015.0,1427.0
2016-01-13 05:00:00+0000,0.0,1256.0,1987.0,746.0,2014.0,1065.0
2016-01-13 06:00:00+0000,0.0,2350.0,1665.0,1211.0,2009.0,1297.0
2016-01-13 07:00:00+0000,0.0,2491.0,2047.0,1427.0,884.0,1369.0
2016-01-13 08:00:00+0000,0.0,2506.0,2153.0,1314.0,1684.0,1371.0
2016-01-13 09:00:00+0000,0.0,2471.0,2116.0,1329.0,1796.0,1458.0
2016-01-13 10:00:00+0000,0.0,2326.0,571.0,1486.0,1798.0,1640.0
2016-01-13 11:00:00+0000,0.0,2015.0,844.0,1343.0,2015.0,1582.0
2016-01-13 12:00:00+0000,0.0,2032.0,978.0,1481.0,2016.0,1692.0
2016-01-13 13:00:00+0000,0.0,2076.0,801.0,1616.0,2016.0,1631.0
2016-01-13 14:00:00+0000,0.0,2101.0,1211.0,1692.0,2015.0,1589.0
2016-01-13 15:00:00+0000,0.0,2142.0,902.0,1751.0,1959.0,1608.0
2016-01-13 16:00:00+0000,0.0,2448.0,0.0,1762.0,2016.0,985.0
2016-01-13 17:00:00+0000,0.0,2423.0,0.0,1364.0,2015.0,772.0
2016-01-13 18:00:00+0000,0.0,2786.0,0.0,1406.0,2015.0,1081.0
2016-01-13 19:00:00+0000,0.0,2486.0,1008.0,1623.0,2016.0,1425.0
2016-01-13 20:00:00+0000,0.0,2206.0,1678.0,1780.0,2015.0,1371.0
2016-01-13 21:00:00+0000,0.0,2056.0,1036.0,1975.0,2017.0,1510.0
2016-01-13 22:00:00+0000,0.0,1949.0,0.0,1869.0,2018.0,1440.0
2016-01-13 23:00:00+0000,0.0,1337.0,0.0,897.0,2016.0,998.0
2016-01-14 00:00:00+0000,0.0,1328.0,0.0,1254.0,2017.0,1115.0
2016-01-14 01:00:00+0000,0.0,1458.0,0.0,1636.0,2016.0,1282.0
2016-01-14 02:00:00+0000,0.0,1658.0,0.0,2387.0,2017.0,1622.0
2016-01-14 03:00:00+0000,34.0,1653.0,0.0,2712.0,2016.0,1764.0
2016-01-14 04:00:00+0000,0.0,1557.0,0.0,1995.0,2016.0,1581.0
