index,SE -> NO,SE -> LT,SE -> FI,SE -> DE,SE -> DK,SE -> PL
2016-01-01 03:00:00+0000,809.0,,1568.0,191.0,166.0,298.0
2016-01-01 04:00:00+0000,641.0,,1795.0,191.0,140.0,298.0
2016-01-01 05:00:00+0000,971.0,,1531.0,179.0,116.0,298.0
2016-01-01 06:00:00+0000,1281.0,,1632.0,203.0,283.0,297.0
2016-01-01 07:00:00+0000,1552.0,,1732.0,329.0,429.0,291.0
2016-01-01 08:00:00+0000,1398.0,,1888.0,415.0,828.0,6.0
2016-01-01 09:00:00+0000,1131.0,,2035.0,534.0,1169.0,0.0
2016-01-01 10:00:00+0000,873.0,,2001.0,608.0,1317.0,0.0
2016-01-01 11:00:00+0000,817.0,,2043.0,608.0,1310.0,2.0
2016-01-01 12:00:00+0000,716.0,,2161.0,594.0,1415.0,199.0
2016-01-01 13:00:00+0000,487.0,,2402.0,608.0,1181.0,401.0
2016-01-01 14:00:00+0000,111.0,,2605.0,539.0,1536.0,597.0
2016-01-01 15:00:00+0000,6.0,,2719.0,607.0,1772.0,598.0
2016-01-01 16:00:00+0000,0.0,,2703.0,608.0,1940.0,598.0
2016-01-01 17:00:00+0000,7.0,,2687.0,608.0,1836.0,598.0
2016-01-01 18:00:00+0000,174.0,,2592.0,608.0,1567.0,598.0
2016-01-01 19:00:00+0000,263.0,,2540.0,608.0,1266.0,598.0
2016-01-01 20:00:00+0000,374.0,,2694.0,531.0,1083.0,593.0
2016-01-01 21:00:00+0000,772.0,,2662.0,608.0,524.0,395.0
2016-01-01 22:00:00+0000,1009.0,,2467.0,609.0,451.0,199.0
2016-01-01 23:00:00+0000,780.0,,2341.0,609.0,404.0,11.0
2016-01-02 00:00:00+0000,864.0,,2117.0,520.0,375.0,0.0
2016-01-02 01:00:00+0000,1109.0,,2121.0,68.0,0.0,0.0
2016-01-02 02:00:00+0000,1764.0,,2156.0,0.0,0.0,0.0
2016-01-02 03:00:00+0000,1463.0,,2213.0,0.0,0.0,0.0
2016-01-02 04:00:00+0000,1199.0,,2380.0,0.0,0.0,0.0
2016-01-02 05:00:00+0000,1280.0,,2133.0,0.0,0.0,4.0
2016-01-02 06:00:00+0000,1282.0,,2369.0,0.0,0.0,289.0
2016-01-02 07:00:00+0000,1245.0,,2472.0,0.0,0.0,301.0
2016-01-02 08:00:00+0000,1211.0,,2592.0,0.0,0.0,498.0
2016-01-02 09:00:00+0000,1145.0,,2591.0,0.0,3.0,598.0
2016-01-02 10:00:00+0000,1093.0,,2586.0,0.0,208.0,598.0
2016-01-02 11:00:00+0000,1154.0,,2615.0,0.0,221.0,598.0
2016-01-02 12:00:00+0000,1169.0,,2608.0,0.0,224.0,598.0
2016-01-02 13:00:00+0000,1256.0,,2593.0,0.0,227.0,598.0
2016-01-02 14:00:00+0000,1109.0,,2615.0,0.0,267.0,598.0
2016-01-02 15:00:00+0000,775.0,,2585.0,0.0,383.0,598.0
2016-01-02 16:00:00+0000,696.0,,2525.0,0.0,504.0,598.0
2016-01-02 17:00:00+0000,699.0,,2588.0,0.0,506.0,598.0
2016-01-02 18:00:00+0000,937.0,,2633.0,0.0,374.0,598.0
2016-01-02 19:00:00+0000,1022.0,,2699.0,0.0,248.0,598.0
2016-01-02 20:00:00+0000,1251.0,,2549.0,0.0,148.0,598.0
2016-01-02 21:00:00+0000,1337.0,,2682.0,0.0,2.0,594.0
2016-01-02 22:00:00+0000,1367.0,,2605.0,0.0,0.0,392.0
2016-01-02 23:00:00+0000,1129.0,,2631.0,0.0,0.0,16.0
2016-01-03 00:00:00+0000,1058.0,,2611.0,0.0,0.0,0.0
2016-01-03 01:00:00+0000,1080.0,,2480.0,0.0,0.0,0.0
2016-01-03 02:00:00+0000,1142.0,,2391.0,0.0,0.0,0.0
2016-01-03 03:00:00+0000,1072.0,,2493.0,0.0,0.0,0.0
2016-01-03 04:00:00+0000,1077.0,,2434.0,0.0,0.0,0.0
2016-01-03 05:00:00+0000,1203.0,,2321.0,0.0,0.0,0.0
2016-01-03 06:00:00+0000,1287.0,,2476.0,0.0,0.0,0.0
2016-01-03 07:00:00+0000,1227.0,,2325.0,0.0,0.0,5.0
2016-01-03 08:00:00+0000,1076.0,,2447.0,0.0,0.0,201.0
2016-01-03 09:00:00+0000,722.0,,2655.0,0.0,57.0,580.0
2016-01-03 10:00:00+0000,399.0,,2632.0,0.0,284.0,598.0
2016-01-03 11:00:00+0000,347.0,,2602.0,0.0,289.0,598.0
2016-01-03 12:00:00+0000,466.0,,2615.0,0.0,281.0,598.0
2016-01-03 13:00:00+0000,479.0,,2603.0,0.0,305.0,598.0
2016-01-03 14:00:00+0000,455.0,,2615.0,0.0,331.0,598.0
2016-01-03 15:00:00+0000,246.0,,2548.0,0.0,432.0,598.0
2016-01-03 16:00:00+0000,146.0,,2529.0,0.0,527.0,598.0
2016-01-03 17:00:00+0000,218.0,,2514.0,0.0,490.0,598.0
2016-01-03 18:00:00+0000,375.0,,2431.0,0.0,401.0,598.0
2016-01-03 19:00:00+0000,508.0,,2263.0,0.0,346.0,598.0
2016-01-03 20:00:00+0000,732.0,,2429.0,0.0,218.0,598.0
2016-01-03 21:00:00+0000,1080.0,,2449.0,0.0,1.0,598.0
2016-01-03 22:00:00+0000,1413.0,,2461.0,0.0,0.0,593.0
2016-01-03 23:00:00+0000,1320.0,,2160.0,0.0,0.0,352.0
2016-01-04 00:00:00+0000,1243.0,,1822.0,0.0,0.0,348.0
2016-01-04 01:00:00+0000,1229.0,,1661.0,0.0,0.0,346.0
2016-01-04 02:00:00+0000,1230.0,,1772.0,0.0,0.0,291.0
2016-01-04 03:00:00+0000,1116.0,,1868.0,0.0,0.0,10.0
2016-01-04 04:00:00+0000,1021.0,,2398.0,0.0,0.0,295.0
2016-01-04 05:00:00+0000,363.0,,2479.0,0.0,0.0,589.0
2016-01-04 06:00:00+0000,140.0,,2384.0,0.0,327.0,598.0
2016-01-04 07:00:00+0000,106.0,,2285.0,0.0,487.0,598.0
2016-01-04 08:00:00+0000,109.0,,2328.0,0.0,497.0,598.0
2016-01-04 09:00:00+0000,87.0,,2370.0,0.0,472.0,598.0
2016-01-04 10:00:00+0000,125.0,,2371.0,0.0,402.0,598.0
2016-01-04 11:00:00+0000,171.0,,2462.0,0.0,343.0,598.0
2016-01-04 12:00:00+0000,199.0,,2379.0,0.0,320.0,598.0
2016-01-04 13:00:00+0000,196.0,,2308.0,0.0,305.0,598.0
2016-01-04 14:00:00+0000,177.0,,2274.0,0.0,345.0,598.0
2016-01-04 15:00:00+0000,145.0,,2045.0,0.0,590.0,598.0
2016-01-04 16:00:00+0000,97.0,,2110.0,0.0,793.0,598.0
2016-01-04 17:00:00+0000,124.0,,2162.0,0.0,757.0,598.0
2016-01-04 18:00:00+0000,194.0,,2172.0,0.0,559.0,598.0
2016-01-04 19:00:00+0000,295.0,,2104.0,0.0,369.0,598.0
2016-01-04 20:00:00+0000,401.0,,2261.0,0.0,234.0,598.0
2016-01-04 21:00:00+0000,654.0,,2454.0,0.0,3.0,598.0
2016-01-04 22:00:00+0000,966.0,,2467.0,0.0,0.0,598.0
2016-01-04 23:00:00+0000,668.0,,2342.0,0.0,0.0,583.0
2016-01-05 00:00:00+0000,789.0,,2060.0,0.0,0.0,583.0
2016-01-05 01:00:00+0000,879.0,,1991.0,0.0,0.0,583.0
2016-01-05 02:00:00+0000,825.0,,2174.0,0.0,0.0,583.0
2016-01-05 03:00:00+0000,577.0,,2131.0,0.0,0.0,583.0
2016-01-05 04:00:00+0000,416.0,,2293.0,0.0,0.0,583.0
2016-01-05 05:00:00+0000,200.0,,2356.0,0.0,7.0,598.0
2016-01-05 06:00:00+0000,53.0,,2332.0,0.0,381.0,598.0
2016-01-05 07:00:00+0000,101.0,,2214.0,0.0,674.0,598.0
2016-01-05 08:00:00+0000,49.0,,2214.0,0.0,740.0,598.0
2016-01-05 09:00:00+0000,4.0,,2186.0,0.0,737.0,598.0
2016-01-05 10:00:00+0000,61.0,,2098.0,0.0,722.0,598.0
2016-01-05 11:00:00+0000,125.0,,2281.0,0.0,580.0,598.0
2016-01-05 12:00:00+0000,147.0,,2206.0,0.0,545.0,598.0
2016-01-05 13:00:00+0000,96.0,,2165.0,0.0,409.0,598.0
2016-01-05 14:00:00+0000,81.0,,2217.0,0.0,220.0,598.0
2016-01-05 15:00:00+0000,48.0,,2103.0,0.0,386.0,598.0
2016-01-05 16:00:00+0000,0.0,,1995.0,0.0,230.0,598.0
2016-01-05 17:00:00+0000,0.0,,2395.0,0.0,225.0,598.0
2016-01-05 18:00:00+0000,0.0,,2102.0,0.0,695.0,598.0
2016-01-05 19:00:00+0000,0.0,,1985.0,0.0,430.0,598.0
2016-01-05 20:00:00+0000,0.0,,2348.0,0.0,457.0,598.0
2016-01-05 21:00:00+0000,68.0,,2536.0,0.0,189.0,598.0
2016-01-05 22:00:00+0000,268.0,,2586.0,0.0,2.0,598.0
2016-01-05 23:00:00+0000,7.0,,2566.0,0.0,0.0,583.0
2016-01-06 00:00:00+0000,0.0,,2596.0,0.0,0.0,583.0
2016-01-06 01:00:00+0000,0.0,,2571.0,0.0,0.0,583.0
2016-01-06 02:00:00+0000,0.0,,2608.0,0.0,0.0,583.0
2016-01-06 03:00:00+0000,0.0,,2615.0,0.0,0.0,583.0
2016-01-06 04:00:00+0000,0.0,,2641.0,0.0,0.0,583.0
2016-01-06 05:00:00+0000,48.0,,2498.0,0.0,0.0,583.0
2016-01-06 06:00:00+0000,59.0,,2506.0,0.0,136.0,583.0
2016-01-06 07:00:00+0000,28.0,,2513.0,0.0,157.0,579.0
2016-01-06 08:00:00+0000,0.0,,2455.0,0.0,296.0,403.0
2016-01-06 09:00:00+0000,0.0,,2452.0,0.0,6.0,597.0
2016-01-06 10:00:00+0000,0.0,,2392.0,117.0,0.0,591.0
2016-01-06 11:00:00+0000,0.0,,2146.0,190.0,0.0,598.0
2016-01-06 12:00:00+0000,0.0,,2316.0,174.0,0.0,597.0
2016-01-06 13:00:00+0000,0.0,,2477.0,174.0,124.0,595.0
2016-01-06 14:00:00+0000,0.0,,2611.0,4.0,2.0,539.0
2016-01-06 15:00:00+0000,0.0,,2361.0,0.0,0.0,449.0
2016-01-06 16:00:00+0000,0.0,,2390.0,0.0,0.0,344.0
2016-01-06 17:00:00+0000,0.0,,2580.0,0.0,0.0,290.0
2016-01-06 18:00:00+0000,0.0,,2504.0,237.0,0.0,583.0
2016-01-06 19:00:00+0000,0.0,,2212.0,194.0,30.0,598.0
2016-01-06 20:00:00+0000,0.0,,2444.0,121.0,0.0,598.0
2016-01-06 21:00:00+0000,0.0,,2571.0,0.0,0.0,598.0
2016-01-06 22:00:00+0000,0.0,,2523.0,0.0,0.0,598.0
2016-01-06 23:00:00+0000,0.0,,2618.0,93.0,0.0,582.0
2016-01-07 00:00:00+0000,0.0,,2550.0,0.0,0.0,583.0
2016-01-07 01:00:00+0000,0.0,,2616.0,0.0,0.0,583.0
2016-01-07 02:00:00+0000,0.0,,2622.0,0.0,0.0,583.0
2016-01-07 03:00:00+0000,0.0,,2657.0,0.0,0.0,574.0
2016-01-07 04:00:00+0000,0.0,,2685.0,0.0,0.0,209.0
2016-01-07 05:00:00+0000,0.0,,2532.0,0.0,0.0,196.0
2016-01-07 06:00:00+0000,0.0,,2452.0,0.0,0.0,5.0
2016-01-07 07:00:00+0000,0.0,,2027.0,0.0,0.0,0.0
2016-01-07 08:00:00+0000,0.0,,2041.0,0.0,0.0,0.0
