avail_qty,end,nominal_power,production_resource_name,start
0,2023-01-01 00:00:00+01:00,110.0,Nováky,2022-12-24 00:00:00+01:00
0,2023-01-01 00:00:00+01:00,110.0,Vojany,2022-12-24 00:00:00+01:00
0,2023-02-01 08:00:00+01:00,419.6,Malženice,2022-10-14 00:00:00+02:00
0,2023-10-05 15:00:00+02:00,122.4,Čierny Váh,2023-10-05 07:00:00+02:00
0,2023-01-09 03:00:00+01:00,110.0,Vojany,2023-01-01 00:00:00+01:00
0,2023-12-07 00:00:00+01:00,110.0,Nováky,2023-10-28 00:00:00+02:00
0,2023-10-16 11:00:00+02:00,110.0,Vojany,2023-09-30 00:00:00+02:00
0,2023-11-13 17:00:00+01:00,122.4,Čierny Váh,2023-11-13 09:00:00+01:00
232,2023-04-08 03:00:00+02:00,235.0,Mochovce,2023-04-08 00:00:00+02:00
0,2023-07-17 15:00:00+02:00,122.4,Čierny Váh,2023-07-17 07:00:00+02:00
0,2023-05-27 00:00:00+02:00,250.0,Bohunice,2023-05-06 00:00:00+02:00
0,2023-12-07 00:00:00+01:00,110.0,Nováky,2023-12-05 00:00:00+01:00
0,2023-09-23 00:00:00+02:00,122.4,Čierny Váh,2023-08-03 00:00:00+02:00
127,2023-04-08 03:00:00+02:00,235.0,Mochovce,2023-04-08 00:00:00+02:00
0,2023-07-09 19:00:00+02:00,250.0,Bohunice,2023-06-16 03:00:00+02:00
0,2023-05-06 15:00:00+02:00,235.0,Mochovce,2023-05-06 04:00:00+02:00
0,2023-12-19 16:00:00+01:00,122.4,Čierny Váh,2023-12-18 07:00:00+01:00
0,2023-07-09 19:00:00+02:00,250.0,Bohunice,2023-06-16 03:00:00+02:00
0,2023-02-04 20:00:00+01:00,419.6,Malženice,2023-02-01 08:00:00+01:00
0,2023-09-27 10:00:00+02:00,235.0,Mochovce,2023-09-09 00:00:00+02:00
0,2023-05-27 00:00:00+02:00,250.0,Bohunice,2023-05-06 00:00:00+02:00
0,2023-10-05 15:00:00+02:00,122.4,Čierny Váh,2023-10-05 07:00:00+02:00
0,2023-11-14 12:00:00+01:00,122.4,Čierny Váh,2023-11-14 07:00:00+01:00
0,2023-08-26 00:00:00+02:00,110.0,Vojany,2023-05-06 00:00:00+02:00
0,2023-11-07 11:00:00+01:00,122.4,Čierny Váh,2023-11-07 10:00:00+01:00
0,2023-02-24 10:00:00+01:00,122.4,Čierny Váh,2023-02-24 09:00:00+01:00
0,2023-12-05 11:00:00+01:00,122.4,Čierny Váh,2023-12-05 07:00:00+01:00
0,2023-04-04 02:00:00+02:00,110.0,Nováky,2023-03-24 23:00:00+01:00
0,2023-04-05 18:00:00+02:00,122.4,Čierny Váh,2023-04-05 07:00:00+02:00
0,2023-07-16 19:00:00+02:00,110.0,Nováky,2023-07-15 00:00:00+02:00
0,2023-12-05 19:00:00+01:00,122.4,Čierny Váh,2023-12-05 15:00:00+01:00
0,2023-03-01 17:00:00+01:00,122.4,Čierny Váh,2023-03-01 08:00:00+01:00
0,2023-06-10 00:00:00+02:00,110.0,Vojany,2023-05-27 00:00:00+02:00
0,2023-05-25 10:00:00+02:00,122.4,Čierny Váh,2023-05-25 09:00:00+02:00
0,2023-05-25 11:00:00+02:00,122.4,Čierny Váh,2023-05-25 10:00:00+02:00
0,2023-12-31 23:00:00+01:00,110.0,Vojany,2023-12-30 00:00:00+01:00
0,2023-08-03 00:00:00+02:00,122.4,Čierny Váh,2023-08-02 10:00:00+02:00
0,2023-12-31 00:00:00+01:00,110.0,Nováky,2023-12-09 00:00:00+01:00
0,2023-12-31 00:00:00+01:00,110.0,Nováky,2023-12-10 13:00:00+01:00
0,2023-07-14 07:00:00+02:00,122.4,Čierny Váh,2023-07-11 10:00:00+02:00
0,2023-06-10 00:00:00+02:00,110.0,Nováky,2023-05-15 01:00:00+02:00
0,2023-03-18 00:00:00+01:00,110.0,Vojany,2023-03-03 23:00:00+01:00
0,2023-09-26 18:00:00+02:00,122.4,Čierny Váh,2023-09-11 06:00:00+02:00
0,2023-10-04 14:00:00+02:00,122.4,Čierny Váh,2023-10-04 09:00:00+02:00
0,2023-12-07 00:00:00+01:00,110.0,Vojany,2023-12-05 00:00:00+01:00
0,2023-09-09 00:00:00+02:00,122.4,Čierny Váh,2023-08-03 00:00:00+02:00
0,2023-09-27 10:00:00+02:00,235.0,Mochovce,2023-09-09 00:00:00+02:00
0,2023-11-07 00:00:00+01:00,110.0,Vojany,2023-10-17 01:00:00+02:00
0,2023-06-27 00:00:00+02:00,110.0,Nováky,2023-06-05 00:00:00+02:00
0,2023-10-15 00:00:00+02:00,122.4,Čierny Váh,2023-10-02 00:00:00+02:00
0,2023-07-14 12:00:00+02:00,122.4,Čierny Váh,2023-07-14 08:00:00+02:00
0,2023-06-22 15:00:00+02:00,122.4,Čierny Váh,2023-06-21 10:00:00+02:00
0,2023-03-13 03:00:00+01:00,110.0,Nováky,2023-03-08 01:00:00+01:00
0,2023-12-05 15:00:00+01:00,122.4,Čierny Váh,2023-12-05 11:00:00+01:00
0,2023-05-10 03:00:00+02:00,110.0,Nováky,2023-04-17 00:00:00+02:00
0,2023-12-05 18:00:00+01:00,122.4,Čierny Váh,2023-12-05 09:00:00+01:00
0,2023-06-22 15:00:00+02:00,122.4,Čierny Váh,2023-06-21 10:00:00+02:00
0,2023-09-09 00:00:00+02:00,122.4,Čierny Váh,2023-08-03 00:00:00+02:00
0,2023-10-23 11:00:00+02:00,110.0,Vojany,2023-10-23 00:00:00+02:00
0,2023-12-06 11:00:00+01:00,122.4,Čierny Váh,2023-12-06 07:00:00+01:00
0,2023-10-02 22:00:00+02:00,110.0,Vojany,2023-07-24 00:00:00+02:00
0,2023-10-17 16:00:00+02:00,122.4,Čierny Váh,2023-10-17 07:00:00+02:00
0,2023-11-07 14:00:00+01:00,122.4,Čierny Váh,2023-11-07 07:00:00+01:00
0,2023-10-15 00:00:00+02:00,122.4,Čierny Váh,2023-10-02 00:00:00+02:00
0,2023-04-29 02:00:00+02:00,235.0,Mochovce,2023-04-08 03:00:00+02:00
0,2023-12-30 00:00:00+01:00,110.0,Vojany,2023-12-22 22:00:00+01:00
0,2023-05-17 17:00:00+02:00,122.4,Čierny Váh,2023-05-16 07:00:00+02:00
0,2023-03-09 12:00:00+01:00,122.4,Čierny Váh,2023-03-08 07:00:00+01:00
0,2023-04-05 18:00:00+02:00,122.4,Čierny Váh,2023-04-05 07:00:00+02:00
0,2023-05-13 00:00:00+02:00,110.0,Vojany,2023-03-18 00:00:00+01:00
0,2023-04-18 10:00:00+02:00,110.0,Vojany,2023-03-18 00:00:00+01:00
0,2023-04-29 02:00:00+02:00,235.0,Mochovce,2023-04-08 03:00:00+02:00
0,2023-05-20 00:00:00+02:00,110.0,Nováky,2023-05-17 11:00:00+02:00
0,2023-09-18 02:00:00+02:00,110.0,Nováky,2023-09-14 23:00:00+02:00
0,2023-01-31 15:00:00+01:00,122.4,Čierny Váh,2023-01-31 14:00:00+01:00
0,2023-04-05 12:00:00+02:00,122.4,Čierny Váh,2023-04-05 10:00:00+02:00
0,2023-06-23 10:00:00+02:00,122.4,Čierny Váh,2023-06-23 08:00:00+02:00
0,2023-04-05 12:00:00+02:00,122.4,Čierny Váh,2023-04-05 10:00:00+02:00
0,2023-08-26 00:00:00+02:00,110.0,Vojany,2023-06-17 00:00:00+02:00
0,2023-02-24 11:00:00+01:00,122.4,Čierny Váh,2023-02-24 10:00:00+01:00
0,2023-07-12 18:00:00+02:00,122.4,Čierny Váh,2023-07-12 08:00:00+02:00
0,2023-05-25 11:00:00+02:00,122.4,Čierny Váh,2023-05-25 10:00:00+02:00
0,2023-03-09 14:00:00+01:00,122.4,Čierny Váh,2023-03-09 07:00:00+01:00
0,2023-03-09 14:00:00+01:00,122.4,Čierny Váh,2023-03-09 07:00:00+01:00
0,2023-04-21 15:00:00+02:00,122.4,Čierny Váh,2023-04-21 09:00:00+02:00
0,2023-10-15 00:00:00+02:00,110.0,Nováky,2023-10-10 06:00:00+02:00
0,2023-07-11 18:00:00+02:00,122.4,Čierny Váh,2023-07-11 10:00:00+02:00
0,2023-04-05 12:00:00+02:00,122.4,Čierny Váh,2023-04-05 10:00:00+02:00
0,2023-02-20 10:00:00+01:00,110.0,Vojany,2023-02-01 00:00:00+01:00
0,2023-12-24 10:00:00+01:00,122.4,Čierny Váh,2023-12-20 09:00:00+01:00
0,2023-04-24 00:00:00+02:00,110.0,Nováky,2023-04-21 09:00:00+02:00
0,2023-04-21 15:00:00+02:00,122.4,Čierny Váh,2023-04-21 09:00:00+02:00
0,2023-04-05 12:00:00+02:00,122.4,Čierny Váh,2023-04-05 10:00:00+02:00
0,2023-09-02 00:00:00+02:00,110.0,Nováky,2023-07-28 11:00:00+02:00
0,2023-04-13 00:00:00+02:00,110.0,Nováky,2023-04-06 00:00:00+02:00
0,2023-04-06 00:00:00+02:00,110.0,Nováky,2023-04-05 00:00:00+02:00
0,2023-10-17 16:00:00+02:00,122.4,Čierny Váh,2023-10-17 07:00:00+02:00
0,2023-07-14 12:00:00+02:00,122.4,Čierny Váh,2023-07-14 08:00:00+02:00
0,2023-04-04 00:00:00+02:00,110.0,Nováky,2023-04-01 00:00:00+02:00
0,2023-05-25 10:00:00+02:00,122.4,Čierny Váh,2023-05-25 09:00:00+02:00
0,2023-07-19 01:00:00+02:00,110.0,Nováky,2023-06-30 00:00:00+02:00
0,2023-12-31 23:00:00+01:00,110.0,Vojany,2023-12-29 00:00:00+01:00
0,2023-12-04 10:00:00+01:00,110.0,Vojany,2023-11-10 09:00:00+01:00
0,2023-10-10 14:00:00+02:00,122.4,Čierny Váh,2023-10-10 10:00:00+02:00
0,2023-11-07 14:00:00+01:00,122.4,Čierny Váh,2023-11-07 07:00:00+01:00
0,2023-05-17 17:00:00+02:00,122.4,Čierny Váh,2023-05-16 07:00:00+02:00
0,2023-10-11 11:00:00+02:00,122.4,Čierny Váh,2023-10-11 07:00:00+02:00
0,2023-12-24 10:00:00+01:00,122.4,Čierny Váh,2023-12-20 09:00:00+01:00
0,2023-02-24 11:00:00+01:00,122.4,Čierny Váh,2023-02-24 10:00:00+01:00
0,2023-05-27 00:00:00+02:00,110.0,Vojany,2023-05-13 00:00:00+02:00
0,2023-03-01 17:00:00+01:00,122.4,Čierny Váh,2023-03-01 08:00:00+01:00
0,2023-10-10 02:00:00+02:00,110.0,Nováky,2023-09-30 00:00:00+02:00
