end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity,Outage_Factor
2023-01-10 15:00:00+00:00,HPP Lotru,2023-01-10 08:00:00+00:00,0,169.0,,0.0
2023-01-10 18:00:00+00:00,HPP Lotru,2023-01-10 15:00:00+00:00,0,169.0,,0.0
2023-01-11 15:00:00+00:00,HPP Lotru,2023-01-11 08:00:00+00:00,0,169.0,,0.0
2023-01-12 15:00:00+00:00,HPP Lotru,2023-01-12 08:00:00+00:00,0,169.0,,0.0
2023-02-10 09:00:00+00:00,HPP Lotru,2023-02-10 08:00:00+00:00,0,169.0,,0.0
2023-02-10 12:00:00+00:00,HPP Lotru,2023-02-10 10:00:00+00:00,0,169.0,,0.0
2023-02-23 11:00:00+00:00,HPP Lotru,2023-02-23 06:00:00+00:00,0,169.0,,0.0
2023-02-27 11:00:00+00:00,HPP Lotru,2023-02-27 10:00:00+00:00,0,169.0,,0.0
2023-02-28 10:00:00+00:00,HPP Lotru,2023-02-28 08:00:00+00:00,0,169.0,,0.0
2023-02-28 12:00:00+00:00,HPP Lotru,2023-02-28 11:00:00+00:00,0,169.0,,0.0
2023-03-03 13:00:00+00:00,HPP Lotru,2023-03-03 08:00:00+00:00,0,169.0,,0.0
2023-03-04 16:00:00+00:00,HPP Lotru,2023-03-03 18:00:00+00:00,0,169.0,,0.0
2023-03-07 14:00:00+00:00,HPP Lotru,2023-03-07 06:00:00+00:00,0,169.0,,0.0
2023-03-07 14:30:00+00:00,HPP Lotru,2023-03-07 14:00:00+00:00,0,169.0,,0.0
2023-03-09 09:00:00+00:00,HPP Lotru,2023-03-09 07:00:00+00:00,0,169.0,,0.0
2023-03-15 12:00:00+00:00,HPP Lotru,2023-03-15 08:00:00+00:00,0,338.0,,0.0
2023-03-16 09:00:00+00:00,HPP Lotru,2023-03-16 07:00:00+00:00,0,169.0,,0.0
2023-03-22 10:00:00+00:00,HPP Lotru,2023-03-22 08:00:00+00:00,0,169.0,,0.0
2023-03-28 13:00:00+00:00,HPP Lotru,2023-03-28 05:00:00+00:00,0,169.0,,0.0
2023-04-04 09:00:00+00:00,HPP Lotru,2023-04-04 07:00:00+00:00,0,169.0,,0.0
2023-04-04 09:30:00+00:00,HPP Lotru,2023-04-04 09:00:00+00:00,0,169.0,,0.0
2023-04-04 09:45:00+00:00,HPP Lotru,2023-04-04 09:30:00+00:00,0,169.0,,0.0
2023-04-04 12:00:00+00:00,HPP Lotru,2023-04-04 10:00:00+00:00,0,169.0,,0.0
2023-04-04 12:30:00+00:00,HPP Lotru,2023-04-04 12:00:00+00:00,0,169.0,,0.0
2023-04-05 10:00:00+00:00,HPP Lotru,2023-04-05 07:00:00+00:00,0,169.0,,0.0
2023-07-06 11:00:00+00:00,HPP Lotru,2023-07-05 05:00:00+00:00,0,169.0,,0.0
2023-07-11 12:00:00+00:00,HPP Lotru,2023-07-10 05:00:00+00:00,0,169.0,,0.0
2023-07-13 11:00:00+00:00,HPP Lotru,2023-07-12 05:00:00+00:00,0,169.0,,0.0
2023-07-13 11:30:00+00:00,HPP Lotru,2023-07-13 11:00:00+00:00,0,169.0,,0.0
2023-07-13 11:45:00+00:00,HPP Lotru,2023-07-13 11:30:00+00:00,0,169.0,,0.0
2023-07-24 14:45:00+00:00,HPP Lotru,2023-07-24 14:30:00+00:00,0,169.0,,0.0
2023-07-24 14:30:00+00:00,HPP Lotru,2023-07-24 14:30:00+00:00,0,169.0,,0.0
2023-07-24 14:45:00+00:00,HPP Lotru,2023-07-24 14:45:00+00:00,0,169.0,,0.0
2023-08-02 11:00:00+00:00,HPP Lotru,2023-08-02 06:00:00+00:00,29,338.0,,0.08579881656804733
2023-08-02 11:15:00+00:00,HPP Lotru,2023-08-02 11:00:00+00:00,29,338.0,,0.08579881656804733
2023-09-12 13:00:00+00:00,HPP Lotru,2023-09-12 06:00:00+00:00,0,169.0,,0.0
2023-09-12 14:00:00+00:00,HPP Lotru,2023-09-12 13:00:00+00:00,0,169.0,,0.0
2023-09-13 14:00:00+00:00,HPP Lotru,2023-09-13 05:00:00+00:00,0,169.0,,0.0
2023-09-13 14:15:00+00:00,HPP Lotru,2023-09-13 14:00:00+00:00,0,169.0,,0.0
2023-09-14 15:00:00+00:00,HPP Lotru,2023-09-14 06:00:00+00:00,0,169.0,,0.0
2023-10-05 12:00:00+00:00,HPP Lotru,2023-10-05 05:00:00+00:00,0,169.0,,0.0
2023-11-01 16:00:00+00:00,HPP Lotru,2023-11-01 08:00:00+00:00,0,169.0,,0.0
2023-11-01 16:30:00+00:00,HPP Lotru,2023-11-01 16:00:00+00:00,0,169.0,,0.0
2023-11-02 16:00:00+00:00,HPP Lotru,2023-11-02 08:00:00+00:00,0,169.0,,0.0
2023-11-02 16:15:00+00:00,HPP Lotru,2023-11-02 16:00:00+00:00,0,169.0,,0.0
2023-11-03 16:00:00+00:00,HPP Lotru,2023-11-03 08:00:00+00:00,0,169.0,,0.0
2023-11-03 16:30:00+00:00,HPP Lotru,2023-11-03 16:00:00+00:00,0,169.0,,0.0
2023-11-06 19:00:00+00:00,HPP Lotru,2023-11-06 15:00:00+00:00,0,169.0,,0.0
2023-11-07 17:00:00+00:00,HPP Lotru,2023-11-07 07:00:00+00:00,0,169.0,,0.0
2023-11-07 20:00:00+00:00,HPP Lotru,2023-11-07 17:00:00+00:00,0,169.0,,0.0
2023-11-08 17:00:00+00:00,HPP Lotru,2023-11-08 07:00:00+00:00,0,169.0,,0.0
2023-11-08 20:00:00+00:00,HPP Lotru,2023-11-08 17:00:00+00:00,0,169.0,,0.0
2023-11-09 17:00:00+00:00,HPP Lotru,2023-11-09 07:00:00+00:00,0,169.0,,0.0
2023-11-10 09:00:00+00:00,HPP Lotru,2023-11-10 07:00:00+00:00,0,169.0,,0.0
2023-11-23 11:00:00+00:00,HPP Lotru,2023-11-23 11:00:00+00:00,0,169.0,,0.0
2023-11-24 11:00:00+00:00,HPP Lotru,2023-11-23 11:00:00+00:00,0,169.0,,0.0
2023-11-24 11:30:00+00:00,HPP Lotru,2023-11-24 11:00:00+00:00,0,169.0,,0.0
2023-12-04 16:00:00+00:00,HPP Lotru,2023-12-04 10:00:00+00:00,0,169.0,,0.0
2023-12-04 20:00:00+00:00,HPP Lotru,2023-12-04 16:00:00+00:00,0,169.0,,0.0
2023-12-05 13:00:00+00:00,HPP Lotru,2023-12-05 11:00:00+00:00,0,507.0,,0.0
2023-12-05 11:00:00+00:00,HPP Lotru,2023-12-05 07:00:00+00:00,0,169.0,,0.0
2023-12-06 12:00:00+00:00,HPP Lotru,2023-12-06 08:00:00+00:00,0,169.0,,0.0
2023-12-10 14:30:00+00:00,HPP Lotru,2023-12-10 14:15:00+00:00,0,169.0,,0.0
2023-12-10 14:15:00+00:00,HPP Lotru,2023-12-10 14:15:00+00:00,0,169.0,,0.0
2023-12-10 14:30:00+00:00,HPP Lotru,2023-12-10 14:30:00+00:00,0,169.0,,0.0
2023-12-12 10:00:00+00:00,HPP Lotru,2023-12-12 08:00:00+00:00,0,169.0,,0.0
2023-12-12 12:00:00+00:00,HPP Lotru,2023-12-12 10:00:00+00:00,0,169.0,,0.0
2023-12-13 13:00:00+00:00,HPP Lotru,2023-12-13 06:00:00+00:00,0,169.0,,0.0
2023-12-13 13:30:00+00:00,HPP Lotru,2023-12-13 13:00:00+00:00,0,169.0,,0.0
2023-12-18 18:00:00+00:00,HPP Lotru,2023-12-18 06:00:00+00:00,0,169.0,,0.0
2023-12-19 16:00:00+00:00,HPP Lotru,2023-12-19 07:00:00+00:00,0,169.0,,0.0
2023-12-20 11:00:00+00:00,HPP Lotru,2023-12-20 10:00:00+00:00,0,338.0,,0.0
2023-12-20 10:00:00+00:00,HPP Lotru,2023-12-20 07:00:00+00:00,0,169.0,,0.0
2023-12-20 16:30:00+00:00,HPP Lotru,2023-12-20 16:00:00+00:00,0,169.0,,0.0
2023-12-21 18:00:00+00:00,HPP Lotru,2023-12-21 06:00:00+00:00,0,169.0,,0.0
2023-12-30 12:00:00+00:00,HPP Portile de Fier I,2023-01-03 06:00:00+00:00,0,25026.0,,0.0
2023-01-03 06:00:00+00:00,HPP Portile de Fier I,2023-01-01 00:00:00+00:00,0,194.0,,0.0
2023-12-31 21:00:00+00:00,HPP Portile de Fier I,2023-12-30 12:00:00+00:00,0,194.0,,0.0
2023-12-31 21:30:00+00:00,HPP Portile de Fier I,2023-12-31 21:00:00+00:00,0,194.0,,0.0
