end,production_resource_name,start,avail_qty,nominal_power
2023-01-10 10:00:00+00:00,AET Leventina,2023-01-10 06:00:00+00:00,105.0,226.0
2023-01-18 10:00:00+00:00,AET Leventina,2023-01-18 06:00:00+00:00,105.0,226.0
2023-03-31 22:00:00+00:00,AET Leventina,2023-01-30 23:00:00+00:00,27.0,226.0
2023-07-21 13:15:00+00:00,AET Leventina,2023-06-30 19:00:00+00:00,121.0,226.0
2023-08-08 09:00:00+00:00,AET Leventina,2023-08-08 05:00:00+00:00,98.0,226.0
2023-08-22 05:00:00+00:00,AET Leventina,2023-08-16 13:00:00+00:00,98.0,226.0
2023-08-31 11:30:00+00:00,AET Leventina,2023-08-22 05:00:00+00:00,49.0,226.0
2023-09-03 19:30:00+00:00,AET Leventina,2023-08-31 11:30:00+00:00,98.0,226.0
2023-09-11 14:00:00+00:00,AET Leventina,2023-09-03 19:30:00+00:00,0.0,226.0
2023-09-19 09:00:00+00:00,AET Leventina,2023-09-19 05:00:00+00:00,98.0,226.0
2023-09-20 09:00:00+00:00,AET Leventina,2023-09-20 05:00:00+00:00,98.0,226.0
2023-10-11 09:00:00+00:00,AET Leventina,2023-10-11 05:00:00+00:00,98.0,226.0
2023-10-17 16:00:00+00:00,AET Leventina,2023-10-16 05:00:00+00:00,98.0,226.0
2023-10-19 13:30:00+00:00,AET Leventina,2023-10-17 16:00:00+00:00,121.0,226.0
2023-12-04 15:00:00+00:00,AET Leventina,2023-12-04 13:00:00+00:00,79.0,226.0
2023-12-21 15:30:00+00:00,AET Leventina,2023-12-21 11:30:00+00:00,120.0,226.0
2023-01-20 23:00:00+00:00,Blenio (OFIBLE),2023-01-19 23:00:00+00:00,0.0,420.0
2023-02-18 16:00:00+00:00,Blenio (OFIBLE),2023-02-16 23:00:00+00:00,0.0,120.0
2023-03-30 17:00:00+00:00,Blenio (OFIBLE),2023-03-30 16:00:00+00:00,71.0,540.0
2023-03-30 16:00:00+00:00,Blenio (OFIBLE),2023-03-30 15:00:00+00:00,71.0,420.0
2023-04-03 22:00:00+00:00,Blenio (OFIBLE),2023-03-30 18:00:00+00:00,116.0,420.0
2023-06-07 22:00:00+00:00,Blenio (OFIBLE),2023-05-30 04:00:00+00:00,0.0,120.0
2023-07-12 20:45:00+00:00,Blenio (OFIBLE),2023-07-12 20:30:00+00:00,304.0,420.0
2023-07-12 21:45:00+00:00,Blenio (OFIBLE),2023-07-12 20:45:00+00:00,304.0,420.0
2023-07-12 22:00:00+00:00,Blenio (OFIBLE),2023-07-12 21:45:00+00:00,304.0,420.0
2023-07-13 20:45:00+00:00,Blenio (OFIBLE),2023-07-13 20:30:00+00:00,304.0,420.0
2023-07-14 10:00:00+00:00,Blenio (OFIBLE),2023-07-13 20:45:00+00:00,304.0,420.0
2023-08-24 16:00:00+00:00,Blenio (OFIBLE),2023-08-22 04:00:00+00:00,0.0,540.0
2023-08-26 12:00:00+00:00,Blenio (OFIBLE),2023-08-26 08:00:00+00:00,0.0,120.0
2023-08-27 10:00:00+00:00,Blenio (OFIBLE),2023-08-27 06:00:00+00:00,0.0,420.0
2023-08-30 16:00:00+00:00,Blenio (OFIBLE),2023-08-30 12:00:00+00:00,0.0,120.0
2023-09-04 10:00:00+00:00,Blenio (OFIBLE),2023-09-01 22:00:00+00:00,0.0,120.0
2023-09-13 04:30:00+00:00,Blenio (OFIBLE),2023-09-13 04:30:00+00:00,304.0,420.0
2023-09-13 05:30:00+00:00,Blenio (OFIBLE),2023-09-13 04:30:00+00:00,304.0,420.0
2023-09-28 16:00:00+00:00,Blenio (OFIBLE),2023-09-27 12:00:00+00:00,188.0,420.0
2023-12-22 17:00:00+00:00,Blenio (OFIBLE),2023-10-30 05:00:00+00:00,304.0,420.0
2023-01-11 06:45:00+00:00,Electra-Massa (EM),2023-01-11 06:45:00+00:00,207.0,340.0
2023-01-11 09:00:00+00:00,Electra-Massa (EM),2023-01-11 06:45:00+00:00,207.0,340.0
2023-01-24 10:45:00+00:00,Electra-Massa (EM),2023-01-24 08:00:00+00:00,207.0,340.0
2023-02-08 15:00:00+00:00,Electra-Massa (EM),2023-02-06 06:00:00+00:00,207.0,340.0
2023-02-27 13:00:00+00:00,Electra-Massa (EM),2023-02-27 05:30:00+00:00,207.0,340.0
2023-04-21 13:00:00+00:00,Electra-Massa (EM),2023-03-06 06:00:00+00:00,207.0,340.0
2023-04-26 15:00:00+00:00,Electra-Massa (EM),2023-04-26 06:00:00+00:00,207.0,340.0
2023-05-31 09:45:00+00:00,Electra-Massa (EM),2023-05-31 08:45:00+00:00,207.0,340.0
2023-05-31 10:00:00+00:00,Electra-Massa (EM),2023-05-31 09:45:00+00:00,207.0,340.0
2023-06-07 17:00:00+00:00,Electra-Massa (EM),2023-06-07 15:30:00+00:00,110.0,340.0
2023-06-15 07:00:00+00:00,Electra-Massa (EM),2023-06-09 05:00:00+00:00,13.0,340.0
2023-07-26 23:00:00+00:00,Electra-Massa (EM),2023-07-26 21:00:00+00:00,207.0,340.0
2023-07-26 23:15:00+00:00,Electra-Massa (EM),2023-07-26 23:00:00+00:00,207.0,340.0
2023-09-02 11:30:00+00:00,Electra-Massa (EM),2023-09-02 11:15:00+00:00,110.0,340.0
2023-09-02 14:45:00+00:00,Electra-Massa (EM),2023-09-02 11:30:00+00:00,110.0,340.0
2023-09-08 10:00:00+00:00,Electra-Massa (EM),2023-09-08 04:00:00+00:00,207.0,340.0
2023-09-09 00:45:00+00:00,Electra-Massa (EM),2023-09-09 00:45:00+00:00,207.0,340.0
2023-09-09 02:15:00+00:00,Electra-Massa (EM),2023-09-09 00:45:00+00:00,207.0,340.0
2023-09-09 02:15:00+00:00,Electra-Massa (EM),2023-09-09 02:15:00+00:00,207.0,340.0
2023-09-20 10:00:00+00:00,Electra-Massa (EM),2023-09-20 04:00:00+00:00,13.0,340.0
2023-10-09 12:00:00+00:00,Electra-Massa (EM),2023-10-09 09:30:00+00:00,13.0,340.0
2023-10-19 07:00:00+00:00,Electra-Massa (EM),2023-10-19 06:45:00+00:00,110.0,340.0
2023-10-19 08:15:00+00:00,Electra-Massa (EM),2023-10-19 07:00:00+00:00,110.0,340.0
2023-11-15 14:00:00+00:00,Electra-Massa (EM),2023-11-15 13:45:00+00:00,110.0,340.0
2023-11-15 15:00:00+00:00,Electra-Massa (EM),2023-11-15 14:00:00+00:00,110.0,340.0
2023-11-24 04:30:00+00:00,Electra-Massa (EM),2023-11-20 06:00:00+00:00,146.0,340.0
2023-12-07 14:00:00+00:00,Electra-Massa (EM),2023-12-07 09:00:00+00:00,13.0,340.0
2023-01-26 14:00:00+00:00,Emosson (ESA),2023-01-26 08:00:00+00:00,35.0,230.0
2023-03-14 17:00:00+00:00,Emosson (ESA),2023-03-13 05:00:00+00:00,10.0,190.0
2023-03-16 16:00:00+00:00,Emosson (ESA),2023-03-16 11:00:00+00:00,2.0,190.0
