end,production_resource_name,start,avail_qty,nominal_power
2023-01-01 11:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-01 00:00:00+00:00,0,270.0
2023-01-06 06:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-06 06:15:00+00:00,0,270.0
2023-01-06 07:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-06 06:30:00+00:00,0,270.0
2023-01-06 10:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-06 07:00:00+00:00,0,270.0
2023-01-19 03:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-18 22:00:00+00:00,100,270.0
2023-01-26 14:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-26 14:00:00+00:00,0,270.0
2023-01-26 19:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-01-26 14:00:00+00:00,0,270.0
2023-04-10 21:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-04-10 21:15:00+00:00,0,270.0
2023-04-10 22:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-04-10 21:30:00+00:00,0,270.0
2023-04-11 10:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-04-10 22:00:00+00:00,0,270.0
2023-05-14 03:15:00+00:00,Auvere kondensatsioonielektrijaam,2023-05-14 03:15:00+00:00,0,270.0
2023-05-14 03:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-05-14 03:15:00+00:00,0,270.0
2023-05-14 04:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-05-14 03:30:00+00:00,0,270.0
2023-05-14 09:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-05-14 04:00:00+00:00,0,270.0
2023-06-27 18:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-06-16 22:00:00+00:00,170,270.0
2023-08-06 22:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-07-11 22:00:00+00:00,0,270.0
2023-08-12 22:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-09 16:00:00+00:00,0,270.0
2023-08-17 23:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-17 22:45:00+00:00,0,270.0
2023-08-27 09:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-17 23:00:00+00:00,0,270.0
2023-08-27 11:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-27 09:00:00+00:00,0,270.0
2023-08-28 06:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-27 11:00:00+00:00,100,270.0
2023-08-28 06:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-28 06:00:00+00:00,100,270.0
2023-08-28 06:45:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-28 06:30:00+00:00,100,270.0
2023-08-28 07:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-28 06:45:00+00:00,200,270.0
2023-08-28 10:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-28 07:00:00+00:00,200,270.0
2023-08-28 10:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-28 10:00:00+00:00,200,270.0
2023-08-30 13:15:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-30 13:00:00+00:00,0,270.0
2023-08-30 13:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-30 13:15:00+00:00,0,270.0
2023-08-30 14:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-30 13:30:00+00:00,0,270.0
2023-09-24 22:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-08-30 14:00:00+00:00,0,270.0
2023-11-26 12:00:00+00:00,Auvere kondensatsioonielektrijaam,2023-09-24 22:00:00+00:00,0,270.0
2023-11-26 12:30:00+00:00,Auvere kondensatsioonielektrijaam,2023-11-26 12:00:00+00:00,0,270.0
2023-11-26 12:45:00+00:00,Auvere kondensatsioonielektrijaam,2023-11-26 12:30:00+00:00,0,270.0
