end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity,Outage_Factor
2023-01-12 15:00:00+00:00,AES_MI1,2023-01-12 11:00:00+00:00,270.97,343.0,686.0,0.395
2023-01-28 05:45:00+00:00,AES_MI1,2023-01-28 05:30:00+00:00,0.0,343.0,686.0,0.0
2023-01-28 06:00:00+00:00,AES_MI1,2023-01-28 05:45:00+00:00,0.0,343.0,686.0,0.0
2023-01-28 07:00:00+00:00,AES_MI1,2023-01-28 06:00:00+00:00,0.0,343.0,686.0,0.0
2023-01-28 07:15:00+00:00,AES_MI1,2023-01-28 07:00:00+00:00,0.0,343.0,686.0,0.0
2023-02-03 08:00:00+00:00,AES_MI1,2023-02-03 05:00:00+00:00,219.52,343.0,686.0,0.32
2023-02-03 23:00:00+00:00,AES_MI1,2023-02-03 08:00:00+00:00,0.0,343.0,686.0,0.0
2023-02-04 22:00:00+00:00,AES_MI1,2023-02-04 00:00:00+00:00,222.95,343.0,686.0,0.325
2023-02-06 18:00:00+00:00,AES_MI1,2023-02-04 22:00:00+00:00,0.0,343.0,686.0,0.0
2023-02-18 00:00:00+00:00,AES_MI1,2023-02-17 23:30:00+00:00,0.0,343.0,686.0,0.0
2023-02-19 04:00:00+00:00,AES_MI1,2023-02-18 00:00:00+00:00,0.0,343.0,686.0,0.0
2023-05-29 08:15:00+00:00,AES_MI1,2023-05-29 08:00:00+00:00,0.0,343.0,686.0,0.0
2023-05-29 08:30:00+00:00,AES_MI1,2023-05-29 08:15:00+00:00,0.0,343.0,686.0,0.0
2023-05-29 09:00:00+00:00,AES_MI1,2023-05-29 08:30:00+00:00,0.0,343.0,686.0,0.0
2023-05-29 13:00:00+00:00,AES_MI1,2023-05-29 09:00:00+00:00,0.0,343.0,686.0,0.0
2023-05-29 13:00:00+00:00,AES_MI1,2023-05-29 13:00:00+00:00,0.0,343.0,686.0,0.0
2023-07-27 13:00:00+00:00,AES_MI1,2023-07-25 21:00:00+00:00,0.0,343.0,686.0,0.0
2023-08-06 08:15:00+00:00,AES_MI1,2023-08-06 08:00:00+00:00,0.0,686.0,686.0,0.0
2023-08-06 08:00:00+00:00,AES_MI1,2023-07-29 21:00:00+00:00,0.0,343.0,686.0,0.0
2023-08-18 21:00:00+00:00,AES_MI1,2023-08-06 08:15:00+00:00,0.0,343.0,686.0,0.0
2023-08-21 17:00:00+00:00,AES_MI1,2023-08-21 12:00:00+00:00,250.39,343.0,686.0,0.365
2023-08-21 17:15:00+00:00,AES_MI1,2023-08-21 17:00:00+00:00,250.39,343.0,686.0,0.365
2023-08-21 17:30:00+00:00,AES_MI1,2023-08-21 17:15:00+00:00,0.0,343.0,686.0,0.0
2023-08-21 18:00:00+00:00,AES_MI1,2023-08-21 17:30:00+00:00,0.0,343.0,686.0,0.0
2023-08-22 07:00:00+00:00,AES_MI1,2023-08-21 18:00:00+00:00,0.0,343.0,686.0,0.0
2023-10-01 21:30:00+00:00,AES_MI1,2023-10-01 20:15:00+00:00,0.0,1372.0,686.0,0.0
2023-10-01 20:15:00+00:00,AES_MI1,2023-08-24 21:00:00+00:00,0.0,343.0,686.0,0.0
2023-10-17 21:00:00+00:00,AES_MI1,2023-10-01 21:30:00+00:00,0.0,343.0,686.0,0.0
2023-10-20 21:00:00+00:00,AES_MI1,2023-10-17 21:00:00+00:00,0.0,343.0,686.0,0.0
2023-10-22 08:00:00+00:00,AES_MI1,2023-10-20 21:00:00+00:00,0.0,343.0,686.0,0.0
2023-10-22 08:30:00+00:00,AES_MI1,2023-10-22 08:00:00+00:00,0.0,343.0,686.0,0.0
2023-10-22 09:00:00+00:00,AES_MI1,2023-10-22 08:30:00+00:00,0.0,343.0,686.0,0.0
2023-10-27 16:30:00+00:00,AES_MI1,2023-10-27 15:45:00+00:00,514.5,1372.0,686.0,0.375
2023-10-27 15:45:00+00:00,AES_MI1,2023-10-22 09:00:00+00:00,0.0,343.0,686.0,0.0
2023-11-02 22:00:00+00:00,AES_MI1,2023-10-27 16:30:00+00:00,0.0,343.0,686.0,0.0
2023-11-16 22:00:00+00:00,AES_MI1,2023-11-02 22:00:00+00:00,0.0,343.0,686.0,0.0
2023-11-19 17:15:00+00:00,AES_MI1,2023-11-18 22:30:00+00:00,504.21,2401.0,686.0,0.21
2023-11-18 22:30:00+00:00,AES_MI1,2023-11-16 22:00:00+00:00,0.0,343.0,686.0,0.0
2023-12-04 22:00:00+00:00,AES_MI1,2023-11-19 17:15:00+00:00,0.0,343.0,686.0,0.0
2023-12-31 22:00:00+00:00,AES_MI1,2023-12-04 22:00:00+00:00,0.0,343.0,686.0,0.0
2023-01-18 16:00:00+00:00,HPP_SESTRIMO,2023-01-18 06:00:00+00:00,0.0,120.0,240.0,0.0
2023-03-06 16:00:00+00:00,HPP_SESTRIMO,2023-02-20 06:00:00+00:00,0.0,120.0,240.0,0.0
2023-03-06 18:00:00+00:00,HPP_SESTRIMO,2023-03-06 17:00:00+00:00,0.0,120.0,240.0,0.0
2023-11-13 21:00:00+00:00,HPP_SESTRIMO,2023-03-13 06:00:00+00:00,0.0,120.0,240.0,0.0
2023-11-13 21:30:00+00:00,HPP_SESTRIMO,2023-11-13 21:00:00+00:00,0.0,120.0,240.0,0.0
2023-11-13 21:45:00+00:00,HPP_SESTRIMO,2023-11-13 21:30:00+00:00,0.0,120.0,240.0,0.0
2023-11-13 22:00:00+00:00,HPP_SESTRIMO,2023-11-13 21:45:00+00:00,0.0,120.0,240.0,0.0
2023-12-22 12:00:00+00:00,HPP_SESTRIMO,2023-12-22 11:45:00+00:00,0.0,120.0,240.0,0.0
2024-01-01 00:00:00+00:00,HPP_SESTRIMO,2023-12-22 12:00:00+00:00,0.0,120.0,240.0,0.0
2023-04-22 07:00:00+00:00,NPP_KOZLODUY,2023-04-14 23:00:00+00:00,0.0,1040.0,,0.0
2023-04-22 07:00:00+00:00,NPP_KOZLODUY,2023-04-22 07:00:00+00:00,0.0,1040.0,,0.0
2023-06-05 06:00:00+00:00,NPP_KOZLODUY,2023-04-29 23:00:00+00:00,0.0,1040.0,,0.0
2023-06-05 06:30:00+00:00,NPP_KOZLODUY,2023-06-05 06:00:00+00:00,0.0,1040.0,,0.0
2023-06-05 06:45:00+00:00,NPP_KOZLODUY,2023-06-05 06:30:00+00:00,0.0,1040.0,,0.0
2023-06-05 07:00:00+00:00,NPP_KOZLODUY,2023-06-05 06:45:00+00:00,0.0,1040.0,,0.0
2023-08-07 21:00:00+00:00,NPP_KOZLODUY,2023-07-22 09:00:00+00:00,1872.0,2080.0,,0.9
2023-08-24 20:00:00+00:00,NPP_KOZLODUY,2023-08-23 19:00:00+00:00,1851.2,2080.0,,0.89
2023-08-24 20:30:00+00:00,NPP_KOZLODUY,2023-08-24 20:00:00+00:00,925.6,1040.0,,0.89
2023-08-24 20:45:00+00:00,NPP_KOZLODUY,2023-08-24 20:30:00+00:00,925.6,1040.0,,0.89
2023-08-24 21:00:00+00:00,NPP_KOZLODUY,2023-08-24 20:45:00+00:00,925.6,1040.0,,0.89
2023-09-22 16:00:00+00:00,NPP_KOZLODUY,2023-09-22 15:30:00+00:00,946.4,1040.0,,0.91
2023-09-23 02:00:00+00:00,NPP_KOZLODUY,2023-09-22 16:00:00+00:00,946.4,1040.0,,0.91
2023-09-23 02:30:00+00:00,NPP_KOZLODUY,2023-09-23 02:00:00+00:00,946.4,1040.0,,0.91
2023-09-23 02:45:00+00:00,NPP_KOZLODUY,2023-09-23 02:30:00+00:00,946.4,1040.0,,0.91
2023-09-23 03:00:00+00:00,NPP_KOZLODUY,2023-09-23 02:45:00+00:00,946.4,1040.0,,0.91
2023-11-16 07:00:00+00:00,NPP_KOZLODUY,2023-10-08 23:00:00+00:00,0.0,1040.0,,0.0
2023-11-16 07:15:00+00:00,NPP_KOZLODUY,2023-11-16 07:00:00+00:00,0.0,1040.0,,0.0
2023-11-16 07:30:00+00:00,NPP_KOZLODUY,2023-11-16 07:15:00+00:00,0.0,1040.0,,0.0
2024-01-01 00:00:00+00:00,PSHPP_CHAIRA_GEN,2023-12-22 11:45:00+00:00,0.0,1362.0,864.0,0.0
2023-12-22 11:45:00+00:00,PSHPP_CHAIRA_GEN,2023-01-01 00:00:00+00:00,0.0,681.0,864.0,0.0
2023-01-02 09:30:00+00:00,TEC_BOBOVDOL_EAD,2023-01-02 09:15:00+00:00,0.0,190.0,570.0,0.0
2023-01-02 10:00:00+00:00,TEC_BOBOVDOL_EAD,2023-01-02 09:30:00+00:00,0.0,190.0,570.0,0.0
2023-01-06 21:00:00+00:00,TEC_BOBOVDOL_EAD,2023-01-02 10:00:00+00:00,0.0,190.0,570.0,0.0
2023-01-06 21:30:00+00:00,TEC_BOBOVDOL_EAD,2023-01-06 21:00:00+00:00,0.0,190.0,570.0,0.0
2023-01-06 21:45:00+00:00,TEC_BOBOVDOL_EAD,2023-01-06 21:30:00+00:00,0.0,190.0,570.0,0.0
2023-01-06 22:00:00+00:00,TEC_BOBOVDOL_EAD,2023-01-06 21:45:00+00:00,0.0,190.0,570.0,0.0
2023-01-21 09:45:00+00:00,TEC_BOBOVDOL_EAD,2023-01-21 09:30:00+00:00,0.0,190.0,570.0,0.0
