avail_qty,end,nominal_power,production_resource_name,start
0.0,2023-12-31 23:00:00+02:00,210.0,TPP_VARNA_BG,2021-09-01 00:00:00+03:00
0.0,2023-12-31 23:30:00+02:00,210.0,TPP_VARNA_BG,2023-12-31 23:00:00+02:00
0.0,2023-12-31 23:45:00+02:00,210.0,TPP_VARNA_BG,2023-12-31 23:30:00+02:00
0.0,2023-12-31 23:59:00+02:00,210.0,TPP_VARNA_BG,2023-12-31 23:45:00+02:00
0.0,2023-10-31 23:00:00+02:00,177.0,TPP_MI_2,2023-09-04 00:00:00+03:00
0.0,2023-10-31 23:30:00+02:00,177.0,TPP_MI_2,2023-10-31 23:00:00+02:00
0.0,2023-10-31 23:45:00+02:00,177.0,TPP_MI_2,2023-10-31 23:30:00+02:00
0.0,2023-10-31 23:59:00+02:00,177.0,TPP_MI_2,2023-10-31 23:45:00+02:00
0.0,2023-07-09 23:45:00+03:00,230.0,TPP_MI_2,2023-07-09 23:30:00+03:00
0.0,2023-07-09 23:59:00+03:00,230.0,TPP_MI_2,2023-07-09 23:45:00+03:00
0.0,2023-07-09 23:30:00+03:00,230.0,TPP_MI_2,2023-07-09 23:00:00+03:00
0.0,2023-07-09 23:00:00+03:00,230.0,TPP_MI_2,2023-05-01 00:00:00+03:00
0.0,2022-12-24 00:00:00+02:00,218.0,TPP_MI_2,2022-12-23 23:53:00+02:00
0.0,2023-01-02 18:10:00+02:00,218.0,TPP_MI_2,2023-01-02 18:00:00+02:00
0.0,2023-01-02 18:00:00+02:00,218.0,TPP_MI_2,2022-12-24 00:00:00+02:00
77.88,2023-01-04 07:00:00+02:00,177.0,TPP_MI_2,2022-12-30 20:00:00+02:00
77.88,2022-12-30 20:00:00+02:00,177.0,TPP_MI_2,2022-12-30 19:30:00+02:00
77.88,2022-12-30 19:30:00+02:00,177.0,TPP_MI_2,2022-12-30 19:19:00+02:00
0.0,2023-01-02 11:30:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-02 11:15:00+02:00
0.0,2023-01-02 12:00:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-02 11:30:00+02:00
0.0,2023-01-06 23:59:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-06 23:45:00+02:00
0.0,2023-01-06 23:45:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-06 23:30:00+02:00
0.0,2023-01-06 23:30:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-06 23:00:00+02:00
0.0,2023-01-06 23:00:00+02:00,190.0,TEC_BOBOVDOL_EAD,2023-01-02 12:00:00+02:00
77.88,2023-01-02 11:00:00+02:00,177.0,TPP_MI_2,2023-01-02 10:30:00+02:00
77.88,2023-01-05 10:00:00+02:00,177.0,TPP_MI_2,2023-01-02 11:00:00+02:00
77.88,2023-01-05 10:30:00+02:00,177.0,TPP_MI_2,2023-01-05 10:00:00+02:00
79.65,2023-01-05 10:45:00+02:00,177.0,TPP_MI_2,2023-01-05 10:35:00+02:00
79.65,2023-01-05 11:00:00+02:00,177.0,TPP_MI_2,2023-01-05 10:45:00+02:00
79.65,2023-01-05 11:30:00+02:00,177.0,TPP_MI_2,2023-01-05 11:00:00+02:00
77.88,2022-12-31 21:30:00+02:00,177.0,TPP_MI_2,2022-12-31 21:15:00+02:00
77.88,2023-01-06 20:00:00+02:00,177.0,TPP_MI_2,2022-12-31 22:00:00+02:00
77.88,2022-12-31 22:00:00+02:00,177.0,TPP_MI_2,2022-12-31 21:30:00+02:00
77.88,2022-12-31 21:15:00+02:00,177.0,TPP_MI_2,2022-12-31 21:01:00+02:00
77.88,2023-01-09 16:17:00+02:00,177.0,TPP_MI_2,2023-01-09 16:15:00+02:00
77.88,2023-01-09 16:15:00+02:00,177.0,TPP_MI_2,2023-01-09 16:00:00+02:00
77.88,2023-01-09 16:00:00+02:00,177.0,TPP_MI_2,2023-01-04 23:00:00+02:00
79.65,2023-01-12 07:10:00+02:00,177.0,TPP_MI_2,2023-01-12 07:00:00+02:00
79.65,2023-01-12 07:00:00+02:00,177.0,TPP_MI_2,2023-01-05 14:00:00+02:00
79.65,2023-01-05 14:00:00+02:00,177.0,TPP_MI_2,2023-01-05 13:30:00+02:00
270.97,2023-01-12 17:00:00+02:00,343.0,AES_MI1,2023-01-12 13:00:00+02:00
74.25,2023-01-13 07:00:00+02:00,165.0,TPP_MI_2,2023-01-09 19:00:00+02:00
74.25,2023-01-09 19:00:00+02:00,165.0,TPP_MI_2,2023-01-09 18:50:00+02:00
74.25,2023-01-13 07:20:00+02:00,165.0,TPP_MI_2,2023-01-13 07:15:00+02:00
74.25,2023-01-13 07:15:00+02:00,165.0,TPP_MI_2,2023-01-13 07:00:00+02:00
79.65,2023-01-16 07:10:00+02:00,177.0,TPP_MI_2,2023-01-16 07:00:00+02:00
79.65,2023-01-16 07:00:00+02:00,177.0,TPP_MI_2,2023-01-06 22:00:00+02:00
0.0,2023-01-18 18:00:00+02:00,120.0,HPP_SESTRIMO,2023-01-18 08:00:00+02:00
