end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity,Outage_Factor
2023-03-21 00:30:00+00:00,Aghada Prod,2023-03-16 00:00:00+00:00,0,431.0,678.0,0.0
2023-04-15 22:00:00+00:00,Aghada Prod,2023-04-09 11:00:00+00:00,0,431.0,678.0,0.0
2023-04-27 19:00:00+00:00,Aghada Prod,2023-04-25 05:00:00+00:00,0,90.0,678.0,0.0
2023-05-28 23:30:00+00:00,Aghada Prod,2023-05-14 23:00:00+00:00,0,90.0,678.0,0.0
2023-07-18 23:30:00+00:00,Aghada Prod,2023-07-13 23:00:00+00:00,0,360.0,678.0,0.0
2023-07-30 15:00:00+00:00,Aghada Prod,2023-07-25 10:30:00+00:00,0,270.0,678.0,0.0
2023-07-25 10:30:00+00:00,Aghada Prod,2023-07-23 23:00:00+00:00,0,90.0,678.0,0.0
2023-08-06 23:30:00+00:00,Aghada Prod,2023-07-30 15:00:00+00:00,0,90.0,678.0,0.0
2023-11-05 00:30:00+00:00,Aghada Prod,2023-10-31 00:00:00+00:00,0,431.0,678.0,0.0
2023-06-23 19:00:00+00:00,Ardnacrucha Production Unit,2023-06-12 07:00:00+00:00,0,22.0,86.0,0.0
2023-09-22 19:00:00+00:00,Ardnacrucha Production Unit,2023-09-18 07:00:00+00:00,0,24.0,86.0,0.0
2023-02-15 18:00:00+00:00,Aughinish Alumnia(Sealrock),2023-02-13 06:00:00+00:00,0,85.0,170.0,0.0
2023-04-18 17:00:00+00:00,Aughinish Alumnia(Sealrock),2023-04-17 17:30:00+00:00,0,170.0,170.0,0.0
2023-04-17 17:30:00+00:00,Aughinish Alumnia(Sealrock),2023-03-19 06:00:00+00:00,0,85.0,170.0,0.0
2023-04-20 15:00:00+00:00,Aughinish Alumnia(Sealrock),2023-04-18 17:00:00+00:00,0,85.0,170.0,0.0
2023-08-16 17:00:00+00:00,Aughinish Alumnia(Sealrock),2023-08-14 05:00:00+00:00,0,85.0,170.0,0.0
2023-08-31 17:00:00+00:00,Aughinish Alumnia(Sealrock),2023-08-28 05:00:00+00:00,0,85.0,170.0,0.0
2023-09-08 17:00:00+00:00,Cushaling Production,2023-09-08 07:00:00+00:00,0,56.0,112.0,0.0
2023-10-06 17:00:00+00:00,Cushaling Production,2023-10-06 07:00:00+00:00,0,112.0,112.0,0.0
2023-06-23 17:00:00+00:00,Dublin Bay Prod,2023-06-23 11:00:00+00:00,0,810.0,405.0,0.0
2023-06-23 11:00:00+00:00,Dublin Bay Prod,2023-06-09 19:00:00+00:00,0,405.0,405.0,0.0
2023-10-05 16:00:00+00:00,Dublin Waste to Energy,2023-10-02 07:00:00+00:00,26,62.0,,0.41935483870967744
2023-10-12 16:00:00+00:00,Dublin Waste to Energy,2023-10-09 07:00:00+00:00,26,62.0,,0.41935483870967744
2023-05-08 19:00:00+00:00,ERNE Production,2023-05-08 10:00:00+00:00,0,32.0,64.0,0.0
2023-05-08 10:00:00+00:00,ERNE Production,2023-04-17 07:00:00+00:00,0,10.0,64.0,0.0
2023-07-07 17:00:00+00:00,ERNE Production,2023-06-26 07:00:00+00:00,0,54.0,64.0,0.0
2023-06-26 07:00:00+00:00,ERNE Production,2023-06-06 07:00:00+00:00,0,22.0,64.0,0.0
2023-07-28 19:00:00+00:00,ERNE Production,2023-07-07 17:00:00+00:00,0,22.0,64.0,0.0
2023-09-08 19:00:00+00:00,ERNE Production,2023-09-04 07:00:00+00:00,0,10.0,64.0,0.0
