avail_qty,end,nominal_power,production_resource_name,start
0,2023-08-16 18:00:00+01:00,85.0,Aughinish Alumnia(Sealrock),2023-08-14 06:00:00+01:00
0,2023-08-28 08:00:00+01:00,118.0,Edenderry Prod,2023-06-30 12:00:00+01:00
0,2023-09-08 18:00:00+01:00,56.0,Cushaling Production,2023-09-08 08:00:00+01:00
0,2023-04-05 00:00:00+01:00,15.0,Indaver Production,2023-03-26 00:00:00+00:00
0,2023-04-18 18:00:00+01:00,85.0,Aughinish Alumnia(Sealrock),2023-03-19 06:00:00+00:00
0,2023-09-22 20:00:00+01:00,24.0,Ardnacrucha Production Unit,2023-09-18 08:00:00+01:00
0,2023-09-15 20:00:00+01:00,22.0,ERNE Production,2023-09-11 08:00:00+01:00
0,2023-07-21 08:00:00+01:00,15.0,LEE Production,2023-06-12 08:00:00+01:00
0,2023-04-28 08:00:00+01:00,4.0,LEE Production,2023-03-20 08:00:00+00:00
0,2023-06-23 17:00:00+01:00,4.0,Liffey Production,2023-06-04 08:00:00+01:00
0,2023-03-21 00:30:00+00:00,431.0,Aghada Prod,2023-03-16 00:00:00+00:00
0,2023-11-05 00:30:00+00:00,431.0,Aghada Prod,2023-10-31 00:00:00+00:00
0,2023-05-29 00:30:00+01:00,90.0,Aghada Prod,2023-05-15 00:00:00+01:00
0,2023-06-23 18:00:00+01:00,405.0,Dublin Bay Prod,2023-06-09 20:00:00+01:00
0,2023-04-12 08:00:00+01:00,118.0,Edenderry Prod,2023-04-06 17:00:00+01:00
0,2023-09-08 20:00:00+01:00,10.0,ERNE Production,2023-09-04 08:00:00+01:00
0,2023-05-08 20:00:00+01:00,10.0,ERNE Production,2023-04-17 08:00:00+01:00
0,2023-09-22 20:00:00+01:00,22.0,ERNE Production,2023-09-18 08:00:00+01:00
0,2023-07-28 20:00:00+01:00,22.0,ERNE Production,2023-06-06 08:00:00+01:00
0,2023-04-26 00:30:00+01:00,400.0,Huntstown Production,2023-04-01 00:00:00+01:00
0,2023-04-26 08:00:00+01:00,118.0,Edenderry Prod,2023-04-20 17:00:00+01:00
0,2023-10-06 18:00:00+01:00,56.0,Cushaling Production,2023-10-06 08:00:00+01:00
0,2023-10-06 18:00:00+01:00,56.0,Cushaling Production,2023-10-06 08:00:00+01:00
0,2023-05-14 19:00:00+01:00,73.0,Turlough Hill,2023-05-05 01:00:00+01:00
0,2023-05-14 19:00:00+01:00,73.0,Turlough Hill,2023-05-05 01:00:00+01:00
0,2023-09-13 20:00:00+01:00,404.0,Tynagh Production,2023-09-08 20:00:00+01:00
0,2023-09-25 21:00:00+01:00,435.0,Whitegate Prod,2023-09-15 21:00:00+01:00
26,2023-10-05 17:00:00+01:00,62.0,Dublin Waste to Energy,2023-10-02 08:00:00+01:00
26,2023-10-12 17:00:00+01:00,62.0,Dublin Waste to Energy,2023-10-09 08:00:00+01:00
0,2023-07-28 17:00:00+01:00,15.0,Liffey Production,2023-06-05 08:00:00+01:00
0,2023-05-14 19:00:00+01:00,73.0,Turlough Hill,2023-05-02 01:00:00+01:00
84,2023-05-26 20:00:00+01:00,463.0,Poolbeg Production,2023-05-08 00:00:00+01:00
0,2023-03-31 20:00:00+01:00,4.0,LEE Production,2023-03-20 08:00:00+00:00
0,2023-04-28 20:00:00+01:00,15.0,LEE Production,2023-04-17 08:00:00+01:00
0,2023-06-23 20:00:00+01:00,22.0,Ardnacrucha Production Unit,2023-06-12 08:00:00+01:00
0,2023-09-08 17:00:00+01:00,52.0,Tawnaghmore Production,2023-09-01 09:00:00+01:00
0,2023-02-15 18:00:00+00:00,85.0,Aughinish Alumnia(Sealrock),2023-02-13 06:00:00+00:00
0,2023-04-26 10:00:00+01:00,4.0,LEE Production,2023-04-18 08:00:00+01:00
0,2023-09-14 08:00:00+01:00,118.0,Edenderry Prod,2023-06-30 12:00:00+01:00
0,2023-04-20 20:00:00+01:00,85.0,Aughinish Alumnia(Sealrock),2023-04-17 18:30:00+01:00
0,2023-04-20 16:00:00+01:00,85.0,Aughinish Alumnia(Sealrock),2023-04-18 18:00:00+01:00
0,2023-05-24 22:00:00+01:00,285.0,Moneypoint Production,2023-05-08 22:00:00+01:00
0,2023-08-12 23:00:00+01:00,285.0,Moneypoint Production,2023-08-09 23:00:00+01:00
0,2023-06-14 21:00:00+01:00,400.0,Huntstown Production,2023-05-25 21:00:00+01:00
0,2023-04-09 21:00:00+01:00,342.0,Huntstown Production,2023-03-24 21:00:00+00:00
0,2023-06-14 21:00:00+01:00,400.0,Huntstown Production,2023-05-25 21:00:00+01:00
0,2023-06-30 20:00:00+01:00,22.0,ERNE Production,2023-06-26 08:00:00+01:00
0,2023-05-15 18:00:00+01:00,73.0,Turlough Hill,2023-05-01 06:00:00+01:00
0,2023-05-15 18:00:00+01:00,73.0,Turlough Hill,2023-05-01 06:00:00+01:00
