avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
0,FI,Planned maintenance,A03,,2023-06-23 00:59:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT1M,1,2023-06-23 00:45:00+03:00
0,FI,Planned maintenance,A03,,2023-06-23 00:45:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT15M,1,2023-06-23 00:30:00+03:00
0,FI,Planned maintenance,A03,,2023-06-23 00:30:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT30M,1,2023-06-23 00:00:00+03:00
0,FI,Planned maintenance,A03,,2023-06-23 00:00:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT60M,1,2023-05-22 02:00:00+03:00
0,FI,Planned maintenance,A03,,2023-05-22 02:00:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT30M,1,2023-05-22 01:30:00+03:00
0,FI,Planned maintenance,A03,,2023-05-22 01:30:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT15M,1,2023-05-22 01:15:00+03:00
0,FI,Planned maintenance,A03,,2023-05-22 01:15:00+03:00,LOebu_xXro6Df0YEXzV95g,120.0,Fossil Peat,44W-T-YT-000009A,Seinäjoki,Seinäjoki,Seinäjoki B1,1,MAW,PT1M,1,2023-05-22 01:01:00+03:00
0,FI,Planned maintenance,A03,,2023-01-01 01:00:00+02:00,wn8jHUMv92QrIZm-C6sCrw,105.0,Fossil Hard coal,44W-T-YT-000001Q,Helsinki,Hanasaari,Hanasaari B4,1,MAW,PT60M,6,2022-12-26 21:00:00+02:00
410,FI,Unplanned outage,A03,,2023-01-03 17:00:00+02:00,tEUqz6juwY1acJOksoRhZQ,565.0,Fossil Hard coal,44W-T-LV-000003N,Pori,Meri-Pori,Meri-Pori B1,1,MAW,PT30M,3,2023-01-03 16:30:00+02:00
410,FI,Unplanned outage,A03,,2023-01-10 11:00:00+02:00,tEUqz6juwY1acJOksoRhZQ,565.0,Fossil Hard coal,44W-T-LV-000003N,Pori,Meri-Pori,Meri-Pori B1,1,MAW,PT60M,3,2023-01-03 17:00:00+02:00
410,FI,Unplanned outage,A03,,2023-01-10 11:12:00+02:00,tEUqz6juwY1acJOksoRhZQ,565.0,Fossil Hard coal,44W-T-LV-000003N,Pori,Meri-Pori,Meri-Pori B1,1,MAW,PT1M,3,2023-01-10 11:00:00+02:00
410,FI,Unplanned outage,A03,,2023-01-03 16:30:00+02:00,tEUqz6juwY1acJOksoRhZQ,565.0,Fossil Hard coal,44W-T-LV-000003N,Pori,Meri-Pori,Meri-Pori B1,1,MAW,PT15M,3,2023-01-03 16:15:00+02:00
410,FI,Unplanned outage,A03,,2023-01-03 16:15:00+02:00,tEUqz6juwY1acJOksoRhZQ,565.0,Fossil Hard coal,44W-T-LV-000003N,Pori,Meri-Pori,Meri-Pori B1,1,MAW,PT1M,3,2023-01-03 16:05:00+02:00
470,FI,Planned maintenance,A03,,2023-01-14 00:30:00+02:00,dCXnVss3uvIUK_FViEePyg,890.0,Nuclear,44W-T-YV-0000034,Eurajoki,Olkiluoto 2,Olkiluoto 2 B2,1,MAW,PT30M,1,2023-01-14 00:00:00+02:00
470,FI,Planned maintenance,A03,,2023-01-13 22:00:00+02:00,dCXnVss3uvIUK_FViEePyg,890.0,Nuclear,44W-T-YV-0000034,Eurajoki,Olkiluoto 2,Olkiluoto 2 B2,1,MAW,PT30M,1,2023-01-13 21:30:00+02:00
470,FI,Planned maintenance,A03,,2023-01-14 00:00:00+02:00,dCXnVss3uvIUK_FViEePyg,890.0,Nuclear,44W-T-YV-0000034,Eurajoki,Olkiluoto 2,Olkiluoto 2 B2,1,MAW,PT60M,1,2023-01-13 22:00:00+02:00
470,FI,Planned maintenance,A03,,2023-01-13 21:30:00+02:00,dCXnVss3uvIUK_FViEePyg,890.0,Nuclear,44W-T-YV-0000034,Eurajoki,Olkiluoto 2,Olkiluoto 2 B2,1,MAW,PT15M,1,2023-01-13 21:15:00+02:00
