end,production_resource_name,start,avail_qty,nominal_power
2023-03-01 23:00:00+00:00,AGIOS DIMITRIOS I,2023-02-28 23:00:00+00:00,0.0,274.0
2023-03-03 23:00:00+00:00,AGIOS DIMITRIOS I,2023-03-01 23:00:00+00:00,0.0,274.0
2023-04-12 22:00:00+00:00,AGIOS DIMITRIOS I,2023-03-03 23:00:00+00:00,0.0,274.0
2023-06-26 17:00:00+00:00,AGIOS DIMITRIOS I,2023-06-26 04:00:00+00:00,0.0,274.0
2023-07-24 22:00:00+00:00,AGIOS DIMITRIOS I,2023-07-21 17:00:00+00:00,0.0,274.0
2023-08-28 22:00:00+00:00,AGIOS DIMITRIOS I,2023-08-28 08:00:00+00:00,0.0,274.0
2023-02-15 16:00:00+00:00,AGIOS DIMITRIOS II,2023-02-15 13:00:00+00:00,150.0,274.0
2023-06-02 05:00:00+00:00,AGIOS DIMITRIOS II,2023-06-02 02:00:00+00:00,150.0,274.0
2023-06-26 17:00:00+00:00,AGIOS DIMITRIOS II,2023-06-26 04:00:00+00:00,0.0,274.0
2023-01-19 10:00:00+00:00,AGIOS DIMITRIOS III,2023-01-18 23:00:00+00:00,183.0,283.0
2023-01-21 12:00:00+00:00,AGIOS DIMITRIOS III,2023-01-21 08:00:00+00:00,183.0,283.0
2023-01-24 03:00:00+00:00,AGIOS DIMITRIOS III,2023-01-24 00:00:00+00:00,183.0,283.0
2023-02-14 14:30:00+00:00,AGIOS DIMITRIOS III,2023-02-14 13:30:00+00:00,155.0,283.0
2023-02-19 23:00:00+00:00,AGIOS DIMITRIOS III,2023-02-18 01:30:00+00:00,0.0,283.0
2023-03-14 23:00:00+00:00,AGIOS DIMITRIOS III,2023-03-14 17:30:00+00:00,182.0,283.0
2023-03-16 23:00:00+00:00,AGIOS DIMITRIOS III,2023-03-16 18:30:00+00:00,172.0,283.0
2023-05-05 22:00:00+00:00,AGIOS DIMITRIOS III,2023-05-02 22:00:00+00:00,0.0,566.0
2023-05-02 22:00:00+00:00,AGIOS DIMITRIOS III,2023-04-14 21:00:00+00:00,0.0,283.0
2023-05-15 22:00:00+00:00,AGIOS DIMITRIOS III,2023-05-05 22:00:00+00:00,0.0,283.0
2023-06-26 17:00:00+00:00,AGIOS DIMITRIOS III,2023-06-26 04:00:00+00:00,0.0,283.0
2023-08-24 22:00:00+00:00,AGIOS DIMITRIOS III,2023-08-23 05:00:00+00:00,0.0,283.0
2023-10-10 22:00:00+00:00,AGIOS DIMITRIOS III,2023-10-10 14:00:00+00:00,0.0,283.0
2023-10-11 22:00:00+00:00,AGIOS DIMITRIOS III,2023-10-10 22:00:00+00:00,0.0,283.0
2023-10-18 22:00:00+00:00,AGIOS DIMITRIOS III,2023-10-14 22:00:00+00:00,0.0,283.0
2023-10-21 22:00:00+00:00,AGIOS DIMITRIOS III,2023-10-18 22:00:00+00:00,0.0,283.0
2023-10-23 22:00:00+00:00,AGIOS DIMITRIOS III,2023-10-21 22:00:00+00:00,0.0,283.0
2023-11-03 23:00:00+00:00,AGIOS DIMITRIOS III,2023-10-23 22:00:00+00:00,0.0,283.0
2023-12-04 23:00:00+00:00,AGIOS DIMITRIOS III,2023-11-04 23:00:00+00:00,0.0,283.0
2023-12-07 13:00:00+00:00,AGIOS DIMITRIOS III,2023-12-07 10:00:00+00:00,0.0,283.0
2023-01-28 23:00:00+00:00,AGIOS DIMITRIOS IV,2023-01-27 23:00:00+00:00,0.0,283.0
2023-01-29 23:00:00+00:00,AGIOS DIMITRIOS IV,2023-01-28 23:00:00+00:00,0.0,283.0
2023-02-05 10:00:00+00:00,AGIOS DIMITRIOS IV,2023-02-04 11:30:00+00:00,0.0,283.0
2023-02-08 10:00:00+00:00,AGIOS DIMITRIOS IV,2023-02-06 17:00:00+00:00,0.0,283.0
