avail_qty,end,nominal_power,production_resource_name,start
0,2023-02-01 07:00:00+0000,419.6,Malženice,2023-01-01 00:00:00+0000
0,2023-10-05 13:00:00+0000,122.4,Čierny Váh,2023-10-05 05:00:00+0000
0,2023-01-09 02:00:00+0000,110.0,Vojany,2023-01-01 00:00:00+0000
0,2023-12-06 23:00:00+0000,110.0,Nováky,2023-10-27 22:00:00+0000
0,2023-10-16 09:00:00+0000,110.0,Vojany,2023-09-29 22:00:00+0000
0,2023-11-13 16:00:00+0000,122.4,Čierny Váh,2023-11-13 08:00:00+0000
232,2023-04-08 01:00:00+0000,235.0,Mochovce,2023-04-07 22:00:00+0000
0,2023-07-17 13:00:00+0000,122.4,Čierny Váh,2023-07-17 05:00:00+0000
0,2023-05-26 22:00:00+0000,250.0,Bohunice,2023-05-05 22:00:00+0000
0,2023-12-06 23:00:00+0000,110.0,Nováky,2023-12-04 23:00:00+0000
0,2023-09-22 22:00:00+0000,122.4,Čierny Váh,2023-08-02 22:00:00+0000
127,2023-04-08 01:00:00+0000,235.0,Mochovce,2023-04-07 22:00:00+0000
0,2023-07-09 17:00:00+0000,250.0,Bohunice,2023-06-16 01:00:00+0000
0,2023-05-06 13:00:00+0000,235.0,Mochovce,2023-05-06 02:00:00+0000
0,2023-12-19 15:00:00+0000,122.4,Čierny Váh,2023-12-18 06:00:00+0000
0,2023-07-09 17:00:00+0000,250.0,Bohunice,2023-06-16 01:00:00+0000
0,2023-02-04 19:00:00+0000,419.6,Malženice,2023-02-01 07:00:00+0000
0,2023-09-27 08:00:00+0000,235.0,Mochovce,2023-09-08 22:00:00+0000
0,2023-05-26 22:00:00+0000,250.0,Bohunice,2023-05-05 22:00:00+0000
0,2023-10-05 13:00:00+0000,122.4,Čierny Váh,2023-10-05 05:00:00+0000
0,2023-11-14 11:00:00+0000,122.4,Čierny Váh,2023-11-14 06:00:00+0000
0,2023-08-25 22:00:00+0000,110.0,Vojany,2023-05-05 22:00:00+0000
0,2023-11-07 10:00:00+0000,122.4,Čierny Váh,2023-11-07 09:00:00+0000
0,2023-02-24 09:00:00+0000,122.4,Čierny Váh,2023-02-24 08:00:00+0000
0,2023-12-05 10:00:00+0000,122.4,Čierny Váh,2023-12-05 06:00:00+0000
0,2023-04-04 00:00:00+0000,110.0,Nováky,2023-03-24 22:00:00+0000
0,2023-04-05 16:00:00+0000,122.4,Čierny Váh,2023-04-05 05:00:00+0000
0,2023-07-16 17:00:00+0000,110.0,Nováky,2023-07-14 22:00:00+0000
0,2023-12-05 18:00:00+0000,122.4,Čierny Váh,2023-12-05 14:00:00+0000
0,2023-03-01 16:00:00+0000,122.4,Čierny Váh,2023-03-01 07:00:00+0000
0,2023-06-09 22:00:00+0000,110.0,Vojany,2023-05-26 22:00:00+0000
0,2023-05-25 08:00:00+0000,122.4,Čierny Váh,2023-05-25 07:00:00+0000
0,2023-05-25 09:00:00+0000,122.4,Čierny Váh,2023-05-25 08:00:00+0000
0,2023-12-31 22:00:00+0000,110.0,Vojany,2023-12-29 23:00:00+0000
0,2023-08-02 22:00:00+0000,122.4,Čierny Váh,2023-08-02 08:00:00+0000
0,2023-12-30 23:00:00+0000,110.0,Nováky,2023-12-08 23:00:00+0000
0,2023-12-30 23:00:00+0000,110.0,Nováky,2023-12-10 12:00:00+0000
0,2023-07-14 05:00:00+0000,122.4,Čierny Váh,2023-07-11 08:00:00+0000
0,2023-06-09 22:00:00+0000,110.0,Nováky,2023-05-14 23:00:00+0000
0,2023-03-17 23:00:00+0000,110.0,Vojany,2023-03-03 22:00:00+0000
0,2023-09-26 16:00:00+0000,122.4,Čierny Váh,2023-09-11 04:00:00+0000
0,2023-10-04 12:00:00+0000,122.4,Čierny Váh,2023-10-04 07:00:00+0000
0,2023-12-06 23:00:00+0000,110.0,Vojany,2023-12-04 23:00:00+0000
0,2023-09-08 22:00:00+0000,122.4,Čierny Váh,2023-08-02 22:00:00+0000
