end,production_resource_name,start,avail_qty,nominal_power,Total_Capacity,Outage_Factor
2023-01-03 23:00:00+00:00,Amer,2023-01-03 12:15:00+00:00,491.0,631.0,631.0,0.7781299524564184
2023-01-24 00:30:00+00:00,Amer,2023-01-23 16:00:00+00:00,311.0,631.0,631.0,0.4928684627575277
2023-01-24 00:45:00+00:00,Amer,2023-01-24 00:30:00+00:00,311.0,631.0,631.0,0.4928684627575277
2023-01-31 06:00:00+00:00,Amer,2023-01-31 04:30:00+00:00,531.0,631.0,631.0,0.8415213946117274
2023-02-08 02:30:00+00:00,Amer,2023-02-08 01:00:00+00:00,521.0,631.0,631.0,0.8256735340729001
2023-02-09 02:00:00+00:00,Amer,2023-02-09 01:00:00+00:00,521.0,631.0,631.0,0.8256735340729001
2023-02-18 21:30:00+00:00,Amer,2023-02-18 21:15:00+00:00,0.0,631.0,631.0,0.0
2023-03-23 22:45:00+00:00,Amer,2023-02-18 21:30:00+00:00,0.0,631.0,631.0,0.0
2023-04-05 10:00:00+00:00,Amer,2023-04-05 08:00:00+00:00,181.0,631.0,631.0,0.2868462757527734
2023-04-12 08:30:00+00:00,Amer,2023-04-12 07:30:00+00:00,495.0,631.0,631.0,0.7844690966719493
2023-04-13 08:30:00+00:00,Amer,2023-04-13 02:00:00+00:00,0.0,631.0,631.0,0.0
2023-04-14 00:15:00+00:00,Amer,2023-04-13 18:15:00+00:00,275.0,631.0,631.0,0.4358161648177496
2023-04-16 17:00:00+00:00,Amer,2023-04-16 11:00:00+00:00,500.0,631.0,631.0,0.7923930269413629
2023-04-20 13:00:00+00:00,Amer,2023-04-18 01:00:00+00:00,325.0,631.0,631.0,0.5150554675118859
2023-04-21 16:15:00+00:00,Amer,2023-04-21 15:15:00+00:00,531.0,631.0,631.0,0.8415213946117274
2023-04-21 18:30:00+00:00,Amer,2023-04-21 18:15:00+00:00,0.0,631.0,631.0,0.0
2023-04-21 19:45:00+00:00,Amer,2023-04-21 18:30:00+00:00,0.0,631.0,631.0,0.0
2023-04-21 21:45:00+00:00,Amer,2023-04-21 20:15:00+00:00,281.0,631.0,631.0,0.44532488114104596
2023-04-21 23:00:00+00:00,Amer,2023-04-21 21:45:00+00:00,462.0,631.0,631.0,0.7321711568938193
2023-04-22 02:15:00+00:00,Amer,2023-04-22 01:00:00+00:00,462.0,631.0,631.0,0.7321711568938193
2023-05-05 05:00:00+00:00,Amer,2023-05-05 04:00:00+00:00,521.0,631.0,631.0,0.8256735340729001
2023-05-05 17:00:00+00:00,Amer,2023-05-05 12:45:00+00:00,466.0,631.0,631.0,0.7385103011093502
2023-05-22 15:00:00+00:00,Amer,2023-05-22 11:00:00+00:00,440.0,631.0,631.0,0.6973058637083994
2023-05-23 14:00:00+00:00,Amer,2023-05-23 11:00:00+00:00,440.0,631.0,631.0,0.6973058637083994
2023-05-24 15:00:00+00:00,Amer,2023-05-24 04:00:00+00:00,514.0,631.0,631.0,0.8145800316957211
2023-05-25 22:30:00+00:00,Amer,2023-05-25 19:45:00+00:00,451.0,631.0,631.0,0.7147385103011094
2023-07-17 13:15:00+00:00,Amer,2023-05-26 13:00:00+00:00,0.0,631.0,631.0,0.0
2023-07-17 13:30:00+00:00,Amer,2023-07-17 13:15:00+00:00,0.0,631.0,631.0,0.0
2023-08-07 16:00:00+00:00,Amer,2023-07-17 13:30:00+00:00,0.0,631.0,631.0,0.0
2023-08-07 21:00:00+00:00,Amer,2023-08-07 18:45:00+00:00,130.0,631.0,631.0,0.20602218700475436
2023-08-08 00:45:00+00:00,Amer,2023-08-07 21:00:00+00:00,331.0,631.0,631.0,0.5245641838351822
2023-08-08 01:00:00+00:00,Amer,2023-08-08 00:45:00+00:00,331.0,631.0,631.0,0.5245641838351822
2023-08-08 01:00:00+00:00,Amer,2023-08-08 01:00:00+00:00,280.0,631.0,631.0,0.4437400950871632
2023-08-09 12:00:00+00:00,Amer,2023-08-08 01:00:00+00:00,280.0,631.0,631.0,0.4437400950871632
2023-08-09 12:00:00+00:00,Amer,2023-08-09 12:00:00+00:00,390.0,631.0,631.0,0.618066561014263
2023-08-09 13:30:00+00:00,Amer,2023-08-09 12:15:00+00:00,191.0,631.0,631.0,0.30269413629160064
2023-08-09 15:00:00+00:00,Amer,2023-08-09 13:30:00+00:00,308.0,631.0,631.0,0.48811410459587956
2023-08-10 00:30:00+00:00,Amer,2023-08-09 23:30:00+00:00,461.0,631.0,631.0,0.7305863708399366
2023-08-10 07:15:00+00:00,Amer,2023-08-10 01:30:00+00:00,443.0,631.0,631.0,0.7020602218700476
2023-08-10 07:30:00+00:00,Amer,2023-08-10 07:15:00+00:00,523.0,631.0,631.0,0.8288431061806656
2023-08-11 10:00:00+00:00,Amer,2023-08-11 01:00:00+00:00,1590.0,1893.0,631.0,0.8399366085578447
2023-08-13 12:30:00+00:00,Amer,2023-08-12 16:00:00+00:00,473.0,631.0,631.0,0.7496038034865293
2023-08-13 12:45:00+00:00,Amer,2023-08-13 12:30:00+00:00,509.0,631.0,631.0,0.8066561014263075
2023-08-14 01:30:00+00:00,Amer,2023-08-13 12:45:00+00:00,509.0,631.0,631.0,0.8066561014263075
2023-08-16 06:00:00+00:00,Amer,2023-08-14 01:30:00+00:00,530.0,631.0,631.0,0.8399366085578447
2023-08-17 13:00:00+00:00,Amer,2023-08-16 06:00:00+00:00,457.0,631.0,631.0,0.7242472266244057
2023-08-17 18:00:00+00:00,Amer,2023-08-17 16:15:00+00:00,476.0,631.0,631.0,0.7543581616481775
2023-08-17 22:00:00+00:00,Amer,2023-08-17 19:30:00+00:00,520.0,631.0,631.0,0.8240887480190174
