end,production_resource_name,start,avail_qty,nominal_power
2023-01-04 10:15:00+00:00,Bełchatów,2023-01-04 10:00:00+00:00,200.0,380.0
2023-01-04 10:30:00+00:00,Bełchatów,2023-01-04 10:15:00+00:00,200.0,380.0
2023-01-04 11:00:00+00:00,Bełchatów,2023-01-04 10:30:00+00:00,200.0,380.0
2023-01-04 15:00:00+00:00,Bełchatów,2023-01-04 11:00:00+00:00,200.0,380.0
2023-01-04 15:15:00+00:00,Bełchatów,2023-01-04 15:00:00+00:00,270.0,380.0
2023-01-04 15:30:00+00:00,Bełchatów,2023-01-04 15:15:00+00:00,270.0,380.0
2023-01-04 16:00:00+00:00,Bełchatów,2023-01-04 15:30:00+00:00,270.0,380.0
2023-01-04 20:00:00+00:00,Bełchatów,2023-01-04 16:00:00+00:00,270.0,380.0
2023-01-05 23:15:00+00:00,Bełchatów,2023-01-05 23:00:00+00:00,0.0,394.0
2023-01-05 23:30:00+00:00,Bełchatów,2023-01-05 23:15:00+00:00,0.0,394.0
2023-01-06 00:00:00+00:00,Bełchatów,2023-01-05 23:30:00+00:00,0.0,394.0
2023-01-08 23:00:00+00:00,Bełchatów,2023-01-06 07:45:00+00:00,0.0,4654.0
2023-01-06 07:45:00+00:00,Bełchatów,2023-01-06 00:00:00+00:00,0.0,394.0
2023-01-18 14:45:00+00:00,Bełchatów,2023-01-18 14:30:00+00:00,0.0,390.0
2023-01-18 15:00:00+00:00,Bełchatów,2023-01-18 14:45:00+00:00,0.0,390.0
2023-01-18 23:00:00+00:00,Bełchatów,2023-01-18 15:00:00+00:00,0.0,390.0
2023-01-18 23:15:00+00:00,Bełchatów,2023-01-18 23:00:00+00:00,0.0,390.0
2023-01-18 23:30:00+00:00,Bełchatów,2023-01-18 23:15:00+00:00,0.0,390.0
2023-01-19 00:00:00+00:00,Bełchatów,2023-01-18 23:30:00+00:00,0.0,390.0
2023-01-20 09:00:00+00:00,Bełchatów,2023-01-19 00:00:00+00:00,0.0,390.0
2023-01-20 23:15:00+00:00,Bełchatów,2023-01-20 23:00:00+00:00,0.0,394.0
2023-01-20 23:30:00+00:00,Bełchatów,2023-01-20 23:15:00+00:00,0.0,394.0
2023-01-21 00:00:00+00:00,Bełchatów,2023-01-20 23:30:00+00:00,0.0,394.0
2023-01-21 20:00:00+00:00,Bełchatów,2023-01-21 06:00:00+00:00,4200.0,6394.0
2023-01-21 06:00:00+00:00,Bełchatów,2023-01-21 00:00:00+00:00,0.0,394.0
2023-01-22 23:00:00+00:00,Bełchatów,2023-01-21 20:00:00+00:00,0.0,394.0
2023-01-26 21:45:00+00:00,Bełchatów,2023-01-26 21:30:00+00:00,0.0,390.0
2023-01-26 22:00:00+00:00,Bełchatów,2023-01-26 21:45:00+00:00,0.0,390.0
2023-01-29 05:00:00+00:00,Bełchatów,2023-01-26 22:00:00+00:00,0.0,390.0
2023-01-29 05:00:00+00:00,Bełchatów,2023-01-29 05:00:00+00:00,0.0,390.0
2023-02-05 00:00:00+00:00,Bełchatów,2023-02-04 23:45:00+00:00,0.0,370.0
2023-02-18 13:00:00+00:00,Bełchatów,2023-02-10 23:00:00+00:00,0.0,6566.0
2023-02-10 23:00:00+00:00,Bełchatów,2023-02-05 00:00:00+00:00,0.0,370.0
2023-02-18 14:00:00+00:00,Bełchatów,2023-02-18 13:45:00+00:00,0.0,390.0
2023-02-18 19:00:00+00:00,Bełchatów,2023-02-18 14:00:00+00:00,0.0,390.0
2023-02-18 23:15:00+00:00,Bełchatów,2023-02-18 23:00:00+00:00,0.0,390.0
2023-02-18 23:30:00+00:00,Bełchatów,2023-02-18 23:15:00+00:00,0.0,390.0
2023-02-19 00:00:00+00:00,Bełchatów,2023-02-18 23:30:00+00:00,0.0,390.0
2023-03-26 18:00:00+00:00,Bełchatów,2023-02-20 00:00:00+00:00,132165.93899999998,207782.0
2023-02-20 00:00:00+00:00,Bełchatów,2023-02-19 00:00:00+00:00,0.0,390.0
2023-03-26 18:00:00+00:00,Bełchatów,2023-03-26 18:00:00+00:00,0.0,390.0
2023-03-26 22:15:00+00:00,Bełchatów,2023-03-26 22:00:00+00:00,565.617,784.0
2023-03-26 22:30:00+00:00,Bełchatów,2023-03-26 22:15:00+00:00,565.617,784.0
2023-03-26 23:00:00+00:00,Bełchatów,2023-03-26 22:30:00+00:00,565.617,784.0
2023-03-27 04:00:00+00:00,Bełchatów,2023-03-26 23:00:00+00:00,565.617,784.0
2023-03-27 22:15:00+00:00,Bełchatów,2023-03-27 22:00:00+00:00,2091.499,2788.0
2023-03-27 22:30:00+00:00,Bełchatów,2023-03-27 22:15:00+00:00,2091.499,2788.0
2023-03-27 23:00:00+00:00,Bełchatów,2023-03-27 22:30:00+00:00,2091.499,2788.0
2023-03-30 14:00:00+00:00,Bełchatów,2023-03-27 23:00:00+00:00,2091.499,4348.0
2023-03-30 22:00:00+00:00,Bełchatów,2023-03-30 14:00:00+00:00,706.394,858.0
2023-04-04 11:30:00+00:00,Bełchatów,2023-04-04 11:15:00+00:00,0.0,380.0
2023-04-04 12:00:00+00:00,Bełchatów,2023-04-04 11:30:00+00:00,0.0,380.0
2023-04-04 22:00:00+00:00,Bełchatów,2023-04-04 12:00:00+00:00,0.0,380.0
2023-04-04 22:15:00+00:00,Bełchatów,2023-04-04 22:00:00+00:00,1390.439,2314.0
2023-04-04 22:30:00+00:00,Bełchatów,2023-04-04 22:15:00+00:00,1390.439,2314.0
2023-04-04 23:00:00+00:00,Bełchatów,2023-04-04 22:30:00+00:00,1390.439,2314.0
2023-04-05 04:00:00+00:00,Bełchatów,2023-04-04 23:00:00+00:00,1390.439,2314.0
2023-04-05 21:45:00+00:00,Bełchatów,2023-04-05 21:30:00+00:00,0.0,390.0
2023-04-05 22:00:00+00:00,Bełchatów,2023-04-05 21:45:00+00:00,0.0,390.0
2023-04-09 04:00:00+00:00,Bełchatów,2023-04-05 22:00:00+00:00,22085.66,31198.0
2023-04-10 22:00:00+00:00,Bełchatów,2023-04-09 04:00:00+00:00,0.0,390.0
2023-04-10 22:15:00+00:00,Bełchatów,2023-04-10 22:00:00+00:00,0.0,390.0
2023-04-10 22:30:00+00:00,Bełchatów,2023-04-10 22:15:00+00:00,0.0,390.0
2023-04-10 23:00:00+00:00,Bełchatów,2023-04-10 22:30:00+00:00,0.0,390.0
2023-04-19 22:00:00+00:00,Bełchatów,2023-04-13 22:00:00+00:00,13366.252,20558.0
2023-04-13 22:00:00+00:00,Bełchatów,2023-04-10 23:00:00+00:00,0.0,390.0
2023-04-21 22:15:00+00:00,Bełchatów,2023-04-21 22:00:00+00:00,706.394,858.0
2023-04-21 22:30:00+00:00,Bełchatów,2023-04-21 22:15:00+00:00,706.394,858.0
2023-04-21 23:00:00+00:00,Bełchatów,2023-04-21 22:30:00+00:00,706.394,858.0
2023-04-24 22:00:00+00:00,Bełchatów,2023-04-21 23:00:00+00:00,706.394,858.0
2023-04-25 10:15:00+00:00,Bełchatów,2023-04-25 10:00:00+00:00,204.804,390.0
2023-04-25 10:30:00+00:00,Bełchatów,2023-04-25 10:15:00+00:00,204.804,390.0
2023-04-25 11:00:00+00:00,Bełchatów,2023-04-25 10:30:00+00:00,204.804,390.0
2023-04-25 14:00:00+00:00,Bełchatów,2023-04-25 11:00:00+00:00,204.804,390.0
2023-04-28 22:15:00+00:00,Bełchatów,2023-04-28 22:00:00+00:00,0.0,858.0
2023-04-28 22:30:00+00:00,Bełchatów,2023-04-28 22:15:00+00:00,0.0,858.0
2023-04-28 23:00:00+00:00,Bełchatów,2023-04-28 22:30:00+00:00,0.0,858.0
2023-04-30 23:00:00+00:00,Bełchatów,2023-04-28 23:00:00+00:00,0.0,858.0
2023-04-30 23:00:00+00:00,Bełchatów,2023-04-30 23:00:00+00:00,0.0,858.0
2023-05-05 21:30:00+00:00,Bełchatów,2023-05-05 21:15:00+00:00,0.0,390.0
2023-05-05 22:00:00+00:00,Bełchatów,2023-05-05 21:30:00+00:00,0.0,390.0
2023-09-02 17:00:00+00:00,Bełchatów,2023-05-13 20:00:00+00:00,174334.43199999997,317996.0
2023-05-13 20:00:00+00:00,Bełchatów,2023-05-05 22:00:00+00:00,0.0,390.0
2023-09-02 17:30:00+00:00,Bełchatów,2023-09-02 17:00:00+00:00,0.0,390.0
2023-09-02 17:45:00+00:00,Bełchatów,2023-09-02 17:30:00+00:00,0.0,390.0
2023-09-02 17:45:00+00:00,Bełchatów,2023-09-02 17:45:00+00:00,0.0,390.0
2023-09-02 22:15:00+00:00,Bełchatów,2023-09-02 22:00:00+00:00,0.0,380.0
2023-09-02 22:30:00+00:00,Bełchatów,2023-09-02 22:15:00+00:00,0.0,380.0
2023-09-02 23:00:00+00:00,Bełchatów,2023-09-02 22:30:00+00:00,0.0,380.0
2023-09-03 21:45:00+00:00,Bełchatów,2023-09-03 04:00:00+00:00,0.0,2744.0
2023-09-03 04:00:00+00:00,Bełchatów,2023-09-02 23:00:00+00:00,0.0,380.0
2023-09-04 00:00:00+00:00,Bełchatów,2023-09-03 21:45:00+00:00,0.0,380.0
2023-09-04 00:15:00+00:00,Bełchatów,2023-09-04 00:00:00+00:00,0.0,380.0
2023-09-04 00:30:00+00:00,Bełchatów,2023-09-04 00:15:00+00:00,0.0,380.0
2023-09-07 22:15:00+00:00,Bełchatów,2023-09-07 22:00:00+00:00,1528.021,2310.0
2023-09-07 22:30:00+00:00,Bełchatów,2023-09-07 22:15:00+00:00,1528.021,2310.0
2023-09-07 23:00:00+00:00,Bełchatów,2023-09-07 22:30:00+00:00,1528.021,2310.0
2023-09-08 04:00:00+00:00,Bełchatów,2023-09-07 23:00:00+00:00,1528.021,2310.0
2023-09-13 07:15:00+00:00,Bełchatów,2023-09-13 07:15:00+00:00,0.0,380.0
2023-09-13 07:30:00+00:00,Bełchatów,2023-09-13 07:15:00+00:00,0.0,380.0
2023-09-13 08:00:00+00:00,Bełchatów,2023-09-13 07:30:00+00:00,0.0,380.0
2023-09-13 09:00:00+00:00,Bełchatów,2023-09-13 08:00:00+00:00,0.0,380.0
2023-09-13 09:30:00+00:00,Bełchatów,2023-09-13 09:00:00+00:00,0.0,380.0
2023-09-13 09:45:00+00:00,Bełchatów,2023-09-13 09:30:00+00:00,0.0,380.0
2023-09-13 09:45:00+00:00,Bełchatów,2023-09-13 09:45:00+00:00,0.0,380.0
2023-09-14 03:15:00+00:00,Bełchatów,2023-09-14 03:15:00+00:00,0.0,370.0
2023-09-14 03:30:00+00:00,Bełchatów,2023-09-14 03:15:00+00:00,0.0,370.0
2023-09-14 04:00:00+00:00,Bełchatów,2023-09-14 03:30:00+00:00,0.0,370.0
2023-09-14 22:00:00+00:00,Bełchatów,2023-09-14 04:00:00+00:00,0.0,370.0
2023-09-14 22:15:00+00:00,Bełchatów,2023-09-14 22:00:00+00:00,0.0,370.0
2023-09-14 22:30:00+00:00,Bełchatów,2023-09-14 22:15:00+00:00,0.0,370.0
2023-09-14 23:00:00+00:00,Bełchatów,2023-09-14 22:30:00+00:00,0.0,370.0
2023-09-17 11:00:00+00:00,Bełchatów,2023-09-15 22:15:00+00:00,0.0,3030.0
2023-09-15 22:15:00+00:00,Bełchatów,2023-09-14 23:00:00+00:00,0.0,370.0
2023-09-17 11:15:00+00:00,Bełchatów,2023-09-17 11:00:00+00:00,0.0,370.0
2023-09-19 05:15:00+00:00,Bełchatów,2023-09-19 05:00:00+00:00,0.0,380.0
2023-09-19 05:30:00+00:00,Bełchatów,2023-09-19 05:15:00+00:00,0.0,380.0
2023-09-21 01:30:00+00:00,Bełchatów,2023-09-21 01:00:00+00:00,0.0,380.0
2023-09-21 01:45:00+00:00,Bełchatów,2023-09-21 01:30:00+00:00,0.0,380.0
2023-09-21 01:45:00+00:00,Bełchatów,2023-09-21 01:45:00+00:00,0.0,380.0
2023-09-21 22:15:00+00:00,Bełchatów,2023-09-21 22:00:00+00:00,1531.414,2314.0
2023-09-21 22:30:00+00:00,Bełchatów,2023-09-21 22:15:00+00:00,1531.414,2314.0
2023-09-21 23:00:00+00:00,Bełchatów,2023-09-21 22:30:00+00:00,1531.414,2314.0
2023-09-22 04:00:00+00:00,Bełchatów,2023-09-21 23:00:00+00:00,1531.414,2314.0
2023-09-22 22:15:00+00:00,Bełchatów,2023-09-22 22:00:00+00:00,1541.722,2324.0
2023-09-22 22:30:00+00:00,Bełchatów,2023-09-22 22:15:00+00:00,1541.722,2704.0
2023-09-22 22:15:00+00:00,Bełchatów,2023-09-22 22:15:00+00:00,0.0,380.0
2023-09-22 23:00:00+00:00,Bełchatów,2023-09-22 22:30:00+00:00,1541.722,2704.0
2023-09-23 04:00:00+00:00,Bełchatów,2023-09-22 23:00:00+00:00,1541.722,2704.0
2023-09-24 15:00:00+00:00,Bełchatów,2023-09-23 04:00:00+00:00,0.0,380.0
2023-09-24 15:30:00+00:00,Bełchatów,2023-09-24 15:00:00+00:00,0.0,380.0
2023-09-24 15:45:00+00:00,Bełchatów,2023-09-24 15:30:00+00:00,0.0,380.0
2023-09-24 16:00:00+00:00,Bełchatów,2023-09-24 15:45:00+00:00,0.0,380.0
2023-09-24 22:15:00+00:00,Bełchatów,2023-09-24 22:00:00+00:00,1942.906,2704.0
2023-09-24 22:30:00+00:00,Bełchatów,2023-09-24 22:15:00+00:00,1942.906,2704.0
2023-09-24 23:00:00+00:00,Bełchatów,2023-09-24 22:30:00+00:00,1942.906,2704.0
2023-09-25 04:00:00+00:00,Bełchatów,2023-09-24 23:00:00+00:00,1942.906,2704.0
2023-09-29 22:15:00+00:00,Bełchatów,2023-09-29 22:15:00+00:00,0.0,380.0
2023-09-29 22:30:00+00:00,Bełchatów,2023-09-29 22:15:00+00:00,0.0,380.0
2023-09-29 23:00:00+00:00,Bełchatów,2023-09-29 22:30:00+00:00,0.0,380.0
2023-09-30 14:00:00+00:00,Bełchatów,2023-09-30 09:00:00+00:00,960.0,1860.0
2023-09-30 09:00:00+00:00,Bełchatów,2023-09-29 23:00:00+00:00,0.0,380.0
2023-10-01 20:00:00+00:00,Bełchatów,2023-09-30 14:00:00+00:00,0.0,380.0
2023-10-01 20:30:00+00:00,Bełchatów,2023-10-01 20:00:00+00:00,0.0,380.0
2023-10-01 20:45:00+00:00,Bełchatów,2023-10-01 20:30:00+00:00,0.0,380.0
2023-10-01 21:00:00+00:00,Bełchatów,2023-10-01 20:45:00+00:00,0.0,380.0
2023-10-03 08:15:00+00:00,Bełchatów,2023-10-03 08:00:00+00:00,240.0,370.0
2023-10-03 08:30:00+00:00,Bełchatów,2023-10-03 08:15:00+00:00,240.0,370.0
2023-10-03 09:00:00+00:00,Bełchatów,2023-10-03 08:30:00+00:00,240.0,370.0
2023-10-03 12:00:00+00:00,Bełchatów,2023-10-03 09:00:00+00:00,240.0,370.0
2023-10-04 22:15:00+00:00,Bełchatów,2023-10-04 22:00:00+00:00,0.0,390.0
2023-10-04 22:30:00+00:00,Bełchatów,2023-10-04 22:15:00+00:00,0.0,390.0
2023-10-04 23:00:00+00:00,Bełchatów,2023-10-04 22:30:00+00:00,0.0,390.0
2023-10-05 16:00:00+00:00,Bełchatów,2023-10-05 07:00:00+00:00,1800.0,3010.0
2023-10-05 07:00:00+00:00,Bełchatów,2023-10-04 23:00:00+00:00,0.0,390.0
2023-10-06 05:00:00+00:00,Bełchatów,2023-10-05 16:00:00+00:00,0.0,390.0
2023-10-06 05:15:00+00:00,Bełchatów,2023-10-06 05:00:00+00:00,0.0,390.0
2023-10-06 05:30:00+00:00,Bełchatów,2023-10-06 05:15:00+00:00,0.0,390.0
2023-10-06 22:15:00+00:00,Bełchatów,2023-10-06 22:00:00+00:00,1625.591,2310.0
