00:00 - 01:00,159,,n/e,n/e,n/e,n/e,1637,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,347,,39,,n/e,n/e,n/e,n/e,2376,,673,,n/e,n/e,0,,258,,500,,305,
01:00 - 02:00,159,,n/e,n/e,n/e,n/e,1587,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,298,,40,,n/e,n/e,n/e,n/e,2383,,631,,n/e,n/e,0,,259,,554,,292,
02:00 - 03:00,162,,n/e,n/e,n/e,n/e,1598,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,197,39,,n/e,n/e,n/e,n/e,2413,,619,,n/e,n/e,0,,255,,511,,343,
03:00 - 04:00,165,,n/e,n/e,n/e,n/e,1535,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,478,37,,n/e,n/e,n/e,n/e,2416,,619,,n/e,n/e,0,,254,,609,,392,
04:00 - 05:00,168,,n/e,n/e,n/e,n/e,1566,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,250,34,,n/e,n/e,n/e,n/e,2438,,633,,n/e,n/e,0,,259,,640,,371,
05:00 - 06:00,165,,n/e,n/e,n/e,n/e,1501,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,209,35,,n/e,n/e,n/e,n/e,2451,,652,,n/e,n/e,0,,262,,802,,412,
06:00 - 07:00,165,,n/e,n/e,n/e,n/e,1602,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,36,35,,n/e,n/e,n/e,n/e,2449,,667,,n/e,n/e,0,,280,,875,,443,
07:00 - 08:00,163,,n/e,n/e,n/e,n/e,1652,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,,14,35,,n/e,n/e,n/e,n/e,2449,,665,,n/e,n/e,0,,292,,792,,364,
08:00 - 09:00,163,,n/e,n/e,n/e,n/e,1677,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,103,,35,,n/e,n/e,n/e,n/e,2452,,679,,n/e,n/e,13,,289,,678,,398,
09:00 - 10:00,167,,n/e,n/e,n/e,n/e,1612,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,194,,37,,n/e,n/e,n/e,n/e,2464,,690,,n/e,n/e,66,,286,,819,,422,
10:00 - 11:00,165,,n/e,n/e,n/e,n/e,1698,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,584,,38,,n/e,n/e,n/e,n/e,2494,,692,,n/e,n/e,126,,287,,678,,451,
11:00 - 12:00,168,,n/e,n/e,n/e,n/e,1721,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,653,,38,,n/e,n/e,n/e,n/e,2532,,715,,n/e,n/e,121,,287,,815,,504,
12:00 - 13:00,169,,n/e,n/e,n/e,n/e,1919,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,270,,37,,n/e,n/e,n/e,n/e,2567,,715,,n/e,n/e,90,,286,,774,,489,
13:00 - 14:00,156,,n/e,n/e,n/e,n/e,1865,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,396,,38,,n/e,n/e,n/e,n/e,2570,,770,,n/e,n/e,70,,289,,594,,419,
14:00 - 15:00,156,,n/e,n/e,n/e,n/e,2015,,0,,0,,n/e,n/e,n/e,n/e,n/e,n/e,65,,38,,n/e,n/e,n/e,n/e,2573,,792,,n/e,n/e,54,,289,,664,,430,
