Week 01,3374509,2863629,2983838,3036299,3290402,3208963,2522113,2205127,3216474
Week 02,3477282,2796794,2954809,2704739,3127104,3117284,2462212,2202106,3053817
Week 03,3417821,2597249,2897498,2593794,2982378,3011527,2388624,2233303,2926584
Week 04,3294486,2528181,2804976,2490190,2857100,2982901,2195808,2240372,2778409
Week 05,3132372,2325391,2696788,2473671,2761989,2886318,2115744,2247612,2619505
Week 06,3088368,2368472,2606824,2517152,2663254,2831034,2034082,2077650,2521816
Week 07,3097336,2345618,2523214,2469445,2591666,2709823,1972757,2031607,2440737
Week 08,3071684,2119976,2439964,2392672,2507106,2591988,2135854,1987496,2334937
Week 09,2912456,2235214,2342729,2313400,2432371,2470744,2078922,2006272,2337521
Week 10,2877488,2232200,2336355,2254138,2330923,2362042,1839557,1841496,2282945
Week 11,2812377,2243886,2398007,2223447,2306813,2262471,1837814,1864529,2233150
Week 12,2790665,2178201,2427766,2223185,2301744,2205432,1850567,1885022,2141587
Week 13,2713632,2171412,2431642,2224171,2308465,2177522,1850487,1935619,2088700
Week 14,2699586,2151520,2395419,2213155,2344283,2196030,1880822,1974610,2121725
Week 15,2747284,2151520,2392053,2226789,2386071,2138508,1910548,2030668,2164741
Week 16,2783594,2142510,2471908,2238218,2435944,2106126,1973753,2092457,2136364
Week 17,2774551,2269308,2618231,2235118,2536276,2136963,2008697,2174434,2035021
Week 18,2821558,2207607,2771515,2385351,2689170,2224786,2063417,2358161,2107756
Week 19,2752590,2246873,3028291,2415405,2800064,2369558,2197607,2524475,2160930
Week 20,2903655,2372050,3181651,2447059,3015455,2476447,2419503,2689166,2330995
Week 21,3005766,2541644,3304250,2592740,3293225,2511966,2576437,2888296,2450927
Week 22,2932447,2741695,3601830,2765628,3416423,2665591,2663424,3122609,2561825
Week 23,3218069,2876456,3877704,2922566,3505076,2879527,2741659,3293271,2820329
Week 24,3660455,3302722,4095425,3356910,3691662,3071905,2719187,3440806,3096094
Week 25,3902844,3469528,4284428,3699271,3756357,3311711,2670227,3602877,3368471
Week 26,4230585,3571075,4352254,3844951,3781221,3437892,2852027,3689398,3596013
Week 27,4327272,3590722,4358876,4066554,3956998,3472173,2681877,3726987,3726942
Week 28,4397487,3775123,4394693,4112154,4021252,3594350,2614979,3802050,3855592
Week 29,4408894,3784178,4389890,4119959,3991002,3598387,2614979,3755194,3819275
Week 30,4318213,3769144,4360189,4119282,3942383,3597507,2377336,3726084,3732687
Week 31,4374477,3651815,4247874,4114254,3923114,3622011,2361321,3645141,3635111
Week 32,4373600,3678478,4216926,4105847,3846485,3656351,2336672,3529389,-
Week 33,4389058,3702793,4161624,4074133,3854953,3577435,2341979,3481729,-
Week 34,4407545,3723749,4131880,4025899,3807057,3444990,2319283,3450786,-
Week 35,4374239,3626203,4098241,3938394,3825828,3259127,2283430,3534188,-
Week 36,4294015,3646282,4046281,3850573,N/A,3161635,2287671,3457214,-
Week 37,4272130,3647431,3948743,3788557,3755156,3099562,2289541,3365511,-
Week 38,4133212,3628901,3868229,3659235,3610980,3088420,2269171,3433155,-
Week 39,4053335,3536488,3783062,3496676,3511266,3001807,2222284,3401435,-
Week 40,3954214,3442115,3675600,3372804,3575840,3108077,2207775,3336157,-
Week 41,3864829,3411510,3613699,3358775,3720602,3060785,2185858,3276952,-
Week 42,3792080,3330403,3534722,3317804,3666317,2986852,2217213,3391787,-
Week 43,3773818,3269566,3529871,3496510,3604714,2932073,2355750,3494647,-
Week 44,3689160,3228481,3746214,3570899,3640905,2873496,2369320,3663559,-
Week 45,3719724,3162275,3860475,3565581,3602464,2871634,2340800,3598085,-
Week 46,3711690,3109341,3869622,3605834,3519272,2779262,2311316,3571995,-
Week 47,3623384,3060486,3756103,3641823,3415110,2767351,2297352,3511090,-
Week 48,3533090,3008002,3656264,3584183,3325664,2776654,2270509,3539528,-
Week 49,3533090,2958478,3578689,3453395,3284366,2831420,2249585,3484863,-
Week 50,3436680,2972148,3439210,3313876,3368023,2830287,2239061,3424733,-
Week 51,3436680,2995033,3318241,3248640,3316442,2807977,2265916,3343648,-
Week 52,3098054,2968208,3236505,3283708,3244488,2650006,2234005,3280575,-
Week 53,,,,,3270448,,,,
