00:00 - 01:00,0,,n/e,n/e,n/e,n/e,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1622,,7577,,n/e,n/e,n/e,n/e,0,,31,,n/e,n/e,35,,n/e,n/e,3541,
01:00 - 02:00,0,,n/e,n/e,n/e,n/e,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,81,,1614,,6844,,n/e,n/e,n/e,n/e,0,,32,,n/e,n/e,34,,n/e,n/e,3556,
02:00 - 03:00,0,,n/e,n/e,n/e,n/e,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1622,,5959,,n/e,n/e,n/e,n/e,0,,28,,n/e,n/e,29,,n/e,n/e,3577,
03:00 - 04:00,0,,n/e,n/e,n/e,n/e,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,84,,1598,,6000,,n/e,n/e,n/e,n/e,0,,30,,n/e,n/e,28,,n/e,n/e,3528,
04:00 - 05:00,0,,n/e,n/e,n/e,n/e,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,83,,1611,,6526,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,28,,n/e,n/e,3589,
05:00 - 06:00,0,,n/e,n/e,n/e,n/e,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,83,,1610,,6894,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,29,,n/e,n/e,3584,
06:00 - 07:00,0,,n/e,n/e,n/e,n/e,191,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1645,,7174,,n/e,n/e,n/e,n/e,0,,27,,n/e,n/e,30,,n/e,n/e,3529,
07:00 - 08:00,0,,n/e,n/e,n/e,n/e,192,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1659,,6992,,n/e,n/e,n/e,n/e,0,,27,,n/e,n/e,33,,n/e,n/e,3554,
08:00 - 09:00,0,,n/e,n/e,n/e,n/e,193,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1716,,7455,,n/e,n/e,n/e,n/e,0,,27,,n/e,n/e,34,,n/e,n/e,3525,
09:00 - 10:00,0,,n/e,n/e,n/e,n/e,194,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,1765,,7924,,n/e,n/e,n/e,n/e,0,,29,,n/e,n/e,33,,n/e,n/e,3696,
