00:00 - 01:00,282,,n/e,n/e,n/e,n/e,1091,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,144,,6,,n/e,n/e,n/e,n/e,5964,,488,,n/e,n/e,0,,252,,1877,,566,
01:00 - 02:00,280,,n/e,n/e,n/e,n/e,1009,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,566,6,,n/e,n/e,n/e,n/e,5965,,437,,n/e,n/e,0,,251,,1841,,464,
02:00 - 03:00,224,,n/e,n/e,n/e,n/e,1076,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,895,6,,n/e,n/e,n/e,n/e,5967,,456,,n/e,n/e,0,,252,,1454,,408,
03:00 - 04:00,213,,n/e,n/e,n/e,n/e,1036,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,892,5,,n/e,n/e,n/e,n/e,5968,,477,,n/e,n/e,0,,255,,1424,,339,
04:00 - 05:00,223,,n/e,n/e,n/e,n/e,1002,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,969,5,,n/e,n/e,n/e,n/e,5968,,463,,n/e,n/e,0,,257,,1451,,423,
05:00 - 06:00,284,,n/e,n/e,n/e,n/e,1080,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,933,5,,n/e,n/e,n/e,n/e,5967,,460,,n/e,n/e,0,,257,,1372,,437,
06:00 - 07:00,262,,n/e,n/e,n/e,n/e,1078,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,,244,5,,n/e,n/e,n/e,n/e,5968,,498,,n/e,n/e,0,,256,,1266,,574,
07:00 - 08:00,255,,n/e,n/e,n/e,n/e,1070,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,110,,5,,n/e,n/e,n/e,n/e,5970,,517,,n/e,n/e,0,,255,,1518,,660,
08:00 - 09:00,258,,n/e,n/e,n/e,n/e,1114,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,117,,5,,n/e,n/e,n/e,n/e,5971,,532,,n/e,n/e,0,,254,,1464,,634,
09:00 - 10:00,259,,n/e,n/e,n/e,n/e,1167,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,295,,5,,n/e,n/e,n/e,n/e,5972,,618,,n/e,n/e,0,,257,,1438,,604,
10:00 - 11:00,258,,n/e,n/e,n/e,n/e,1136,,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,122,,5,,n/e,n/e,n/e,n/e,5972,,695,,n/e,n/e,120,,266,,1739,,660,
