00:00 - 01:00,430,,n/e,n/e,n/e,n/e,2234,,44,,175,,n/e,n/e,n/e,n/e,n/e,n/e,,952,5145,,1047,,n/e,n/e,25617,,n/e,n/e,n/e,n/e,0,,131,,n/e,n/e,14803,
01:00 - 02:00,427,,n/e,n/e,n/e,n/e,2235,,44,,196,,n/e,n/e,n/e,n/e,n/e,n/e,,924,4833,,591,,n/e,n/e,25779,,n/e,n/e,n/e,n/e,0,,133,,n/e,n/e,14137,
02:00 - 03:00,424,,n/e,n/e,n/e,n/e,2253,,44,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,1331,4849,,607,,n/e,n/e,25620,,n/e,n/e,n/e,n/e,0,,135,,n/e,n/e,11777,
03:00 - 04:00,426,,n/e,n/e,n/e,n/e,2243,,44,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,1192,4853,,37,,n/e,n/e,25066,,n/e,n/e,n/e,n/e,0,,136,,n/e,n/e,11437,
04:00 - 05:00,424,,n/e,n/e,n/e,n/e,2306,,45,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,1295,4715,,,21,n/e,n/e,24502,,n/e,n/e,n/e,n/e,0,,136,,n/e,n/e,11087,
05:00 - 06:00,424,,n/e,n/e,n/e,n/e,2254,,45,,202,,n/e,n/e,n/e,n/e,n/e,n/e,,2486,4571,,,261,n/e,n/e,24423,,n/e,n/e,n/e,n/e,0,,136,,n/e,n/e,10718,
06:00 - 07:00,419,,n/e,n/e,n/e,n/e,2251,,45,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,3168,4524,,,188,n/e,n/e,24536,,n/e,n/e,n/e,n/e,0,,138,,n/e,n/e,10130,
07:00 - 08:00,423,,n/e,n/e,n/e,n/e,2257,,46,,202,,n/e,n/e,n/e,n/e,n/e,n/e,,3212,4615,,,136,n/e,n/e,24306,,n/e,n/e,n/e,n/e,0,,136,,n/e,n/e,9717,
08:00 - 09:00,426,,n/e,n/e,n/e,n/e,2439,,47,,202,,n/e,n/e,n/e,n/e,n/e,n/e,,3358,4620,,,98,n/e,n/e,24405,,n/e,n/e,n/e,n/e,0,,133,,n/e,n/e,9697,
09:00 - 10:00,425,,n/e,n/e,n/e,n/e,2479,,47,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,3181,4649,,,189,n/e,n/e,24604,,n/e,n/e,n/e,n/e,271,,132,,n/e,n/e,9141,
10:00 - 11:00,427,,n/e,n/e,n/e,n/e,2543,,49,,203,,n/e,n/e,n/e,n/e,n/e,n/e,,3097,4673,,,70,n/e,n/e,23722,,n/e,n/e,n/e,n/e,867,,132,,n/e,n/e,10077,
