Week,2023,Dispa-SET_Date
1,1.0,2023-01-01 00:00:00+00:00
2,0.8390791937438044,2023-01-08 00:00:00+00:00
3,0.4604031280978081,2023-01-15 00:00:00+00:00
4,0.4602929838087895,2023-01-22 00:00:00+00:00
5,0.4628263024562176,2023-01-29 00:00:00+00:00
6,0.5078753166648309,2023-02-05 00:00:00+00:00
7,0.4711972684216323,2023-02-12 00:00:00+00:00
8,0.5054521423064214,2023-02-19 00:00:00+00:00
9,0.5156955611851526,2023-02-26 00:00:00+00:00
10,0.5113999339134266,2023-03-05 00:00:00+00:00
11,0.5389360061680802,2023-03-12 00:00:00+00:00
12,0.3193082938649631,2023-03-19 00:00:00+00:00
13,0.5386055733010243,2023-03-26 00:00:00+00:00
14,0.7405000550721446,2023-04-02 00:00:00+00:00
15,0.7358739949333627,2023-04-09 00:00:00+00:00
16,0.5131622425377245,2023-04-16 00:00:00+00:00
17,0.3742702940852517,2023-04-23 00:00:00+00:00
18,0.4168961339354554,2023-04-30 00:00:00+00:00
19,0.4190990197158277,2023-05-07 00:00:00+00:00
20,0.3777949113338473,2023-05-14 00:00:00+00:00
21,0.3556559092411058,2023-05-21 00:00:00+00:00
22,0.2509086903844035,2023-05-28 00:00:00+00:00
23,0.2715056724308844,2023-06-04 00:00:00+00:00
24,0.2745897125234056,2023-06-11 00:00:00+00:00
25,0.3684326467672651,2023-06-18 00:00:00+00:00
26,0.3739398612181958,2023-06-25 00:00:00+00:00
27,0.4098468994382641,2023-07-02 00:00:00+00:00
28,0.3629254323163344,2023-07-09 00:00:00+00:00
29,0.3421081616918163,2023-07-16 00:00:00+00:00
30,0.3788963542240335,2023-07-23 00:00:00+00:00
31,0.4506002863751514,2023-07-30 00:00:00+00:00
32,0.5078753166648309,2023-08-06 00:00:00+00:00
33,0.3921136689062672,2023-08-13 00:00:00+00:00
34,0.2528912875867386,2023-08-20 00:00:00+00:00
35,0.351029849102324,2023-08-27 00:00:00+00:00
36,0.3754818812644564,2023-09-03 00:00:00+00:00
37,0.3575283621544223,2023-09-10 00:00:00+00:00
38,0.3704152439696002,2023-09-17 00:00:00+00:00
39,0.3350589271946249,2023-09-24 00:00:00+00:00
40,0.7396189007599956,2023-10-01 00:00:00+00:00
41,0.7843374821015531,2023-10-08 00:00:00+00:00
42,0.9043947571318428,2023-10-15 00:00:00+00:00
43,0.8014098468994383,2023-10-22 00:00:00+00:00
44,0.8879832580680692,2023-10-29 00:00:00+00:00
45,0.8079083599515365,2023-11-05 00:00:00+00:00
46,0.8419429452582884,2023-11-12 00:00:00+00:00
47,0.794360612402247,2023-11-19 00:00:00+00:00
48,0.8967948011895583,2023-11-26 00:00:00+00:00
49,0.8603370415243969,2023-12-03 00:00:00+00:00
50,0.8255314461945148,2023-12-10 00:00:00+00:00
51,0.8699195946690164,2023-12-17 00:00:00+00:00
52,0.7820244520321621,2023-12-24 00:00:00+00:00
53,0.6255094173367111,2023-12-31 00:00:00+00:00
54,0.8249807247494217,2024-01-07 00:00:00+00:00
