name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,q_set,p_dispatch_set,p_store_set,sign,carrier,spill_cost,marginal_cost,marginal_cost_quadratic,marginal_cost_storage,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge,cyclic_state_of_charge_per_period,max_hours,efficiency_store,efficiency_dispatch,standing_loss,inflow,p_nom_opt
GB0 0 PHS,GB0 0,,,440.0,0.0,False,0.0,inf,,-1.0,1.0,,0.0,,,1.0,PHS,0.0,0.010409917660902724,0.0,0.0,182698.73459185107,,,0.0,True,0,inf,0.0,False,,True,False,15.909090909090908,0.8660254037844386,0.8660254037844386,0.0,0.0,440.0
GB0 0 hydro,GB0 0,,,221.5,0.0,False,0.0,inf,,0.0,1.0,,0.0,,,1.0,hydro,0.0,0.010990716964068035,0.0,0.0,182698.73459185107,,,0.0,True,0,inf,0.0,False,,True,False,902.9345372460497,0.0,0.9,0.0,0.0,221.5
