name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
GB0 0 urban central heat load,GB0 0 urban central heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0093826714415,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 urban central heat load,GB2 0 urban central heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010353811719,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 urban central water tanks load,GB0 0 urban central water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096696728256,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 urban central water tanks load,GB2 0 urban central water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0100859775653,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 biogas load,GB0 0 biogas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104933952616,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 biogas load,GB2 0 biogas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010555538035,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 solid biomass load,GB0 0 solid biomass,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.00947495644,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 solid biomass load,GB2 0 solid biomass,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096651605395,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 solid biomass for industry load,GB0 0 solid biomass for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009941377497,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 solid biomass for industry load,GB2 0 solid biomass for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106179277454,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 gas for industry load,GB0 0 gas for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108887310794,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 gas for industry load,GB2 0 gas for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009982380962,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 shipping methanol load,GB0 0 shipping methanol,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106915050146,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 shipping methanol load,GB2 0 shipping methanol,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009912541198,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 shipping oil load,GB0 0 shipping oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090868361817,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 shipping oil load,GB2 0 shipping oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104142301207,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 naphtha for industry load,GB0 0 naphtha for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096655072343,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 naphtha for industry load,GB2 0 naphtha for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.01089423908,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 kerosene for aviation load,GB0 0 kerosene for aviation,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0093301328857,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 kerosene for aviation load,GB2 0 kerosene for aviation,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009723634531,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 process emissions load,GB0 0 process emissions,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106319321794,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 process emissions load,GB2 0 process emissions,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096459478855,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 coal for industry load,GB0 0 coal for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009811306397,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 coal for industry load,GB2 0 coal for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095146962117,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 agriculture machinery oil load,GB0 0 agriculture machinery oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009369772062,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 agriculture machinery oil load,GB2 0 agriculture machinery oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0109076368067,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 low voltage load,GB0 0 low voltage,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009743983566,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 low voltage load,GB2 0 low voltage,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0107366294205,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
