Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links H2 turbine_BE_1,0.1292061926779182,1,BE,,,GTUR,HYD,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_2,0.0646030963389591,1,BE,,,COMC,HYD,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_3,0.0323015481694795,1,BE,,,ICEN,HYD,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_BE,0.0086037714391733,1,BE,,,HBBS,ELE,0.875,36.0,18.0,0.6,0.6,4000.0,37.5,30.0,0.6,0.6,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,links V2G_BE,3711.56214,1,BE,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,25980.93498,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker_BE,0.0191445204831483,1,BE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_BE,3612.0968346228487,1,BE,,,BATS,ELE,0.935,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,18060.476730592192,0.0008,5.0,0.935,,,,,,,,
,links methanolisation_BE,37.538800692124056,1,BE,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links nuclear_BE,2000.0490931287188,1,BE,,,STUR,NUC,0.41,8.0,6.0,0.0025693731,0.0025693731,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_1,1720.7381568535195,1,BE,,,COMC,GAS,0.525,5.0,1.0,0.0061678631,0.0061678631,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,1.0,0.0,1720.7381568535195,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_2,860.3690784267598,1,BE,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,1.5,0.0,573.5793856178399,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_3,430.1845392133799,1,BE,,,STUR,GAS,0.46,8.0,8.0,0.0177777777777778,0.0177777777777778,,,0.0,0.3,0.46,2.0,0.81,,1.5,0.0,286.78969280891994,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_4,215.09226960668997,1,BE,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,2.0,0.0,107.54613480334496,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_1,1340.022877108629,1,BE,,,STUR,BIO,0.405,24.0,24.0,0.0025692884,0.0025692884,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,1.5,0.0,893.348584739086,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_2,670.0114385543145,1,BE,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,2.0,0.0,335.00571927715725,,,,,,,,,,,,,,,,
,storage_units PHS_BE,1308.0,1,BE,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,5709.999801719847,0.0,1308.0,0.8,,,,,,,,
,storage_units hydro_BE,12.73566878980889,1,BE,,,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,108212.90367503354,0.0,0.0,0.8,,,,,,,,
,links CCGT_BE_1,5965.44999253436,1,BE,,,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_BE_3,313.97105223865054,1,BE,,,COMC,BIO,0.525,5.0,1.0,0.0354603175,0.0354603175,112542.12,0.0,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_1,2404.077222260415,1,BE,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_3,133.55984568113416,1,BE,,,GTUR,OIL,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_5,133.55984568113416,1,BE,,,GTUR,BIO,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,VPP_BE,31101.227292744254,1,BE,,,P2BS,ELE,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,270971.1110455033,,31101.227292744254,,0.0,0.0,S_1,0.974,0.974,,,
