Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,37.0,,104.0,,n/e,n/e,183.0,,0.0,,47.0,,n/e,n/e,n/e,n/e,n/e,n/e,,233.0,247.0,,2.0,,n/e,n/e,1976.0,,142.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,2.0,
2023-01-01 01:00:00+00:00,37.0,,104.0,,n/e,n/e,177.0,,0.0,,47.0,,n/e,n/e,n/e,n/e,n/e,n/e,,391.0,244.0,,2.0,,n/e,n/e,1981.0,,139.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,2.0,
2023-01-01 02:00:00+00:00,37.0,,104.0,,n/e,n/e,175.0,,0.0,,47.0,,n/e,n/e,n/e,n/e,n/e,n/e,,311.0,243.0,,2.0,,n/e,n/e,1984.0,,138.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,2.0,
2023-01-01 03:00:00+00:00,38.0,,104.0,,n/e,n/e,177.0,,0.0,,47.0,,n/e,n/e,n/e,n/e,n/e,n/e,,505.0,241.0,,2.0,,n/e,n/e,1984.0,,137.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,2.0,
2023-01-01 04:00:00+00:00,39.0,,104.0,,n/e,n/e,178.0,,0.0,,47.0,,n/e,n/e,n/e,n/e,n/e,n/e,,308.0,240.0,,2.0,,n/e,n/e,1984.0,,137.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,1.0,
2023-01-01 05:00:00+00:00,41.0,,101.0,,n/e,n/e,174.0,,0.0,,42.0,,n/e,n/e,n/e,n/e,n/e,n/e,,210.0,221.0,,2.0,,n/e,n/e,1991.0,,130.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,1.0,
2023-01-01 06:00:00+00:00,36.0,,100.0,,n/e,n/e,174.0,,0.0,,39.0,,n/e,n/e,n/e,n/e,n/e,n/e,,214.0,361.0,,0.0,,n/e,n/e,1957.0,,128.0,,45.0,,0.0,,n/e,n/e,n/e,n/e,1.0,
2023-01-01 07:00:00+00:00,36.0,,103.0,,n/e,n/e,186.0,,0.0,,46.0,,n/e,n/e,n/e,n/e,n/e,n/e,,19.0,423.0,,0.0,,n/e,n/e,1927.0,,142.0,,45.0,,7.0,,n/e,n/e,n/e,n/e,1.0,
2023-01-01 08:00:00+00:00,36.0,,104.0,,n/e,n/e,183.0,,0.0,,49.0,,n/e,n/e,n/e,n/e,n/e,n/e,,14.0,414.0,,0.0,,n/e,n/e,1980.0,,142.0,,45.0,,22.0,,n/e,n/e,n/e,n/e,2.0,
2023-01-01 09:00:00+00:00,36.0,,104.0,,n/e,n/e,179.0,,0.0,,49.0,,n/e,n/e,n/e,n/e,n/e,n/e,,14.0,419.0,,0.0,,n/e,n/e,1982.0,,144.0,,44.0,,47.0,,n/e,n/e,n/e,n/e,1.0,
