index,PL -> SE,PL -> SK,PL -> CZ,PL -> LT,PL -> DE
2018-01-01 03:00:00+0000,372.0,435.0,833.0,467.0,0.0
2018-01-01 04:00:00+0000,358.0,439.0,806.0,428.0,0.0
2018-01-01 05:00:00+0000,199.0,444.0,768.0,233.0,0.0
2018-01-01 06:00:00+0000,241.0,462.0,670.0,90.0,0.0
2018-01-01 07:00:00+0000,192.0,479.0,611.0,141.0,0.0
2018-01-01 08:00:00+0000,185.0,464.0,626.0,273.0,0.0
2018-01-01 09:00:00+0000,0.0,466.0,666.0,2.0,0.0
2018-01-01 10:00:00+0000,0.0,487.0,654.0,0.0,0.0
2018-01-01 11:00:00+0000,0.0,441.0,597.0,0.0,0.0
2018-01-01 12:00:00+0000,0.0,336.0,532.0,0.0,0.0
2018-01-01 13:00:00+0000,0.0,290.0,613.0,0.0,0.0
2018-01-01 14:00:00+0000,0.0,285.0,722.0,0.0,0.0
2018-01-01 15:00:00+0000,0.0,269.0,643.0,0.0,0.0
2018-01-01 16:00:00+0000,0.0,218.0,350.0,0.0,0.0
2018-01-01 17:00:00+0000,0.0,215.0,338.0,0.0,0.0
2018-01-01 18:00:00+0000,0.0,185.0,295.0,0.0,0.0
2018-01-01 19:00:00+0000,0.0,262.0,431.0,0.0,0.0
2018-01-01 20:00:00+0000,0.0,206.0,371.0,0.0,0.0
2018-01-01 21:00:00+0000,0.0,152.0,405.0,0.0,0.0
2018-01-01 22:00:00+0000,0.0,140.0,394.0,0.0,0.0
2018-01-01 23:00:00+0000,0.0,181.0,626.0,0.0,0.0
2018-01-02 00:00:00+0000,0.0,136.0,566.0,0.0,0.0
2018-01-02 01:00:00+0000,0.0,129.0,517.0,0.0,0.0
2018-01-02 02:00:00+0000,0.0,110.0,457.0,0.0,0.0
2018-01-02 03:00:00+0000,0.0,199.0,563.0,0.0,0.0
2018-01-02 04:00:00+0000,0.0,273.0,719.0,0.0,0.0
2018-01-02 05:00:00+0000,0.0,320.0,709.0,0.0,0.0
2018-01-02 06:00:00+0000,0.0,322.0,716.0,0.0,0.0
