"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000389I","Kvilldal","1240","1240","Kvilldal","20","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000747I","Tonstad","960","960","Tonstad","12","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000020T","Aurland1","840","840","Aurland1","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000695B","Svartisen","720","720","Svartisen","18","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000008791","Sy-Sima","720","720","Sy-Sima","20","05.05.2015",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000607Y","Saurdal","640","640","Saurdal","17","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000008783","Lang Sima","580","580","Lang Sima","16","05.05.2015",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000552X","Rana","500","500","Rana","16","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000745M","Tokke","433","440","Tokke","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","50WP00000000493N","Naturkraft CCPP","420","420","Naturkraft CCPP","20","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000002811","Holen","415","415","Holen","14","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Onshore","50WP000000021352","Øyfjellet Vindkraftverk","N/A","400","Øyfjellet","132","01.08.2023",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000771L","Tyin","390","390","Tyin","17","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000000827","Brokke","379","379","Brokke","13","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000880G","Lysebotn 2","370","370","Lysebotn","9","01.01.2017",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000498D","Nedre Rossaga","260","350","Nedre Rossaga","10","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000005039","Nedre Vinstra","344","344","Nedre Vinstra","10","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000144B","Evanger","330","330","Evanger","15","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","50WP000000001475","EVM","328","328","EVM","15","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000822U","Vinje","309","309","Vinje","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000366U","Kobbelv","300","300","Kobbelv","17","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000633X","Skjomen","300","300","Skjomen","14","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000003281","Jostedal","290","290","Jostedal","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Pumped Storage","50WP00000000023N","Aurland3","290","290","Aurland3","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Onshore","50WP00000000883A","Kvenndalsfjellet vindpark","N/A","288","Kvenndalsfjellet","132","01.01.2020",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Onshore","50WP00000000882C","Storheia Vindpark","N/A","288","Storheia","132","01.01.2019",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000017I","Aura","283","283","Aura","12","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000718P","Sonna","275","275","Sonna","14","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000001823","Fortun","270","270","Fortun","8","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WPI00000005085","Nes OEK","260","260","Nes OEK","10","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000004512","Mauranger","256","256","Mauranger","16","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Onshore","50WP00000000881E","Roan Vindpark","N/A","256","Roan","132","30.11.2018",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000063B","Blafal.V","240","240","Blafal.V","15","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Run-of-river and poundage","50WP000000001491","F.K.F","230","230","F.K.F","10","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000278R","Hol 1","230","230","Hol 1","10","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","50WP00000000456T","Melkoya","230","230","Melkoya","15","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000437X","Lysebotn","228","228","Lysebotn","9","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000494L","Nea","222","222","Nea","10","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP00000000775D","Tysso 2","220","220","Tysso 2","15","16.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Water Reservoir","50WP000000005330","Oksla","220","220","Oksla","14","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","50WP00000000575L","RKA Nyhamna","215","215","RKA Nyhamna","12","17.12.2014",""
"CTA|NO / 01.01.2018 00:00 - 01.01.2019 00:00","Hydro Run-of-river and poundage","50WP000000007957","Vamma","213","213","Vamma","5","16.12.2014",""
