"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Hard coal","49W000000000066Q","Eemshaven","1580","1580","intra_zonal","380","24.07.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Offshore","49W000000000171T","Hollandse Kust Zuid","N/A","1420","intra_zonal","380","23.06.2022",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000119V","Eemshaven","N/A","1410","intra_zonal","380","01.12.2021",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000069K","Claus","1304","1304","intra_zonal","380","24.07.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Hard coal","49W000000000102B","Maasvlakte","1070","1070","intra_zonal","380","11.12.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000058P","Enecogen","928","928","Rotterdam-Europoort","380","06.01.2011",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000046W","Velsen","869","869","intra_zonal","150","10.12.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000063W","Moerdijk","766","766","intra_zonal","150","24.07.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Offshore","49W000000000184K","OWF Hollandse Kust Noord","N/A","760","intra_zonal","380","31.01.2023",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W0000000001128","Rijnmond","790","750","intra_zonal","150","06.06.2017",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Offshore","49W000000000154T","Borssele Windfarm III and IV","N/A","732","intra_zonal","400","28.01.2021",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Hard coal","49W000000000078J","NLROTTETH__1","731","731","NL","220","05.01.2012",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W0000000000431","Diemen","684","684","intra_zonal","380","10.12.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Hard coal","49W000000000070Z","Amer","631","631","intra_zonal","380","24.07.2014",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Wind Offshore","49W000000000127W","Windpark Gemini","600","600","Netherlands","380","08.05.2017",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Nuclear","49W000000000054X","Borssele 30","492","485","Borssele","380","01.03.2012",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000074R","FLEVO 5","464","464","NL","150","21.10.2009",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000048S","TNZ150 ELSTA","456","455","TNZ150 ELSTA","150","01.03.2012",""
"CTA|NL / 01.01.2018 00:00 - 01.01.2019 00:00","Fossil Gas","49W000000000072V","FLEVO 4","443","443","NL","380","08.05.2009",""
