name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
DE1 0  offwind-ac-2020,DE1 0,PQ,,4504.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025691065993125137,0.0,True,2020,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,4504.0
DE1 0  onwind-2020,DE1 0,PQ,,13117.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025833664665877658,0.0,True,2020,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,13117.0
DE1 0  solar-2020,DE1 0,PQ,,14447.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019094679074475478,0.0,True,2020,40.0,52359.07912260138,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,14447.0
DE1 0  offwind-ac-2025,DE1 0,PQ,,342.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025789956575772023,0.0,True,2025,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,342.0
DE1 0  onwind-2025,DE1 0,PQ,,3751.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02401109081681381,0.0,True,2025,30.0,115719.82225714704,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,3751.0
DE1 0  solar-2025,DE1 0,PQ,,12993.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.020926008931984517,0.0,True,2025,40.0,52359.07912260137,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,12993.0
DE1 0 load,DE1 0,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104312025505,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 oil load,DE1 0 oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0100041422006,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 co2 stored load,DE1 0 co2 stored,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010268884536,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 co2 sequestered load,DE1 0 co2 sequestered,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009324031674,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 gas load,DE1 0 gas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090322372607,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 H2 load,DE1 0 H2,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0107433658663,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 battery load,DE1 0 battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010859527306,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 EV battery load,DE1 0 EV battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0101929737966,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 land transport oil load,DE1 0 land transport oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0107502490678,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 residential rural heat load,DE1 0 residential rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.01032190359,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 residential rural water tanks load,DE1 0 residential rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108965047434,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 services rural heat load,DE1 0 services rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0093967313783,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 services rural water tanks load,DE1 0 services rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108402984597,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 residential urban decentral heat load,DE1 0 residential urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096991324563,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 residential urban decentral water tanks load,DE1 0 residential urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108160221675,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 services urban decentral heat load,DE1 0 services urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009654199785,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 services urban decentral water tanks load,DE1 0 services urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009490066077,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 urban central heat load,DE1 0 urban central heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0097283748996,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 urban central water tanks load,DE1 0 urban central water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104835208444,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 biogas load,DE1 0 biogas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0101614264267,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 solid biomass load,DE1 0 solid biomass,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0099298697096,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 solid biomass for industry load,DE1 0 solid biomass for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0103767486867,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 gas for industry load,DE1 0 gas for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0091748154855,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 shipping methanol load,DE1 0 shipping methanol,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098424001144,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 shipping oil load,DE1 0 shipping oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096287027072,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 naphtha for industry load,DE1 0 naphtha for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090726466888,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 kerosene for aviation load,DE1 0 kerosene for aviation,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010223954078,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 process emissions load,DE1 0 process emissions,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009593803032,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 coal for industry load,DE1 0 coal for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098173202673,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 agriculture machinery oil load,DE1 0 agriculture machinery oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095429597072,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
DE1 0 low voltage load,DE1 0 low voltage,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009883394776,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
