name,bus,bus0,bus1,bus2,bus3,bus4,efficiency,efficiency2,efficiency3,efficiency4,carrier,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,urban central heat_fraction,services urban decentral heat_fraction,services rural heat_fraction,residential rural heat_fraction,residential urban decentral heat_fraction
DE1 0 gas load,DE1 0 gas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 H2 load,DE1 0 H2,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 battery load,DE1 0 battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 EV battery load,DE1 0 EV battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 land transport oil load,DE1 0 land transport oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 residential rural heat load,DE1 0 residential rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 residential rural water tanks load,DE1 0 residential rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural heat load,DE1 0 services rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural water tanks load,DE1 0 services rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral heat load,DE1 0 residential urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral water tanks load,DE1 0 residential urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral heat load,DE1 0 services urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral water tanks load,DE1 0 services urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central heat load,DE1 0 urban central heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central water tanks load,DE1 0 urban central water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 biogas load,DE1 0 biogas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass load,DE1 0 solid biomass,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass for industry load,DE1 0 solid biomass for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 gas for industry load,DE1 0 gas for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 shipping methanol load,DE1 0 shipping methanol,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 shipping oil load,DE1 0 shipping oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 naphtha for industry load,DE1 0 naphtha for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 kerosene for aviation load,DE1 0 kerosene for aviation,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 process emissions load,DE1 0 process emissions,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 coal for industry load,DE1 0 coal for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 agriculture machinery oil load,DE1 0 agriculture machinery oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 low voltage load,DE1 0 low voltage,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
DE1 0 co2 sequestered,,DE1 0 co2 stored,DE1 0 co2 sequestered,,,,1.0,1.0,1.0,1.0,co2 sequestered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2425529854017888,0.0,0.0,0.0,0.0,0.0
DE1 0 OCGT-2030,,DE1 0 gas,DE1 0,co2 atmosphere,,,0.41,0.198,1.0,1.0,OCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,38037.94974453639,0.0,0.0,0.0,0.0,0.0
DE1 0 CCGT-2030,,DE1 0 gas,DE1 0,co2 atmosphere,,,0.58,0.198,1.0,1.0,CCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3040.634271242809,0.0,0.0,0.0,0.0,0.0
DE1 0 nuclear-2030,,EU uranium,DE1 0,co2 atmosphere,,,0.326,0.0,1.0,1.0,nuclear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0449117930905177,0.0,0.0,0.0,0.0,0.0
DE1 0 H2 Electrolysis-2030,,DE1 0,DE1 0 H2,,,,0.6217,1.0,1.0,1.0,H2 Electrolysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1385931828605663,0.0,0.0,0.0,0.0,0.0
DE1 0 H2 Fuel Cell-2030,,DE1 0 H2,DE1 0,DE1 0 urban central heat,,,0.5,0.4499999999999999,1.0,1.0,H2 Fuel Cell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0836358897951445,1.7481558601135727e-06,0.0,0.0,0.0,0.0
DE1 0 H2 turbine-2030,,DE1 0 H2,DE1 0,,,,0.397,1.0,1.0,1.0,H2 turbine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.3096128072772637,0.0,0.0,0.0,0.0,0.0
DE1 0 battery charger-2030,,DE1 0,DE1 0 battery,,,,0.9797958971132712,1.0,1.0,1.0,battery charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1743.2805734763267,0.0,0.0,0.0,0.0,0.0
DE1 0 battery discharger-2030,,DE1 0 battery,DE1 0,,,,0.9797958971132712,1.0,1.0,1.0,battery discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1779.2282848019254,0.0,0.0,0.0,0.0,0.0
DE1 0 Sabatier-2030,,DE1 0 H2,DE1 0 gas,DE1 0 co2 stored,,,0.8,-0.1584,1.0,1.0,Sabatier,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0729998671457648,0.0,0.0,0.0,0.0,0.0
DE1 0 SMR CC-2030,,DE1 0 gas,DE1 0 H2,co2 atmosphere,DE1 0 co2 stored,,0.69,0.0197999999999999,0.1782,1.0,SMR CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1990438294445206,0.0,0.0,0.0,0.0,0.0
DE1 0 SMR-2030,,DE1 0 gas,DE1 0 H2,co2 atmosphere,,,0.76,0.198,1.0,1.0,SMR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,10590.132830928287,0.0,0.0,0.0,0.0,0.0
DE1 0 EV charger,,DE1 0 low voltage,DE1 0 EV battery,,,,0.9,1.0,1.0,1.0,EV charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,148734.9897,0.0,0.0,0.0,0.0,0.0
DE1 0 V2G,,DE1 0 EV battery,DE1 0 low voltage,,,,0.9,1.0,1.0,1.0,V2G,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,148734.9897,0.0,0.0,0.0,0.0,0.0
DE1 0 land transport oil,,DE1 0 oil,DE1 0 land transport oil,co2 atmosphere,,,1.0,0.2571,1.0,1.0,land transport oil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,101910.5744532161,0.0,0.0,0.0,0.0,0.0
DE1 0 residential rural ground heat pump-2030,,DE1 0 low voltage,DE1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,709.827805460237,0.0,0.0,0.0,0.620270106566212,0.0
DE1 0 residential rural air heat pump-2030,,DE1 0 low voltage,DE1 0 residential rural heat,,,,1.0,1.0,1.0,1.0,residential rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0599463185166397,0.0,0.0,0.0,5.238299921268877e-05,0.0
DE1 0 residential rural water tanks charger,,DE1 0 residential rural heat,DE1 0 residential rural water tanks,,,,0.8367,1.0,1.0,1.0,residential rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1736.5911504519354,0.0,0.0,0.0,0.0,0.0
DE1 0 residential rural water tanks discharger,,DE1 0 residential rural water tanks,DE1 0 residential rural heat,,,,0.8367,1.0,1.0,1.0,residential rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1435.8122946503383,0.0,0.0,0.0,0.0,0.0
DE1 0 residential rural resistive heater-2030,,DE1 0 low voltage,DE1 0 residential rural heat,,,,0.9,1.0,1.0,1.0,residential rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,162.32681278304506,0.0,0.0,0.0,0.14184633046068118,0.0
DE1 0 residential rural gas boiler-2030,,DE1 0 gas,DE1 0 residential rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,16648.487794215027,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural ground heat pump-2030,,DE1 0 low voltage,DE1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural ground heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,596.323318388036,0.0,0.0,0.37243994827670274,0.0,0.0
DE1 0 services rural air heat pump-2030,,DE1 0 low voltage,DE1 0 services rural heat,,,,1.0,1.0,1.0,1.0,services rural air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0601073544753296,0.0,0.0,3.7540675169898454e-05,0.0,0.0
DE1 0 services rural water tanks charger,,DE1 0 services rural heat,DE1 0 services rural water tanks,,,,0.8367,1.0,1.0,1.0,services rural water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,96.83975643830247,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural water tanks discharger,,DE1 0 services rural water tanks,DE1 0 services rural heat,,,,0.8367,1.0,1.0,1.0,services rural water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,61.16894909764102,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural resistive heater-2030,,DE1 0 low voltage,DE1 0 services rural heat,,,,0.9,1.0,1.0,1.0,services rural resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,897.2977150218692,0.0,0.0,0.560416646920533,0.0,0.0
DE1 0 services rural gas boiler-2030,,DE1 0 gas,DE1 0 services rural heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services rural gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,7196.755141925667,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral air heat pump-2030,,DE1 0 low voltage,DE1 0 residential urban decentral heat,,,,1.0,1.0,1.0,1.0,residential urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,31.04901550988348,0.0,0.0,0.0,0.0,0.008065786392356129
DE1 0 residential urban decentral water tanks charger,,DE1 0 residential urban decentral heat,DE1 0 residential urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3331.119022937906,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral water tanks discharger,,DE1 0 residential urban decentral water tanks,DE1 0 residential urban decentral heat,,,,0.8367,1.0,1.0,1.0,residential urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2751.6262976232933,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral resistive heater-2030,,DE1 0 low voltage,DE1 0 residential urban decentral heat,,,,0.9,1.0,1.0,1.0,residential urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,3605.125879030985,0.0,0.0,0.0,0.0,0.9365248714105903
DE1 0 residential urban decentral gas boiler-2030,,DE1 0 gas,DE1 0 residential urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,residential urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,40686.23450314016,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral air heat pump-2030,,DE1 0 low voltage,DE1 0 services urban decentral heat,,,,1.0,1.0,1.0,1.0,services urban decentral air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2622407629608617,0.0,8.603870764840609e-05,0.0,0.0,0.0
DE1 0 services urban decentral water tanks charger,,DE1 0 services urban decentral heat,DE1 0 services urban decentral water tanks,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,268.14896425167166,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral water tanks discharger,,DE1 0 services urban decentral water tanks,DE1 0 services urban decentral heat,,,,0.8367,1.0,1.0,1.0,services urban decentral water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,205.2871677258879,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral resistive heater-2030,,DE1 0 low voltage,DE1 0 services urban decentral heat,,,,0.9,1.0,1.0,1.0,services urban decentral resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2963.4738008852337,0.0,0.9722876531446377,0.0,0.0,0.0
DE1 0 services urban decentral gas boiler-2030,,DE1 0 gas,DE1 0 services urban decentral heat,co2 atmosphere,,,0.98,0.198,1.0,1.0,services urban decentral gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,17206.084446807923,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central air heat pump-2030,,DE1 0 low voltage,DE1 0 urban central heat,,,,1.0,1.0,1.0,1.0,urban central air heat pump,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0356434929394424,7.450196465850289e-07,0.0,0.0,0.0,0.0
DE1 0 urban central water tanks charger,,DE1 0 urban central heat,DE1 0 urban central water tanks,,,,0.8367,1.0,1.0,1.0,urban central water tanks charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,13353.69235649366,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central water tanks discharger,,DE1 0 urban central water tanks,DE1 0 urban central heat,,,,0.8367,1.0,1.0,1.0,urban central water tanks discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,17044.783777826826,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central resistive heater-2030,,DE1 0 low voltage,DE1 0 urban central heat,,,,0.99,1.0,1.0,1.0,urban central resistive heater,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,11377.351344242395,0.23780919260529063,0.0,0.0,0.0,0.0
DE1 0 urban central gas boiler-2030,,DE1 0 gas,DE1 0 urban central heat,co2 atmosphere,,,1.04,0.198,1.0,1.0,urban central gas boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,7246.448166869306,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central gas CHP-2030,,DE1 0 gas,DE1 0,DE1 0 urban central heat,co2 atmosphere,,0.41,0.41,0.198,1.0,urban central gas CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,26078.456067395786,0.545091418392239,0.0,0.0,0.0,0.0
DE1 0 urban central gas CHP CC-2030,,DE1 0 gas,DE1 0,DE1 0 urban central heat,co2 atmosphere,DE1 0 co2 stored,0.3882199999999999,0.43772,0.0197999999999999,0.1782,urban central gas CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1211008036701109,2.5312468142433528e-06,0.0,0.0,0.0,0.0
DE1 0 biogas to gas,,DE1 0 biogas,DE1 0 gas,co2 atmosphere,,,1.0,-0.198,1.0,1.0,biogas to gas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0356303772153131,0.0,0.0,0.0,0.0,0.0
DE1 0 biogas to gas CC,,DE1 0 biogas,DE1 0 gas,DE1 0 co2 stored,co2 atmosphere,,1.0,0.07812,-0.27612,1.0,biogas to gas CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0321699771185292,0.0,0.0,0.0,0.0,0.0
DE1 0 urban central solid biomass CHP-2030,,DE1 0 solid biomass,DE1 0,DE1 0 urban central heat,,,0.2699,0.8245,1.0,1.0,urban central solid biomass CHP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,10386.23960119848,0.2170929928270205,0.0,0.0,0.0,0.0
DE1 0 urban central solid biomass CHP CC-2030,,DE1 0 solid biomass,DE1 0,DE1 0 urban central heat,co2 atmosphere,DE1 0 co2 stored,0.2295629999999999,0.875838,-0.33003,0.33003,urban central solid biomass CHP CC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0656278974571008,1.3717531290403508e-06,0.0,0.0,0.0,0.0
DE1 0 residential rural biomass boiler-2030,,DE1 0 solid biomass,DE1 0 residential rural heat,,,,0.86,1.0,1.0,1.0,residential rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.6603113894753729,0.0,0.0,0.0,0.0,0.0
DE1 0 services rural biomass boiler-2030,,DE1 0 solid biomass,DE1 0 services rural heat,,,,0.86,1.0,1.0,1.0,services rural biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.6694606162522959,0.0,0.0,0.0,0.0,0.0
DE1 0 residential urban decentral biomass boiler-2030,,DE1 0 solid biomass,DE1 0 residential urban decentral heat,,,,0.86,1.0,1.0,1.0,residential urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.5335406231073845,0.0,0.0,0.0,0.0,0.0
DE1 0 services urban decentral biomass boiler-2030,,DE1 0 solid biomass,DE1 0 services urban decentral heat,,,,0.86,1.0,1.0,1.0,services urban decentral biomass boiler,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.3263030499153243,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass biomass to liquid-2030,,DE1 0 solid biomass,DE1 0 oil,co2 atmosphere,,,0.3833,-0.0986,1.0,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0280112978730311,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass biomass to liquid CC-2030,,DE1 0 solid biomass,DE1 0 oil,co2 atmosphere,DE1 0 co2 stored,,0.3833,-0.33989,0.24129,1.0,biomass to liquid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0225889528869589,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass solid biomass to gas-2030,,DE1 0 solid biomass,DE1 0 gas,,co2 atmosphere,,0.63,1.0,-0.1248,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.058624460849527,0.0,0.0,0.0,0.0,0.0
DE1 0 solid biomass solid biomass to gas CC-2030,,DE1 0 solid biomass,DE1 0 gas,DE1 0 co2 stored,co2 atmosphere,,0.63,0.21771,-0.34251,1.0,BioSNG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0404921705187143,0.0,0.0,0.0,0.0,0.0
