00:00 - 01:00,279,,2545,,51,,1212,,6609,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,161,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2697,
01:00 - 02:00,253,,2206,,52,,1212,,6609,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,161,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2503,
02:00 - 03:00,248,,2117,,52,,1191,,6550,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,161,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2500,
03:00 - 04:00,250,,1965,,52,,1176,,6401,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,160,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2396,
04:00 - 05:00,255,,1997,,52,,1184,,6259,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,159,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2305,
05:00 - 06:00,262,,2000,,52,,1184,,6264,,220,,n/e,n/e,n/e,n/e,n/e,n/e,0,,159,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2337,
06:00 - 07:00,263,,2014,,53,,1193,,6278,,221,,n/e,n/e,n/e,n/e,n/e,n/e,0,,159,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2335,
07:00 - 08:00,262,,2075,,52,,1213,,6366,,221,,n/e,n/e,n/e,n/e,n/e,n/e,0,,160,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2168,
08:00 - 09:00,263,,2016,,52,,1183,,6252,,222,,n/e,n/e,n/e,n/e,n/e,n/e,0,,166,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2209,
09:00 - 10:00,262,,2046,,52,,1206,,6395,,223,,n/e,n/e,n/e,n/e,n/e,n/e,0,,167,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2337,
10:00 - 11:00,263,,2082,,52,,1232,,6349,,223,,n/e,n/e,n/e,n/e,n/e,n/e,0,,171,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2489,
