00:00 - 01:00,222,,2792,,58,,933,,7257,,206,,n/e,n/e,n/e,n/e,n/e,n/e,0,,172,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3059,
01:00 - 02:00,216,,2281,,59,,882,,6553,,203,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3440,
02:00 - 03:00,221,,1840,,59,,796,,6078,,203,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3707,
03:00 - 04:00,217,,1798,,59,,789,,5960,,203,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3982,
04:00 - 05:00,216,,1720,,58,,789,,5918,,202,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4115,
05:00 - 06:00,217,,1774,,58,,789,,5935,,202,,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4357,
06:00 - 07:00,216,,1761,,59,,789,,5897,,202,,n/e,n/e,n/e,n/e,n/e,n/e,0,,178,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4571,
07:00 - 08:00,218,,1730,,58,,790,,5881,,199,,n/e,n/e,n/e,n/e,n/e,n/e,0,,184,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4675,
08:00 - 09:00,218,,1733,,58,,788,,5855,,198,,n/e,n/e,n/e,n/e,n/e,n/e,0,,187,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4735,
09:00 - 10:00,217,,1939,,57,,817,,6027,,196,,n/e,n/e,n/e,n/e,n/e,n/e,0,,201,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4801,
10:00 - 11:00,217,,1903,,57,,838,,6000,,195,,n/e,n/e,n/e,n/e,n/e,n/e,0,,201,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4871,
11:00 - 12:00,217,,1975,,57,,838,,6210,,197,,n/e,n/e,n/e,n/e,n/e,n/e,8,,201,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4947,
12:00 - 13:00,218,,2051,,57,,877,,6584,,197,,n/e,n/e,n/e,n/e,n/e,n/e,190,,199,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4941,
13:00 - 14:00,217,,2045,,56,,884,,6718,,198,,n/e,n/e,n/e,n/e,n/e,n/e,334,,194,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4977,
14:00 - 15:00,217,,2095,,56,,882,,6859,,195,,n/e,n/e,n/e,n/e,n/e,n/e,388,,196,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4929,
15:00 - 16:00,217,,2033,,56,,866,,6737,,196,,n/e,n/e,n/e,n/e,n/e,n/e,531,,197,,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4879,
16:00 - 17:00,217,,2610,,55,,1026,,6891,,196,,n/e,n/e,n/e,n/e,n/e,n/e,525,,197,,12,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4922,
17:00 - 18:00,216,,2602,,56,,960,,6879,,197,,n/e,n/e,n/e,n/e,n/e,n/e,737,,205,,39,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4924,
