index,BG -> RO,BG -> EL,BG -> BG
2023-01-05 22:00:00+0000,0.0,502.0,0.0
2023-01-05 23:00:00+0000,0.0,483.0,0.0
2023-01-06 00:00:00+0000,1.0,489.0,1.0
2023-01-06 01:00:00+0000,1.0,473.0,1.0
2023-01-06 02:00:00+0000,0.0,488.0,0.0
2023-01-06 03:00:00+0000,0.0,459.0,0.0
2023-01-06 04:00:00+0000,0.0,430.0,0.0
2023-01-06 05:00:00+0000,0.0,391.0,0.0
2023-01-06 06:00:00+0000,0.0,353.0,0.0
2023-01-06 07:00:00+0000,10.0,316.0,10.0
2023-01-06 08:00:00+0000,27.0,343.0,27.0
2023-01-06 09:00:00+0000,18.0,389.0,18.0
2023-01-06 10:00:00+0000,13.0,379.0,13.0
2023-01-06 11:00:00+0000,9.0,394.0,9.0
2023-01-06 12:00:00+0000,0.0,406.0,0.0
2023-01-06 13:00:00+0000,0.0,405.0,0.0
2023-01-06 14:00:00+0000,0.0,408.0,0.0
2023-01-06 15:00:00+0000,0.0,400.0,0.0
2023-01-06 16:00:00+0000,0.0,414.0,0.0
2023-01-06 17:00:00+0000,0.0,416.0,0.0
2023-01-06 18:00:00+0000,0.0,421.0,0.0
2023-01-06 19:00:00+0000,0.0,421.0,0.0
2023-01-06 20:00:00+0000,0.0,420.0,0.0
2023-01-06 21:00:00+0000,0.0,400.0,0.0
2023-01-06 22:00:00+0000,0.0,412.0,0.0
2023-01-06 23:00:00+0000,0.0,437.0,0.0
2023-01-07 00:00:00+0000,0.0,433.0,0.0
2023-01-07 01:00:00+0000,0.0,412.0,0.0
2023-01-07 02:00:00+0000,0.0,407.0,0.0
2023-01-07 03:00:00+0000,0.0,387.0,0.0
2023-01-07 04:00:00+0000,0.0,386.0,0.0
2023-01-07 05:00:00+0000,0.0,406.0,0.0
2023-01-07 06:00:00+0000,0.0,389.0,0.0
2023-01-07 07:00:00+0000,2.0,391.0,2.0
2023-01-07 08:00:00+0000,14.0,410.0,14.0
2023-01-07 09:00:00+0000,10.0,441.0,10.0
2023-01-07 10:00:00+0000,15.0,431.0,15.0
2023-01-07 11:00:00+0000,95.0,429.0,95.0
2023-01-07 12:00:00+0000,22.0,408.0,22.0
2023-01-07 13:00:00+0000,99.0,367.0,99.0
2023-01-07 14:00:00+0000,28.0,354.0,28.0
2023-01-07 15:00:00+0000,109.0,275.0,109.0
2023-01-07 16:00:00+0000,1.0,344.0,1.0
2023-01-07 17:00:00+0000,0.0,369.0,0.0
2023-01-07 18:00:00+0000,1.0,378.0,1.0
2023-01-07 19:00:00+0000,0.0,389.0,0.0
2023-01-07 20:00:00+0000,0.0,389.0,0.0
2023-01-07 21:00:00+0000,0.0,424.0,0.0
2023-01-07 22:00:00+0000,0.0,440.0,0.0
2023-01-07 23:00:00+0000,0.0,453.0,0.0
2023-01-08 00:00:00+0000,0.0,452.0,0.0
2023-01-08 01:00:00+0000,0.0,424.0,0.0
2023-01-08 02:00:00+0000,0.0,420.0,0.0
2023-01-08 03:00:00+0000,0.0,438.0,0.0
2023-01-08 04:00:00+0000,0.0,431.0,0.0
2023-01-08 05:00:00+0000,0.0,427.0,0.0
2023-01-08 06:00:00+0000,0.0,381.0,0.0
2023-01-08 07:00:00+0000,0.0,337.0,0.0
2023-01-08 08:00:00+0000,0.0,367.0,0.0
2023-01-08 09:00:00+0000,0.0,420.0,0.0
2023-01-08 10:00:00+0000,0.0,429.0,0.0
2023-01-08 11:00:00+0000,0.0,424.0,0.0
2023-01-08 12:00:00+0000,0.0,404.0,0.0
2023-01-08 13:00:00+0000,0.0,372.0,0.0
2023-01-08 14:00:00+0000,0.0,343.0,0.0
2023-01-08 15:00:00+0000,0.0,372.0,0.0
2023-01-08 16:00:00+0000,0.0,411.0,0.0
2023-01-08 17:00:00+0000,0.0,405.0,0.0
2023-01-08 18:00:00+0000,0.0,408.0,0.0
2023-01-08 19:00:00+0000,0.0,404.0,0.0
2023-01-08 20:00:00+0000,0.0,416.0,0.0
2023-01-08 21:00:00+0000,0.0,471.0,0.0
2023-01-08 22:00:00+0000,0.0,488.0,0.0
2023-01-08 23:00:00+0000,0.0,490.0,0.0
2023-01-09 00:00:00+0000,2.0,467.0,2.0
2023-01-09 01:00:00+0000,29.0,427.0,29.0
2023-01-09 02:00:00+0000,43.0,422.0,43.0
2023-01-09 03:00:00+0000,40.0,416.0,40.0
2023-01-09 04:00:00+0000,43.0,401.0,43.0
2023-01-09 05:00:00+0000,0.0,386.0,0.0
2023-01-09 06:00:00+0000,0.0,389.0,0.0
2023-01-09 07:00:00+0000,0.0,388.0,0.0
2023-01-09 08:00:00+0000,3.0,385.0,3.0
2023-01-09 09:00:00+0000,49.0,376.0,49.0
2023-01-09 10:00:00+0000,138.0,366.0,138.0
2023-01-09 11:00:00+0000,156.0,356.0,156.0
2023-01-09 12:00:00+0000,194.0,310.0,194.0
2023-01-09 13:00:00+0000,57.0,381.0,57.0
2023-01-09 14:00:00+0000,40.0,355.0,40.0
2023-01-09 15:00:00+0000,63.0,347.0,63.0
2023-01-09 16:00:00+0000,36.0,399.0,36.0
2023-01-09 17:00:00+0000,73.0,385.0,73.0
2023-01-09 18:00:00+0000,53.0,398.0,53.0
2023-01-09 19:00:00+0000,42.0,404.0,42.0
2023-01-09 20:00:00+0000,28.0,397.0,28.0
2023-01-09 21:00:00+0000,5.0,355.0,5.0
2023-01-09 22:00:00+0000,241.0,259.0,241.0
2023-01-09 23:00:00+0000,394.0,212.0,394.0
2023-01-10 00:00:00+0000,540.0,143.0,540.0
2023-01-10 01:00:00+0000,567.0,111.0,567.0
2023-01-10 02:00:00+0000,510.0,156.0,510.0
2023-01-10 03:00:00+0000,490.0,206.0,490.0
2023-01-10 04:00:00+0000,317.0,237.0,317.0
2023-01-10 05:00:00+0000,113.0,299.0,113.0
2023-01-10 06:00:00+0000,54.0,331.0,54.0
2023-01-10 07:00:00+0000,207.0,207.0,207.0
2023-01-10 08:00:00+0000,330.0,125.0,330.0
2023-01-10 09:00:00+0000,403.0,57.0,403.0
2023-01-10 10:00:00+0000,446.0,21.0,446.0
2023-01-10 11:00:00+0000,473.0,23.0,473.0
2023-01-10 12:00:00+0000,456.0,25.0,456.0
2023-01-10 13:00:00+0000,285.0,123.0,285.0
2023-01-10 14:00:00+0000,183.0,215.0,183.0
2023-01-10 15:00:00+0000,233.0,242.0,233.0
2023-01-10 16:00:00+0000,247.0,325.0,247.0
2023-01-10 17:00:00+0000,260.0,344.0,260.0
2023-01-10 18:00:00+0000,230.0,385.0,230.0
2023-01-10 19:00:00+0000,228.0,384.0,228.0
2023-01-10 20:00:00+0000,18.0,373.0,18.0
2023-01-10 21:00:00+0000,3.0,401.0,3.0
2023-01-10 22:00:00+0000,11.0,437.0,11.0
2023-01-10 23:00:00+0000,0.0,460.0,0.0
2023-01-11 00:00:00+0000,0.0,472.0,0.0
2023-01-11 01:00:00+0000,0.0,445.0,0.0
2023-01-11 02:00:00+0000,2.0,426.0,2.0
2023-01-11 03:00:00+0000,12.0,411.0,12.0
2023-01-11 04:00:00+0000,68.0,365.0,68.0
2023-01-11 05:00:00+0000,26.0,356.0,26.0
2023-01-11 06:00:00+0000,8.0,341.0,8.0
2023-01-11 07:00:00+0000,4.0,313.0,4.0
2023-01-11 08:00:00+0000,104.0,247.0,104.0
2023-01-11 09:00:00+0000,134.0,265.0,134.0
2023-01-11 10:00:00+0000,220.0,240.0,220.0
2023-01-11 11:00:00+0000,178.0,238.0,178.0
2023-01-11 12:00:00+0000,137.0,273.0,137.0
2023-01-11 13:00:00+0000,62.0,330.0,62.0
2023-01-11 14:00:00+0000,30.0,329.0,30.0
2023-01-11 15:00:00+0000,130.0,304.0,130.0
2023-01-11 16:00:00+0000,147.0,315.0,147.0
2023-01-11 17:00:00+0000,126.0,330.0,126.0
2023-01-11 18:00:00+0000,121.0,343.0,121.0
2023-01-11 19:00:00+0000,154.0,347.0,154.0
2023-01-11 20:00:00+0000,122.0,351.0,122.0
2023-01-11 21:00:00+0000,35.0,403.0,35.0
2023-01-11 22:00:00+0000,13.0,434.0,13.0
2023-01-11 23:00:00+0000,40.0,454.0,40.0
2023-01-12 00:00:00+0000,41.0,439.0,41.0
2023-01-12 01:00:00+0000,68.0,419.0,68.0
2023-01-12 02:00:00+0000,86.0,396.0,86.0
2023-01-12 03:00:00+0000,121.0,382.0,121.0
2023-01-12 04:00:00+0000,66.0,339.0,66.0
2023-01-12 05:00:00+0000,19.0,320.0,19.0
2023-01-12 06:00:00+0000,1.0,290.0,1.0
2023-01-12 07:00:00+0000,35.0,243.0,35.0
2023-01-12 08:00:00+0000,143.0,185.0,143.0
2023-01-12 09:00:00+0000,350.0,99.0,350.0
2023-01-12 10:00:00+0000,415.0,68.0,415.0
2023-01-12 11:00:00+0000,351.0,80.0,351.0
2023-01-12 12:00:00+0000,335.0,88.0,335.0
2023-01-12 13:00:00+0000,258.0,161.0,258.0
2023-01-12 14:00:00+0000,200.0,171.0,200.0
2023-01-12 15:00:00+0000,275.0,193.0,275.0
2023-01-12 16:00:00+0000,179.0,264.0,179.0
2023-01-12 17:00:00+0000,150.0,280.0,150.0
2023-01-12 18:00:00+0000,110.0,291.0,110.0
2023-01-12 19:00:00+0000,63.0,297.0,63.0
2023-01-12 20:00:00+0000,2.0,330.0,2.0
2023-01-12 21:00:00+0000,14.0,335.0,14.0
2023-01-12 22:00:00+0000,8.0,371.0,8.0
2023-01-12 23:00:00+0000,0.0,408.0,0.0
2023-01-13 00:00:00+0000,0.0,412.0,0.0
2023-01-13 01:00:00+0000,9.0,375.0,9.0
2023-01-13 02:00:00+0000,8.0,367.0,8.0
2023-01-13 03:00:00+0000,15.0,338.0,15.0
2023-01-13 04:00:00+0000,130.0,245.0,130.0
2023-01-13 05:00:00+0000,106.0,190.0,106.0
2023-01-13 06:00:00+0000,199.0,88.0,199.0
2023-01-13 07:00:00+0000,323.0,16.0,323.0
2023-01-13 08:00:00+0000,450.0,42.0,450.0
2023-01-13 09:00:00+0000,520.0,78.0,520.0
2023-01-13 10:00:00+0000,544.0,91.0,544.0
2023-01-13 11:00:00+0000,602.0,55.0,602.0
2023-01-13 12:00:00+0000,426.0,57.0,426.0
2023-01-13 13:00:00+0000,284.0,151.0,284.0
2023-01-13 14:00:00+0000,213.0,114.0,213.0
2023-01-13 15:00:00+0000,390.0,85.0,390.0
2023-01-13 16:00:00+0000,331.0,121.0,331.0
2023-01-13 17:00:00+0000,290.0,160.0,290.0
2023-01-13 18:00:00+0000,231.0,187.0,231.0
2023-01-13 19:00:00+0000,125.0,240.0,125.0
2023-01-13 20:00:00+0000,27.0,279.0,27.0
2023-01-13 21:00:00+0000,0.0,352.0,0.0
2023-01-13 22:00:00+0000,0.0,384.0,0.0
2023-01-13 23:00:00+0000,0.0,394.0,0.0
2023-01-14 00:00:00+0000,0.0,393.0,0.0
2023-01-14 01:00:00+0000,0.0,390.0,0.0
2023-01-14 02:00:00+0000,0.0,361.0,0.0
2023-01-14 03:00:00+0000,0.0,347.0,0.0
2023-01-14 04:00:00+0000,0.0,323.0,0.0
2023-01-14 05:00:00+0000,0.0,307.0,0.0
2023-01-14 06:00:00+0000,1.0,292.0,1.0
2023-01-14 07:00:00+0000,34.0,290.0,34.0
2023-01-14 08:00:00+0000,38.0,323.0,38.0
2023-01-14 09:00:00+0000,46.0,325.0,46.0
2023-01-14 10:00:00+0000,45.0,316.0,45.0
2023-01-14 11:00:00+0000,13.0,279.0,13.0
2023-01-14 12:00:00+0000,0.0,265.0,0.0
2023-01-14 13:00:00+0000,14.0,309.0,14.0
2023-01-14 14:00:00+0000,6.0,285.0,6.0
2023-01-14 15:00:00+0000,150.0,256.0,150.0
2023-01-14 16:00:00+0000,45.0,300.0,45.0
2023-01-14 17:00:00+0000,23.0,311.0,23.0
2023-01-14 18:00:00+0000,38.0,318.0,38.0
2023-01-14 19:00:00+0000,3.0,346.0,3.0
2023-01-14 20:00:00+0000,0.0,356.0,0.0
2023-01-14 21:00:00+0000,0.0,363.0,0.0
2023-01-14 22:00:00+0000,0.0,372.0,0.0
2023-01-14 23:00:00+0000,0.0,384.0,0.0
2023-01-15 00:00:00+0000,0.0,422.0,0.0
2023-01-15 01:00:00+0000,0.0,382.0,0.0
2023-01-15 02:00:00+0000,0.0,360.0,0.0
2023-01-15 03:00:00+0000,0.0,343.0,0.0
2023-01-15 04:00:00+0000,0.0,335.0,0.0
2023-01-15 05:00:00+0000,0.0,337.0,0.0
2023-01-15 06:00:00+0000,0.0,297.0,0.0
2023-01-15 07:00:00+0000,0.0,264.0,0.0
2023-01-15 08:00:00+0000,0.0,303.0,0.0
2023-01-15 09:00:00+0000,0.0,376.0,0.0
2023-01-15 10:00:00+0000,0.0,398.0,0.0
2023-01-15 11:00:00+0000,0.0,352.0,0.0
2023-01-15 12:00:00+0000,0.0,304.0,0.0
2023-01-15 13:00:00+0000,0.0,307.0,0.0
2023-01-15 14:00:00+0000,6.0,350.0,6.0
2023-01-15 15:00:00+0000,36.0,312.0,36.0
2023-01-15 16:00:00+0000,0.0,348.0,0.0
2023-01-15 17:00:00+0000,0.0,373.0,0.0
2023-01-15 18:00:00+0000,0.0,388.0,0.0
2023-01-15 19:00:00+0000,0.0,365.0,0.0
2023-01-15 20:00:00+0000,0.0,370.0,0.0
2023-01-15 21:00:00+0000,0.0,410.0,0.0
2023-01-15 22:00:00+0000,0.0,434.0,0.0
2023-01-15 23:00:00+0000,0.0,421.0,0.0
2023-01-16 00:00:00+0000,0.0,427.0,0.0
2023-01-16 01:00:00+0000,1.0,400.0,1.0
2023-01-16 02:00:00+0000,15.0,380.0,15.0
2023-01-16 03:00:00+0000,25.0,370.0,25.0
2023-01-16 04:00:00+0000,23.0,330.0,23.0
2023-01-16 05:00:00+0000,45.0,295.0,45.0
2023-01-16 06:00:00+0000,5.0,278.0,5.0
2023-01-16 07:00:00+0000,5.0,289.0,5.0
2023-01-16 08:00:00+0000,31.0,279.0,31.0
2023-01-16 09:00:00+0000,35.0,267.0,35.0
2023-01-16 10:00:00+0000,146.0,197.0,146.0
2023-01-16 11:00:00+0000,228.0,158.0,228.0
2023-01-16 12:00:00+0000,178.0,148.0,178.0
2023-01-16 13:00:00+0000,74.0,242.0,74.0
2023-01-16 14:00:00+0000,53.0,330.0,53.0
2023-01-16 15:00:00+0000,78.0,338.0,78.0
2023-01-16 16:00:00+0000,212.0,348.0,212.0
2023-01-16 17:00:00+0000,189.0,367.0,189.0
2023-01-16 18:00:00+0000,82.0,376.0,82.0
2023-01-16 19:00:00+0000,5.0,346.0,5.0
2023-01-16 20:00:00+0000,2.0,326.0,2.0
2023-01-16 21:00:00+0000,32.0,364.0,32.0
2023-01-16 22:00:00+0000,220.0,263.0,220.0
2023-01-16 23:00:00+0000,207.0,354.0,207.0
2023-01-17 00:00:00+0000,189.0,299.0,189.0
2023-01-17 01:00:00+0000,248.0,294.0,248.0
2023-01-17 02:00:00+0000,328.0,236.0,328.0
2023-01-17 03:00:00+0000,322.0,218.0,322.0
2023-01-17 04:00:00+0000,194.0,242.0,194.0
2023-01-17 05:00:00+0000,30.0,203.0,30.0
2023-01-17 06:00:00+0000,128.0,209.0,128.0
2023-01-17 07:00:00+0000,230.0,137.0,230.0
2023-01-17 08:00:00+0000,273.0,134.0,273.0
2023-01-17 09:00:00+0000,390.0,109.0,390.0
2023-01-17 10:00:00+0000,246.0,168.0,246.0
2023-01-17 11:00:00+0000,300.0,108.0,300.0
2023-01-17 12:00:00+0000,317.0,78.0,317.0
2023-01-17 13:00:00+0000,254.0,106.0,254.0
2023-01-17 14:00:00+0000,256.0,156.0,256.0
2023-01-17 15:00:00+0000,248.0,189.0,248.0
2023-01-17 16:00:00+0000,336.0,239.0,336.0
2023-01-17 17:00:00+0000,345.0,259.0,345.0
2023-01-17 18:00:00+0000,394.0,216.0,394.0
2023-01-17 19:00:00+0000,272.0,307.0,272.0
2023-01-17 20:00:00+0000,181.0,290.0,181.0
2023-01-17 21:00:00+0000,251.0,308.0,251.0
2023-01-17 22:00:00+0000,339.0,320.0,339.0
2023-01-17 23:00:00+0000,279.0,268.0,279.0
2023-01-18 00:00:00+0000,301.0,247.0,301.0
2023-01-18 01:00:00+0000,379.0,213.0,379.0
2023-01-18 02:00:00+0000,434.0,188.0,434.0
2023-01-18 03:00:00+0000,435.0,172.0,435.0
2023-01-18 04:00:00+0000,356.0,188.0,356.0
2023-01-18 05:00:00+0000,240.0,192.0,240.0
2023-01-18 06:00:00+0000,342.0,102.0,342.0
2023-01-18 07:00:00+0000,456.0,40.0,456.0
2023-01-18 08:00:00+0000,508.0,95.0,508.0
2023-01-18 09:00:00+0000,550.0,59.0,550.0
2023-01-18 10:00:00+0000,612.0,67.0,612.0
2023-01-18 11:00:00+0000,492.0,85.0,492.0
2023-01-18 12:00:00+0000,390.0,89.0,390.0
2023-01-18 13:00:00+0000,411.0,59.0,411.0
2023-01-18 14:00:00+0000,383.0,28.0,383.0
2023-01-18 15:00:00+0000,419.0,116.0,419.0
2023-01-18 16:00:00+0000,287.0,229.0,287.0
2023-01-18 17:00:00+0000,387.0,233.0,387.0
2023-01-18 18:00:00+0000,320.0,268.0,320.0
2023-01-18 19:00:00+0000,290.0,250.0,290.0
2023-01-18 20:00:00+0000,133.0,252.0,133.0
2023-01-18 21:00:00+0000,142.0,249.0,142.0
2023-01-18 22:00:00+0000,140.0,235.0,140.0
2023-01-18 23:00:00+0000,98.0,256.0,98.0
2023-01-19 00:00:00+0000,141.0,270.0,141.0
2023-01-19 01:00:00+0000,247.0,241.0,247.0
2023-01-19 02:00:00+0000,380.0,206.0,380.0
2023-01-19 03:00:00+0000,405.0,170.0,405.0
2023-01-19 04:00:00+0000,296.0,200.0,296.0
2023-01-19 05:00:00+0000,186.0,207.0,186.0
2023-01-19 06:00:00+0000,294.0,195.0,294.0
2023-01-19 07:00:00+0000,390.0,40.0,390.0
2023-01-19 08:00:00+0000,528.0,0.0,528.0
2023-01-19 09:00:00+0000,716.0,0.0,716.0
2023-01-19 10:00:00+0000,734.0,6.0,734.0
2023-01-19 11:00:00+0000,737.0,0.0,737.0
2023-01-19 12:00:00+0000,679.0,0.0,679.0
2023-01-19 13:00:00+0000,512.0,12.0,512.0
2023-01-19 14:00:00+0000,319.0,86.0,319.0
2023-01-19 15:00:00+0000,345.0,218.0,345.0
2023-01-19 16:00:00+0000,315.0,269.0,315.0
2023-01-19 17:00:00+0000,326.0,251.0,326.0
2023-01-19 18:00:00+0000,269.0,237.0,269.0
2023-01-19 19:00:00+0000,98.0,204.0,98.0
2023-01-19 20:00:00+0000,79.0,172.0,79.0
2023-01-19 21:00:00+0000,47.0,252.0,47.0
2023-01-19 22:00:00+0000,148.0,233.0,148.0
2023-01-19 23:00:00+0000,254.0,167.0,254.0
2023-01-20 00:00:00+0000,292.0,163.0,292.0
2023-01-20 01:00:00+0000,337.0,172.0,337.0
2023-01-20 02:00:00+0000,341.0,155.0,341.0
2023-01-20 03:00:00+0000,318.0,156.0,318.0
2023-01-20 04:00:00+0000,218.0,175.0,218.0
2023-01-20 05:00:00+0000,96.0,186.0,96.0
2023-01-20 06:00:00+0000,284.0,174.0,284.0
2023-01-20 07:00:00+0000,315.0,148.0,315.0
2023-01-20 08:00:00+0000,350.0,109.0,350.0
2023-01-20 09:00:00+0000,323.0,50.0,323.0
2023-01-20 10:00:00+0000,290.0,82.0,290.0
2023-01-20 11:00:00+0000,266.0,63.0,266.0
2023-01-20 12:00:00+0000,240.0,41.0,240.0
2023-01-20 13:00:00+0000,167.0,156.0,167.0
2023-01-20 14:00:00+0000,184.0,258.0,184.0
2023-01-20 15:00:00+0000,321.0,294.0,321.0
2023-01-20 16:00:00+0000,345.0,290.0,345.0
2023-01-20 17:00:00+0000,196.0,326.0,196.0
2023-01-20 18:00:00+0000,18.0,285.0,18.0
2023-01-20 19:00:00+0000,5.0,301.0,5.0
2023-01-20 20:00:00+0000,0.0,309.0,0.0
2023-01-20 21:00:00+0000,19.0,352.0,19.0
2023-01-20 22:00:00+0000,7.0,338.0,7.0
2023-01-20 23:00:00+0000,1.0,350.0,1.0
2023-01-21 00:00:00+0000,11.0,324.0,11.0
2023-01-21 01:00:00+0000,2.0,307.0,2.0
2023-01-21 02:00:00+0000,32.0,290.0,32.0
2023-01-21 03:00:00+0000,26.0,264.0,26.0
2023-01-21 04:00:00+0000,33.0,213.0,33.0
2023-01-21 05:00:00+0000,25.0,177.0,25.0
2023-01-21 06:00:00+0000,4.0,161.0,4.0
2023-01-21 07:00:00+0000,51.0,221.0,51.0
2023-01-21 08:00:00+0000,340.0,224.0,340.0
2023-01-21 09:00:00+0000,507.0,211.0,507.0
2023-01-21 10:00:00+0000,432.0,244.0,432.0
2023-01-21 11:00:00+0000,128.0,234.0,128.0
2023-01-21 12:00:00+0000,89.0,240.0,89.0
2023-01-21 13:00:00+0000,3.0,275.0,3.0
2023-01-21 14:00:00+0000,0.0,293.0,0.0
2023-01-21 15:00:00+0000,4.0,361.0,4.0
2023-01-21 16:00:00+0000,128.0,379.0,128.0
2023-01-21 17:00:00+0000,161.0,376.0,161.0
2023-01-21 18:00:00+0000,51.0,395.0,51.0
2023-01-21 19:00:00+0000,6.0,424.0,6.0
2023-01-21 20:00:00+0000,0.0,401.0,0.0
