20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9535,,n/e,n/e,6290,,977,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5814,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8257,,n/e,n/e,6290,,921,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5894,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7480,,n/e,n/e,6292,,867,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5896,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7306,,n/e,n/e,6292,,775,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5967,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7183,,n/e,n/e,6292,,768,,n/e,n/e,0,,n/e,n/e,n/e,n/e,6054,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6740,,n/e,n/e,6294,,768,,n/e,n/e,0,,n/e,n/e,n/e,n/e,6128,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6590,,n/e,n/e,6293,,774,,n/e,n/e,0,,n/e,n/e,n/e,n/e,6130,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6887,,n/e,n/e,6292,,797,,n/e,n/e,0,,n/e,n/e,n/e,n/e,6067,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7858,,n/e,n/e,6294,,814,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5958,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9024,,n/e,n/e,6292,,865,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5915,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10187,,n/e,n/e,6294,,915,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5887,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,10,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11334,,n/e,n/e,6292,,960,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5907,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,10,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11433,,n/e,n/e,6294,,949,,n/e,n/e,1,,n/e,n/e,n/e,n/e,5878,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11528,,n/e,n/e,6293,,946,,n/e,n/e,3,,n/e,n/e,n/e,n/e,5821,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11514,,n/e,n/e,6292,,936,,n/e,n/e,6,,n/e,n/e,n/e,n/e,5732,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11536,,n/e,n/e,6293,,892,,n/e,n/e,6,,n/e,n/e,n/e,n/e,5777,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11520,,n/e,n/e,6294,,898,,n/e,n/e,3,,n/e,n/e,n/e,n/e,5756,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11725,,n/e,n/e,6294,,898,,n/e,n/e,1,,n/e,n/e,n/e,n/e,5782,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12006,,n/e,n/e,6294,,900,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5815,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12141,,n/e,n/e,6295,,906,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5860,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12480,,n/e,n/e,6296,,912,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5827,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12482,,n/e,n/e,6294,,877,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5858,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12459,,n/e,n/e,6293,,875,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5910,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12091,,n/e,n/e,6293,,865,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5899,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11726,,n/e,n/e,6293,,832,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5860,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11305,,n/e,n/e,6293,,801,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5851,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10774,,n/e,n/e,6293,,791,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5874,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9698,,n/e,n/e,6291,,813,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5800,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8814,,n/e,n/e,6292,,791,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5700,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8821,,n/e,n/e,6210,,800,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5642,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8933,,n/e,n/e,6029,,810,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5569,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9271,,n/e,n/e,5844,,831,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5364,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9592,,n/e,n/e,5757,,859,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5334,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10412,,n/e,n/e,5756,,896,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5298,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11607,,n/e,n/e,5756,,912,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5226,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12091,,n/e,n/e,5757,,956,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5252,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12142,,n/e,n/e,5755,,980,,n/e,n/e,1,,n/e,n/e,n/e,n/e,5148,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,33,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12161,,n/e,n/e,5754,,975,,n/e,n/e,7,,n/e,n/e,n/e,n/e,5101,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12173,,n/e,n/e,5759,,993,,n/e,n/e,16,,n/e,n/e,n/e,n/e,4960,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12281,,n/e,n/e,5758,,970,,n/e,n/e,19,,n/e,n/e,n/e,n/e,4815,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12292,,n/e,n/e,5759,,978,,n/e,n/e,14,,n/e,n/e,n/e,n/e,4803,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12607,,n/e,n/e,5760,,981,,n/e,n/e,6,,n/e,n/e,n/e,n/e,4673,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12784,,n/e,n/e,5760,,1021,,n/e,n/e,1,,n/e,n/e,n/e,n/e,4575,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12888,,n/e,n/e,5760,,1219,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4464,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12897,,n/e,n/e,5759,,1260,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4402,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12883,,n/e,n/e,5767,,1274,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4286,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12846,,n/e,n/e,5879,,1228,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4221,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12608,,n/e,n/e,6049,,1190,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4084,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12264,,n/e,n/e,6132,,1121,,n/e,n/e,0,,n/e,n/e,n/e,n/e,3993,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12019,,n/e,n/e,6187,,1056,,n/e,n/e,0,,n/e,n/e,n/e,n/e,3936,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11700,,n/e,n/e,6278,,1042,,n/e,n/e,0,,n/e,n/e,n/e,n/e,3888,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10067,,n/e,n/e,6286,,964,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4090,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9330,,n/e,n/e,6294,,962,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4097,
