00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5303,,n/e,n/e,6292,,810,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4570,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5249,,n/e,n/e,6293,,815,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4571,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5141,,n/e,n/e,6293,,822,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4579,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5128,,n/e,n/e,6295,,821,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4584,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5069,,n/e,n/e,6295,,849,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4552,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5212,,n/e,n/e,6295,,911,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4573,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5496,,n/e,n/e,6295,,929,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4557,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5898,,n/e,n/e,6294,,973,,n/e,n/e,1,,n/e,n/e,n/e,n/e,4527,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6267,,n/e,n/e,6293,,1024,,n/e,n/e,1,,n/e,n/e,n/e,n/e,4512,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7174,,n/e,n/e,6295,,1061,,n/e,n/e,4,,n/e,n/e,n/e,n/e,4530,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8025,,n/e,n/e,6295,,1047,,n/e,n/e,6,,n/e,n/e,n/e,n/e,4466,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8302,,n/e,n/e,6294,,1082,,n/e,n/e,6,,n/e,n/e,n/e,n/e,4399,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8764,,n/e,n/e,6294,,1074,,n/e,n/e,5,,n/e,n/e,n/e,n/e,4417,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9354,,n/e,n/e,6294,,1096,,n/e,n/e,2,,n/e,n/e,n/e,n/e,4394,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10124,,n/e,n/e,6294,,1114,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4428,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10508,,n/e,n/e,6294,,1112,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4480,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10561,,n/e,n/e,6294,,1119,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4558,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10511,,n/e,n/e,6294,,1111,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4584,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10401,,n/e,n/e,6294,,1122,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4582,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9989,,n/e,n/e,6294,,1093,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4491,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9180,,n/e,n/e,6294,,1041,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4474,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8981,,n/e,n/e,6294,,997,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4477,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7299,,n/e,n/e,6294,,970,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4468,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6685,,n/e,n/e,6291,,973,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4658,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6315,,n/e,n/e,6291,,978,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4666,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6276,,n/e,n/e,6291,,984,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4656,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6253,,n/e,n/e,6290,,980,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4635,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6546,,n/e,n/e,6290,,980,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4626,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7310,,n/e,n/e,6289,,1009,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4666,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9084,,n/e,n/e,6290,,1066,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4735,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10710,,n/e,n/e,6290,,1114,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4754,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11217,,n/e,n/e,6292,,1122,,n/e,n/e,0,,n/e,n/e,n/e,n/e,4841,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11434,,n/e,n/e,6294,,1103,,n/e,n/e,3,,n/e,n/e,n/e,n/e,4870,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11502,,n/e,n/e,6292,,1100,,n/e,n/e,8,,n/e,n/e,n/e,n/e,4877,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11923,,n/e,n/e,6292,,1101,,n/e,n/e,12,,n/e,n/e,n/e,n/e,4953,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11960,,n/e,n/e,6291,,1084,,n/e,n/e,12,,n/e,n/e,n/e,n/e,4967,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12027,,n/e,n/e,6292,,1081,,n/e,n/e,8,,n/e,n/e,n/e,n/e,5078,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12065,,n/e,n/e,6292,,1089,,n/e,n/e,3,,n/e,n/e,n/e,n/e,5219,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12085,,n/e,n/e,6292,,1096,,n/e,n/e,1,,n/e,n/e,n/e,n/e,5266,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12134,,n/e,n/e,6292,,1065,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5392,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12116,,n/e,n/e,6289,,1026,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5373,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11704,,n/e,n/e,6291,,1004,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5543,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11329,,n/e,n/e,6291,,1011,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5665,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10988,,n/e,n/e,6290,,1007,,n/e,n/e,0,,n/e,n/e,n/e,n/e,5774,
