00:00 - 00:30,1420,,n/e,n/e,n/e,n/e,6933,0,75,0,6,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,429,,n/e,n/e,n/e,n/e,6941,,68,0,n/e,n/e,0,,n/e,n/e,3085,,6538,270
00:30 - 01:00,1093,,n/e,n/e,n/e,n/e,6509,0,64,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,428,,n/e,n/e,n/e,n/e,6942,,64,0,n/e,n/e,0,,n/e,n/e,3177,,6517,320
01:00 - 01:30,1059,,n/e,n/e,n/e,n/e,5993,0,63,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,419,,n/e,n/e,n/e,n/e,6930,,65,0,n/e,n/e,0,,n/e,n/e,3142,,6305,319
01:30 - 02:00,1044,,n/e,n/e,n/e,n/e,6075,0,63,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,105,,389,,n/e,n/e,n/e,n/e,6868,,63,0,n/e,n/e,0,,n/e,n/e,3254,,6098,268
02:00 - 02:30,1025,,n/e,n/e,n/e,n/e,6176,0,63,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,377,,n/e,n/e,n/e,n/e,6832,,63,0,n/e,n/e,0,,n/e,n/e,3341,,6216,316
02:30 - 03:00,1022,,n/e,n/e,n/e,n/e,5395,0,64,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,370,,n/e,n/e,n/e,n/e,6829,,63,0,n/e,n/e,0,,n/e,n/e,3214,,5974,193
03:00 - 03:30,1021,,n/e,n/e,n/e,n/e,4942,0,65,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,357,,n/e,n/e,n/e,n/e,6829,,63,0,n/e,n/e,0,,n/e,n/e,3123,,5768,162
03:30 - 04:00,1016,,n/e,n/e,n/e,n/e,5331,0,65,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,341,,n/e,n/e,n/e,n/e,6823,,63,0,n/e,n/e,0,,n/e,n/e,3193,,5705,147
04:00 - 04:30,1016,,n/e,n/e,n/e,n/e,5363,0,65,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,326,,n/e,n/e,n/e,n/e,6825,,63,0,n/e,n/e,0,,n/e,n/e,3009,,5377,97
04:30 - 05:00,1013,,n/e,n/e,n/e,n/e,4883,0,66,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e,0,,323,,n/e,n/e,n/e,n/e,6811,,65,0,n/e,n/e,0,,n/e,n/e,2961,,5337,91
