tech,2019,2030,2040,2050
AC Transmission lines,7600.0,10259.992768373815,13749.95990595881,13749.959953114409
BioSNG,0.0,0.0261924749051161,0.0413365850459505,7865.402501234664
CCGT,6657.1,9144.40412194536,8710.51488015846,6491.31879530233
CCS,0.0,1043.3915060801603,879.0157172573989,792.2620828740428
CHP,4913.509,14648.953126392307,21318.79356235879,25884.154710420116
DC Transmission lines,2000.0,9479.72254804125,12797.616504207166,17276.78166813696
EV charger,0.0,21335.16,78228.92,195572.3
H2,0.0,73.69818619124213,109851.486058652,4227231.049880883
H2 turbine,0.0,0.0939491624580953,0.1314336760182821,0.1468993280501447
OCGT,12896.231,17428.079865248423,20295.807285981733,20295.814478656823
SMR,0.0,744.4727329804931,744.6935846343076,744.6960090259611
V2G,0.0,21335.16,78228.92,195572.3
agriculture machinery oil,0.0,2844.9734090375505,1422.4866916817978,0.0
ammonia cracker,0.0,0.0184163266297102,0.0343228124159587,362.476757550553
battery,0.0,5913.99909106674,105443.08962614532,235473.8317148022
battery storage,0.0,4065.443987569578,33911.605201332844,73190.71287822371
biogas,0.0,71460713.30741589,71501551.7945574,71507013.54844742
biomass,0.0,148318619.05386078,148124436.38925517,152196073.25797778
biomass boiler,32778.1468,18481.38391153059,21286.441327550714,21286.454821403626
biomass to liquid,0.0,0.0117776920317997,0.0213987530628051,2516.479041279269
coal for industry,0.0,2076.4839862579465,0.0,0.0
coal powerplants,3189.1,0.0,0.0,0.0
distribution network,84911.17436457504,75857.78463825824,75857.82217933376,75857.83158159844
gas,108092625.4,108278606.94060591,108196892.32113898,108196893.09144422
gas boiler,82420.24836749244,72398.91904903522,59152.147495858466,59152.173537550836
gas for industry,0.0,9254.56617889026,5172.374387899652,3683.789943072418
hydroelectricity,25780.9772,20680.442143052234,20680.442143052234,20680.442143052234
kerosene for aviation,0.0,7753.309703320323,5026.410802256356,2425.857919291915
land transport oil,0.0,55412.639051754726,24109.01361726883,4414.96484964247
load shedding,0.0,31000000.0,30000000.0,29000000.0
naphtha for industry,0.0,8278.538776190167,3825.342439165561,1347.0319553295485
nuclear,65881.0,26270.021919414092,8650.040203143108,2660.04404267699
offshore wind,0.0,26760.961746259203,29729.503092263825,29729.505738436146
oil,0.0,6912664544.710043,2404497554.133772,1553811658.4250753
oil boiler,33148.823599999996,23530.0,0.0,0.0
oil powerplants,4170.37,0.0,0.0,0.0
onshore wind,16426.95,20600.044634133304,19948.187927305884,63322.378275390125
power-to-gas,0.0,0.1753288027368337,0.5575500062562326,5156.8783938700035
power-to-heat,56625.955660408516,49383.12587697454,23646.914684880387,50770.55476230663
power-to-liquid,0.0,0.0294593841635359,0.0423068695015315,6063.543513872951
shipping methanol,0.0,6.585011340149636,46.02010106271998,53.97479236258511
shipping oil,0.0,136.3116483772735,52.9231192496452,0.0
solar,8583.958239840189,67115.79366646775,129713.665329599,192311.35677447735
solid biomass powerplants,1990.26,0.0,0.0,0.0
thermal energy storage,0.0,158875.76332985138,331080.17490933253,3615478.9890185734
