snapshot,BE1 0  offwind-ac-2010,BE1 0  offwind-ac-2015,BE1 0  offwind-ac-2020,BE1 0  onwind-2005,BE1 0  onwind-2010,BE1 0  onwind-2015,BE1 0  onwind-2020,BE1 0  onwind-2025,BE1 0  solar-2010,BE1 0  solar-2015,BE1 0  solar-2020,BE1 0  solar-2025,BE1 0 offwind-ac-2030,BE1 0 offwind-dc-2030,BE1 0 onwind-2030,BE1 0 residential rural solar thermal collector-2030,BE1 0 residential urban decentral solar thermal collector-2030,BE1 0 ror,BE1 0 services rural solar thermal collector-2030,BE1 0 services urban decentral solar thermal collector-2030,BE1 0 solar rooftop-2030,BE1 0 solar-2030,BE1 0 urban central solar thermal collector-2030,DE1 0  offwind-ac-2010,DE1 0  offwind-ac-2015,DE1 0  offwind-ac-2020,DE1 0  offwind-ac-2025,DE1 0  onwind-2005,DE1 0  onwind-2010,DE1 0  onwind-2015,DE1 0  onwind-2020,DE1 0  onwind-2025,DE1 0  solar-2000,DE1 0  solar-2005,DE1 0  solar-2010,DE1 0  solar-2015,DE1 0  solar-2020,DE1 0  solar-2025,DE1 0 offwind-ac-2030,DE1 0 offwind-dc-2030,DE1 0 onwind-2030,DE1 0 residential rural solar thermal collector-2030,DE1 0 residential urban decentral solar thermal collector-2030,DE1 0 ror,DE1 0 services rural solar thermal collector-2030,DE1 0 services urban decentral solar thermal collector-2030,DE1 0 solar rooftop-2030,DE1 0 solar-2030,DE1 0 urban central solar thermal collector-2030,FR1 0  offwind-ac-2025,FR1 0  onwind-2005,FR1 0  onwind-2010,FR1 0  onwind-2015,FR1 0  onwind-2020,FR1 0  onwind-2025,FR1 0  solar-2010,FR1 0  solar-2015,FR1 0  solar-2020,FR1 0  solar-2025,FR1 0 offwind-ac-2030,FR1 0 offwind-dc-2030,FR1 0 onwind-2030,FR1 0 residential rural solar thermal collector-2030,FR1 0 residential urban decentral solar thermal collector-2030,FR1 0 ror,FR1 0 services rural solar thermal collector-2030,FR1 0 services urban decentral solar thermal collector-2030,FR1 0 solar rooftop-2030,FR1 0 solar-2030,FR1 0 urban central solar thermal collector-2030,GB0 0  offwind-ac-2005,GB0 0  offwind-ac-2010,GB0 0  offwind-ac-2015,GB0 0  offwind-ac-2020,GB0 0  offwind-ac-2025,GB0 0  onwind-2005,GB0 0  onwind-2010,GB0 0  onwind-2015,GB0 0  onwind-2020,GB0 0  onwind-2025,GB0 0  solar-2010,GB0 0  solar-2015,GB0 0  solar-2020,GB0 0  solar-2025,GB0 0 offwind-ac-2030,GB0 0 offwind-dc-2030,GB0 0 onwind-2030,GB0 0 residential rural solar thermal collector-2030,GB0 0 residential urban decentral solar thermal collector-2030,GB0 0 ror,GB0 0 services rural solar thermal collector-2030,GB0 0 services urban decentral solar thermal collector-2030,GB0 0 solar rooftop-2030,GB0 0 solar-2030,GB0 0 urban central solar thermal collector-2030,GB2 0  offwind-ac-2005,GB2 0  offwind-ac-2010,GB2 0  offwind-ac-2015,GB2 0  offwind-ac-2020,GB2 0  offwind-ac-2025,GB2 0  onwind-2005,GB2 0  onwind-2010,GB2 0  onwind-2015,GB2 0  onwind-2020,GB2 0  onwind-2025,GB2 0  solar-2010,GB2 0  solar-2015,GB2 0  solar-2020,GB2 0  solar-2025,GB2 0 offwind-ac-2030,GB2 0 offwind-dc-2030,GB2 0 onwind-2030,GB2 0 residential rural solar thermal collector-2030,GB2 0 residential urban decentral solar thermal collector-2030,GB2 0 services rural solar thermal collector-2030,GB2 0 services urban decentral solar thermal collector-2030,GB2 0 solar rooftop-2030,GB2 0 solar-2030,GB2 0 urban central solar thermal collector-2030,NL1 0  offwind-ac-2010,NL1 0  offwind-ac-2015,NL1 0  offwind-ac-2020,NL1 0  offwind-ac-2025,NL1 0  onwind-2005,NL1 0  onwind-2010,NL1 0  onwind-2015,NL1 0  onwind-2020,NL1 0  onwind-2025,NL1 0  solar-2000,NL1 0  solar-2005,NL1 0  solar-2010,NL1 0  solar-2015,NL1 0  solar-2020,NL1 0  solar-2025,NL1 0 offwind-ac-2030,NL1 0 offwind-dc-2030,NL1 0 onwind-2030,NL1 0 residential rural solar thermal collector-2030,NL1 0 residential urban decentral solar thermal collector-2030,NL1 0 services rural solar thermal collector-2030,NL1 0 services urban decentral solar thermal collector-2030,NL1 0 solar rooftop-2030,NL1 0 solar-2030,NL1 0 urban central solar thermal collector-2030
2013-01-01 00:00:00,0.8855,0.8855,0.8855,0.98489318825146,0.98489318825146,0.98489318825146,0.98489318825146,0.98489318825146,0,0,0,0,0.8855,0.8855,0.98489318825146,0,0,1,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.832676195564183,0.832676195564183,0.832676195564183,0.832676195564183,0.832676195564183,0,0,0,0,0,0,0.8855,0.805921609180736,0.832676195564183,0,0,0.789357969874932,0,0,0,0,0,0.858947228734895,0.706224559871733,0.706224559871733,0.706224559871733,0.706224559871733,0.706224559871733,0,0,0,0,0.858947228734895,0.883899933728476,0.706224559871733,0,0,0.400931950028891,0,0,0,0,0,0.809045060124357,0.809045060124357,0.809045060124357,0.809045060124357,0.809045060124357,0.627650017829403,0.627650017829403,0.627650017829403,0.627650017829403,0.627650017829403,0,0,0,0,0.809045060124357,0.83162838602012,0.627650017829403,0,0,0.381482699266415,0,0,0,0,0,0.88549801397753,0.88549801397753,0.88549801397753,0.88549801397753,0.88549801397753,0.69257822748073,0.69257822748073,0.69257822748073,0.69257822748073,0.69257822748073,0,0,0,0,0.88549801397753,0.8855,0.69257822748073,0,0,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.998449115573912,0.998449115573912,0.998449115573912,0.998449115573912,0.998449115573912,0,0,0,0,0,0,0.8855,0.763893480315226,0.998449115573912,0,0,0,0,0,0,0
2013-01-01 01:00:00,0.8855,0.8855,0.8855,0.965967910371159,0.965967910371159,0.965967910371159,0.965967910371159,0.965967910371159,0,0,0,0,0.8855,0.8855,0.965967910371159,0,0,1,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.828782605161648,0.828782605161648,0.828782605161648,0.828782605161648,0.828782605161648,0,0,0,0,0,0,0.8855,0.683594225741398,0.828782605161648,0,0,0.790197657997959,0,0,0,0,0,0.846916606826779,0.659182118104528,0.659182118104528,0.659182118104528,0.659182118104528,0.659182118104528,0,0,0,0,0.846916606826779,0.881890900594428,0.659182118104528,0,0,0.400669184660442,0,0,0,0,0,0.853111993835411,0.853111993835411,0.853111993835411,0.853111993835411,0.853111993835411,0.622730197931433,0.622730197931433,0.622730197931433,0.622730197931433,0.622730197931433,0,0,0,0,0.853111993835411,0.883041059273023,0.622730197931433,0,0,0.381826549919951,0,0,0,0,0,0.885499823928141,0.885499823928141,0.885499823928141,0.885499823928141,0.885499823928141,0.695413849557836,0.695413849557836,0.695413849557836,0.695413849557836,0.695413849557836,0,0,0,0,0.885499823928141,0.8855,0.695413849557836,0,0,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.989058231389384,0.989058231389384,0.989058231389384,0.989058231389384,0.989058231389384,0,0,0,0,0,0,0.8855,0.703832326618668,0.989058231389384,0,0,0,0,0,0,0
2013-01-01 02:00:00,0.8855,0.8855,0.8855,0.931261701748108,0.931261701748108,0.931261701748108,0.931261701748108,0.931261701748108,0,0,0,0,0.8855,0.8855,0.931261701748108,0,0,1,0,0,0,0,0,0.885498201609249,0.885498201609249,0.885498201609249,0.885498201609249,0.813342137190181,0.813342137190181,0.813342137190181,0.813342137190181,0.813342137190181,0,0,0,0,0,0,0.885498201609249,0.566252642971777,0.813342137190181,0,0,0.791342899121146,0,0,0,0,0,0.880407878492624,0.626633856928551,0.626633856928551,0.626633856928551,0.626633856928551,0.626633856928551,0,0,0,0,0.880407878492624,0.88270430576551,0.626633856928551,0,0,0.402355627436384,0,0,0,0,0,0.827319561499485,0.827319561499485,0.827319561499485,0.827319561499485,0.827319561499485,0.640731837691793,0.640731837691793,0.640731837691793,0.640731837691793,0.640731837691793,0,0,0,0,0.827319561499485,0.885397085583243,0.640731837691793,0,0,0.381970471189369,0,0,0,0,0,0.885499213095348,0.885499213095348,0.885499213095348,0.885499213095348,0.885499213095348,0.688270628205591,0.688270628205591,0.688270628205591,0.688270628205591,0.688270628205591,0,0,0,0,0.885499213095348,0.8855,0.688270628205591,0,0,0,0,0,0,0,0.88542488351813,0.88542488351813,0.88542488351813,0.88542488351813,0.964400088281095,0.964400088281095,0.964400088281095,0.964400088281095,0.964400088281095,0,0,0,0,0,0,0.88542488351813,0.732710842044409,0.964400088281095,0,0,0,0,0,0,0
2013-01-01 03:00:00,0.885474081736391,0.885474081736391,0.885474081736391,0.887126441706284,0.887126441706284,0.887126441706284,0.887126441706284,0.887126441706284,0,0,0,0,0.885474081736391,0.885393824600667,0.887126441706284,0,0,1,0,0,0,0,0,0.882927628987735,0.882927628987735,0.882927628987735,0.882927628987735,0.814623577153161,0.814623577153161,0.814623577153161,0.814623577153161,0.814623577153161,0,0,0,0,0,0,0.882927628987735,0.604853423459595,0.814623577153161,0,0,0.792307763151468,0,0,0,0,0,0.881670297628983,0.601523661443113,0.601523661443113,0.601523661443113,0.601523661443113,0.601523661443113,0,0,0,0,0.881670297628983,0.868364268797201,0.601523661443113,0,0,0.405340666346011,0,0,0,0,0,0.808690390759256,0.808690390759256,0.808690390759256,0.808690390759256,0.808690390759256,0.633682199353451,0.633682199353451,0.633682199353451,0.633682199353451,0.633682199353451,0,0,0,0,0.808690390759256,0.87569899118588,0.633682199353451,0,0,0.382304864740601,0,0,0,0,0,0.885495944633438,0.885495944633438,0.885495944633438,0.885495944633438,0.885495944633438,0.648103945281204,0.648103945281204,0.648103945281204,0.648103945281204,0.648103945281204,0,0,0,0,0.885495944633438,0.8855,0.648103945281204,0,0,0,0,0,0,0,0.879476787307449,0.879476787307449,0.879476787307449,0.879476787307449,0.880734334424715,0.880734334424715,0.880734334424715,0.880734334424715,0.880734334424715,0,0,0,0,0,0,0.879476787307449,0.741956180301352,0.880734334424715,0,0,0,0,0,0,0
2013-01-01 04:00:00,0.885115365509018,0.885115365509018,0.885115365509018,0.849369411568072,0.849369411568072,0.849369411568072,0.849369411568072,0.849369411568072,0,0,0,0,0.885115365509018,0.875272985929542,0.849369411568072,0,0,1,0,0,0,0,0,0.875914817129684,0.875914817129684,0.875914817129684,0.875914817129684,0.776134364428046,0.776134364428046,0.776134364428046,0.776134364428046,0.776134364428046,0,0,0,0,0,0,0.875914817129684,0.562373020690313,0.776134364428046,0,0,0.79367844411411,0,0,0,0,0,0.876517187759723,0.586829912981242,0.586829912981242,0.586829912981242,0.586829912981242,0.586829912981242,0,0,0,0,0.876517187759723,0.880425661919695,0.586829912981242,0,0,0.410667210691915,0,0,0,0,0,0.848273366807272,0.848273366807272,0.848273366807272,0.848273366807272,0.848273366807272,0.648984569432072,0.648984569432072,0.648984569432072,0.648984569432072,0.648984569432072,0,0,0,0,0.848273366807272,0.863416272216509,0.648984569432072,0,0,0.382824718820458,0,0,0,0,0,0.885499963114791,0.885499963114791,0.885499963114791,0.885499963114791,0.885499963114791,0.717897168337462,0.717897168337462,0.717897168337462,0.717897168337462,0.717897168337462,0,0,0,0,0.885499963114791,0.8855,0.717897168337462,0,0,0,0,0,0,0,0.625567818124046,0.625567818124046,0.625567818124046,0.625567818124046,0.68466225007102,0.68466225007102,0.68466225007102,0.68466225007102,0.68466225007102,0,0,0,0,0,0,0.625567818124046,0.649373195433759,0.68466225007102,0,0,0,0,0,0,0
2013-01-01 05:00:00,0.829676189921735,0.829676189921735,0.829676189921735,0.792349511784221,0.792349511784221,0.792349511784221,0.792349511784221,0.792349511784221,0,0,0,0,0.829676189921735,0.852951502275764,0.792349511784221,0,0,1,0,0,0,0,0,0.839250816146513,0.839250816146513,0.839250816146513,0.839250816146513,0.740836391714622,0.740836391714622,0.740836391714622,0.740836391714622,0.740836391714622,0,0,0,0,0,0,0.839250816146513,0.511686468442375,0.740836391714622,0,0,0.795920451339615,0,0,0,0,0,0.857220595396201,0.559124445545813,0.559124445545813,0.559124445545813,0.559124445545813,0.559124445545813,0,0,0,0,0.857220595396201,0.885499948532941,0.559124445545813,0,0,0.416930283213881,0,0,0,0,0,0.868323781889863,0.868323781889863,0.868323781889863,0.868323781889863,0.868323781889863,0.6515779564598,0.6515779564598,0.6515779564598,0.6515779564598,0.6515779564598,0,0,0,0,0.868323781889863,0.878604062957909,0.6515779564598,0,0,0.383262760534786,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.8855,0.737113590957222,0.737113590957222,0.737113590957222,0.737113590957222,0.737113590957222,0,0,0,0,0.8855,0.8855,0.737113590957222,0,0,0,0,0,0,0,0.398741665891334,0.398741665891334,0.398741665891334,0.398741665891334,0.536039341474564,0.536039341474564,0.536039341474564,0.536039341474564,0.536039341474564,0,0,0,0,0,0,0.398741665891334,0.702270229374357,0.536039341474564,0,0,0,0,0,0,0
2013-01-01 06:00:00,0.833748554351405,0.833748554351405,0.833748554351405,0.728138787591276,0.728138787591276,0.728138787591276,0.728138787591276,0.728138787591276,0,0,0,0,0.833748554351405,0.872007951665982,0.728138787591276,0,0,1,0,0,0,0,0,0.711693859053993,0.711693859053993,0.711693859053993,0.711693859053993,0.684677378923702,0.684677378923702,0.684677378923702,0.684677378923702,0.684677378923702,0,0,0,0,0,0,0.711693859053993,0.520727908934885,0.684677378923702,0,0,0.79953919287073,0,0,0,0,0,0.843548037492666,0.539548236403644,0.539548236403644,0.539548236403644,0.539548236403644,0.539548236403644,0,0,0,0,0.843548037492666,0.883630490129745,0.539548236403644,0,0,0.423977112638897,0,0,0,0,0,0.882218576063836,0.882218576063836,0.882218576063836,0.882218576063836,0.882218576063836,0.680569006807208,0.680569006807208,0.680569006807208,0.680569006807208,0.680569006807208,0,0,0,0,0.882218576063836,0.884900992602797,0.680569006807208,0,0,0.383844916025694,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.8855,0.774021560788891,0.774021560788891,0.774021560788891,0.774021560788891,0.774021560788891,0,0,0,0,0.8855,0.8855,0.774021560788891,0,0,0,0,0,0,0,0.434659191324319,0.434659191324319,0.434659191324319,0.434659191324319,0.40820690684668,0.40820690684668,0.40820690684668,0.40820690684668,0.40820690684668,0,0,0,0,0,0,0.434659191324319,0.774492093067175,0.40820690684668,0,0,0,0,0,0,0
2013-01-01 07:00:00,0.879786922196373,0.879786922196373,0.879786922196373,0.682592294446237,0.682592294446237,0.682592294446237,0.682592294446237,0.682592294446237,0,0,0,0,0.879786922196373,0.885484358597628,0.682592294446237,0,0,1,0,0,0,0,0,0.640720539907013,0.640720539907013,0.640720539907013,0.640720539907013,0.647766378721896,0.647766378721896,0.647766378721896,0.647766378721896,0.647766378721896,0,0,0,0,0,0,0.640720539907013,0.576785978705246,0.647766378721896,0,0,0.802982035357,0,0,0,0,0,0.835104283110732,0.513360232701265,0.513360232701265,0.513360232701265,0.513360232701265,0.513360232701265,0,0,0,0,0.835104283110732,0.880269104059289,0.513360232701265,0,0,0.431460040394602,0,0,0,0,0,0.883151610528438,0.883151610528438,0.883151610528438,0.883151610528438,0.883151610528438,0.739044901692552,0.739044901692552,0.739044901692552,0.739044901692552,0.739044901692552,0,0,0,0,0.883151610528438,0.884820048797491,0.739044901692552,0,0,0.384633175301446,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.8855,0.835496816307742,0.835496816307742,0.835496816307742,0.835496816307742,0.835496816307742,0,0,0,0,0.8855,0.8855,0.835496816307742,0,0,0,0,0,0,0,0.724693819189627,0.724693819189627,0.724693819189627,0.724693819189627,0.363370320459605,0.363370320459605,0.363370320459605,0.363370320459605,0.363370320459605,0,0,0,0,0,0,0.724693819189627,0.827658721034081,0.363370320459605,0,0,0,0,0,0,0
2013-01-01 08:00:00,0.88412689719062,0.88412689719062,0.88412689719062,0.660938989747016,0.660938989747016,0.660938989747016,0.660938989747016,0.660938989747016,0.0207116469611289,0.0207116469611289,0.0207116469611289,0.0207116469611289,0.88412689719062,0.8855,0.660938989747016,0,0,1,0,0,0.0207116469611289,0.0207116469611289,0,0.62007131816421,0.62007131816421,0.62007131816421,0.62007131816421,0.608980126639931,0.608980126639931,0.608980126639931,0.608980126639931,0.608980126639931,0.0781019777846728,0.0781019777846728,0.0781019777846728,0.0781019777846728,0.0781019777846728,0.0781019777846728,0.62007131816421,0.638422849772984,0.608980126639931,0,0,0.807373371004087,0,0,0.0781019777846728,0.0781019777846728,0,0.822905109775384,0.484751296693905,0.484751296693905,0.484751296693905,0.484751296693905,0.484751296693905,0.0407108924673445,0.0407108924673445,0.0407108924673445,0.0407108924673445,0.822905109775384,0.877047819441681,0.484751296693905,0,0,0.440219369399729,0,0,0.0407108924673445,0.0407108924673445,0,0.880654375606702,0.880654375606702,0.880654375606702,0.880654375606702,0.880654375606702,0.758721267117543,0.758721267117543,0.758721267117543,0.758721267117543,0.758721267117543,0,0,0,0,0.880654375606702,0.884940972435281,0.758721267117543,0,0,0.385409674260557,0,0,0,0,0,0.8855,0.8855,0.8855,0.8855,0.8855,0.826962049448005,0.826962049448005,0.826962049448005,0.826962049448005,0.826962049448005,0,0,0,0,0.8855,0.8855,0.826962049448005,0,0,0,0,0,0,0,0.834205002532408,0.834205002532408,0.834205002532408,0.834205002532408,0.357783380002092,0.357783380002092,0.357783380002092,0.357783380002092,0.357783380002092,0,0,0,0,0,0,0.834205002532408,0.850634420316611,0.357783380002092,0,0,0,0,0,0,0
2013-01-01 09:00:00,0.885216673233407,0.885216673233407,0.885216673233407,0.619894966477595,0.619894966477595,0.619894966477595,0.619894966477595,0.619894966477595,0.0864975401767443,0.0864975401767443,0.0864975401767443,0.0864975401767443,0.885216673233407,0.885496419322365,0.619894966477595,0,0,1,0,0,0.0864975401767443,0.0864975401767443,0,0.615085525933964,0.615085525933964,0.615085525933964,0.615085525933964,0.590125526287229,0.590125526287229,0.590125526287229,0.590125526287229,0.590125526287229,0.139654030030039,0.139654030030039,0.139654030030039,0.139654030030039,0.139654030030039,0.139654030030039,0.615085525933964,0.661614032400521,0.590125526287229,0,0,0.812477079914061,0,0,0.139654030030039,0.139654030030039,0,0.805836777031761,0.438456370389071,0.438456370389071,0.438456370389071,0.438456370389071,0.438456370389071,0.146155454609552,0.146155454609552,0.146155454609552,0.146155454609552,0.805836777031761,0.869923646856249,0.438456370389071,0,0,0.448835146291085,0,0,0.146155454609552,0.146155454609552,0,0.87741936625734,0.87741936625734,0.87741936625734,0.87741936625734,0.87741936625734,0.771254258285589,0.771254258285589,0.771254258285589,0.771254258285589,0.771254258285589,0.180338564449219,0.180338564449219,0.180338564449219,0.180338564449219,0.87741936625734,0.884916910773804,0.771254258285589,0,0,0.386099346885636,0,0,0.180338564449219,0.180338564449219,0,0.8855,0.8855,0.8855,0.8855,0.8855,0.792423881789051,0.792423881789051,0.792423881789051,0.792423881789051,0.792423881789051,0,0,0,0,0.8855,0.8855,0.792423881789051,0,0,0,0,0,0,0,0.826814263916168,0.826814263916168,0.826814263916168,0.826814263916168,0.373546539764754,0.373546539764754,0.373546539764754,0.373546539764754,0.373546539764754,0.0721278582280508,0.0721278582280508,0.0721278582280508,0.0721278582280508,0.0721278582280508,0.0721278582280508,0.826814263916168,0.851915714648932,0.373546539764754,0,0,0,0,0.0721278582280508,0.0721278582280508,0
