snapshot,BE1 0  offwind-ac-2010,BE1 0  offwind-ac-2015,BE1 0  offwind-ac-2020,BE1 0  onwind-2005,BE1 0  onwind-2010,BE1 0  onwind-2015,BE1 0  onwind-2020,BE1 0  onwind-2025,BE1 0  solar-2010,BE1 0  solar-2015,BE1 0  solar-2020,BE1 0  solar-2025,BE1 0 offwind-ac-2030,BE1 0 offwind-dc-2030,BE1 0 onwind-2030,BE1 0 residential rural solar thermal collector-2030,BE1 0 residential urban decentral solar thermal collector-2030,BE1 0 ror,BE1 0 services rural solar thermal collector-2030,BE1 0 services urban decentral solar thermal collector-2030,BE1 0 solar rooftop-2030,BE1 0 solar-2030,BE1 0 urban central solar thermal collector-2030,DE1 0  offwind-ac-2010,DE1 0  offwind-ac-2015,DE1 0  offwind-ac-2020,DE1 0  offwind-ac-2025,DE1 0  onwind-2005,DE1 0  onwind-2010,DE1 0  onwind-2015,DE1 0  onwind-2020,DE1 0  onwind-2025,DE1 0  solar-2000,DE1 0  solar-2005,DE1 0  solar-2010,DE1 0  solar-2015,DE1 0  solar-2020,DE1 0  solar-2025,DE1 0 offwind-ac-2030,DE1 0 offwind-dc-2030,DE1 0 onwind-2030,DE1 0 residential rural solar thermal collector-2030,DE1 0 residential urban decentral solar thermal collector-2030,DE1 0 ror,DE1 0 services rural solar thermal collector-2030,DE1 0 services urban decentral solar thermal collector-2030,DE1 0 solar rooftop-2030,DE1 0 solar-2030,DE1 0 urban central solar thermal collector-2030,FR1 0  offwind-ac-2025,FR1 0  onwind-2005,FR1 0  onwind-2010,FR1 0  onwind-2015,FR1 0  onwind-2020,FR1 0  onwind-2025,FR1 0  solar-2010,FR1 0  solar-2015,FR1 0  solar-2020,FR1 0  solar-2025,FR1 0 offwind-ac-2030,FR1 0 offwind-dc-2030,FR1 0 onwind-2030,FR1 0 residential rural solar thermal collector-2030,FR1 0 residential urban decentral solar thermal collector-2030,FR1 0 ror,FR1 0 services rural solar thermal collector-2030,FR1 0 services urban decentral solar thermal collector-2030,FR1 0 solar rooftop-2030,FR1 0 solar-2030,FR1 0 urban central solar thermal collector-2030,GB0 0  offwind-ac-2005,GB0 0  offwind-ac-2010,GB0 0  offwind-ac-2015,GB0 0  offwind-ac-2020,GB0 0  offwind-ac-2025,GB0 0  onwind-2005,GB0 0  onwind-2010,GB0 0  onwind-2015,GB0 0  onwind-2020,GB0 0  onwind-2025,GB0 0  solar-2010,GB0 0  solar-2015,GB0 0  solar-2020,GB0 0  solar-2025,GB0 0 offwind-ac-2030,GB0 0 offwind-dc-2030,GB0 0 onwind-2030,GB0 0 residential rural solar thermal collector-2030,GB0 0 residential urban decentral solar thermal collector-2030,GB0 0 ror,GB0 0 services rural solar thermal collector-2030,GB0 0 services urban decentral solar thermal collector-2030,GB0 0 solar rooftop-2030,GB0 0 solar-2030,GB0 0 urban central solar thermal collector-2030,GB2 0  offwind-ac-2005,GB2 0  offwind-ac-2010,GB2 0  offwind-ac-2015,GB2 0  offwind-ac-2020,GB2 0  offwind-ac-2025,GB2 0  onwind-2005,GB2 0  onwind-2010,GB2 0  onwind-2015,GB2 0  onwind-2020,GB2 0  onwind-2025,GB2 0  solar-2010,GB2 0  solar-2015,GB2 0  solar-2020,GB2 0  solar-2025,GB2 0 offwind-ac-2030,GB2 0 offwind-dc-2030,GB2 0 onwind-2030,GB2 0 residential rural solar thermal collector-2030,GB2 0 residential urban decentral solar thermal collector-2030,GB2 0 services rural solar thermal collector-2030,GB2 0 services urban decentral solar thermal collector-2030,GB2 0 solar rooftop-2030,GB2 0 solar-2030,GB2 0 urban central solar thermal collector-2030,NL1 0  offwind-ac-2010,NL1 0  offwind-ac-2015,NL1 0  offwind-ac-2020,NL1 0  offwind-ac-2025,NL1 0  onwind-2005,NL1 0  onwind-2010,NL1 0  onwind-2015,NL1 0  onwind-2020,NL1 0  onwind-2025,NL1 0  solar-2000,NL1 0  solar-2005,NL1 0  solar-2010,NL1 0  solar-2015,NL1 0  solar-2020,NL1 0  solar-2025,NL1 0 offwind-ac-2030,NL1 0 offwind-dc-2030,NL1 0 onwind-2030,NL1 0 residential rural solar thermal collector-2030,NL1 0 residential urban decentral solar thermal collector-2030,NL1 0 services rural solar thermal collector-2030,NL1 0 services urban decentral solar thermal collector-2030,NL1 0 solar rooftop-2030,NL1 0 solar-2030,NL1 0 urban central solar thermal collector-2030
2013-01-09 21:00:00,0.0118715564708825,0.0118715564708825,0.0118715564708825,0.0698166034326088,0.0698166034326088,0.0698166034326088,0.0698166034326088,0.0698166034326088,0,0,0,0,0.0118715564708825,0,0.0698166034326088,0,0,1,0,0,0,0,0,0.76216356800663,0.76216356800663,0.76216356800663,0.76216356800663,0.344418832182053,0.344418832182053,0.344418832182053,0.344418832182053,0.344418832182053,0,0,0,0,0,0,0.76216356800663,0.847590728238263,0.344418832182053,0,0,0.936022712636609,0,0,0,0,0,0.0719914996799416,0.0429942208877171,0.0429942208877171,0.0429942208877171,0.0429942208877171,0.0429942208877171,0,0,0,0,0.0719914996799416,0.0688963966126441,0.0429942208877171,0,0,0.344281185016108,0,0,0,0,0,0.147104613791057,0.147104613791057,0.147104613791057,0.147104613791057,0.147104613791057,0.182220852997815,0.182220852997815,0.182220852997815,0.182220852997815,0.182220852997815,0,0,0,0,0.147104613791057,0.213717900374898,0.182220852997815,0,0,0.384563221823637,0,0,0,0,0,0.0186723662068051,0.0186723662068051,0.0186723662068051,0.0186723662068051,0.0186723662068051,0.050748181109927,0.050748181109927,0.050748181109927,0.050748181109927,0.050748181109927,0,0,0,0,0.0186723662068051,0.0997129177601767,0.050748181109927,0,0,0,0,0,0,0,0.165287262740738,0.165287262740738,0.165287262740738,0.165287262740738,0.13287460657386,0.13287460657386,0.13287460657386,0.13287460657386,0.13287460657386,0,0,0,0,0,0,0.165287262740738,0.519309930198566,0.13287460657386,0,0,0,0,0,0,0
2013-01-09 22:00:00,0.0521073335027891,0.0521073335027891,0.0521073335027891,0.0425079612586167,0.0425079612586167,0.0425079612586167,0.0425079612586167,0.0425079612586167,0,0,0,0,0.0521073335027891,0.0599308481421796,0.0425079612586167,0,0,1,0,0,0,0,0,0.767995186962706,0.767995186962706,0.767995186962706,0.767995186962706,0.326768634851334,0.326768634851334,0.326768634851334,0.326768634851334,0.326768634851334,0,0,0,0,0,0,0.767995186962706,0.869354396877264,0.326768634851334,0,0,0.936870132804689,0,0,0,0,0,0.051301937590417,0.0345503325244268,0.0345503325244268,0.0345503325244268,0.0345503325244268,0.0345503325244268,0,0,0,0,0.051301937590417,0.0517939583242896,0.0345503325244268,0,0,0.344209144318792,0,0,0,0,0,0.156193560921792,0.156193560921792,0.156193560921792,0.156193560921792,0.156193560921792,0.165536128823488,0.165536128823488,0.165536128823488,0.165536128823488,0.165536128823488,0,0,0,0,0.156193560921792,0.226763698201333,0.165536128823488,0,0,0.384326375909788,0,0,0,0,0,0.0244060370263376,0.0244060370263376,0.0244060370263376,0.0244060370263376,0.0244060370263376,0.0426472176144695,0.0426472176144695,0.0426472176144695,0.0426472176144695,0.0426472176144695,0,0,0,0,0.0244060370263376,0.080845144944883,0.0426472176144695,0,0,0,0,0,0,0,0.271816729968306,0.271816729968306,0.271816729968306,0.271816729968306,0.120134232140083,0.120134232140083,0.120134232140083,0.120134232140083,0.120134232140083,0,0,0,0,0,0,0.271816729968306,0.60232164812407,0.120134232140083,0,0,0,0,0,0,0
2013-01-09 23:00:00,0.0301634158168822,0.0301634158168822,0.0301634158168822,0.0426123442499741,0.0426123442499741,0.0426123442499741,0.0426123442499741,0.0426123442499741,0,0,0,0,0.0301634158168822,0.0396513859200554,0.0426123442499741,0,0,1,0,0,0,0,0,0.756640213993129,0.756640213993129,0.756640213993129,0.756640213993129,0.326995865608258,0.326995865608258,0.326995865608258,0.326995865608258,0.326995865608258,0,0,0,0,0,0,0.756640213993129,0.824103306149361,0.326995865608258,0,0,0.937692131223853,0,0,0,0,0,0.0821138591827287,0.0417353456038849,0.0417353456038849,0.0417353456038849,0.0417353456038849,0.0417353456038849,0,0,0,0,0.0821138591827287,0.0666359895684307,0.0417353456038849,0,0,0.344109482838503,0,0,0,0,0,0.180628118500335,0.180628118500335,0.180628118500335,0.180628118500335,0.180628118500335,0.150739846130115,0.150739846130115,0.150739846130115,0.150739846130115,0.150739846130115,0,0,0,0,0.180628118500335,0.270406439189059,0.150739846130115,0,0,0.384091658372202,0,0,0,0,0,0.0260403394866739,0.0260403394866739,0.0260403394866739,0.0260403394866739,0.0260403394866739,0.0337551252616607,0.0337551252616607,0.0337551252616607,0.0337551252616607,0.0337551252616607,0,0,0,0,0.0260403394866739,0.0962812679338965,0.0337551252616607,0,0,0,0,0,0,0,0.268940524811481,0.268940524811481,0.268940524811481,0.268940524811481,0.124259475303242,0.124259475303242,0.124259475303242,0.124259475303242,0.124259475303242,0,0,0,0,0,0,0.268940524811481,0.629211109606982,0.124259475303242,0,0,0,0,0,0,0
2013-01-10 00:00:00,0.0483977042256565,0.0483977042256565,0.0483977042256565,0.038439996156244,0.038439996156244,0.038439996156244,0.038439996156244,0.038439996156244,0,0,0,0,0.0483977042256565,0.0529024076638478,0.038439996156244,0,0,1,0,0,0,0,0,0.765730487947036,0.765730487947036,0.765730487947036,0.765730487947036,0.342714983698045,0.342714983698045,0.342714983698045,0.342714983698045,0.342714983698045,0,0,0,0,0,0,0.765730487947036,0.837293762904576,0.342714983698045,0,0,0.938440802518463,0,0,0,0,0,0.10880334373641,0.0527057015869638,0.0527057015869638,0.0527057015869638,0.0527057015869638,0.0527057015869638,0,0,0,0,0.10880334373641,0.0842445430605734,0.0527057015869638,0,0,0.343965368846818,0,0,0,0,0,0.18266737915895,0.18266737915895,0.18266737915895,0.18266737915895,0.18266737915895,0.130055697118242,0.130055697118242,0.130055697118242,0.130055697118242,0.130055697118242,0,0,0,0,0.18266737915895,0.291732693217401,0.130055697118242,0,0,0.383846342241029,0,0,0,0,0,0.0236952211686646,0.0236952211686646,0.0236952211686646,0.0236952211686646,0.0236952211686646,0.0515090202411979,0.0515090202411979,0.0515090202411979,0.0515090202411979,0.0515090202411979,0,0,0,0,0.0236952211686646,0.0882391345292923,0.0515090202411979,0,0,0,0,0,0,0,0.306198373489603,0.306198373489603,0.306198373489603,0.306198373489603,0.135275937798356,0.135275937798356,0.135275937798356,0.135275937798356,0.135275937798356,0,0,0,0,0,0,0.306198373489603,0.751030109481743,0.135275937798356,0,0,0,0,0,0,0
2013-01-10 01:00:00,0.0724573715363192,0.0724573715363192,0.0724573715363192,0.0348630304557064,0.0348630304557064,0.0348630304557064,0.0348630304557064,0.0348630304557064,0,0,0,0,0.0724573715363192,0.0797467607101971,0.0348630304557064,0,0,1,0,0,0,0,0,0.764910382375527,0.764910382375527,0.764910382375527,0.764910382375527,0.355004688127827,0.355004688127827,0.355004688127827,0.355004688127827,0.355004688127827,0,0,0,0,0,0,0.764910382375527,0.853940530126451,0.355004688127827,0,0,0.939129750700505,0,0,0,0,0,0.142127828397678,0.0636126620036663,0.0636126620036663,0.0636126620036663,0.0636126620036663,0.0636126620036663,0,0,0,0,0.142127828397678,0.11115303920174,0.0636126620036663,0,0,0.34381822785382,0,0,0,0,0,0.177192537101408,0.177192537101408,0.177192537101408,0.177192537101408,0.177192537101408,0.117252776987114,0.117252776987114,0.117252776987114,0.117252776987114,0.117252776987114,0,0,0,0,0.177192537101408,0.28861943784411,0.117252776987114,0,0,0.383584753753091,0,0,0,0,0,0.0321710189375887,0.0321710189375887,0.0321710189375887,0.0321710189375887,0.0321710189375887,0.0780058227662763,0.0780058227662763,0.0780058227662763,0.0780058227662763,0.0780058227662763,0,0,0,0,0.0321710189375887,0.0590651042069567,0.0780058227662763,0,0,0,0,0,0,0,0.42786609669917,0.42786609669917,0.42786609669917,0.42786609669917,0.168808332363389,0.168808332363389,0.168808332363389,0.168808332363389,0.168808332363389,0,0,0,0,0,0,0.42786609669917,0.834942500876747,0.168808332363389,0,0,0,0,0,0,0
2013-01-10 02:00:00,0.104828081304358,0.104828081304358,0.104828081304358,0.0364564523604843,0.0364564523604843,0.0364564523604843,0.0364564523604843,0.0364564523604843,0,0,0,0,0.104828081304358,0.100876660596497,0.0364564523604843,0,0,1,0,0,0,0,0,0.804470131387333,0.804470131387333,0.804470131387333,0.804470131387333,0.376552620770508,0.376552620770508,0.376552620770508,0.376552620770508,0.376552620770508,0,0,0,0,0,0,0.804470131387333,0.825060764375106,0.376552620770508,0,0,0.939756331208395,0,0,0,0,0,0.168275856097616,0.0691434586892819,0.0691434586892819,0.0691434586892819,0.0691434586892819,0.0691434586892819,0,0,0,0,0.168275856097616,0.143847430597353,0.0691434586892819,0,0,0.343683050535373,0,0,0,0,0,0.170921460539917,0.170921460539917,0.170921460539917,0.170921460539917,0.170921460539917,0.0930642340056784,0.0930642340056784,0.0930642340056784,0.0930642340056784,0.0930642340056784,0,0,0,0,0.170921460539917,0.278366945045105,0.0930642340056784,0,0,0.383294600724159,0,0,0,0,0,0.0417867817064543,0.0417867817064543,0.0417867817064543,0.0417867817064543,0.0417867817064543,0.100256946444665,0.100256946444665,0.100256946444665,0.100256946444665,0.100256946444665,0,0,0,0,0.0417867817064543,0.0709839071742007,0.100256946444665,0,0,0,0,0,0,0,0.431349935410918,0.431349935410918,0.431349935410918,0.431349935410918,0.214314170055467,0.214314170055467,0.214314170055467,0.214314170055467,0.214314170055467,0,0,0,0,0,0,0.431349935410918,0.831421929790199,0.214314170055467,0,0,0,0,0,0,0
2013-01-10 03:00:00,0.0870906793954487,0.0870906793954487,0.0870906793954487,0.0316231472120636,0.0316231472120636,0.0316231472120636,0.0316231472120636,0.0316231472120636,0,0,0,0,0.0870906793954487,0.0930485051186129,0.0316231472120636,0,0,1,0,0,0,0,0,0.789635287498182,0.789635287498182,0.789635287498182,0.789635287498182,0.383768117963584,0.383768117963584,0.383768117963584,0.383768117963584,0.383768117963584,0,0,0,0,0,0,0.789635287498182,0.690652428793752,0.383768117963584,0,0,0.940347853935241,0,0,0,0,0,0.167709248178348,0.0799753697993019,0.0799753697993019,0.0799753697993019,0.0799753697993019,0.0799753697993019,0,0,0,0,0.167709248178348,0.17778667340188,0.0799753697993019,0,0,0.343588720198851,0,0,0,0,0,0.149743960065922,0.149743960065922,0.149743960065922,0.149743960065922,0.149743960065922,0.0727153333383027,0.0727153333383027,0.0727153333383027,0.0727153333383027,0.0727153333383027,0,0,0,0,0.149743960065922,0.263234672245502,0.0727153333383027,0,0,0.383041734477104,0,0,0,0,0,0.0530530511524781,0.0530530511524781,0.0530530511524781,0.0530530511524781,0.0530530511524781,0.103444929986718,0.103444929986718,0.103444929986718,0.103444929986718,0.103444929986718,0,0,0,0,0.0530530511524781,0.100217965052164,0.103444929986718,0,0,0,0,0,0,0,0.357811990817278,0.357811990817278,0.357811990817278,0.357811990817278,0.181760511841418,0.181760511841418,0.181760511841418,0.181760511841418,0.181760511841418,0,0,0,0,0,0,0.357811990817278,0.683772060474101,0.181760511841418,0,0,0,0,0,0,0
2013-01-10 04:00:00,0.12901791532503,0.12901791532503,0.12901791532503,0.0370960468201879,0.0370960468201879,0.0370960468201879,0.0370960468201879,0.0370960468201879,0,0,0,0,0.12901791532503,0.133988101067674,0.0370960468201879,0,0,1,0,0,0,0,0,0.775499124901632,0.775499124901632,0.775499124901632,0.775499124901632,0.404297590503251,0.404297590503251,0.404297590503251,0.404297590503251,0.404297590503251,0,0,0,0,0,0,0.775499124901632,0.56450448650377,0.404297590503251,0,0,0.94091462145819,0,0,0,0,0,0.16734887823807,0.0921801480949365,0.0921801480949365,0.0921801480949365,0.0921801480949365,0.0921801480949365,0,0,0,0,0.16734887823807,0.168495106658758,0.0921801480949365,0,0,0.343533908652997,0,0,0,0,0,0.155066818469402,0.155066818469402,0.155066818469402,0.155066818469402,0.155066818469402,0.0594648188663349,0.0594648188663349,0.0594648188663349,0.0594648188663349,0.0594648188663349,0,0,0,0,0.155066818469402,0.275050945991352,0.0594648188663349,0,0,0.382816995794372,0,0,0,0,0,0.050014330921186,0.050014330921186,0.050014330921186,0.050014330921186,0.050014330921186,0.0992926273481005,0.0992926273481005,0.0992926273481005,0.0992926273481005,0.0992926273481005,0,0,0,0,0.050014330921186,0.13699952048975,0.0992926273481005,0,0,0,0,0,0,0,0.433849146755598,0.433849146755598,0.433849146755598,0.433849146755598,0.188964788231501,0.188964788231501,0.188964788231501,0.188964788231501,0.188964788231501,0,0,0,0,0,0,0.433849146755598,0.619329318066548,0.188964788231501,0,0,0,0,0,0,0
2013-01-10 05:00:00,0.131878612687439,0.131878612687439,0.131878612687439,0.0408832035026824,0.0408832035026824,0.0408832035026824,0.0408832035026824,0.0408832035026824,0,0,0,0,0.131878612687439,0.151452490773155,0.0408832035026824,0,0,1,0,0,0,0,0,0.730967401731109,0.730967401731109,0.730967401731109,0.730967401731109,0.38515816310119,0.38515816310119,0.38515816310119,0.38515816310119,0.38515816310119,0,0,0,0,0,0,0.730967401731109,0.470229519719775,0.38515816310119,0,0,0.941450624884832,0,0,0,0,0,0.181312244058267,0.0961032278756977,0.0961032278756977,0.0961032278756977,0.0961032278756977,0.0961032278756977,0,0,0,0,0.181312244058267,0.174068552303694,0.0961032278756977,0,0,0.343533202719099,0,0,0,0,0,0.168316679515295,0.168316679515295,0.168316679515295,0.168316679515295,0.168316679515295,0.0511889708705978,0.0511889708705978,0.0511889708705978,0.0511889708705978,0.0511889708705978,0,0,0,0,0.168316679515295,0.281859614290896,0.0511889708705978,0,0,0.382601979414073,0,0,0,0,0,0.0388633481854688,0.0388633481854688,0.0388633481854688,0.0388633481854688,0.0388633481854688,0.0828286652461358,0.0828286652461358,0.0828286652461358,0.0828286652461358,0.0828286652461358,0,0,0,0,0.0388633481854688,0.172016065354487,0.0828286652461358,0,0,0,0,0,0,0,0.469670243430787,0.469670243430787,0.469670243430787,0.469670243430787,0.200467107857306,0.200467107857306,0.200467107857306,0.200467107857306,0.200467107857306,0,0,0,0,0,0,0.469670243430787,0.567271636956212,0.200467107857306,0,0,0,0,0,0,0
2013-01-10 06:00:00,0.165629494000324,0.165629494000324,0.165629494000324,0.0529023478566977,0.0529023478566977,0.0529023478566977,0.0529023478566977,0.0529023478566977,0,0,0,0,0.165629494000324,0.200869374971232,0.0529023478566977,0,0,1,0,0,0,0,0,0.698001986007123,0.698001986007123,0.698001986007123,0.698001986007123,0.380725863091708,0.380725863091708,0.380725863091708,0.380725863091708,0.380725863091708,0,0,0,0,0,0,0.698001986007123,0.450836042003031,0.380725863091708,0,0,0.941962050400306,0,0,0,0,0,0.162699362086743,0.100785320443789,0.100785320443789,0.100785320443789,0.100785320443789,0.100785320443789,0,0,0,0,0.162699362086743,0.163345152822176,0.100785320443789,0,0,0.343560711855865,0,0,0,0,0,0.168485476447266,0.168485476447266,0.168485476447266,0.168485476447266,0.168485476447266,0.0444264677435685,0.0444264677435685,0.0444264677435685,0.0444264677435685,0.0444264677435685,0,0,0,0,0.168485476447266,0.277035525920175,0.0444264677435685,0,0,0.382389388072724,0,0,0,0,0,0.0501439948513028,0.0501439948513028,0.0501439948513028,0.0501439948513028,0.0501439948513028,0.0844881346727142,0.0844881346727142,0.0844881346727142,0.0844881346727142,0.0844881346727142,0,0,0,0,0.0501439948513028,0.219431170272762,0.0844881346727142,0,0,0,0,0,0,0,0.467761427038279,0.467761427038279,0.467761427038279,0.467761427038279,0.209308341097343,0.209308341097343,0.209308341097343,0.209308341097343,0.209308341097343,0,0,0,0,0,0,0.467761427038279,0.501547670088626,0.209308341097343,0,0,0,0,0,0,0
2013-01-10 07:00:00,0.207629119493332,0.207629119493332,0.207629119493332,0.056044022611672,0.056044022611672,0.056044022611672,0.056044022611672,0.056044022611672,0,0,0,0,0.207629119493332,0.229810903871148,0.056044022611672,0,0,1,0,0,0,0,0,0.692227003814027,0.692227003814027,0.692227003814027,0.692227003814027,0.382431436659056,0.382431436659056,0.382431436659056,0.382431436659056,0.382431436659056,0,0,0,0,0,0,0.692227003814027,0.501899506269619,0.382431436659056,0,0,0.942143177507142,0,0,0,0,0,0.175810793535217,0.104801080621739,0.104801080621739,0.104801080621739,0.104801080621739,0.104801080621739,0,0,0,0,0.175810793535217,0.15242481896605,0.104801080621739,0,0,0.343650059223072,0,0,0,0,0,0.162456542751999,0.162456542751999,0.162456542751999,0.162456542751999,0.162456542751999,0.0405861683645934,0.0405861683645934,0.0405861683645934,0.0405861683645934,0.0405861683645934,0,0,0,0,0.162456542751999,0.274842665385621,0.0405861683645934,0,0,0.38217972756614,0,0,0,0,0,0.0786956501584589,0.0786956501584589,0.0786956501584589,0.0786956501584589,0.0786956501584589,0.097827293970332,0.097827293970332,0.097827293970332,0.097827293970332,0.097827293970332,0,0,0,0,0.0786956501584589,0.264762896085171,0.097827293970332,0,0,0,0,0,0,0,0.505995786809619,0.505995786809619,0.505995786809619,0.505995786809619,0.227486514716139,0.227486514716139,0.227486514716139,0.227486514716139,0.227486514716139,0,0,0,0,0,0,0.505995786809619,0.461349941679116,0.227486514716139,0,0,0,0,0,0,0
2013-01-10 08:00:00,0.190515212935619,0.190515212935619,0.190515212935619,0.0450129421298511,0.0450129421298511,0.0450129421298511,0.0450129421298511,0.0450129421298511,0.0200340349076616,0.0200340349076616,0.0200340349076616,0.0200340349076616,0.190515212935619,0.188605386789926,0.0450129421298511,0,0,1,0,0,0.0200340349076616,0.0200340349076616,0,0.665391641918226,0.665391641918226,0.665391641918226,0.665391641918226,0.373901856512101,0.373901856512101,0.373901856512101,0.373901856512101,0.373901856512101,0.0539400962620591,0.0539400962620591,0.0539400962620591,0.0539400962620591,0.0539400962620591,0.0539400962620591,0.665391641918226,0.604290575147267,0.373901856512101,0,0,0.942467110262425,0,0,0.0539400962620591,0.0539400962620591,0,0.233946170550381,0.112780364687025,0.112780364687025,0.112780364687025,0.112780364687025,0.112780364687025,0.0541724583137499,0.0541724583137499,0.0541724583137499,0.0541724583137499,0.233946170550381,0.156204409827896,0.112780364687025,0,0,0.343803339358708,0,0,0.0541724583137499,0.0541724583137499,0,0.153034696346797,0.153034696346797,0.153034696346797,0.153034696346797,0.153034696346797,0.0384869476893466,0.0384869476893466,0.0384869476893466,0.0384869476893466,0.0384869476893466,0,0,0,0,0.153034696346797,0.265304492347293,0.0384869476893466,0,0,0.381972218653049,0,0,0,0,0,0.121991423543657,0.121991423543657,0.121991423543657,0.121991423543657,0.121991423543657,0.124670574887394,0.124670574887394,0.124670574887394,0.124670574887394,0.124670574887394,0,0,0,0,0.121991423543657,0.338631294765279,0.124670574887394,0,0,0,0,0,0,0,0.522943055693803,0.522943055693803,0.522943055693803,0.522943055693803,0.234231234754145,0.234231234754145,0.234231234754145,0.234231234754145,0.234231234754145,0.0208110867753116,0.0208110867753116,0.0208110867753116,0.0208110867753116,0.0208110867753116,0.0208110867753116,0.522943055693803,0.430734122113317,0.234231234754145,0,0,0,0,0.0208110867753116,0.0208110867753116,0
2013-01-10 09:00:00,0.129701413125936,0.129701413125936,0.129701413125936,0.0423902196979969,0.0423902196979969,0.0423902196979969,0.0423902196979969,0.0423902196979969,0.162549856804512,0.162549856804512,0.162549856804512,0.162549856804512,0.129701413125936,0.127568365768978,0.0423902196979969,0,0,1,0,0,0.162549856804512,0.162549856804512,0,0.635399128371065,0.635399128371065,0.635399128371065,0.635399128371065,0.410051923138386,0.410051923138386,0.410051923138386,0.410051923138386,0.410051923138386,0.0910028521311421,0.0910028521311421,0.0910028521311421,0.0910028521311421,0.0910028521311421,0.0910028521311421,0.635399128371065,0.734626615343292,0.410051923138386,0,0,0.942848222919666,0,0,0.0910028521311421,0.0910028521311421,0,0.325331548314622,0.117075092334681,0.117075092334681,0.117075092334681,0.117075092334681,0.117075092334681,0.132532824867655,0.132532824867655,0.132532824867655,0.132532824867655,0.325331548314622,0.156017828199689,0.117075092334681,0,0,0.34396138762634,0,0,0.132532824867655,0.132532824867655,0,0.140647662546033,0.140647662546033,0.140647662546033,0.140647662546033,0.140647662546033,0.0359685703868216,0.0359685703868216,0.0359685703868216,0.0359685703868216,0.0359685703868216,0.0627315028820846,0.0627315028820846,0.0627315028820846,0.0627315028820846,0.140647662546033,0.246740636318216,0.0359685703868216,0,0,0.381765649241044,0,0,0.0627315028820846,0.0627315028820846,0,0.197337208593044,0.197337208593044,0.197337208593044,0.197337208593044,0.197337208593044,0.174450631155338,0.174450631155338,0.174450631155338,0.174450631155338,0.174450631155338,0.010240227441457,0.010240227441457,0.010240227441457,0.010240227441457,0.197337208593044,0.489399873189954,0.174450631155338,0,0,0,0,0.010240227441457,0.010240227441457,0,0.54272177388783,0.54272177388783,0.54272177388783,0.54272177388783,0.252795088599893,0.252795088599893,0.252795088599893,0.252795088599893,0.252795088599893,0.186948438215961,0.186948438215961,0.186948438215961,0.186948438215961,0.186948438215961,0.186948438215961,0.54272177388783,0.461657599631475,0.252795088599893,0,0,0,0,0.186948438215961,0.186948438215961,0
2013-01-10 10:00:00,0.0492795143928538,0.0492795143928538,0.0492795143928538,0.0375686164932421,0.0375686164932421,0.0375686164932421,0.0375686164932421,0.0375686164932421,0.323797714851224,0.323797714851224,0.323797714851224,0.323797714851224,0.0492795143928538,0.0422028183909642,0.0375686164932421,0,0,1,0,0,0.323797714851224,0.323797714851224,0,0.676032925378473,0.676032925378473,0.676032925378473,0.676032925378473,0.403266289492001,0.403266289492001,0.403266289492001,0.403266289492001,0.403266289492001,0.106812857350538,0.106812857350538,0.106812857350538,0.106812857350538,0.106812857350538,0.106812857350538,0.676032925378473,0.882733182525739,0.403266289492001,0,0,0.943314764259004,0,0,0.106812857350538,0.106812857350538,0,0.347481939788191,0.104849468079093,0.104849468079093,0.104849468079093,0.104849468079093,0.104849468079093,0.17382979840586,0.17382979840586,0.17382979840586,0.17382979840586,0.347481939788191,0.175417186088215,0.104849468079093,0.0137590572900144,0.0137590572900144,0.344107749260484,0.0137590572900144,0.0137590572900144,0.17382979840586,0.17382979840586,0.0137590572900144,0.0705101710684068,0.0705101710684068,0.0705101710684068,0.0705101710684068,0.0705101710684068,0.033898925098578,0.033898925098578,0.033898925098578,0.033898925098578,0.033898925098578,0.116952697347671,0.116952697347671,0.116952697347671,0.116952697347671,0.0705101710684068,0.15985316857042,0.033898925098578,0,0,0.381558381073101,0,0,0.116952697347671,0.116952697347671,0,0.376714965575366,0.376714965575366,0.376714965575366,0.376714965575366,0.376714965575366,0.255187641134499,0.255187641134499,0.255187641134499,0.255187641134499,0.255187641134499,0.128482973701288,0.128482973701288,0.128482973701288,0.128482973701288,0.376714965575366,0.766708717728539,0.255187641134499,0,0,0,0,0.128482973701288,0.128482973701288,0,0.414107259136156,0.414107259136156,0.414107259136156,0.414107259136156,0.237885431285507,0.237885431285507,0.237885431285507,0.237885431285507,0.237885431285507,0.244175257235575,0.244175257235575,0.244175257235575,0.244175257235575,0.244175257235575,0.244175257235575,0.414107259136156,0.524907093167954,0.237885431285507,0,0,0,0,0.244175257235575,0.244175257235575,0
