,CCGT,CHP,DAC,H2 turbine,OCGT,battery storage,coal,distribution network,hydroelectricity,nuclear,offshore wind,oil,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 10:00:00,8.110471428053457e-06,9.488753648058609,-0.2976872955922536,1.5414179258506636e-06,2.4692955571165455e-06,-33.19068034369604,2.6070808552404827e-07,-323.00281953948485,6.612721349149892,32.17984827416805,194.80822894648185,4.4742537241745227e-07,208.39376154487795,-145.451587805577,50.63453938691224,-0.0001363173557938735,-7.268597751782932e-05,-8.708734639544885e-05
2013-01-01 11:00:00,8.054303609644645e-06,9.488739962384798,-0.29768731011666916,1.5268556777485016e-06,2.4584807205479424e-06,-35.17004392154808,2.606469188355144e-07,-320.8115971461065,6.674947038176593,32.179845076592564,194.30174950175905,4.474250302765942e-07,209.19074786516103,-145.45158837814773,51.15367806082206,-0.23306445672498224,-0.5989478826789394,-0.24230707768127882
2013-01-01 12:00:00,8.046175239498448e-06,9.48874102276745,-0.29768730469889276,1.5249992137015794e-06,2.4567374219919648e-06,-35.27643457433868,2.6052188778113704e-07,-317.2649451080435,6.75125076848863,32.17984507906231,197.52573492246782,4.4736945301127844e-07,212.1878954740039,-145.45158883252762,45.67727101699544,-0.2894333832254251,-4.1044965413459,-0.9416817508261837
2013-01-01 13:00:00,8.042139445773791e-06,9.488739864878443,-0.2976873191687286,1.5211132407183088e-06,2.455068277297715e-06,-30.97134058673009,2.605100948356904e-07,-324.34553951844003,6.840204010261927,32.17984517433967,199.23096890231432,4.47473102634292e-07,215.36649463960592,-145.4515900773946,39.00553527132934,-0.23556727050352183,-0.426488246050771,-0.1991030644495659
2013-01-01 14:00:00,8.274224845250262e-06,9.488759220587408,-0.2976872543569597,1.5629564404594521e-06,2.4984411042884902e-06,-9.83326590102478,2.6318227209180624e-07,-333.93973754602655,7.035217187091148,35.869649376079714,201.06032753426265,4.514320577286439e-07,208.7953577471361,-143.09838494128937,25.09463096854724,-5.8519071980961346e-05,-2.858263199332559e-05,-3.892974470110828e-05
2013-01-01 15:00:00,9.648127987068853e-06,9.488768184667203,-0.29768656761155815,1.7634997810484057e-06,2.7498865375601563e-06,17.461296874938103,2.6904656256528185e-07,-363.5037973190603,7.423877685224241,40.37552620537109,201.43064822292692,4.6094911410886647e-07,201.10179077640356,-121.07825255239126,7.765023874353673,-2.084515060874938e-05,-1.1870314253495315e-05,-1.797623351391961e-05
2013-01-01 16:00:00,9.821167379188522e-06,9.488768956893649,-0.2976864740771656,1.7836926821124653e-06,2.777791112068541e-06,30.127316453503617,2.6904536294765416e-07,-374.818690247414,7.436415667634747,40.375526427688534,201.46050784729508,4.611282242253886e-07,194.2351058917799,-107.84010187321353,0.0,-0.0,-1.1549106922002977e-05,-1.742513398492195e-05
2013-01-01 17:00:00,9.825540782666696e-06,9.488768981766219,-0.29768646888988,1.7843100656527609e-06,2.777634116638064e-06,32.44511621116829,2.6898895486329915e-07,-374.964016072116,7.4317878520178775,40.375526455719566,201.33818617946596,4.6113618344249423e-07,194.92441043939522,-110.57493108477293,0.0,-0.0,-1.1594518543272765e-05,-1.7333740989234725e-05
2013-01-01 18:00:00,9.830810701728385e-06,9.488769023466688,-0.29768646289415635,1.7857888987889816e-06,2.778016894949774e-06,31.116950455511176,2.6897739204231965e-07,-374.95350764807193,7.428348964180805,40.37552646359268,200.96371808253176,4.6118054080482234e-07,195.8989580672196,-109.85391479021771,0.0,-0.0,-1.1531575249592452e-05,-1.7238873638884604e-05
2013-01-01 19:00:00,9.759480913159733e-06,9.488768480156356,-0.2976865206299826,1.7760562550210884e-06,2.7619663385748817e-06,29.06108946499144,2.6899279102752496e-07,-374.83664215429394,7.422728061472267,40.37552643352769,201.10599159985318,4.6124129948551163e-07,194.75534953810939,-106.90795206005765,0.0,-0.0,-1.1664822479085388e-05,-1.7332700513064073e-05
2013-01-01 20:00:00,9.747186444977465e-06,9.488768450740848,-0.29768652400493134,1.7753384102752467e-06,2.76006410891735e-06,25.95726197729871,2.6898313931588847e-07,-373.8360329222239,7.561104535670508,40.37552644490232,198.5973893055356,4.612650096376252e-07,193.90392313541045,-101.58308134045429,0.0,-0.0,-1.1682546634219075e-05,-1.7285505155632447e-05
2013-01-01 21:00:00,9.732437272005293e-06,9.488768438213388,-0.29768652634275217,1.7725792419356666e-06,2.757369560304621e-06,12.28714427238769,2.68893833557411e-07,-353.43033144190815,7.63201433310455,40.37552645526839,196.2928724633618,4.6118649103930386e-07,191.06707625692587,-103.24821136261998,0.0,-0.0,-1.1728541502864648e-05,-1.7338257413949953e-05
2013-01-01 22:00:00,9.617741247499607e-06,9.488767931044903,-0.2976865538670377,1.7609753807411356e-06,2.7373958244383374e-06,-3.287331286955095,2.6739481422202704e-07,-327.26264089467185,7.578849969901922,40.37552645524867,186.38700778947785,4.5887160244874664e-07,181.06133968195488,-93.8766548672174,0.0,-0.0,-1.183406326126269e-05,-1.7728155243798726e-05
2013-01-01 23:00:00,9.604936040268185e-06,9.488767915376101,-0.29768655578006836,1.7596598772256205e-06,2.7354805160534727e-06,-3.1403934087447816,2.6727620270599485e-07,-313.7232475328642,7.534380747731237,40.375526449302896,182.63462078716748,4.5873283902898664e-07,175.87038668947318,-98.5751767215374,0.0,-0.0,-1.189342561806983e-05,-1.7892175622083415e-05
2013-01-02 00:00:00,9.659625938681087e-06,9.488768300501532,-0.2976865260799143,1.7674336249186758e-06,2.7476927337843637e-06,0.06244997840778611,2.672959527576296e-07,-300.9241188279484,7.599036475247668,40.375526445073426,179.68970111279415,4.5877492630262195e-07,171.13397125769959,-106.96047929748079,0.0,-0.0,-1.1828573499170585e-05,-1.785555182535439e-05
2013-01-02 01:00:00,9.661372154242867e-06,9.488768300735897,-0.2976865257475698,1.7683724268554122e-06,2.7479997694593524e-06,0.06235385794488387,2.673259383017999e-07,-299.42100244554206,7.797403081360008,40.375526447334835,177.0279952411019,4.588427292059569e-07,166.40163025190813,-101.26781914990325,0.0,-0.0,-1.1869951539573e-05,-1.7973653386873413e-05
2013-01-02 02:00:00,9.6661142840302e-06,9.488768326113128,-0.29768652365752135,1.7699392978412845e-06,2.7491448510025168e-06,0.06352956157087006,2.674538707829105e-07,-298.4475424208135,7.4630885037906936,40.37552643596791,173.29594806735216,4.5904041199610013e-07,158.82250177100795,-90.5969647861377,0.0,-0.0,-1.1816748434640603e-05,-1.7926488603573837e-05
2013-01-02 03:00:00,9.760179535475077e-06,9.488768952466781,-0.29768647341573823,1.7780726760441276e-06,2.7671233954020565e-06,1.9147778391503079,2.688533672871077e-07,-306.8514528407163,7.349829574044684,40.37552645793073,168.06298924876978,4.6119587754198054e-07,151.34666978954326,-71.22226055173716,0.0,-0.0,-1.1760834601670305e-05,-1.7844062507737414e-05
2013-01-02 04:00:00,1.0056905401517404e-05,9.488769501349493,-0.2976862519383338,1.7415773262715595e-06,2.798203480251286e-06,23.071746941159386,2.6893229866212315e-07,-327.8663098421597,7.412311418307754,40.37552671127654,165.45871741706023,4.613103009482013e-07,145.5890177597756,-63.06493343354132,0.0,-0.0,-1.1440358167525043e-05,-1.7069954135277753e-05
2013-01-02 05:00:00,1.0134179648051961e-05,9.488769521197932,-0.2976862285500903,1.711776767647724e-06,2.8084296220227748e-06,33.57046485409712,2.689087300367402e-07,-339.3074845287526,7.7985773106654825,40.37552686438135,162.73021206159962,4.612874824859296e-07,143.55302414793022,-57.73666268258773,0.0,-0.0,-1.1252857795425064e-05,-1.6849058796294247e-05
2013-01-02 06:00:00,1.0139438656323666e-05,9.488769529257985,-0.29768622812977846,1.7129019117925291e-06,2.8105254291305437e-06,36.08088330980032,2.6885120679804883e-07,-350.2317034469295,7.7763687293026615,40.37552685873126,161.3352992126643,4.6118717511393036e-07,143.24184816345752,-47.594564607445044,0.0,-0.0,-1.1275668492944292e-05,-1.6991848266803974e-05
2013-01-02 07:00:00,1.0133613574777906e-05,9.488769533259733,-0.2976862268575468,1.7132941278121008e-06,2.811316536517483e-06,44.91607081804278,2.687526832318836e-07,-358.7164412524771,7.764643594659126,40.375526850781284,154.73936365262998,4.610265213941774e-07,141.22351854902578,-39.31902368596118,0.0,-0.0,-1.138476865071758e-05,-1.719001034807775e-05
2013-01-02 08:00:00,1.0080989169599649e-05,9.488769450250649,-0.29768622847988446,1.710034528793088e-06,2.8004268078384286e-06,20.281081234791323,2.6784664753404445e-07,-364.66570009046245,7.73840024132995,40.37552685572588,147.80612988833047,4.594326968145499e-07,140.20999834387132,-41.17500924003134,40.41324532899196,-1.3662156938504956e-05,-1.1509657783301302e-05,-1.7255679957914782e-05
2013-01-02 09:00:00,9.888761035593101e-06,9.488768599212083,-0.2976863120575983,1.688428466457663e-06,2.7683902991317718e-06,-7.2959680832876765,2.6591899203127144e-07,-356.3680788739897,7.614025068808117,40.37552668408882,141.00183425669707,4.5631144064601723e-07,142.13174116379764,-53.23622912968141,76.76083575885775,-2.5177232280656003e-05,-1.1760632230178543e-05,-1.758462302429306e-05
2013-01-02 10:00:00,9.78487653137841e-06,9.488768180343342,-0.2976865104590347,1.6698383168714501e-06,2.7533734642360732e-06,-12.800160993299446,2.6595828449182137e-07,-349.26289365273783,7.175699568790523,40.375526495318404,150.3827092193767,4.5634980321861683e-07,142.19706331115276,-64.29723339453619,77.21298574843664,-3.217036440529998e-05,-1.2079870562071486e-05,-1.8140447231970806e-05
2013-01-02 11:00:00,9.784198784525072e-06,9.488768170707258,-0.29768634360903207,1.6710180248883168e-06,2.753511331107303e-06,-7.470930101877209,2.659807828569098e-07,-346.2114027473025,7.154630905371264,40.37552649052848,147.5180073863214,4.563269397523011e-07,151.3934411866483,-72.07672600403384,70.3011486410778,-3.1737670351967476e-05,-1.2105237395702246e-05,-1.81540758192995e-05
2013-01-02 12:00:00,9.818729425338402e-06,9.48876840171214,-0.29768630487747094,1.6757142057559763e-06,2.7607577561999904e-06,-0.3034982369953682,2.6616666265861795e-07,-349.97205858026234,7.1366811866009945,40.37552649741919,156.20273145921777,4.565588255727466e-07,163.1954853148505,-86.38261869697088,60.731444844181404,-3.1017970648974646e-05,-1.1986787121792175e-05,-1.7917038185000976e-05
2013-01-02 13:00:00,9.947027178388949e-06,9.488769139843281,-0.297686259752504,1.6860646157834546e-06,2.78437339632866e-06,8.904841487873469,2.686698690043347e-07,-358.53126785691126,7.118650164013981,40.37552652063212,172.68045908457916,4.6049818903735995e-07,171.87189438300987,-101.63550684959644,50.19909196391965,-2.8644852517036124e-05,-1.1668064918289163e-05,-1.755117604327118e-05
2013-01-02 14:00:00,9.960436724309266e-06,9.488769169390801,-0.29768627081111615,1.686625584193523e-06,2.7856653769228767e-06,36.20476265236728,2.6857384485453586e-07,-365.1826944990955,7.098913523359487,40.37552653923191,180.85934123445602,4.604408503806368e-07,170.07393097347642,-108.30379153952704,29.857698909390088,-2.789217802312182e-05,-1.1578023676038052e-05,-1.729881384128849e-05
2013-01-02 15:00:00,1.0116368602238648e-05,9.488769415262132,-0.2976862037341178,1.6969721415297154e-06,2.8070578101222263e-06,55.4642058888314,2.6916528491639464e-07,-372.02426534054604,7.2512388003380135,40.37552663532426,186.4393661146177,4.6149927788226075e-07,172.59604874633533,-106.66166375590767,7.5432055106938165,-3.902479821758473e-06,-1.1413424470258237e-05,-1.682293436388281e-05
2013-01-02 16:00:00,1.0114991643335568e-05,9.488769402993873,-0.29768620476448904,1.695555198684311e-06,2.8060055182275e-06,57.907865857104156,2.6923725154707494e-07,-375.15511720033754,7.233596263004076,40.37552668203279,189.52406099512785,4.615671794495026e-07,180.39637254890593,-109.29864666802386,0.0,-0.0,-1.1319779123180038e-05,-1.6663432978642566e-05
2013-01-02 17:00:00,1.0117472231501968e-05,9.488769404704152,-0.2976862000660392,1.6941361836485916e-06,2.805392218994764e-06,53.85482992529129,2.6933984846359736e-07,-375.2360156322103,7.221276162272979,40.375526693894344,191.2271797191284,4.6164557583071734e-07,188.83829863520887,-115.29743738705926,0.0,-0.0,-1.1180090905229756e-05,-1.6467099150090868e-05
2013-01-02 18:00:00,1.0114016407448625e-05,9.488769395061349,-0.2976861975624768,1.6918837788049774e-06,2.8041099554153085e-06,51.00984514647454,2.6948596509845073e-07,-375.1771804545052,7.206979009940938,40.37552669749802,191.7872356449519,4.61736685980792e-07,198.78691942719502,-123.00566772331096,0.0,-0.0,-1.0986586009119933e-05,-1.6299780727055627e-05
2013-01-02 19:00:00,1.0093237243270081e-05,9.488769311359516,-0.29768620367430687,1.687268489368403e-06,2.7999969856143355e-06,44.41108681797936,2.6966599513387126e-07,-374.07574362256497,7.189445946855557,40.37552668787348,191.53427573252867,4.618255541193984e-07,206.73803549997163,-125.18896930245631,0.0,-0.0,-1.0843282021097515e-05,-1.62426585499111e-05
2013-01-02 20:00:00,1.0020077913964372e-05,9.488769126482277,-0.2976862236247206,1.6741979713842467e-06,2.7889227797299796e-06,35.60563450472671,2.698690215680998e-07,-369.1931203920708,7.162283773277251,40.375526596568086,191.34386827105084,4.619012613359734e-07,213.45962701818718,-127.77016128767939,0.0,-0.0,-1.0960250639801772e-05,-1.6465666069987308e-05
2013-01-02 21:00:00,9.267358633844033e-06,9.488765510380723,-0.2976865310373188,1.5308196893891119e-06,2.660361765440588e-06,24.802159193762854,2.7003219127489146e-07,-360.98753475468783,6.529431435262337,40.37546400576422,191.71827166028334,4.619064475146687e-07,220.5737193421164,-132.02780739301977,0.0,-0.0,-2.2622506022902167e-05,-3.0664372628384505e-05
2013-01-02 22:00:00,9.160724793002046e-06,9.488765034315673,-0.29768657997238057,1.519605905179742e-06,2.6438638690366544e-06,-15.073023397890006,2.688637583477937e-07,-334.0999583843837,6.5139292701345415,33.50665971857521,193.49884332264338,4.601313372920741e-07,238.6672329026253,-132.0299750063747,0.0,-0.0,-2.4326393246997598e-05,-3.2504437780173846e-05
2013-01-02 23:00:00,8.927868783122155e-06,9.488762731713019,-0.29768664782977344,1.4788520928682263e-06,2.5997796657732143e-06,-26.583471725009332,2.665878245783647e-07,-324.31492836331694,6.4969060683205955,32.17985705707993,193.09166035363012,4.562682439309123e-07,243.89088716955695,-132.03631731945464,0.0,-0.0,-1.373101026695422,-0.35810732672219997
2013-01-03 00:00:00,8.882327368596448e-06,9.488762544713675,-0.29768665481289835,1.4722963792195109e-06,2.591747907798426e-06,-42.324484386418824,2.666589085555036e-07,-317.9062961067851,6.484187730711004,32.179858527249756,192.98966259471158,4.560786740342955e-07,254.8437178729547,-132.03676773110658,0.0,-0.0,-2.55462168433776,-0.6818632926566354
2013-01-03 01:00:00,8.55581764385638e-06,9.488759298137195,-0.29768672870757984,1.4223749283600962e-06,2.526996805875368e-06,-50.727339520573,2.668957510155786e-07,-312.9944748899677,6.472840837701031,32.17985618437738,192.4966203042789,4.5613641201036865e-07,262.5038786233198,-132.03711487671373,0.0,-0.0,-6.131565691720386,-0.7574033620285577
2013-01-03 02:00:00,8.884991424188516e-06,9.488762537345961,-0.29768665097085556,1.4708418596309429e-06,2.592721174777904e-06,-54.71690419734301,2.6715698580248133e-07,-313.02731876007294,6.46201056006512,32.17985569113615,191.49239625075055,4.5625340761995823e-07,267.08815050332856,-132.03740144689507,0.0,-0.0,-5.642959719203494,-0.8044355132119209
2013-01-03 03:00:00,8.889657981419462e-06,9.488762543607395,-0.2976866481561665,1.4702979836543835e-06,2.593563780802507e-06,-46.57216045260639,2.674161385939273e-07,-326.8713310258718,6.450163329953845,32.17985574156736,189.4459055227264,4.5639458509241975e-07,270.9569431236845,-132.04416190017596,0.0,-0.0,-1.8859840274699036,-0.665835999578031
2013-01-03 04:00:00,8.948318643034697e-06,9.488762807337753,-0.29768662285250286,1.4764995767501173e-06,2.6031880401940736e-06,-32.22215497089819,2.6761090359086095e-07,-344.6387134722704,6.438546588317209,32.179856306902295,188.3933568495722,4.564925082677879e-07,274.716150769045,-132.0432890277306,0.0,-0.0,-1.4094919740247003,-0.42087544714332875
2013-01-03 05:00:00,9.032707334621238e-06,9.488763082094296,-0.2976865553297093,1.4755096778210904e-06,2.61376852024227e-06,-26.37688677244609,2.677395877421654e-07,-350.28187135164126,6.782290973550089,32.17985231753183,185.93734367697058,4.565415402445395e-07,275.566923776967,-132.04479547103256,0.0,-0.0,-0.5998617931991882,-0.16960911214603275
2013-01-03 06:00:00,9.19357002150522e-06,9.488765098693596,-0.29768649337829045,1.5117072005535872e-06,2.644694645166342e-06,-20.274208060675576,2.678214429399641e-07,-361.2512982096612,6.895177499936285,38.5511453898939,184.05125260670604,4.5655383219598264e-07,275.05847254208214,-132.04683139615798,0.0,-0.0,-2.4835822031621573e-05,-3.279604915342404e-05
2013-01-03 07:00:00,9.89515345856421e-06,9.488769200684313,-0.29768613597321814,1.6531541064458513e-06,2.7632580876868573e-06,-16.924769800984034,2.6786913303408144e-07,-362.1136146904213,7.369166968473475,40.37552662479063,182.1559390100777,4.5656604585508295e-07,272.1706298914389,-132.0492169418249,0.0,-0.0,-1.1266869512792758e-05,-1.6784669433306217e-05
2013-01-03 08:00:00,9.872830901998963e-06,9.488769264440231,-0.2976861492433121,1.6602653248155138e-06,2.7607775950111987e-06,-35.55880484238585,2.673115392125703e-07,-365.04310734109396,6.841947557092367,40.37552654786624,180.0210274667499,4.555817202270021e-07,266.1411556071896,-122.71907082912536,20.925000295963528,-1.377893071315666e-05,-1.129670647174635e-05,-1.6814802702266125e-05
2013-01-03 09:00:00,9.803812705013539e-06,9.488768957928947,-0.29768617145297843,1.6519751937048237e-06,2.7481429962840166e-06,-41.43465235830467,2.673389545125932e-07,-359.40851719696394,6.833019972019517,40.37552652917032,177.43017898288173,4.5557950063980866e-07,256.25282971492675,-116.41830184361008,27.353601898932684,-2.400304894367167e-05,-1.1528240527063926e-05,-1.716927281346371e-05
2013-01-03 10:00:00,9.772955277630749e-06,9.488768935906744,-0.29768616001261144,1.6491475733310504e-06,2.7440950102723342e-06,-24.72485294589911,2.67259266778276e-07,-348.00521179208505,6.824036579883908,40.37552654568946,176.73562948168313,4.5548668457075997e-07,221.19472416394578,-108.52990973105972,27.1137490840021,-2.9147249233616896e-05,-1.1753090039515004e-05,-1.744717859452029e-05
2013-01-03 11:00:00,9.764515399235719e-06,9.488768931059306,-0.29768615776533724,1.647797254023032e-06,2.741976075333951e-06,-34.34567832378059,2.6733118006263146e-07,-342.24781983796044,6.816101971994993,40.375526557852574,175.83452967881271,4.555679139578006e-07,223.31639980577634,-108.61412538799422,29.84875707706335,-2.9260900558378406e-05,-1.1717097157868232e-05,-1.7483850817067294e-05
2013-01-03 12:00:00,9.755877511539134e-06,9.488768922573714,-0.29768615805403537,1.6465914614766124e-06,2.739692865329063e-06,-35.58923298434255,2.6734153848547644e-07,-345.1232652556102,6.8095628544778695,40.375526555125006,177.12031196631457,4.556054698412002e-07,222.6001894172702,-102.84181734528742,27.632416429799047,-2.9348443381117568e-05,-1.1686336898590457e-05,-1.7503173276687173e-05
2013-01-03 13:00:00,9.750873682837628e-06,9.48876892562938,-0.2976861593235747,1.646227893599365e-06,2.7383017653582526e-06,-32.922425051215704,2.673115847450248e-07,-349.37425387255774,6.803731664241191,40.37552654105362,176.76166368962365,4.555967125279218e-07,219.80702642366128,-96.14977139758945,25.68219369346542,-2.9390472217372496e-05,-1.1678098441627958e-05,-1.751776625775639e-05
2013-01-03 14:00:00,9.759958194969461e-06,9.488769062033832,-0.297686161435342,1.6442615712805664e-06,2.7390868351721425e-06,-19.767441492412615,2.672410350437162e-07,-359.03901615938804,6.797608272571034,40.375526538194535,177.58380564393798,4.555203254186073e-07,210.34530724453262,-82.72135209630694,17.409253381413514,-2.9342740671767857e-05,-1.1732329146607517e-05,-1.754161644221943e-05
2013-01-03 15:00:00,1.0015668633132953e-05,9.488769912119595,-0.2976860470973442,1.6699900868153737e-06,2.7788297325062926e-06,-4.261007691977412,2.6784396209600326e-07,-367.2655146855065,14.201416160410494,40.37552674880542,175.1803770867489,4.565126249519359e-07,203.41824775260594,-76.1745119352579,5.5091341767288595,-9.043588765041105e-06,-1.1322740449669212e-05,-1.7074017599826232e-05
2013-01-03 16:00:00,1.014130952819379e-05,9.488770262442065,-0.2976859688324597,1.6803331286407293e-06,2.7906455890641857e-06,-4.276984001310247,2.6781595017645173e-07,-367.3611956956427,15.358433594965675,40.37552687814005,173.5087989432365,4.5651878284591305e-07,199.73868187901903,-66.35960434670292,0.0,-0.0,-1.1134589411556148e-05,-1.6885677464808466e-05
2013-01-03 17:00:00,1.0162891558670558e-05,9.488770739733823,-0.29768593724576153,1.6814377556869619e-06,2.7971612759831066e-06,-1.8793424547320219,2.6779601505984145e-07,-371.1969771889487,15.352785303378363,40.37552686001247,173.28772526006588,4.565270646565592e-07,199.91450295112415,-64.87056470204635,0.0,-0.0,-1.1121342183336156e-05,-1.6926255790328016e-05
2013-01-03 18:00:00,1.0113743697463282e-05,9.488770635610148,-0.29768595771961814,1.6728949023013678e-06,2.7891734052608954e-06,-0.5010874926842062,2.6782970684887813e-07,-376.08081532643155,15.347385828450086,40.37552676247287,173.98463630793015,4.565986330332479e-07,203.59027049143018,-65.73225941335994,0.0,-0.0,-1.1365644337509553e-05,-1.721459472320476e-05
2013-01-03 19:00:00,1.0115033143569158e-05,9.488770598534984,-0.29768595926869146,1.673264415496219e-06,2.788499516813375e-06,2.100478931260721,2.679363611206857e-07,-369.7648493574043,15.34399140572309,40.37552676382246,174.5952796322105,4.5676180139287854e-07,207.87524751455902,-79.5420179501589,0.0,-0.0,-1.136159576057906e-05,-1.72404015173385e-05
2013-01-03 20:00:00,1.0067085319786118e-05,9.488770136067474,-0.29768602012296047,1.6697100516109505e-06,2.7796411044409476e-06,-0.052187449018747556,2.6889754468893993e-07,-357.7069511621993,15.341671529654322,40.37552674183641,173.31771214400086,4.583752745253181e-07,208.6668120930503,-88.95892530075365,0.0,-0.0,-1.1554386949215601e-05,-1.72915108539489e-05
2013-01-03 21:00:00,9.955650391523999e-06,9.488769641179132,-0.29768607748352555,1.6621666181382963e-06,2.7623458541065588e-06,-1.8712000950984664,2.675579695834965e-07,-335.4887694922995,14.969852531109947,40.37552670916228,172.75107823962702,4.5641204061030295e-07,209.28720428272112,-109.04003233956747,0.0,-0.0,-1.1638265932086559e-05,-1.7373706631742897e-05
2013-01-03 22:00:00,9.940699044821053e-06,9.488769536712633,-0.29768607814978654,1.6606159176518914e-06,2.759699390843347e-06,-6.93833517960414,2.6739105322510776e-07,-312.6006101348104,13.145574840627141,40.37552670501216,171.13825388076194,4.5625475352169994e-07,193.95163458481477,-108.08838465017709,0.0,-0.0,-1.1695540860897646e-05,-1.738606036390538e-05
2013-01-03 23:00:00,9.932681137619234e-06,9.488769504435956,-0.2976860776363164,1.6584305509236e-06,2.7571932346618244e-06,-18.811088625418424,2.673316325602588e-07,-294.17117398257403,11.06735699628852,40.37552670013026,174.62735727696207,4.562302353642879e-07,198.1203426985944,-120.22466095951644,0.0,-0.0,-1.1692282260927924e-05,-1.7386244455171325e-05
2013-01-04 00:00:00,9.92907482001796e-06,9.4887694902992,-0.29768607574265765,1.6566535470707896e-06,2.7554439493648645e-06,-30.576526729956967,2.672989938567302e-07,-281.0676853137436,10.550522348470455,40.37552669712056,175.79875966752664,4.5624651689725394e-07,201.61888913119625,-125.71582568322769,0.0,-0.0,-1.1683854847134648e-05,-1.737622088727749e-05
2013-01-04 01:00:00,9.925404148957065e-06,9.488769488825001,-0.29768607366061994,1.6548326218323724e-06,2.7539269747687186e-06,-33.71598237349737,2.6724325833335116e-07,-275.6080879299905,10.53277003463122,40.37552670128383,172.77060560306847,4.562393764348389e-07,199.88023702039138,-123.25140889647656,0.0,-0.0,-1.1688046665322196e-05,-1.739630470661602e-05
